Animal species binomial name,Animal genus,Animal subgenus,Animal species,Animal family,Animal subfamily,Animal common name,Animal class,Animal order,Pollinator match column,Pollinator match value
Lasioglossum sp.,Lasioglossum,Lasioglossum,sp.,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum sp.,Lasioglossum,NA,sp.,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum sp.,Lasioglossum,NA,NA,Halictidae,Halictinae,NA,Insecta,Hymnoptera,Animal family,Halictidae
"Lasioglossum sp.""Hakea""",Lasioglossum,NA,"sp.""hakea""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (2 spp.),Lipotriches,NA,NA,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) ?davide,Lipotriches,Austronomia,?davide,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) ?gracilipes,Lipotriches,Austronomia,?gracilipes,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) australica,Lipotriches,Austronomia,australica,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) australica,Lipotriches,Austronomia,australica,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) cf. flavoviridis,Lipotriches,Austronomia,cf. flavoviridis,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) dimissa?,Lipotriches,Austronomia,dimissa?,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) flavoviridis,Lipotriches,Austronomia,flavoviridis,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) flavoviridis,Lipotriches,Austronomia,flavoviridis species-group,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) flavoviridis species-group,Lipotriches,Austronomia,flavoviridis species-group,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) flavoviridis species-group,Lipotriches,Austronomia,flavoviridis species-group,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) flavoviridis spp-group,Lipotriches,Austronomia,flavoviridis species-group,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) flavoviridis spp-group,Lipotriches,Austronomia,spp-group,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) flavovirids species-group,Lipotriches,Austronomia,flavovirids species-group,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) flavovirids spp-group,Lipotriches,Austronomia,flavovirids spp-group,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) gracilipes,Lipotriches,Austronomia,gracilipes,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) hippophila,Lipotriches,Austronomia,hippophila,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) moerens,Lipotriches,Austronomia,moerens,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) muscosa,Lipotriches,Austronomia,muscosa,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches (Austronomia) sp.,Lipotriches,Austronomia,NA,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lipotriches spp.,Lipotriches,NA,NA,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Nomia (Hoplonomia) rubroviridis,Nomia,Hoplonomia,rubroviridis,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Nomia sp.,Nomia,NA,sp.,Halictidae,Nomiinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Nomia sp.,Nomia,NA,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
"""Bees""","""Bees",NA,NA,NA,NA,Bee,Insecta,Hymenoptera,Animal order,Hymenoptera
"""Insect"" spp.",NA,NA,NA,NA,NA,insects,Insecta,Hymenoptera,Animal order,Hymenoptera
"""Native bee"" spp.",NA,NA,NA,NA,NA,native bees,Insecta,Hymenoptera,Animal order,Hymenoptera
"""Native bees""","""Native",NA,NA,NA,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
"""Native bees""","""Native",NA,NA,NA,NA,Native bees,Insecta,Hymenoptera,Animal order,Hymenoptera
"""Wasp"" spp.",NA,NA,NA,NA,NA,native bees,Insecta,Hymenoptera,Animal order,Hymenoptera
"""Wasp"" spp.",NA,NA,NA,NA,NA,wasps,Insecta,Hymenoptera,Animal order,Hymenoptera
Agaonidae sp.,NA,NA,NA,Agaonidae,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Ammophila sp.,Ammophila,NA,NA,Sphecidae,Ammophilinae,Thread-waisted wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Anthobosca sp.,Anthobosca,NA,NA,Tiphiidae,Anthoboscinae,tiphiid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Anthophila,Anthophila,NA,NA,NA,NA,Bees,Insecta,Hymenoptera,Animal order,Hymenoptera
Apanteles sp.,Apanteles,NA,NA,Braconidae,Microgastrinae,braconid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Apocrita sp.,NA,NA,NA,NA,NA,Parasitoid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Arpactophilus (= syn. Harpactophilus) sp.,Arpactophilus,NA,NA,Crabronidae,Pemphredoninae,sphecid wasp,Insect,Hymenoptera,Animal order,Hymenoptera
Arpactophilus (= syn. Harpactophilus) sp.,Arpactophilus,NA,NA,Crabronidae,Pemphredoninae,sphecid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Ascogaster sp.,Ascogaster,NA,NA,Braconidae,Cheloninae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Aspidothynnus spp.,Aspidothynnus,NA,NA,NA,NA,robberfly,Insecta,Hymenoptera,Animal order,Hymenoptera
Austroscolia soror,Austroscolia,NA,soror,Scoliidae,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Bees,NA,NA,NA,NA,NA,bees,Insecta,Hymenoptera,Animal order,Hymenoptera
Bembecinus sp.,Bembicinus,NA,sp.,Crabronidae,Bembecinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Bembix sp.,Bembix,NA,sp.,Crabronidae,Bembicinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Bethylidae,NA,NA,NA,Bethylidae,NA,Aculeate wasps,Insecta,Hymenoptera,Animal order,Hymenoptera
Bethylidae sp.,NA,NA,NA,Bethylidae,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Bracalba sp.,Bracalba,NA,NA,Scelionidae,Scelioninae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Braconidae,NA,NA,NA,Braconidae,NA,braconid wasps,Insecta,Hymenoptera,Animal order,Hymenoptera
Braconidae sp.,NA,NA,NA,Braconidae,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Braconidae sp.,NA,NA,NA,Braconidae,Cheloninae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Bubastes occidentalis,Bubastes,NA,occidentalis,Buprestidae,Buprestinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Calopompilus (syn. Chirodamus) sp.,Calopompilus,NA,NA,Pompilidae,Pepsinae,pompilid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Calopompilus (syn. Chirodamus) sp.,Calopompilus,NA,NA,Pompilidae,Pepsinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Cerceris antipodes,Cerceris,NA,antipodes,NA,NA,crabronid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Cerceris antipodes,Cerceris,NA,antipodes,NA,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Cerceris sp.,Cerceris,NA,NA,NA,NA,crabronid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Cerceris sp.,Cerceris,NA,NA,NA,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Cerceris sp.,Cerceris,NA,sp.,Crabronidae,"Philanthinae
",NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Cercis sp.,Cercis,NA,NA,NA,NA,cracronid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Chalcidoidea sp.,NA,NA,NA,Chalcidoidea sp.,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Chalcidoidea sp.,NA,NA,NA,NA,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Cheloninae sp.,Cheloninae,NA,NA,Braconidae,Cheloninae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Chelonine sp.,Chelonine,NA,NA,Braconidae,Cheloninae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Chelonus sp.,Chelonus,NA,NA,Braconidae,Cheloninae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Clitemnestra sp.,Clitemnestra,NA,NA,Sphecidae,Nyssoninae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Coleoptera,Coleoptera,NA,Coleoptera,NA,NA,Beetles,Insecta,Hymenoptera,Animal order,Hymenoptera
Crabronidae sp.,NA,NA,sp.,Crabronidae,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Crabronidae sp.,Crabronidae,NA,sp.,Crabronidae,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Crabroninae sp.,NA,NA,NA,Crabronidae,Crabroninae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Cteniziphontes protervus,Cteniziphontes,NA,protervus,Pompilidae,Pepsinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Delta,Delta,NA,NA,NA,NA,vespid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Diapriidae,NA,NA,NA,Diapriidae,NA,parasitoid wasps,Insecta,Hymenoptera,Animal order,Hymenoptera
Encyrtidae,NA,NA,NA,Encyrtidae,NA,parasitoid wasps,Insecta,Hymenoptera,Animal order,Hymenoptera
Eulophidae,NA,NA,NA,Eulophidae,NA,parasitoid wasps,Insecta,Hymenoptera,Animal order,Hymenoptera
Eumenidae sp.,NA,NA,sp.,Eumenidae,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Eurytomidae sp.,NA,NA,NA,Eurytomidae,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Evaniidae,NA,NA,NA,Evaniidae,NA,evaniid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Gasteruptiidae sp.,NA,NA,sp.,Gasteruptiidae,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Gasteruption simillimum,Gasteruption,NA,simillimum,Gasteruptiidae,Gasteruptiinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Gasteruption sp.,Gasteruption,NA,NA,Gasteruptiidae,Gasteruptiinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Gasteruption sp.,Gasteruption,NA,sp.,Gasteruptiidae,Gasteruptiinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Hemipepsis,Hemipepsis,NA,NA,Pompilidae,Pepsinae,pompilid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Hymenoptera other,NA,NA,NA,NA,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Hymenoptera sp.,NA,NA,NA,NA,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Larrisson niger,Larrisson,NA,niger,Crabronidae,Crabroninae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Mutilidae,NA,NA,NA,Mutilidae,NA,mutilid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
"Native ""Insect"" spp.",NA,NA,NA,NA,NA,native insects,Insecta,Hymenoptera,Animal order,Hymenoptera
"Perigidae ""Meourys"" [sic] sp. (misspelling? Genus doesn't exist)",NA,NA,NA,Pergidae,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Perilampidae sp.,NA,NA,NA,Perilampidae,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Perilampidae? sp.1,NA,NA,NA,Perilampidae,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Pison sp.,Pison,NA,NA,Sphecidae,Larrinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Platygastridae,NA,NA,NA,Platygastridae,NA,parasitoid wasps,Insecta,Hymenoptera,Animal order,Hymenoptera
Podargitus sp.,Podargitus,NA,NA,Crabronidae,Crabroninae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Podargritus sp.,Podargitus,NA,NA,Crabronidae,Crabroninae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Pollanisus sp.,Pollanisus,NA,"""sp.""",Zygainidae,Procridinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Pompilidae sp.,NA,NA,NA,Pompilidae,Pompilinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Pompilus sp.,Pompilus,NA,NA,Pompilidae,Pompilinae,pompilid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Pompilus sp.,Pompilus,NA,NA,Pompilidae,Pompilinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Prionyx,Prionyx,NA,NA,Sphecidae,Sphecinae,sphecid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Pseudofoenus sp.,Pseudofoenus,NA,"""sp.""",Gasteruptiidae,Hyptiogastrinae,Gasteruptiid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Pseudofoenus sp.,Pseudofoenus,NA,sp.,Gasteruptiidae,Hyptiogastrinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Pseudotrielis,Pseudotrielis,NA,NA,Scoliidae,NA,scoliid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Pteromalidae,NA,NA,NA,Pteromalidae,NA,parasitoid wasps,Insecta,Hymenoptera,Animal order,Hymenoptera
Radumeris,Radumeris,NA,NA,Scoliidae,NA,scoliid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Rhagigaster (=syn. Rhytidothynnus spp.),Rhytidothynnus,NA,NA,Tiphiidae,Rhagigasterinae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Rhopalum sp.,Rhopalum,NA,NA,Crabronidae,Crabroninae,sphecid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Rhopalum sp.,Rhopalum,NA,NA,Crabronidae,Crabroninae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Sceloninae sp.,NA,NA,NA,Scelonidae,Scelioninae,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Sphecidae,NA,NA,NA,Sphecidae,NA,sphecid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Sphecidae sp.,NA,NA,NA,Sphecidae,NA,Sphecid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Sphex sp.,Sphex,NA,NA,Sphecidae,Sphecinae,sphecid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Tiphiid sp.,NA,NA,NA,Tiphiidae,NA,tiphiid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Tiphiidae,NA,NA,NA,Tiphiidae,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Tiphiidae,NA,NA,NA,Tiphiidae,NA,tiphiid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Tiphiidae,NA,NA,NA,Tiphiidae,NA,flower wasps,Insecta,Hymenoptera,Animal order,Hymenoptera
Tiphiidae sp.,NA,NA,NA,Tiphiidae,NA,tiphiid wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Wasp sp.,NA,NA,"""sp.""",NA,NA,NA,Insecta,Hymenoptera,Animal order,Hymenoptera
Wasp sp.,NA,NA,"""sp.""",NA,NA,Wasp,Insecta,Hymenoptera,Animal order,Hymenoptera
Wasp spp.,NA,NA,NA,NA,NA,wasps,Insecta,Hymenoptera,Animal order,Hymenoptera
Formcidae,NA,NA,NA,Formcidae,NA,ants,Insecta,Hymnoptera,Animal order,Hymnoptera
Neoeurys sp.,Neoeurys,NA,NA,Pergidae,Euryinae,pergid wasp,Insecta,Hymnoptera,Animal order,Hymnoptera
Rhagigaster comparatus,Rhagigaster,NA,comparatus,Tiphiidae,Rhagigasterinae,tiphiid wasp,Insecta,Hymnoptera,Animal order,Hymnoptera
Biconus sp. [sic],NA,NA,NA,Ichneumonidae,NA,ichneumonid wasp,Insecta,Hymenoptera,Animal family,Ichneumonidae
Ichneumonidae,NA,NA,NA,Ichneumonidae,NA,ichneumonid wasps,Insecta,Hymenoptera,Animal family,Ichneumonidae
Ichneumonidae,NA,NA,NA,Ichneumonidae,NA,ichneumonid wasp,Insecta,Hymenoptera,Animal family,Ichneumonidae
Ichnuemonidae,NA,NA,NA,Ichneumonidae,NA,ichneumonid wasp,Insecta,Hymenoptera,Animal family,Ichneumonidae
Labium sp.,Labium,NA,NA,Ichneumonidae,Labeninae,ichneumonid wasp,Insecta,Hymenoptera,Animal family,Ichneumonidae
Labium sp.,Labium,NA,NA,Ichneumonidae,Labeninae,NA,Insecta,Hymenoptera,Animal family,Ichneumonidae
Lissopimpla excelsa,Lissopimpla,NA,excelsa,Ichneumonidae,Pimplinae,ichneumonid wasp,Insecta,Hymenoptera,Animal family,Ichneumonidae
Lissopimpla sp.,Lissopimpla,NA,NA,Ichneumonidae,Pimplinae,ichneumonid wasp,Insecta,Hymenoptera,Animal family,Ichneumonidae
Lissopimpla sp.,Lissopimpla,NA,NA,Ichneumonidae,Pimplinae,NA,Insecta,Hymenoptera,Animal family,Ichneumonidae
"""Insect"" spp.",NA,NA,NA,NA,NA,insects,Insecta,NA,Animal class,Insecta
"""Insect"" spp.",NA,NA,NA,NA,NA,NA,Insecta,NA,Animal class,Insecta
"""Insect"" spp.",NA,NA,NA,NA,NA,native insects,Insecta,NA,Animal class,Insecta
"""Wasp"" spp.",NA,NA,NA,NA,NA,native bees,Insecta,NA,Animal class,Insecta
Chrysopidae,NA,NA,NA,Chrysopidae,NA,green lacewing,Insecta,Neuroptera,Animal class,Insecta
Coniopterygidae,NA,NA,NA,Coniopterygidae,NA,dusty lacewings,Insecta,Neuroptera,Animal class,Insecta
Hemerobiidae,NA,NA,NA,Hemerobiidae,NA,brown lacewings,Insecta,Neuroptera,Animal class,Insecta
Insect sp.,NA,NA,NA,NA,NA,NA,Insecta,NA,Animal class,Insecta
Insect sp.,NA,NA,NA,NA,NA,insects,Insecta,NA,Animal class,Insecta
Mantisipidae sp.,NA,NA,sp.,Mantisipidae,NA,NA,Insecta,Neuroptera,Animal class,Insecta
Mantispidae sp.,NA,NA,NA,Mantispidae,NA,Mantidfly,Insecta,Neuroptera,Animal class,Insecta
"Native ""Insect"" spp.",NA,NA,NA,NA,NA,native insects,Insecta,NA,Animal class,Insecta
Abantiades marcidus,Abantiades,NA,marcidus,Hepialidae,Hepialinae,bardi grub,Insecta,Lepidoptera,Animal order,Lepidoptera
Capusa cuculloide,Capusa,NA,cuculloide,Geometridae,Ennominae,NA,Insecta,Lepidoptera,Animal order,Lepidoptera
Danaus plexippus,Danaus,NA,plexippus,Nymphalidae,Danainae,Monarch butterfly,Insecta,Lepidoptera,Animal order,Lepidoptera
Delias aganippe,Delias,NA,aganippe,Pieridae,Pierinae,Spotted Jezebel,Insecta,Lepidoptera,Animal order,Lepidoptera
Endoxyla leucomochla,Endoxyla,NA,leucomochla,Cossidae,Zeuzerinae,cossid moth,Insecta,Lepidoptera,Animal order,Lepidoptera
Erebidae sp.,NA,NA,NA,Erebidae,NA,NA,Insecta,Lepidoptera,Animal order,Lepidoptera
Eutrichopidia latinus,Eutrichopidia,NA,latinus,Noctuidae,Agaristinae,NA,Insecta,Lepidoptera,Animal order,Lepidoptera
Geometridae,NA,NA,NA,Geometridae,NA,loopers,Insecta,Lepidoptera,Animal order,Lepidoptera
Gracillariidae sp.,NA,NA,NA,Gracillariidae,NA,NA,Insecta,Lepidoptera,Animal order,Lepidoptera
Hypochrysops ignitus olliffi,Hypochrysops,NA,ignitus olliffi,Lycaenidae,Theclinae,NA,Insecta,Lepidoptera,Animal order,Lepidoptera
Jalmenus evagoras,Jalmenus,NA,evagoras,Lycaenidae,Theclinae,NA,Insecta,Lepidoptera,Animal order,Lepidoptera
Jalmenus evagoras,Jalmenus,NA,evagoras,Lycaenidae,Theclinae,Imperial Hairstreak Butterfly,Insecta,Lepidoptera,Animal order,Lepidoptera
Jalmenus inous,Jalmenus,NA,inous,Lycaenidae,Theclinae,NA,Insecta,Lepidoptera,Animal order,Lepidoptera
Lepidoptera,NA,NA,NA,NA,NA,butterfly,Insecta,Lepidoptera,Animal order,Lepidoptera
Lepidoptera sp.,NA,NA,NA,NA,NA,NA,Insecta,Lepidoptera,Animal order,Lepidoptera
Lepidoptera sp.,NA,NA,NA,NA,NA,butterfly,Insecta,Lepidoptera,Animal order,Lepidoptera
Lepidoptera spp.,NA,NA,NA,NA,NA,Butterflies,Insecta,Lepidoptera,Animal order,Lepidoptera
Lepidoptera spp.,NA,NA,NA,NA,NA,butterfly,Insecta,Lepidoptera,Animal order,Lepidoptera
Lepidoptera spp. (26 spp),NA,NA,NA,NA,NA,Butterflies,Insecta,Lepidoptera,Animal order,Lepidoptera
Lymantriidae,Lymantriidae,NA,Lymantriidae,NA,NA,tussock moths,Insecta,Lepidoptera,Animal order,Lepidoptera
Nacabuda biocellata,Nacabuda,NA,biocellata,Lycaenidae,Polyommatinae,Two-spotted line blue butterfly,Insecta,Lepidoptera,Animal order,Lepidoptera
Nacaduba biocellata,Nacaduba,NA,biocellata,Lycaenidae,Polyommatinae,Two-spotted line blue butterfly,Insecta,Lepidoptera,Animal order,Lepidoptera
Nacaduba biocellata biocellata,Nacaduba,NA,biocellata,Lycaenidae,Polyommatinae,Two-spotted line blue butterfly,Insecta,Lepidoptera,Animal order,Lepidoptera
Oecophoridae,NA,NA,NA,Oecophoridae,NA,concealer moths,Insecta,Lepidoptera,Animal order,Lepidoptera
Other Lepidoptera,NA,NA,NA,NA,NA,NA,Insecta,Lepidoptera,Animal order,Lepidoptera
Pollanisus cuprea,Pollanisus,NA,cuprea,Zygainidae,Procridinae,NA,Insecta,Lepidoptera,Animal order,Lepidoptera
Taractrocera papyri,Taractrocera,NA,papyri,Hesperiidae,Hesperiinae,Western Grassdart,Insecta,Lepidoptera,Animal order,Lepidoptera
Theclinesthes miskini,Theclinesthes,NA,miskini,Lycaenidae,Polyommatinae,NA,Insecta,Lepidoptera,Animal order,Lepidoptera
Utetheisa lotrix,Utetheisa,NA,lotrix,Erebidae,Arctiinae,NA,Insecta,Lepidoptera,Animal order,Lepidoptera
Coelioxys (Coelioxys) froggatti,Coelioxys,NA,froggatti,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Coelioxys froggatti,Coelioxys,NA,froggatti,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Coelioxys froggatti,Coelioxys,NA,frogatti,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Coelyoxis froggatti,Coelyoxis,NA,froggatti,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile “houstoni”,Megachile,NA,"""houstoni""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile 'Bees in the burbs sp.28',Megachile,NA,'Bees in the burbs sp.28',Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile ""DBCA2""",Megachile,NA,"""DBCA2""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile ""goodenia""",Megachile,NA,"goodenia""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile ""houstoni""",Megachile,NA,"houstoni""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile ""houstoni""",Megachile,NA,"""houstoni""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile ""houstoni""",Megachile,NA,"""houstoni:",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile ""houstoni""?",Megachile,NA,"""houstoni""?",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile ""KSP sp.63"" (close to nigrovittata and monkmani)",Megachile,NA,KSP sp.63 (close to nigrovittata and monkmani),Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile ""KSPsp""",Megachile,NA,"""KSPsp19""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile ""KSPsp19""",Megachile,NA,"""KSPsp19""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile ""Purnululu1""",Megachile,NA,"""Purnululu1""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile ""sp.29M KSP""",Megachile,NA,sp.29M KSP,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile ""sp.4""",Megachile,NA,"""sp.4""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile ""sp.64""",Megachile,NA,"""sp.64""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile (""Spinitalia"") ""parimaculae""",Megachile,"""Spinitalia""","""parimaculae""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile (Austrochile) ""Perth Resin-pot Bee KSP33""",Megachile,Austrochile,"""Perth Resin-pot Bee KSP33""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Austrochile) remotula,Megachile,Austrochile,remotula,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Austrochile) resinifera,Megachile,Austrochile,resinifera,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Austrochile) rottnestensis,Megachile,Austrochile,rottnestensis,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile (Eutricharaea) ""DBCAPerthHills_1M""",Megachile,Eutricharaea,"""DBCAPerthHills_1M""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
"Megachile (Eutricharaea) ""war-arms""",Megachile,Eutricharaea,"""war-arms""",Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Eutricharaea) cf. macularis,Megachile,Eutricharaea,cf. macularis,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Eutricharaea) cf. phenacopa,Megachile,Eutricharaea,cf. phenacopa,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
Megachile (Eutricharaea) cf. serricauda,Megachile,Eutricharaea,cf. serricauda,Megachilidae,Megachilinae,NA,Insecta,Hymenoptera,Animal family,Megachilidae
