genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f
Adenanthos,Adenanthos macropodiana, prostrate to erect shrub to 1.5 perhaps to 3 m tall. ,perennial,inferred_from_family,,,shrub,shrub,,,,,erect prostrate,erect prostrate,woody,
Adenanthos,Adenanthos terminalis, prostrate to erect shrub to 2 m high. ,perennial,inferred_from_family,,,shrub,shrub,,,,,erect prostrate,erect prostrate,woody,
Adiantaceae,Adiantaceae,  ,,,,,,,,,,,,,,
Adiantum,Adiantum,  ,,,,,fern,inferred_from_family,terrestrial,inferred_from_family,,,,,,
Adiantum,Adiantum capillus-veneris,  ,,,,,fern,inferred_from_family,terrestrial,inferred_from_family,,,,,,
Adiantum,Adiantum aethiopicum,  ,,,,,fern,inferred_from_family,terrestrial,inferred_from_family,,,,,,
Adonis,Adonis, annual or perennial herbs with leafy stems; ,annual perennial,annual perennial,,,herb,herbs,terrestrial,inferred_from_family,,,,,herbaceous,
Adonis,Adonis microcarpa," annual, 10-50 cm high; ",annual,annual,,,herb,inferred_from_genus,terrestrial,inferred_from_family,,,,,herbaceous,
Adriana,Adriana," erect shrubs, glabrous or stellate-tomentose, often glandular; dioecious; ",,,,,shrub,shrubs,,,dioecious,dioecious,erect,erect,woody,
Adriana,Adriana quadripartita," spreading shrub, wholly glabrous with reddish stems 1-3 m high; ",,,,,shrub,shrub,,,dioecious,inferred_from_genus,spreading,spreading,woody,
Adriana,Adriana hookeri," ascending shrub, from under 1 to 1.5 m high and 2 m diam., stems often reddish. sparsely or densely stellate-tomentose; ",,,,,shrub,shrub,,,dioecious,inferred_from_genus,decumbent,ascending,woody,
Adriana,Adriana klotzschii," spreading shrub, from under 1 to over 3 m high, ",,,,,shrub,shrub,,,dioecious,inferred_from_genus,spreading,spreading,woody,
Aeonium,Aeonium," perennial shrubs, ",perennial,perennial,,,shrub,shrubs,,,,,,,woody,
Aeonium,Aeonium arboreum," perennial shrubs to 1.2 m high with straight cartilaginous branches, ",perennial,perennial,,,shrub,shrubs,,,,,,,woody,
Aeonium,Aeonium castello-paivae, perennial rounded shrubs to 0.5 m high. ,perennial,perennial,,,shrub,shrubs,,,,,,,woody,
Aerva,Aerva, perennial herbs with prostrate or erect stems and alternate leaves. ,perennial,perennial,,,herb,herbs,,,,,erect prostrate,erect prostrate,herbaceous,
Aerva,Aerva javanica," fairly woody erect branched shrub usually less than 1 m high, ",perennial,inferred_from_genus,,,shrub,shrub,,,,,erect,erect,woody,
Aeschynomene,Aeschynomene, herbs or undershrubs; ,,,,,herb subshrub,herbs undershrubs,,,,,,,herbaceous,
Aeschynomene,Aeschynomene indica," erect or spreading annual, rarely biennial, 30-100 cm high; ",annual biennial,annual biennial,,,herb,inferred_from_life_history,,,,,erect spreading,erect spreading,herbaceous,
Agavaceae,Agavaceae, rhizomatous perennials; ,perennial,perennials,,,herb,inferred_from_life_history,,,,,rhizomatous,rhizomatous,herbaceous,
Agave,Agave americana picta,  ,,,,,basal_large,,,,,,,,,
Agave,Agave,  ,,,,,basal_large,,,,,,,,,
Agave,Agave americana,  ,,,,,basal_large,,,,,,,,,
Agave,Agave americana americana,  ,,,,,basal_large,,,,,,,,,
Ageratina,Ageratina, perennial herbs or undershrubs; ,perennial,perennial,,,herb subshrub,herbs undershrubs,,,,,,,herbaceous,
Ageratina,Ageratina adenophora," herbs, often annual. ",annual,annual,,,herb,herbs,,,,,,,herbaceous,
Agrostemma,Agrostemma, annual herb; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Agrostemma,Agrostemma githago," plant to 1 m high, tomentose, ",annual,inferred_from_genus,,,herb,inferred_from_genus,,,,,,,herbaceous,
Agrostis,Agrostis avenacea perennis," plant with a perennial rhizome, circa 70 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,rhizomatous,rhizome,herbaceous,
Agrostis,Agrostis billardieri filifolia,  ,,,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Agrostis,Agrostis billardieri robusta, differs from var billardieri in being taller  circa 60 cm high); ,,,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Agrostis,Agrostis aequata," annuals, 60-70 cm high; ",annual,annuals,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Agrostis,Agrostis limitanea," glabrous tufted perennial, 30-45 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Agrostis,Agrostis, annuals or perennials; ,annual perennial,annuals perennials,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Agrostis,Agrostis gigantea," rhizomatous mainly glabrous perennial, usually under 1 m high; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,rhizomatous,rhizomatous,herbaceous,
Agrostis,Agrostis capillaris," tufted or rhizomatous perennial, usually 20-50 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,rhizomatous,rhizomatous,herbaceous,
Agrostis,Agrostis aemula," mainly glabrous annuals, 25-60 cm high; ",annual,annuals,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Agrostis,Agrostis billardieri," glabrous annual, 15-60 cm high; ",annual,annual,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Agrostis,Agrostis avenacea, annual 15-70 cm high; ,annual,annual,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Agrostis,Agrostis rudis," scabrous annuals, 60-80 cm high; ",annual,annuals,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Ailanthus,Ailanthus, large trees; ,,,,,tree,trees,,,,,,,woody,
Ailanthus,Ailanthus altissima,  ,,,,,tree,inferred_from_genus,,,,,,,woody,
Aira,Aira caryophyllea, slender erect annual usually 10-30 cm high; sheaths scabrid. ,annual,annual,,,herb graminoid,inferred_from_genus,,,,,erect,erect,herbaceous,
Aira,Aira cupaniana, slender erect annual usually 10-30 cm high; sheaths scabrid; ,annual,annual,,,herb graminoid,inferred_from_genus,,,,,erect,erect,herbaceous,
Aira,Aira, largely glabrous annual herbs; ,annual,annual,,,herb graminoid,herbs,,,,,,,herbaceous,
Aira,Aira elegantissima, slender erect annual usually 10-40 cm high; sheaths scabrid; ,annual,annual,,,herb graminoid,inferred_from_genus,,,,,erect,erect,herbaceous,
Aizoaceae,Aizoaceae, herbs or shrubs; ,,,,,herb shrub,herbs shrubs,,,,,,,woody herbaceous,
Ajuga,Ajuga australis," herb with erect branches to 30 cm long, ",,,,,herb,herb,,,,,erect,erect,herbaceous,
Ajuga,Ajuga iva, perennial herbs with a woodybase. ,perennial,perennial,,,herb,herbs,,,,,,,woody_base herbaceous,woodybase
Albizia,Albizia lophantha, small tree to 6 m high. ,,,,,tree,tree,,,,,,,woody,
Alcea,Alcea, annual or perennial more or less erect herbs with stellate hairs; ,annual perennial,annual perennial,,,herb,herbs,,,,,erect,erect,herbaceous,
Alcea,Alcea rosea," biennial or perennial herb, erect, usually under 2.5 m high; ",biennial perennial,biennial perennial,,,herb,herb,,,,,erect,erect,herbaceous,
Alhagi,Alhagi," perennial herbs or shrubs, stem much branched, ultimate divisions spinose; ",perennial,perennial,,,herb shrub,herbs shrubs,,,,,,,woody herbaceous,
Alhagi,Alhagi maurorum, shrub 30-60 cm high; ,perennial,inferred_from_genus,,,shrub,shrub,,,,,,,woody,
Alisma,Alisma, aquatic plants with a woody rhizome; ,,,,,herb,inferred_from_family_life_history,aquatic,aquatic,,,rhizomatous,rhizome,herbaceous,
Alisma,Alisma lanceolatum,  ,,,,,herb,inferred_from_family_life_history,aquatic,inferred_from_genus,,,,,herbaceous,
Alismataceae,Alismataceae, perennial or less often annual aquatic or marsh plants containing a milky latex. ,annual perennial,annual perennial,,,herb,inferred_from_life_history,aquatic,aquatic,,,,,herbaceous,
Allium,Allium,  ,,,,,,,,,,,,,,
Allium,Allium ampeloprasum,  ,,,,,,,,,,,,,,
Allium,Allium neapolitanum,  ,,,,,,,,,,,,,,
Allium,Allium paniculatum,  ,,,,,,,,,,,,,,
Allium,Allium roseum," perennial, to 80 cm high; ",perennial,perennial,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Allium,Allium scorodoprasum,  ,,,,,,,,,,,,,,
Allium,Allium scorodoprasum rotundum,  ,,,,,,,,,,,,,,
Allium,Allium triquetrum,  ,,,,,,,,,,,,,,
Allium,Allium vineale,  ,,,,,,,,,,,,,,
Allocasuarina,Allocasuarina, trees or shrubs. ,,,,,shrub tree,shrubs trees,,,,,,,woody,
Allocasuarina,Allocasuarina decaisneana, dioecious tree 10-15 m high. ,,,,,tree,tree,,,dioecious,dioecious,,,woody,
Allocasuarina,Allocasuarina helmsii, dioecious shrub 1-3 m high. ,,,,,shrub,shrub,,,dioecious,dioecious,,,woody,
Allocasuarina,Allocasuarina luehmannii, dioecious tree 5-15 m high. ,,,,,tree,tree,,,dioecious,dioecious,,,woody,
Allocasuarina,Allocasuarina paradoxa, dioecious shrub 60 cm to 2 m high. ,,,,,shrub,shrub,,,dioecious,dioecious,,,woody,
Allocasuarina,Allocasuarina muelleriana, dioecious or monoecious shrub or small tree 80 cm to 4 m high. ,,,,,shrub tree,shrub tree,,,dioecious monoecious,dioecious monoecious,,,woody,
Allocasuarina,Allocasuarina paludosa, monoecious or dioecious shrub 1-3 m high. ,,,,,shrub,shrub,,,dioecious monoecious,dioecious monoecious,,,woody,
Allocasuarina,Allocasuarina pusilla, dioecious shrub 25 cm to 1 m high. ,,,,,shrub,shrub,,,dioecious,dioecious,,,woody,
Allocasuarina,Allocasuarina robusta," shrub 20 cm to 1 m high, usually (or always?) monoecious. ",,,,,shrub,shrub,,,monoecious,monoecious,,,woody,
Allocasuarina,Allocasuarina striata, dioecious or monoecious shrub or small tree 1.5-4 m high. ,,,,,shrub tree,shrub tree,,,dioecious monoecious,dioecious monoecious,,,woody,
Allocasuarina,Allocasuarina verticillata, dioecious tree 5-9 m high. ,,,,,tree,tree,,,dioecious,dioecious,,,woody,
Aloe,Aloe, perennials; ,perennial,perennials,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Aloe,Aloe arborescens," plants 2-3 m high, branched; ",perennial,inferred_from_genus,,,herb,inferred_from_genus_life_history,,,,,,,herbaceous,
Aloe,Aloe saponaria," plants usually stemless, ",perennial,inferred_from_genus,,,herb,inferred_from_genus_life_history,,,,,,,herbaceous,
Alopecurus,Alopecurus, glabrous perennial. ,perennial,perennial,,,herb graminoid,inferred_from_life_history,,,,,,,herbaceous,
Alopecurus,Alopecurus myosuroides," glabrous annual, 20-70 cm high. ",annual,annual,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Alopecurus,Alopecurus pratensis," glabrous perennial, 30-90 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Alternanthera,Alternanthera," annual or perennial herbs with prostrate, erect or ascending stems and opposite leaves. ",annual perennial,annual perennial,,,herb,herbs,,,,,erect decumbent prostrate,erect ascending prostrate,herbaceous,
Alternanthera,Alternanthera angustifolia, annual herbs; ,annual,annual,,,herb,herbs,,,,,,,herbaceous,
Alternanthera,Alternanthera denticulata, annual herbs; ,annual,annual,,,herb,herbs,,,,,,,herbaceous,
Alternanthera,Alternanthera nana, annual herbs; ,annual,annual,,,herb,herbs,,,,,,,herbaceous,
Alternanthera,Alternanthera nodiflora, annual herbs; ,annual,annual,,,herb,herbs,,,,,,,herbaceous,
Alternanthera,Alternanthera pungens, annual or perennial herbs; ,annual perennial,annual perennial,,,herb,herbs,,,,,,,herbaceous,
Alyogyne,Alyogyne, perennial woody shrubs with few to many stellate hairs; ,perennial,perennial,,,shrub,shrubs,,,,,,,woody,
Alyogyne,Alyogyne hakeifolia, erect shrub 1.5-3 m high; ,perennial,inferred_from_genus,,,shrub,shrub,,,,,erect,erect,woody,
Alyogyne,Alyogyne pinoniana, erect shrub 1-3 m high; densely stellate-tomentose; ,perennial,inferred_from_genus,,,shrub,shrub,,,,,erect,erect,woody,
Alyogyne,Alyogyne huegelii, erect shrub 1-2 m high; ,perennial,inferred_from_genus,,,shrub,shrub,,,,,erect,erect,woody,
Alyssum,Alyssum," annual herbs, hoary-tomentose. ",annual,annual,,,herb,herbs,,,,,,,herbaceous,
Alyssum,Alyssum linifolium," plant erect, wiry, to 30 cm tall, ",annual,inferred_from_genus,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Alyxia,Alyxia," erect compact glabrous woody shrub, often branching dichotomously; ",,,,,shrub,shrub,,,,,erect compact,erect compact,woody,
Alyxia,Alyxia buxifolia, shrub to 2 m high; ,,,,,shrub,shrub,,,,,,,woody,
Amaranthaceae,Amaranthaceae, herbs or shrubs; ,,,,,herb shrub,herbs shrubs,,,,,,,woody herbaceous,
Amaranthus,Amaranthus," annual herbs with alternate petiolate leaves, the lateral nerves conspicuous on the undersurface. ",annual,annual,,,herb,herbs,,,,,,,herbaceous,
Amaranthus,Amaranthus deflexus, procumbent perennial; ,perennial,perennial,,,herb,inferred_from_genus,,,,,prostrate,procumbent,herbaceous,
Amaranthus,Amaranthus graecizans, usually glabrous muchbranched erect annual; ,annual,annual,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Amaranthus,Amaranthus hybridus, glabrous or sparsely pubescent erect annual usually under 1 m high; ,annual,annual,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Amaranthus,Amaranthus mitchellii," glabrous annual with erect or ascending branches, ",annual,annual,,,herb,inferred_from_genus,,,,,erect decumbent,erect ascending,herbaceous,
Amaranthus,Amaranthus paniculatus, glabrous or sparsely pubescent erect annual under 1 m high; ,annual,annual,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Amaranthus,Amaranthus cruentus, glabrous or sparsely pubescent erect annual under 1 m high; ,annual,annual,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Amaranthus,Amaranthus macrocarpus, glabrous erect annuals often less than 10 cm high; ,annual,annuals,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Amaranthus,Amaranthus interruptus," erect to decumbent annuals with lightly pubescent often reddish branches, ",annual,annuals,,,herb,inferred_from_genus,,,,,erect decumbent,erect decumbent,herbaceous,
Amaranthus,Amaranthus albus, glabrous or sparsely pubescent branching erect or procumbent annual 20-80 cm high. ,annual,annual,,,herb,inferred_from_genus,,,,,erect prostrate,erect procumbent,herbaceous,
Amaranthus,Amaranthus caudatus," erect annual to circa 1.5 m high, ",annual,annual,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Amaranthus,Amaranthus viridis,  ,annual,inferred_from_genus,,,herb,inferred_from_genus,,,,,,,herbaceous,
Amaranthus,Amaranthus grandiflorus, glabrous rigid erect branching annual 15-40 cm high; ,annual,annual,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Amaranthus,Amaranthus retroflexus, erect stout pubescent or partly woolly annual to circa 1 m high; ,annual,annual,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Amaranthus,Amaranthus powellii, erect glabrous or sparsely pubescent annual to 1 m high; ,annual,annual,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Amaranthus,Amaranthus muricatus, glabrous perennial with slender prostrate or ascending branching stems; ,perennial,perennial,,,herb,inferred_from_genus,,,,,decumbent prostrate,ascending prostrate,herbaceous,
Amaryllidaceae,Amaryllidaceae, perennial usually bulbous herbs; ,perennial,perennial,,,herb,herbs,,,,,,,herbaceous,
Amaryllis,Amaryllis, tall bulbous herbs; ,perennial,inferred_from_family,,,herb,herbs,,,,,,,herbaceous,
Amaryllis,Amaryllis belladonna,  ,perennial,inferred_from_family,,,herb,inferred_from_genus,,,,,,,herbaceous,
Ambrosia,Ambrosia," annual and perennial herbs, often somewhatwoody, glandular, aromatic; ",annual perennial,annual perennial,,,herb,herbs,,,,,,,soft_wood herbaceous,somewhatwoody
Ambrosia,Ambrosia tenuifolia," stoloniferous perennial to 60 cm high, forming dense colonies; ",perennial,perennial,,,herb,inferred_from_genus,,,,,stoloniferous dense,stoloniferous dense,herbaceous,
Ambrosia,Ambrosia psilostachya," stoloniferous perennial to 2 m high, forming dense colonies; ",perennial,perennial,,,herb,inferred_from_genus,,,,,stoloniferous dense,stoloniferous dense,herbaceous,
Ammannia,Ammannia, erect glabrous annual herbs; ,annual,annual,,,herb,herbs,,,,,erect,erect,herbaceous,
Ammannia,Ammannia multiflora, few-branched herb to 40 cm high; ,annual,inferred_from_genus,,,herb,herb,,,,,,,herbaceous,
Ammi,Ammi," erect branching annual, biennial or perennial herbs, more or less glabrous. ",annual biennial perennial,annual biennial perennial,,,herb,herbs,,,,,erect,erect,herbaceous,
Ammi,Ammi majus," glabrous annual, 20-100 cm high, somewhat glaucous, rather variable in habit and leaf-dissection; ",annual,annual,,,herb,inferred_from_genus,,,,,,,herbaceous,
Ammobium,Ammobium, perennial herb with woolly  vestiture; ,perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Ammobium,Ammobium alatum, perennial or facultative annual to 80 cm high; ,annual perennial,annual perennial,,,herb,inferred_from_genus,,,,,,,herbaceous,
Ammophila,Ammophila, glabrous erect perennials; ,perennial,perennials,,,herb,inferred_from_life_history,,,,,erect,erect,herbaceous,
Ammophila,Ammophila arenaria," perennial, 60-120 cm high. ",perennial,perennial,,,herb,inferred_from_genus_life_history,,,,,,,herbaceous,
Amperea,Amperea, monoecious or dioecious perennials; base often woody; ,perennial,perennials,,,herb,inferred_from_life_history,,,dioecious monoecious,dioecious monoecious,,,herbaceous,
Amperea,Amperea xiphoclada," monoecious or almost dioecious; base hard, woody; ",perennial,inferred_from_genus,,,herb,inferred_from_genus_life_history,,,dioecious monoecious,dioecious monoecious,,,herbaceous,
Amphibromus,Amphibromus recurvatus, caespitose perennial to 1.5 m tall; ,perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,caespitose,caespitose,herbaceous,
Amphibromus,Amphibromus, slender caespitose or stoloniferous perennials to 1.5 m tall; ,perennial,perennials,,,herb graminoid,inferred_from_life_history,,,,,caespitose stoloniferous,caespitose stoloniferous,herbaceous,
