Current Scientific Name,Species Code,Legal Status,Exotic,2010 Update,Notes on Name / Synonym as used in source reference,Family,Group,Life form,Fireresponse,Comments on regeneration,Resprout location,Seed storage,Seed dispersal mechanism,Seed dispersal distance,Seed weight / size,Seed viability,Dormancy,Germination cue,Fecundity,Seed predation,Post-fire recruitment,Establishment,Post-fire flowering,Flowering time,flowering_time_edited,fruiting_time_edited,Primary juvenile period,Secondary juvenile period,Seed set,Seed-bank developed,Fire tolerance,Life span,Seed-bank longevity,"""Maturity"" (from source)","""Extinction"" (from source)","""Rec. min fire interval"" (from source)","""Rec. max fire interval"" (from source)",NC,CC,SC,NT,CT,ST,NWS,CWS,SWS,NWP,SWP,NFWP,SFWP,Distribution: extra NSW,Vegetation,Rainforest,Wet Sclerophyll Forest (Shrubby),Wet Sclerophyll Forest (Grassy),Grassy Woodland,Grassland,Dry Sclerophyll Forest (Shrub/Grass),Dry Sclerophyll Forest (Shrubby),Heathland,Alpine Complex,Freshwater Wetland,Forested Wetlands,Saline Wetland,Semi-arid Woodland,Arid & Semi-arid Shrubland,NFRR data,Additional fire response data,Other data,VA group,Sensitivity: frequent,Sensitivity: infrequent,Minimum maturity,Maximum maturity,Lifespan > than,Lifespan < than,Lifespan + seed-bank,VA Data,Establishment Data,Maturity Data,Lifespan Data,Lifespan 2 Data,Seedbank Data
Acacia havilandiorum,8929,,,,Acacia havilandii,Fabaceae: Mimosoideae,D,T or S,S,,,a-persistent soil,,,,,hard seed coat,a-heat,,,,,,Jul-Oct,Jul-Oct,,,,,,,,,,,,,-,-,-,-,-,-,1,1,-,1,1,-,-,V SA,Mallee W,,,,,,1,1,,,,,,1,1,8CE,,,SI,2,1,,,,,,2,2,4,4,5,4
Acacia hispidula,3790,,,c,,Fabaceae: Mimosoideae,D,S,S,II-100? (inferred from morphology),,persistent soil,,,,,hard seed coat,a-heat,,,,,,Jan-Apr,Jan-Apr,,3-5; 2-3 (138),,6,10,,<10,,,,,,1,1,1,1,-,-,1,-,-,-,-,-,-,Q,DWF W,,,,,,,1,,,,,,,,2BF 8BE,II-49; II-66; VIII-74?; II-100?; II-134,1; 35; BE; 138,SI,2,1,3,6,,10,40,1,2,1,3,3,2
Acacia homalophylla,3791,,,,Acacia omalophylla,Fabaceae: Mimosoideae,D,T or S,S,,,a-persistent soil,,,94-113 sd/g,,hard seed coat,heat,,,,,,Aug-Nov,Aug-Nov,,,,,,,,,,,,,-,-,-,-,-,-,1,1,1,1,1,-,1,Q V,Belah Rosewood Box communinities,,,,1,,,,,,,,,1,1,8CE,,93b,SI,2,1,,,,,,2,2,4,4,5,4
Acacia implexa,3792,,,,,Fabaceae: Mimosoideae,D,T,Sr,"Variable (39); Stem mortality 100% after high intensity (100% scorch), 39% after low intensity fire (103); IV (134)",root suckers,persistent soil,,,47-53.3 sd/g,good,hard seed coat,heat / scarification,,,,I,,Dec-Apr,Dec-Apr,,5-Jan,,,,minimum stem circumference to survive low intensity fire is 8cm (no stem survival after high intensity),<50?,,,,,,1,1,1,1,1,1,1,1,1,1,1,-,-,Q V,OF W,,,,1,,1,1,,,,,,1,,4BF,VIII&IX-39; II-66; II-96; IX-100; IV-103; IV-134,"1; 84; 93a,b; 103",SI,2,1,1,5,,50,80,3,1,1,3,3,2
Acacia ingramii,3793,,,,,Fabaceae: Mimosoideae,D,S,S,,,a-persistent soil,,,,,hard seed coat,a-heat,,,,,,Sep-Oct,Sep-Oct,,,,,,,,,,,,,1,-,-,1,-,-,-,-,-,-,-,-,-,-,LW,,,,,,,1,,,,,,,,,VIII-74,,SI,2,1,,,,,,2,2,4,4,5,4
Acacia irrorata subsp. irrorata,6472,,,,,Fabaceae: Mimosoideae,D,T,Sr,Resprout after low-moderate intensity fire (35b); Killed by both low and high intensity fires (108),,persistent soil,a-ant,,,,hard seed coat,heat 70 deg,,,,,,Nov-Jan,Nov-Jan,,6-May,,8,12,,20,,,50,,,1,1,1,1,1,-,1,1,-,-,-,-,-,Q,DSF S RFmargins,,1,1,,,,1,1,,,,,,,8CN,V-35b; VIII-39; II-66; VIII-R41; II-105; VIII-108; II-134,1; 35; 98,SI,2,1,5,8,20,,>50,3,2,1,1,1,3
Acacia irrorata subsp. velutinella,7109,,,,,Fabaceae: Mimosoideae,D,T,R,,basal,a-persistent soil,,,,,hard seed coat,a-heat,,,,,,Dec-Feb,Dec-Feb,,,<8,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,-,-,-,-,DSF RF-margins,,1,,,,,1,,,,,,,,,V-35b,35,VSI,2,1,8,,,,,1,2,2,4,5,4
Acacia jennerae,3797,,,,,Fabaceae: Mimosoideae,D,S,R,,,a-persistent soil,,,16 sd/g,97%,hard seed coat,heat / scarification,,,yes,I,,Apr-Jul,Apr-Jul,,,,,,,<15?,,,,,,-,-,-,-,-,-,-,-,-,-,-,1,1,SA WA NT,Mallee savannah W,,,,,,,,,,,,,1,1,9FO(1) 9PL,,"93a,b; FO(1)",VSI,2,1,,,,15,45,1,1,4,3,3,2
Acacia jonesii,3799,,,,,Fabaceae: Mimosoideae,D,S,S,,,persistent soil,,,,,hard seed coat,a-heat,,,,,,Aug-Oct,Aug-Oct,,,,,,,,,,,,,-,1,1,-,1,1,-,-,-,-,-,-,-,-,DSF W,,,,,,,1,,,,,,,,,II-66,,SI,2,1,,,,,,1,2,4,4,5,4
Acacia juncifolia,3802,,,n,Acacia juncifolia subsp. juncifolia,Fabaceae: Mimosoideae,D,sT,R,,basal buds,,,,,,,,,,,,,Jun-Nov,Jun-Nov,,,,,,,,,,,,,1,1,-,-,-,-,1,1,-,1,-,-,-,Q,DSF W,,,,,,1,1,,,,,,,,,V-134,,VI,2,1,,,,,,1,2,4,4,5,4
Acacia kulnurensis,9983,,,,Acacia terminalis s. lat. (Kulnura form),Fabaceae: Mimosoideae,D,S,S,,,persistent soil,,,,,hard seed coat,a-heat,,,yes,I,,Mar-Sep; seed release Sep-Dec,Mar-Sep,Sep-Dec,,,5-Mar,,,c. 15-25,,,,8-10 (mod-high intensity),,1,1,-,-,-,-,-,-,-,-,-,-,-,-,dry sclerophyll forest or woodland,,,,,,,1,1,,,,,,,,II-66,71,SI,2,1,3,10,15,25,55,1,1,2,2,1,2
Acacia lanigera,3806,,,,subsp. unspecified,Fabaceae: Mimosoideae,D,S,S,,,persistent soil,,,,,hard seed coat,a-heat,,,,I,,Jul-Sep,Jul-Sep,,,,,,,,,,,,,-,-,1,1,1,1,1,1,1,-,-,-,-,V,W DSF,,,,,,,1,,,,,,,,2BW,,9,SI,2,1,,,,,,1,1,4,4,5,4
Acacia latisepala,3807,,,,,Fabaceae: Mimosoideae,D,S,S,,,persistent soil,ant?,,,49%,dormant,heat effect inconclusive,,,>1 seedling per adult,,,spring-early summer; seed mature by Dec,Sep-Dec,Dec,2,,,,,>10,,,,5,20,-,-,-,1,-,-,-,-,-,-,-,-,-,Q,OF W H,,,,,,,1,1,,,,,,,,II-69; II-100,69; 100,G,1,4,2,5,10,20,50,1,4,1,3,3,2
Acacia leiocalyx subsp. leiocalyx,6597,,,,subsp. unspecified,Fabaceae: Mimosoideae,D,T or S,R,,root suckers,a-persistent soil,,,,,hard seed coat,a-heat,,,,,,Jun-Oct,Jun-Oct,,,,,,,,,,,,,1,1,-,1,1,-,1,1,-,1,-,-,-,Q,DSF H,,,,,,,1,1,,,,,1,,4ME,,,VSI,2,1,,,,,,1,2,4,4,5,4
Acacia leptoclada,3810,,,n,,Fabaceae: Mimosoideae,D,S,R,,basal buds,,,,,,,,,,,,,Aug-Oct,Aug-Oct,,,,,,,,,,,,,-,-,-,1,-,-,1,-,-,-,-,-,-,,DSF,,,,,,1,1,,,,,,,,,V-134,,VI,2,1,,,,,,1,2,4,4,5,4
Acacia ligulata,8603,,,,,Fabaceae: Mimosoideae,D,S,Rs,Vegetative recovery at only 8% of sites (78),,a-persistent soil,,,28-51 sd/g,67-100%,hard seed coat,heat,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,1,1,1,1,1,1,Q V SA WA NT,Mulga Bluebush W,,,,,,,,,,,,,1,1,8C 9WI 9FO 9CH 8FO(1) 9PL,VIII-78,"93a,b",VSI,2,1,,,,,,3,2,4,4,5,4
Acacia lineata,3813,,,,,Fabaceae: Mimosoideae,D,S,S,,,a-persistent soil,,,,average,hard seed coat,scarification,,,,,,Aug-Oct,Aug-Oct,,,,,,,,,,,,,-,-,-,-,1,-,1,1,1,1,1,-,1,Q V SA,OF W Mallee,,,,,,1,1,,,,,,1,1,8CE,,93a,SI,2,1,,,,,,2,2,4,4,5,4
Acacia linifolia,3814,,,,,Fabaceae: Mimosoideae,D,S,S,,,persistent soil,ant,,29-43 sd/g,97.20%,hard seed coat,heat >80,,,,,,any time of year,all year,,2,,,,,c.10-15,,,,,,1,1,1,-,1,-,-,-,-,-,-,-,-,-,W OF,,,,,,,1,,,,,,,,8A 2BF,II-49; II-66,"1; 55; 68; 93a,b; A",SI,2,1,2,,10,15,45,1,2,1,3,1,2
Acacia loderi,3815,,,,,Fabaceae: Mimosoideae,D,T,R,,,a-persistent soil,,,,100%,hard seed coat,a-heat,,,,,,Aug-Oct,Aug-Oct,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,1,1,1,V SA,LW TS,,,,,,,,,,,,,1,1,9CE,,93b,VSI,2,1,,,,,,1,2,4,4,5,4
Acacia longifolia subsp. longifolia,10790,,,,,Fabaceae: Mimosoideae,D,S or T,Sr,,root suckers,persistent soil,bird & ant,,,,hard seed coat,heat >60,,,>1 seedling per adult,I,,Jun-Oct,Jun-Oct,,2-3 (1a) / 3 (9) / 5 (38),,6,10,,20-60,,,50,,,1,1,1,1,1,1,-,-,-,-,-,-,-,V,OF S,,,,,,,1,1,,,,,,,2F 8I 8A 8WO 2E 8KE 8BF,II-2; II-35b; IVb-38b; VIII-39; II-49; II-66; VIII-78; II-100; II-134,1; 9; 35; 38; 55; 100; A,SI,2,1,2,6,20,60,90,3,1,1,2,1,2
Acacia longifolia subsp. sophorae,10791,,,,Acacia sophorae,Fabaceae: Mimosoideae,D,S,Sr,,root suckers,persistent soil,bird & ant,,,,hard seed coat,a-heat,,,,seedlings shade intolerant,,Jul-Sep,Jul-Sep,,<7,,,,,30-May,long,5,,,,1,1,1,-,-,-,-,-,-,-,-,-,-,Q V T SA,H SF,,,,,,,1,1,,,,,,,2F 8MO,II-35b; IVb-38b; VIII-39,1; 35; 38; 55,SI,2,1,5,7,5,30,60,3,1,2,2,1,2
Acacia longissima,3817,,,,,Fabaceae: Mimosoideae,D,S,S,,,a-persistent soil,,,81 sd/g,99.10%,hard seed coat,heat >60,,,,,,Oct-Mar,Oct-Mar,,,,,,,,,,,,,1,1,1,-,-,-,-,-,-,-,-,-,-,Q,OF WSF,,1,,,,,,,,,1,,,,8A 8BF,,93b; A,SI,2,1,,,,,,2,2,4,4,5,4
Acacia lucasii,3818,,,,,Fabaceae: Mimosoideae,D,S,S,,,persistent soil,,,,,hard seed coat,a-heat,,,,I,,Aug-Nov,Aug-Nov,,,,,,,,,,,,,-,-,-,-,-,1,-,-,-,-,-,-,-,V,DSF,,,,,,,1,,,,,,,,8CE,II-3; VIII-R41,9; R35,SI,2,1,,,,,,1,1,4,4,5,4
Acacia lunata,6748,,,,,Fabaceae: Mimosoideae,D,S,S,,,persistent soil,,,,,hard seed coat,a-heat,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,-,-,-,-,-,-,-,-,-,OF,,,,,,,1,,,,,,,,,II-66,,SI,2,1,,,,,,1,2,4,4,5,4
Acacia macnuttiana,3820,V,,,,Fabaceae: Mimosoideae,D,S or T,S,Mortality 75% (100),,persistent soil,,,,,hard seed coat,a-heat,,,>1 seedling per adult,,,Jul-Sep,Jul-Sep,,,,,,,,,,,,,-,-,-,1,-,-,1,-,-,-,-,-,-,-,OF H,,,,,,,1,1,,,,,,,,VIII-69; II-100; II-134,69; 93b; 100,SI,2,1,,,,,,1,2,4,4,5,4
Acacia maidenii,3821,,,,,Fabaceae: Mimosoideae,D,T,S,"Some resprouting occurred, though predominantly killed (105)",basal buds,persistent soil,,,,,hard seed coat,heat,,,yes,I,,Jan-Jun,Jan-Jun,,,,,,,c. 20,,,,,,1,1,1,-,1,-,-,1,-,-,-,-,-,Q V,WSF RF margins,,1,,,,,,,,,,,,,2F,II-35b; VIII-39; VIII-R41; II&V-105; V-134,35; 93b; 105; R41,SI,2,1,,,20,,>50,1,1,4,3,3,2
Acacia maitlandii,3822,,,,,Fabaceae: Mimosoideae,D,S,R,,,a-persistent soil,,,114 sd/g,,hard seed coat,heat,,,,I,,Jun-Sep,Jun-Sep,,,,,,,c.8; high attrition at 2-4y,,,,,,-,-,-,-,-,-,-,-,-,1,-,-,-,Q NT SA WA,sclerophyll communities,,,,,,,,,,,,,1,,9FO(1) 9PL,,93b; FO(1),VSI,2,1,,,,8,35,1,1,4,1,1,2
Acacia matthewii,8972,,,,,Fabaceae: Mimosoideae,D,S,R,,,a-persistent soil,,,,,hard seed coat,a-heat,,,,,,Aug-Nov,Aug-Nov,,,,,,,,,,,,,-,1,-,-,1,-,-,-,-,-,-,-,-,-,OF WSFmargins,,1,,,,,1,,,,,,,,,IX-1,,VSI,2,1,,,,,,1,2,4,4,5,4
Acacia mearnsii,3823,,,,,Fabaceae: Mimosoideae,D,T,Sr,,rootstock & root suckers,persistent soil,,,,85-98%,hard seed coat,heat,,,yes,I,,Oct-Dec,Oct-Dec,,5 (38) / >3<10 (48),,,,,20 (84) / short (1),,,50,,,-,1,1,-,1,1,-,-,-,-,-,-,-,V T SA,OF,,,,1,,,1,,,,1,,,,8W 8MO 5PU 4PU 8WO 8WA,II-38b&c; II-49; VIII-83,"1; 38; 48; 84; 93a,b",SI,2,1,5,10,S,20,50,3,1,1,1,1,3
Acacia meiantha,8973,,,,,Fabaceae: Mimosoideae,D,S,R,,rootstock,a-persistent soil,,,,,hard seed coat,a-heat,,,,,,Jul-Oct,Jul-Oct,,,,,,,,,,,,,-,-,-,-,1,-,-,-,-,-,-,-,-,-,OF W,,,,,,,1,,,,,,,,,V-1,1,VSI,2,1,,,,,,1,2,4,4,5,4
Acacia melanoxylon,3824,,,,,Fabaceae: Mimosoideae,D,T,Rs,"Variable: high  mortality after one fire, but vigorous coppicing after another (both WF in RF, Tas) (HR); Post-fire abundance increase (CT)",lignotuber & root suckers,persistent soil,,,55-92 sd/g,62-90%,hard seed coat,heat / scarification,,,8 seedlings/m2 (HR); 232 seedlings/ha (CT),I,,Jul-Dec,Jul-Dec,,,>3<10,,,,50 (1) / 90 (CT) / 50-100 (M),>100,,,,,1,1,1,1,1,1,1,1,1,-,-,-,-,Q V T SA,WSF RF,1,1,1,1,,,,,,,,,,,2WO 9HO 4&5M 9W 1HR 5HR 8CT 9HL 2HL 9BF 4&5WA,II-4; IV-38c; IXb-67; IX-78; VIII-84; V-108; IV-134,"1; 9; 48; 93a,b; 101a; CT; HR; M",VSI,2,1,5,10,50,100,200,3,1,2,1,1,1
Acacia melvillei,3825,,,,,Fabaceae: Mimosoideae,D,T,R,,,a-persistent soil,,,,,hard seed coat,a-heat,,,,,,Aug-Oct,Aug-Oct,,,,,,,,,,,,,-,-,-,-,-,-,-,1,-,1,1,1,1,Q V,W,,,,,,,1,,,,,,1,,9CE,,,VSI,2,1,,,,,,1,2,4,4,5,4
Acacia mitchellii,3827,,,,,Fabaceae: Mimosoideae,D,S,S,,,persistent soil,,,,,hard seed coat,a-heat,,,,T,,Nov-Dec,Nov-Dec,,,,,,,,,4,25,,,-,-,-,1,-,-,-,-,-,-,-,-,-,V SA,DSF H,,,,,,,1,,,,,,,,2E 2WO,II-38c; II-134,38,ST,3,3,4,,,,25,1,1,1,4,2,3
Acacia mucronata subsp. longifolia,10058,,,,var. unspecified,Fabaceae: Mimosoideae,D,S,Rs,Often vegetatively regenerates (KP),stem bases,persistent soil,,,,,hard seed coat,a-heat,,,,T,,Aug-Nov,Aug-Nov,,3,1->4,,,,,,,50,,,-,-,1,-,-,1,-,-,-,-,-,-,-,V T,OF,,,,,,,1,,,,,,,,8W 9M 9KP 2KP 8WA,IV-38b; II-38c; V-38d; V-67,38; 48; 67,VST,3,3,1,6,,,50,3,1,1,4,2,3
Acacia murrayana,3832,,,,,Fabaceae: Mimosoideae,D,S or T,R,"Adult survival high, juvenile survival moderate (HG)",,a-persistent soil,,,23-60 sd/g,34-100%,hard seed coat,heat / scarification,,,yes,I,,Sep-Nov,Sep-Nov,,c. 3,,,,,15-25,,,,,,-,-,-,-,-,-,1,1,-,1,1,1,1,Q SA WA NT,W spinifex communities,,,,,,,1,,,,,,1,1,9HG 9FO(1) 9PL,,93b; HG; FO(1),WSI,2,1,3,,15,25,55,1,1,2,1,1,2
Acacia myrtifolia,3834,,,,,Fabaceae: Mimosoideae,D,S,Sr,Variable (39),,persistent soil,a-ant,,82-104 sd/g,57-99.7%,hard seed coat,heat >60,,,yes,I,,Jun-Oct,Jun-Oct,,"2 (10) / 2.5 (1b) / 3 (9, 48) / 4 (38)",,,,,5-25 (1) / c. 30 (101),,,50,,,1,1,1,1,1,1,-,-,-,-,-,-,-,Q V T SA WA,OF W S,,,,,,,1,1,,,,,,,2S 9VE 2WO 8I 8WJ 8W 8A 2K 2E 2T 8KE 8CH 9BG 2BU 8WA,II-2; II-35b; II-38c; VIII&IX-39; II-49; II-52; II-66; VIII-78; II-105; II-134,"1; 9; 10; 38; 48; 55; 93a,b; 98; 101b; 105; A",SI,2,1,2,4,5,30,50,3,1,1,2,2,3
Acacia neriifolia,3835,,,n,,Fabaceae: Mimosoideae,D,sT,R,,root buds,,,,,,,,,,,,,Jul-Oct,Jul-Oct,,,,,,,,,,,,,1,-,-,1,-,-,1,1,-,1,-,-,-,Q,DSF W,,,,1,,1,1,1,,,,,,,,IV-134,,VI,2,1,,,,,,2,2,4,4,5,4
Acacia notabilis,3836,E1,,,,Fabaceae: Mimosoideae,D,S,S,,,a-persistent soil,,,,,hard seed coat,heat,,,,,,Jul-Nov,Jul-Nov,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,1,1,V SA,Mallee OW,,,,,,,,,,,,,1,1,8CE,,"93a,b",SI,2,1,,,,,,2,2,4,4,5,4
Acacia nova-anglica ms,11005,,,n,,Fabaceae: Mimosoideae,D,sT,R,,root buds,,,,,,,,,,,,,Jan-Mar,Jan-Mar,,,4,,,,,,,,,,1,-,-,1,-,-,-,-,-,-,-,-,-,Q,DSF W,,1,,1,,1,1,1,,,,,,,,IV-134,,VI,2,1,4,,,,,2,2,4,4,5,4
Acacia obliquinervia,3837,,,,,Fabaceae: Mimosoideae,D,S or T,S,,,persistent soil,,,,,hard seed coat,heat,,,,,,Sep-Oct,Sep-Oct,,,,,,,,,,,,,-,-,-,-,1,1,-,1,-,-,-,-,-,V,TOF,,,1,,,,,,,,,,,,,II-38c,93b,SI,2,1,,,,,,1,2,4,4,5,4
Acacia obtusifolia,3839,,,,,Fabaceae: Mimosoideae,D,T or S,Sr,,basal & root suckers,persistent soil,,,,,hard seed coat,heat,,,,I,,Dec-Feb,Dec-Feb,,,,,,,,,,,,,1,1,1,1,1,1,-,1,-,-,-,-,-,Q V,DSF WSF W,,1,1,,,,1,,,,,,,,8W,V-1; IV-1; II-49; II-100; V-134,1; 93b,SI,2,1,,,,,,3,1,4,4,5,4
Acacia oswaldii,3843,,,,,Fabaceae: Mimosoideae,D,T or S,R,,,a-persistent soil,,,11 sd/g,,hard seed coat,heat,,,,,,Oct-Dec,Oct-Dec,,,,,,,,,,,,,-,-,-,-,-,-,1,1,1,1,1,1,1,Q V SA WA NT,various,,,,1,,,,,,,,,1,,9PL,,"93a,b",VSI,2,1,,,,,,1,2,4,4,5,4
Acacia oxycedrus,3844,,,,,Fabaceae: Mimosoideae,D,S,Sr,"Some killed, some resprout (1)",basal,persistent soil,ant,,38 sd/g,poor-good,hard seed coat,heat,,,,I,,Jul-Oct,Jul-Oct,,6,,,,,20-30,,,,,,-,1,1,-,-,-,-,-,-,-,-,-,-,V SA,W H,,,,,,,1,1,,,,,,,2K 9VE,V-1; II-4; II-38c; II-49; II-R35,"1; 9; 38; 55; 93a,b; R35",SI,2,1,6,,20,30,60,3,1,1,2,1,2
Acacia paradoxa,3845,,,,,Fabaceae: Mimosoideae,D,S,S,Post-fire abundance increase (78),,persistent soil,,,,good,hard seed coat,heat,,,present at all sites,,,Jul-Nov,Jul-Nov,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,-,-,Q V SA WA,OF W,,,,,,1,1,,,,,,1,,8MO 8WO 8CH,II-38d; VIII-78; VIII-83,"78; 93a,b",SI,2,1,,,,,,1,2,4,4,5,4
Acacia parramattensis,3846,,,,,Fabaceae: Mimosoideae,D,T,S,"Killed by high intensity; May resprout: mostly basal, but epicormics from larger (10-15cm dbh) stems (1); Has no protected vegetative buds or insulated bark; Mortality 100% after high intensity (100% scorch), 17% after low intensity fire (103)",root suckers & basal & epicormic,persistent soil,,,,,hard seed coat,heat / scarification,,,,I,,Nov-Feb,Nov-Feb,,5,,,,minimum stem circumference to survive low intensity fire is 9cm (no survival after high intensity),"stems live up to 25y, root-suckering may extend lifespan of individual",,,,,,1,1,1,-,1,1,-,1,1,-,-,-,-,-,W DSF,,,,,,,1,,,,,,,,8BN 8&9BF,II-1; IV&V&VI-1; II-66; V-76; VIII-103,"1; 93a,b; 103",SI,2,1,5,,25,,>55,1,1,1,1,1,2
Acacia parvipinnula,3847,,,,,Fabaceae: Mimosoideae,D,T,S,,,persistent soil,,,,,hard seed coat,heat / scarification,,,,I,,Jun-Nov,Jun-Nov,,,,,,,,,,,,,1,1,-,-,1,1,-,1,-,-,-,-,-,-,DSF W,,,,,,1,1,,,,,,,,,II-66,1; 93b,SI,2,1,,,,,,1,1,4,4,5,4
Acacia pendula,3848,E2,,,,Fabaceae: Mimosoideae,D,T,R,,,a-persistent soil,,,,,hard seed coat,heat / scarification,,,,,,summer-autumn,Dec-May,,,,,,,,,,,,,1,-,-,-,1,-,1,1,1,1,1,1,1,Q V,Myall-W OW,,,,1,1,,,,,,,,1,1,9CE,,93b,VSI,2,1,,,,,,1,2,4,4,5,4
Acacia penninervis var. penninervis,10922,,,,,Fabaceae: Mimosoideae,D,T,S,IX-100? (inferred from morphology),,persistent soil,,,,,hard seed coat,a-heat,,,,,,any time of year,all year,,,,,,,,,,,,,1,1,1,1,1,1,1,1,-,1,-,-,-,Q V,DSF W,,,,,,,1,,,,,,1,,8CE,II-66; IX-100?; II-134,,SI,2,1,,,,,,1,2,4,4,5,4
Acacia phasmoides,3851,V,,,,Fabaceae: Mimosoideae,D,S or T,S,,,persistent soil,,,,,hard seed coat,a-heat,,,,I,,Sep-Nov,Sep-Nov,,,,,,,,,,,,,-,-,-,-,-,-,-,-,1,-,-,-,-,V,F W,,,,,,,1,,,,,,,,8CE,,,SI,2,1,,,,,,1,1,4,4,5,4
Acacia podalyriifolia,3853,,,,,Fabaceae: Mimosoideae,D,T or S,S,,,persistent soil,bird & ant,,26-31 sd/g,61-74%,hard seed coat,heat,,,,,,any time of year,all year,,3,,,,,,,,,,,1,1,1,-,-,-,-,-,1,-,-,-,-,Q,OF,,,,,,,1,,,,,,,,2BF,,1; 93b,SI,2,1,3,,,,,1,2,1,4,5,4
Acacia prominens,3857,E2,,,,Fabaceae: Mimosoideae,D,T,S,,,persistent soil,bird / ant,,52-65 sd/g,,hard seed coat,heat / scarification,,,even aged stands,I,,Jul-Oct; seed release Dec-Feb,Jul-Oct,Dec-Feb,,,5-Mar,,,c. 25-35,,,,8-10 (mod-high intensity),,1,1,-,-,1,-,-,1,-,-,-,-,-,-,WSF,,1,,,,,,,,,,,,,,II-66,1; 71; 93b,SI,2,1,3,10,25,35,65,1,1,2,3,1,2
Acacia pruinosa,3858,,,,,Fabaceae: Mimosoideae,D,S,R,,,a-persistent soil,,,,,hard seed coat,heat,,,<1 seedling per adult,,,Aug-Oct,Aug-Oct,,,,,,,,,,,,,-,-,-,1,-,-,1,-,-,-,-,-,-,Q,DSF W,,,,,,,1,,,,,,,,,IX-69; IX-100,93b; 100,VSI,2,1,,,,,,1,2,4,4,5,4
Acacia pruinosa,3858,,,n,,Fabaceae: Mimosoideae,D,S,R,,basal buds,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,1,-,-,1,-,-,-,-,-,-,Q,dry sclerophyll forest and woodland on granite,,,,,,1,1,,,,,,,,,V-134,,VI,2,1,,,,,,1,2,4,4,5,4
Acacia pubescens,3860,V,,,,Fabaceae: Mimosoideae,D,S,Rs,,root suckers,persistent soil,,,,,hard seed coat,scarification & heat,,heavy predation on plants,,,,Aug-Oct; seed release Dec-Jan; fruiting uncommon,Aug-Oct,Dec-Jan,,,5-Mar,,,50 (1) / c. 25-35 (71) / >50 (R21),>10,,,"recommend limited fires in area until seed viability known; if viability high intervals of 20-25y, mod-high intensity",,-,1,-,-,-,-,-,-,-,-,-,-,-,-,OF OW,,,,,,1,1,,,,,,,,4BF,II-66; IV-R21,1; 71; R21,VSI,2,1,3,20,25,50,80,3,2,2,1,1,2
Acacia pubifolia,9405,E1,,,,Fabaceae: Mimosoideae,D,T or S,S,,,persistent soil,,,,,hard seed coat,a-heat,,,,,,Sep,Sep,,,,,,,,,,,,,-,-,-,1,-,-,1,-,-,-,-,-,-,Q,W,,,,,,,1,,,,,,,,,VIII-69,93b,SI,2,1,,,,,,1,2,4,4,5,4
Acacia pycnantha,3861,,,,,Fabaceae: Mimosoideae,D,T or S,S,"Resprouting recorded from 5 individuals at one low intensity burn (VE), Vegetative response at 2% of sites (78)",,persistent soil,,,47.9-49.7 sd/g,51-93%,hard seed coat,heat / scarification,,,present at all sites,I,,Jul-Nov,Jul-Nov,,3-Feb,,,,,,,,40,,,-,1,-,-,-,1,-,1,1,-,1,1,-,V SA,DSF W H,,,,,,,1,1,,,,,1,1,8W 8WA 9VE 2E 8CH,II-38d; VIII-78,"10; 38; 48; 93a,b; R35",SI,2,1,2,3,,,40,1,1,1,4,2,3
Acacia pycnostachya,3862,V,,c,,Fabaceae: Mimosoideae,D,S,Sr,,basal buds,a-persistent soil,,,,,hard seed coat,a-heat,,,,,,spring,Sep-Nov,,5,,,,,,,,,>7,,-,-,-,1,-,-,-,-,-,-,-,-,-,-,DSF,,,,,,,1,,,,,,,,,VIII-107; V-134,107,SI,2,1,5,9,,,,1,2,1,4,5,4
Acacia quadrilateralis,3863,,,,,Fabaceae: Mimosoideae,D,S,R,,basal,persistent soil,,,,,hard seed coat,a-heat,,,,I,,Jul-Sep,Jul-Sep,,,,,,,,,,,,,1,1,-,-,-,-,-,-,-,-,-,-,-,Q,DSF H,,,,,,,1,1,,,,,,,,Vb-8,9,VSI,2,1,,,,,,2,1,4,4,5,4
Acacia ramulosa var. ramulosa,12042,,,,,Fabaceae: Mimosoideae,D,S,Rs,,rootstock,a-persistent soil,,,10-17 sd/g,35-86%,hard seed coat,heat / scarification,,,yes (FO1) / no,,,any time of year,all year,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,1,-,1,-,Q SA WA NT,Mulga W,,,,,,,,,,,,,1,1,11FO 5FO(1) 8PL,IX-78,93b; FO(1),VST,3,3,,,,,,3,3,4,4,5,4
Acacia rubida,3869,,,,,Fabaceae: Mimosoideae,D,S or T,Sr,,root suckers,persistent soil,,,59.5-60.4 sd/g,good,hard seed coat,heat,,,,I,,Jul-Nov,Jul-Nov,,,,,,,25-60,,,,,,-,1,1,1,1,1,1,1,1,-,-,-,-,Q V,OF S,,,,,,,1,1,,,1,,,,8KE 4BF,II-2; II-134,"1; 9; 93a,b",SI,2,1,,,25,60,90,3,1,4,2,1,2
