genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,joined
Acacia,Acacia aphylla,divaricately branched shrub to 2.3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. January 2018); A.E. Orchard (editorial assistance, January 2018)."
Acacia,Acacia applanata,"g subshrub 0.1-0.4 m high, erect or sometimes sprawling with weak, ± prostrate stems, few- or multi-stemmed from the base,",NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,erect prostrate sprawling,erect prostrate sprawling,NA,NA,"Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. January 2018); A.E. Orchard (editorial assistance, January 2018)"
Acacia,Acacia aprepta,"tree to 10 m high, spreading.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,spreading,spreading,woody,NA,"Author: M.D. Tindale & P.G. Kodela; Editor: P.G. Kodela; Acknowledgements: Michael Bedward, Stuart J. Davies, Clare Herscovitch, David A. Keith and David A. Morrison assisted with the preparation of a number of Acacia treatments for the 'Flora of Australia' Volumes 11A & 11B (2001).; Contributor: Jemima Rogers (minor edits, June 2012); P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)"
Acacia,Acacia aprica,"shrub to 2 m tall, diffuse, open.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,open,open,woody,NA,"Author: A.R. Chapman & B.R. Maslin; Editor: P.G. Kodela; Contributor: Edited by J.E. Reid (June 2012), P.G. Kodela (January 2018), A.E. Orchard (January 2018)"
Acacia,Acacia aptaneura,"single stemmed or multistemmed, obconic tree 3-10 (-12) m tall, sometimes with a pseudo-conifer or rarely a conifer growth form;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. January 2018)
Acacia,Acacia arafurica,shrub or tree to 4 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: P.G. Kodela & M.D. Tindale; Editor: P.G. Kodela; Contributor: A.E. Orchard (January 2018)
Acacia,Acacia araneosa,wispy tree 3-8 m high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. January 2018, March 2020); A.E. Orchard (ed. January 2018)"
Acacia,Acacia arbiana,spreading shrub to 1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Author: L. Pedley; Editor: B.R. Maslin & P.G. Kodela; Contributor: B.R. Maslin (ed. June 2012); P.G. Kodela (January 2018, October 2018); A.E. Orchard (January 2018)"
Acacia,Acacia arcuatilis,"low, spreading shrub, commonly 0.4-0.8 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela; Contributor: J.E. Reid (ed. June 2012); P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)
Acacia,Acacia areolata,"spreading shrub commonly 2-4 m tall, occasionally tree to 8 m, rarely prostrate.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,prostrate spreading,prostrate spreading,woody,NA,Author: B.R. Maslin & M.W. McDonald; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. January 2018)
Acacia,Acacia argentina,shrub to 4 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)
Acacia,Acacia argutifolia,"spreading, intricate shrub 0.2-0.5 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)
Acacia,Acacia argyraea,"shrub or tree to 3 m high, silvery-sericeous.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: M.D. Tindale & P.G. Kodela; Editor: P.G. Kodela (January 2018), A.E. Orchard (January 2018); Acknowledgements: Michael Bedward, Stuart J. Davies, Clare Herscovitch, David A. Keith and David A. Morrison assisted with the preparation of a number of Acacia treatments for the 'Flora of Australia' Volumes 11A & 11B (2001)."
Acacia,Acacia argyrodendron,tree 8-25 m high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: R.S. Cowan; Editor: B.R. Maslin, P.G. Kodela & A.E. Orchard; Contributor: B.R. Maslin (ed. June 2012); P.G. Kodela (ed. January 2018, July 2020); A.E. Orchard (ed. January 2018)"
Acacia,Acacia argyrophylla,"dense shrub 2-3 m high and often the same in diam.,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. January 2018, August 2019); A.E. Orchard (ed. January 2018); Acknowledgements: NA"
Acacia,Acacia argyrotricha,spreading shrub 1-2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Author: L. Pedley; Editor: B.R. Maslin & P.G. Kodela; Contributor: B.R. Maslin (ed. June 2012); P.G. Kodela (ed. January 2018, October 2018)"
Acacia,Acacia arida,"obconic, multi-stemmed, glabrous shrub 0.5-2 (-3) m high; crown dense.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,"Author: M.D. Tindale &  P.G. Kodela; Editor: B.R. Maslin, A.E. Orchard & P.G. Kodela; Acknowledgements: Michael Bedward, Stuart J. Davies, Clare Herscovitch, David A. Keith and David A. Morrison assisted with the preparation of a number of Acacia treatments for the 'Flora of Australia' Volumes 11A & 11B (2001).; Contributor: Edited by B.R. Maslin (June 2012), A.E. Orchard (January 2018), P.G. Kodela (January 2018)"
Acacia,Acacia aristulata,shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Jemima Rogers (minor edits, June 2012); P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)"
Acacia,Acacia armillata,tree to 8 m high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: B.R. Maslin (ed. June 2012); P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)
Acacia,Acacia armitii,shrub or slender tree to 7.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: P.G. Kodela; Editor: P.G. Kodela; Contributor: Comments and editorial assistance provided by B.R. Maslin, J. Rogers and A.E. Orchard"
Acacia,Acacia arrecta,"compact, spreading, rounded or flat-topped, often multi-stemmed, resinous shrub 0.5-1 (-1.5) m high and up to 2 m across.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading compact,spreading compact,woody,NA,"Author: M.D. Tindale & P.G. Kodela; Editor: B.R. Maslin, P.G. Kodela & A.E. Orchard; Acknowledgements: Michael Bedward, Stuart J. Davies, Clare Herscovitch, David A. Keith and David A. Morrison assisted with the preparation of a number of Acacia treatments for the 'Flora of Australia' Volumes 11A & 11B (2001).; Contributor: B.R. Maslin (ed. June 2012); P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)"
Acacia,Acacia ascendens,glabrous shrub normally to circa 2 m high. new growth resinous and slightly viscid.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Edited by P.G. Kodela (June 2018), A.E. Orchard (January 2018)"
Acacia,Acacia asepala,diffuse shrub 0.5-1.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Jemima Rogers (minor edits, June 2012); P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)"
Acacia,Acacia ashbyae,"dense shrub 1.5-2 m high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,"Author: B.R. Maslin; Editor: J. Rogers, P.G. Kodela & A.E. Orchard; Contributor: Edited by Jemima Rogers (June 2012), P.G. Kodela (January 2018), A.E. Orchard (January 2018)"
Acacia,Acacia asparagoides,spreading shrub 1-2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: P.G. Kodela (ed. June 2018); A.E. Orchard (ed. January 2018)
Acacia,Acacia aspera,spreading shrub 0.5-2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: P.G. Kodela (ed. March 2018); A.E. Orchard (ed. April 2018)
Acacia,Acacia asperulacea,shrub to 1 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: A.S. George; Editor: Jordan Reid, P.G. Kodela & A.E. Orchard; Contributor: Edited by Jordan Reid (June 2012), P.G. Kodela (January 2018), A.E. Orchard (January 2018)"
Acacia,Acacia assimilis,dense shrub or tree 1-4 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,dense,dense,woody,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Edited by P.G. Kodela (January 2018), A.E. Orchard (January 2018)"
Acacia,Acacia assimilis subsp. assimilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Edited by P.G. Kodela (January 2018), A.E. Orchard (January 2018)"
Acacia,Acacia assimilis subsp. atroviridis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Edited by P.G. Kodela (January 2018), A.E. Orchard (January 2018)"
Acacia,Acacia ataxiphylla,"subshrub to circa 0.3 m tall, prostrate or spreading-erect.",NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,erect prostrate spreading,erect prostrate spreading,NA,NA,"Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Edited by P.G. Kodela (January 2018), A.E. Orchard (January 2018)"
Acacia,Acacia ataxiphylla subsp. ataxiphylla,prostrate sprawling subshrub 0.2 m tall and to 0.5 m across.,NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,prostrate sprawling,prostrate sprawling,NA,NA,"Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Edited by P.G. Kodela (January 2018), A.E. Orchard (January 2018)"
Acacia,Acacia ataxiphylla subsp. magna,spreading subshrub to circa 0.3 m tall.,NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,spreading,spreading,NA,NA,"Author: B.R. Maslin; Editor: J. Rogers, P.G. Kodela & A.E. Orchard; Contributor: Edited by Jemima Rogers (June 2012), P.G. Kodela (January 2018), A.E. Orchard (January 2018)"
Acacia,Acacia atkinsiana,"spreading, often ±obconic, rather dense, normally multi-stemmed shrub 1-3.5 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading dense,spreading dense,woody,NA,"Author: M.D. Tindale & P.G. Kodela; Editor: B.R. Maslin, P.G. Kodela & A.E. Orchard; Acknowledgements: Michael Bedward, Stuart J. Davies, Clare Herscovitch, David A. Keith and David A. Morrison assisted with the preparation of a number of Acacia treatments for the 'Flora of Australia' Volumes 11A & 11B (2001).; Contributor: Edited by B.R. Maslin (June 2012), P.G. Kodela (January 2018), A.E. Orchard (January 2018)"
Acacia,Acacia atopa,"tree to 4.5 m tall, slender, occasionally weeping.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: L. Pedley; Editor: J.E. Reid, J. Rogers, A.E. Orchard & P.G. Kodela; Contributor: Edited by Jordan Reid & Jemima Rogers (June 2012), A.E. Orchard (January 2018), P.G. Kodela (January 2018)"
Acacia,Acacia atrox,"shrub or small tree 0.5-6 m high,",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: P.G. Kodela & B.R. Maslin; Editor: P.G. Kodela
Acacia,Acacia atrox subsp. atrox,shrub mostly 0.5-2 m high; oldest plants to 4 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: P.G. Kodela & B.R. Maslin; Editor: P.G. Kodela
Acacia,Acacia atrox subsp. planitiicola,shrub or small tree to 6 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: P.G. Kodela & B.R. Maslin; Editor: P.G. Kodela
Acacia,Acacia attenuata,slender shrub 3-4 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Jemima Rogers (minor edits, June 2012); A.E. Orchard (ed. January 2018); P.G. Kodela (ed. January 2018)"
Acacia,Acacia aulacocarpa,shrub or tree 2-8 (-15) m high; canopy blue-green.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.R. Maslin & P.G. Kodela; Editor: P.G. Kodela & A.E. Orchard; Contributor: Edited by P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)
Acacia,Acacia aulacophylla,shrub 1-4 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)
Acacia,Acacia auratiflora,spreading shrub 0.3-1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: J.E. Reid, P.G. Kodela & A.E. Orchard; Contributor: J.E. Reid (ed. June 2012); P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)"
Acacia,Acacia aureocrinita,"bushy shrub, usually less than 1 (-1.8) m high.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,bushy,bushy,woody,NA,"Author: B.J. Conn & T.M. Tame; Editor: B.R. Maslin, P.G. Kodela & A.E. Orchard; Contributor: B.R. Maslin (ed. June 2012); A.E. Orchard (ed. January 2018); P.G. Kodela (ed. March 2018)"
Acacia,Acacia auricoma,rather straggly shrub 1.5-3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Jemima Rogers (minor edits, June 2012); A.E. Orchard (ed. January 2018); P.G. Kodela (ed. January 2018)"
Acacia,Acacia auriculiformis,"tree commonly 8-10 m high but reaching 35 m high under favourable conditions, glabrous (except ovary).",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: P.G. Kodela & B.R. Maslin; Editor: P.G. Kodela; Contributor: B.R. Maslin & J. Rogers (ed., June 2012, December 2020); A.E. Orchard (ed. January 2018); P.G. Kodela (ed. February 2018, ed. August 2021)"
Acacia,Acacia auripila,tree to circa 3 m tall; crown dense and silvery green.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,dense,dense,woody,NA,"Author: R.S. Cowan; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. January 2018), A.E. Orchard (ed. January 2018)"
Acacia,Acacia auronitens,spreading often procumbent multistemmed subshrub 0.2-0.5 m tall.,NA,NA,NA,NA,subshrub,subshrub,NA,NA,NA,NA,prostrate spreading,procumbent spreading,NA,NA,"Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Jemima Rogers (minor edits, June 2012); P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)"
Acacia,Acacia ausfeldii,somewhat viscid shrub or tree (1-) 2-4 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: B.R. Maslin (ed. June 2012), A.E. Orchard (ed. January 2018), P.G. Kodela (ed. May 2018)"
Acacia,Acacia awestoniana,"shrub 2.5-3 m tall, resinous, viscid.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: R.S. Cowan & B.R. Maslin; Editor: J.E. Reid, P.G. Kodela & A.E. Orchard; Contributor: J.E. Reid (ed. June 2012); P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)"
Acacia,Acacia axillaris,"shrub 2-4 m high, erect or spreading, muchbranched.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Author: A.B. Court; Editor: B.R. Maslin, J.E. Reid, P.G. Kodela & A.E. Orchard; Contributor: B.R. Maslin & J.E. Reid (ed. June 2012); P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)"
Acacia,Acacia ayersiana,"rounded or obconic, multi-stemmed shrub 3-6 m tall, and about the same in diam., sometimes a single-stemmed tree 7-12 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: P.G. Kodela (ed. January 2018); A.E. Orchard (ed. January 2018)
Acacia,Acacia baeuerlenii,slender shrub 1-4 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. January 2018); A.E. Orchard (ed. February 2018)
Acacia,Acacia baileyana,shrub or tree to 10 m high; d.b.h. to 25 cm; crown spreading.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,spreading,spreading,woody,NA,"Author: P.G. Kodela & M.D. Tindale; Editor: P.G. Kodela; Contributor: B.R. Maslin & J.E. Reid (minor edits, June 2012); A.E. Orchard (ed. February 2018); P.G. Kodela (ed. February 2018); Tony Orchard (editorial assistance, 2018)."
Acacia,Acacia bakeri,"tree to 40 m high, to 0.9 m d.b.h.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: B.R. Maslin & Jemima Rogers (minor edits, June 2012); A.E. Orchard (ed. February 2018); P.G. Kodela (ed. February 2018, October 2018)"
Acacia,Acacia balsamea,"multi-stemmed, rounded or obconic shrub 1-4 m high, rarely a single-stemmed tree 4 m high.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: R.S. Cowan & B.R. Maslin; Editor: P.G. Kodela; Contributor: B.R. Maslin (revised version June 2012); P.G. Kodela (ed. January 2018); A.E. Orchard (ed. February 2018)
Acacia,Acacia bancroftiorum,spindly shrub or slender tree to circa 6 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,spindly,spindly,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela & A.E. Orchard; Contributor: Jemima Rogers (ed. June 2012); P.G. Kodela (ed. January 2018); A.E. Orchard (ed. February 2018)
Acacia,Acacia barakulensis,shrub to 2 (-3) m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. January 2018, October 2018)"
Acacia,Acacia barattensis,diffuse viscid glabrous shrub 2-3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.R. Maslin; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. January 2018); A.E. Orchard (ed. February 2018)
Acacia,Acacia barbinervis,spreading multistemmed shrub 0.2-0.4 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Author: B.R. Maslin; Editor: B.R. Maslin, J. Rogers, P.G. Kodela & A.E. Orchard; Contributor: B.R. Maslin & Jemima Rogers (June 2012), P.G. Kodela (January 2018), A.E. Orchard (February 2018)"
Acacia,Acacia barrettiorum,glabrous shrub 1-2.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.R. Maslin & J.E. Reid; Editor: P.G. Kodela; Contributor: P.G. Kodela (ed. January 2018); A.E. Orchard (ed. April 2018)
