canonicalName,scientificNameAuthorship
Anemocarpa saxatilis,(Paul G.Wilson) Paul G.Wilson
Angianthus acrohyalinus,Morrison
Angianthus brachypappus,F.Muell.
Angianthus conocephalus,(J.M.Black) P.S.Short
Angianthus cornutus,P.S.Short
Angianthus cunninghamii,(DC.) Benth.
Angianthus cyathifer,P.S.Short
Angianthus drummondii,(Turcz.) Benth.
Angianthus glabratus,P.S.Short
Angianthus globuliformis,M.Lyons & Keighery
Angianthus halophilus,Keighery
Angianthus microcephalus,(F.Muell.) Benth.
Angianthus micropodioides,(Benth.) Benth.
Angianthus milnei,Benth.
Angianthus newbeyi,P.S.Short
Angianthus phyllocalymmeus,(F.Muell.) Druce
Angianthus platycephalus,Benth.
Angianthus preissianus,(Steetz) Benth.
Angianthus prostratus,P.S.Short
Angianthus pygmaeus,(A.Gray) Benth.
Angianthus tomentosus,J.C.Wendl.
Angianthus uniflorus,P.S.Short
Anthemis arvensis,L.
Anthemis cotula,L.
Apalochlamys spectabilis,(Labill.) Steud.
Apowollastonia cylindrica,Orchard
Apowollastonia hamersleyensis,Orchard
Apowollastonia hibernica,Orchard
Apowollastonia longipes,(Klatt) Orchard
Apowollastonia spilanthoides,(F.Muell.) Orchard
Apowollastonia stirlingii,(Tate) Orchard
Apowollastonia verbesinoides,(F.Muell. ex Benth.) Orchard
Arctium lappa,L.
Arctium minus,(Hill) Bernh.
Arctotheca calendula,(L.) K.Lewin
Arctotheca populifolia,(P.J.Bergius) Norl.
Arctotheca prostrata,(Salisb.) Britten
Arctotis stoechadifolia,P.J.Bergius
Argentipallium blandowskianum,(Steetz ex Sond.) Paul G.Wilson
Argentipallium dealbatum,(Labill.) Paul G.Wilson
Argentipallium niveum,(Steetz) Paul G.Wilson
Argentipallium obtusifolium,(F.Muell. & Sond.) Paul G.Wilson
Argentipallium x spiceri,(F.Muell.) Paul G.Wilson
Argentipallium tephrodes,(Turcz.) Paul G.Wilson
Argyranthemum frutescens,(L.) Webb ex Sch.Bip.
Argyroglottis turbinata,Turcz.
Argyrotegium fordianum,(M.Gray) J.M.Ward & Breitw.
Argyrotegium mackayi,(Buchanan) J.M.Ward & Breitw.
Argyrotegium nitidulum,(Hook.f.) J.M.Ward & Breitw.
Argyrotegium poliochlorum,(N.G.Walsh) J.M.Ward & Breitw.
Arrhenechthites mixtus,(A.Rich.) Belcher
Artemisia absinthium,L.
Artemisia arborescens,L.
Artemisia pontica,L.
Artemisia verlotiorum,Lamotte
Artemisia vulgaris,L.
Asteridea archeri,P.S.Short
Asteridea asteroides,(Turcz.) Kroner
Asteridea athrixioides,(Sond. & F.Muell. ex Sond.) Kroner
Asteridea chaetopoda,(F.Muell.) Kroner
Asteridea croniniana,(F.Muell.) Kroner
Asteridea gracilis,A.Gray
Asteridea morawana,P.S.Short
Asteridea nivea,(Steetz) Kroner
Asteridea pulverulenta,Lindl.
Asteriscus spinosus,(L.) Sch.Bip.
Athroisma laciniatum,DC.
Austroeupatorium inulifolium,(Kunth) R.M.King & H.Rob.
Baccharis glutinosa,Pers.
Baccharis halimifolia,L.
Balladonia aervoides,(F.Muell.) P.S.Short
Basedowia tenerrima,(F.Muell. & Tate) J.M.Black
Bedfordia arborescens,Hochr.
Bedfordia linearis,(Labill.) DC.
Bedfordia salicina,(Labill.) DC.
Bellida graminea,Ewart
Bellis perennis,L.
Berkheya rigida,(Thunb.) Bolus & Wolley-Dod
Bidens alba,(L.) DC.
Bidens aurea,(Aiton) Sherff
Bidens bipinnata,L.
Bidens pilosa,L.
Bidens subalternans,DC.
Bidens tripartita,L.
Blainvillea acmella,(L.) Philipson
Blainvillea calcicola,Orchard
Blainvillea cunninghamii,(DC.) Orchard
Blainvillea gayana,Cass.
Blennospora doliiformis,Keighery
Blennospora drummondii,A.Gray
Blennospora phlegmatocarpa,(Diels) P.S.Short
Blumea axillaris,(Lam.) DC.
Blumea balsamifera,(L.) DC.
Blumea benthamiana,Domin
Blumea diffusa,R.Br. ex Benth.
Blumea integrifolia,DC.
Blumea lacera,(Burm.f.) DC.
Blumea lanceolaria,(Wall. ex Roxb.) Druce
Blumea milnei,Seem.
Blumea psammophila,Dunlop
Blumea pungens,W.Fitzg.
Blumea riparia,DC.
Blumea saxatilis,Zoll. & Moritzi
Blumea tenella,DC.
Brachylaena discolor,DC.
Brachyscome abercrombiensis,P.S.Short
Brachyscome aculeata,(Labill.) Less.
Brachyscome ascendens,G.L.Davis
Brachyscome barkerae,P.S.Short
Brachyscome basaltica,F.Muell.
Brachyscome bellidioides,Steetz
Brachyscome billabongensis,P.S.Short
Brachyscome blackii,G.L.Davis
Brachyscome breviscapis,C.R.Carter
Brachyscome brownii,P.S.Short
Brachyscome campylocarpa,J.M.Black
Brachyscome casstiana,P.S.Short
Brachyscome chrysoglossa,F.Muell.
Brachyscome ciliaris,(Labill.) Less.
Brachyscome cuneifolia,Tate
Brachyscome curvicarpa,G.L.Davis
Brachyscome dalbyensis,P.S.Short
Brachyscome debilis,Sond.
Brachyscome decipiens,Hook.f.
Brachyscome dentata,Gaudich.
Brachyscome dichromosomatica,C.R.Carter
Brachyscome dissectifolia,G.L.Davis
Brachyscome diversifolia,(Graham ex Hook.) Fisch. & C.A.Mey.
Brachyscome eriogona,(J.M.Black) G.L.Davis
Brachyscome exilis,Sond.
Brachyscome eyrensis,J.H.Willis ex G.L.Davis
Brachyscome foliosa,P.S.Short
Brachyscome formosa,P.S.Short
Brachyscome georginensis,P.S.Short
Brachyscome gilesii,P.S.Short
Brachyscome glandulosa,(Steetz) Benth.
Brachyscome goniocarpa,Sond. & F.Muell.
Brachyscome gracilis,G.L.Davis
Brachyscome graminea,(Labill.) F.Muell.
Brachyscome iberidifolia,Benth.
Brachyscome kaputarensis,P.S.Short
Brachyscome lineariloba,(DC.) Druce
Brachyscome melanocarpa,Sond. & F.Muell.
Brachyscome microcarpa,F.Muell.
Brachyscome mittagongensis,P.S.Short
Brachyscome muelleri,Sond.
Brachyscome muelleroides,G.L.Davis
Brachyscome multifida,DC.
Brachyscome nivalis,F.Muell.
Brachyscome nodosa,P.S.Short & Watan.
Brachyscome nova-anglica,G.L.Davis
Brachyscome obovata,G.L.Davis
Brachyscome paludicola,P.S.Short
Brachyscome papillosa,G.L.Davis
Brachyscome parvula,Hook.f.
Brachyscome perpusilla,(Steetz) J.M.Black
Brachyscome petrophila,G.L.Davis
Brachyscome procumbens,G.L.Davis
Brachyscome ptychocarpa,F.Muell.
Brachyscome pusilla,Steetz
Brachyscome radicans,Steetz
Brachyscome radicata,Hook.f.
Brachyscome rara,G.L.Davis
Brachyscome readeri,G.L.Davis
Brachyscome rigidula,(DC.) G.L.Davis
Brachyscome riparia,G.L.Davis
Brachyscome rudallensis,P.S.Short
Brachyscome salkiniae,P.S.Short
Brachyscome scapigera,(Sieber ex Spreng.) DC.
Brachyscome segmentosa,C.Moore & F.Muell.
Brachyscome sieberi,DC.
Brachyscome simulans,P.S.Short
Brachyscome smithwhitei,P.S.Short & Watan.
Brachyscome spathulata,Gaudich.
Brachyscome sp. Kings Billabong (J.H.Browne 397),P.S.Short
Brachyscome staceae,P.S.Short
Brachyscome stolonifera,G.L.Davis
Brachyscome stuartii,Benth.
Brachyscome tadgellii,Tovey & P.Morris
Brachyscome tamworthensis,P.S.Short
Brachyscome tasmanica,P.S.Short
Brachyscome tatei,J.M.Black
Brachyscome tenuiscapa,Hook.f.
Brachyscome tesquorum,J.M.Black
Brachyscome tetrapterocarpa,G.L.Davis
Brachyscome trachycarpa,F.Muell.
Brachyscome triloba,Gaudich.
Brachyscome trisecta,P.S.Short
Brachyscome walshii,P.S.Short
Brachyscome watanabei,P.S.Short
Brachyscome whitei,G.L.Davis
Brachyscome willisii,P.S.Short
Brachyscome xanthocarpa,D.A.Cooke
Calendula arvensis,L.
Calendula officinalis,L.
Calendula palaestina,Boiss.
Calocephalus badmanii,P.S.Short
Calocephalus beardii,P.S.Short
Calocephalus citreus,Less.
Calocephalus francisii,(F.Muell.) Benth.
Calocephalus glabratus,P.S.Short
Calocephalus knappii,(F.Muell.) Ewart & Jean White
Calocephalus lacteus,Less.
Calocephalus multiflorus,(Turcz.) Benth.
Calocephalus pilbarensis,P.S.Short
Calocephalus platycephalus,(F.Muell.) Benth.
Calocephalus sonderi,F.Muell.
Calomeria amaranthoides,Vent.
Calotis ancyrocarpa,J.M.Black
Calotis anthemoides,F.Muell.
Calotis breviradiata,(Ising) G.L.Davis
Calotis breviseta,Benth.
Calotis cuneata,(Benth.) G.L.Davis
Calotis cuneifolia,R.Br.
Calotis cymbacantha,F.Muell.
Calotis dentex,R.Br.
Calotis erinacea,Steetz
Calotis glabrescens,C.T.White
Calotis glandulosa,F.Muell.
Calotis hispidula,(F.Muell.) F.Muell.
Calotis inermis,Maiden & Betche
Calotis kempei,F.Muell.
Calotis lappulacea,Benth.
Calotis latiuscula,F.Muell. & Tate
Calotis moorei,P.S.Short
Calotis multicaulis,(Turcz.) Druce
Calotis plumulifera,F.Muell.
Calotis porphyroglossa,F.Muell. ex Benth.
Calotis pubescens,(F.Muell. ex Benth.) N.G.Walsh & K.L.McDougall
Calotis scabiosifolia,Sond. & F.Muell.
Calotis scapigera,Hook.
Calotis sp. Carnarvon Range (D.J.Edinger & K.F.Kenneally D 2708 K 12243),WA Herbarium
Calotis sp. Lake Buchanan (J.Kemp+ 3384H),Qld Herbarium
Calotis sp. Normanton (P.Ollerenshaw 1480),Qld Herbarium
Calotis sp. Perrinvale Station (R.J.Cranfield 7096),WA Herbarium
Calotis squamigera,C.T.White
Calotis suffruticosa,Domin
Calotis xanthosioidea,Domin
Calyptocarpus vialis,Less.
Camptacra barbata,N.T.Burb.
Camptacra gracilis,(Benth.) Lander
Carduus acanthoides,L.
Carduus nutans,L.
Carduus pycnocephalus,L.
Carduus tenuiflorus,Curtis
Carduus thoermeri,Weinm.
Carpesium cernuum,L.
Carthamus dentatus,Vahl
Carthamus lanatus,L.
Carthamus leucocaulos,Sm.
Carthamus tinctorius,L.
Cassinia accipitrum,Orchard
Cassinia aculeata,(Labill.) R.Br.
Cassinia x adunca,F.Muell. ex Sond.
Cassinia arcuata,R.Br.
Cassinia aureonitens,N.A.Wakef.
Cassinia cinerea,Orchard
Cassinia collina,C.T.White
Cassinia compacta,F.Muell.
Cassinia complanata,J.M.Black
Cassinia copensis,Orchard
Cassinia cunninghamii,DC.
Cassinia decipiens,Orchard
Cassinia denticulata,R.Br.
Cassinia diminuta,Orchard
Cassinia furtiva,Orchard
Cassinia heleniae,Orchard
Cassinia hewsoniae,Orchard
Cassinia laevis,R.Br.
Cassinia lepschii,Orchard
Cassinia leptocephala,F.Muell.
Cassinia longifolia,R.Br.
Cassinia macrocephala,Orchard
Cassinia maritima,Orchard
Cassinia monticola,Orchard
Cassinia nivalis,Orchard
Cassinia ochracea,Orchard
Cassinia ozothamnoides,(F.Muell.) Orchard
Cassinia quinquefaria,R.Br.
Cassinia rugata,N.G.Walsh
Cassinia scabrida,Orchard
Cassinia straminea,(Benth.) Orchard
Cassinia subtropica,F.Muell.
Cassinia tegulata,Orchard
Cassinia telfordii,Orchard
Cassinia tenuifolia,Benth.
Cassinia theodorii,F.Muell.
Cassinia theresae,Orchard
Cassinia thinicola,Orchard
Cassinia trinerva,N.A.Wakef.
Cassinia uncata,A.Cunn. ex DC.
Cassinia venusta,Orchard
Cassinia wilsoniae,Orchard
Cassinia wyberbensis,Orchard
Celmisia asteliifolia,Hook.f.
Celmisia costiniana,M.Gray & Given
Celmisia latifolia,(F.Muell. ex Benth.) M.Gray & Given
Celmisia longifolia,Cass.
Celmisia pugioniformis,M.Gray & Given
Celmisia saxifraga,(Benth.) W.M.Curtis
Celmisia sericophylla,J.H.Willis
Celmisia sp. Pulchella (M.Gray & C.Totterdell 7079),Australian National Herbarium
Celmisia tomentella,M.Gray & Given
Centaurea aspera,L.
Centaurea benedicta,(L.) L.
Centaurea calcitrapa,L.
Centaurea cineraria,L.
Centaurea cyanus,L.
Centaurea eriophora,L.
Centaurea jacea,L.
Centaurea macrocephala,Muss.Puschk. ex Willd.
Centaurea melitensis,L.
Centaurea x moncktonii,C.E.Britton
Centaurea montana,L.
Centaurea nigra,L.
Centaurea nigrescens,Willd.
Centaurea paniculata,L.
Centaurea solstitialis,L.
Centaurea stoebe,L.
Centipeda borealis,N.G.Walsh
Centipeda crateriformis,N.G.Walsh
Centipeda cunninghamii,(DC.) A.Braun & Asch.
Centipeda elatinoides,(Less.) Benth. & Hook.f. ex O.Hoffm.
Centipeda minima,(L.) A.Braun & Asch.
Centipeda nidiformis,N.G.Walsh
Centipeda pleiocephala,N.G.Walsh
Centipeda racemosa,(Hook.) F.Muell.
Centipeda thespidioides,F.Muell.
Centratherum punctatum,Cass.
Centratherum riparium,(DC.) A.R.Bean
Centromadia pungens,(Hook. & Arn.) Greene
Centropappus brunonis,Hook.f.
Cephalipterum drummondii,A.Gray
Cephalosorus carpesioides,(Turcz.) P.S.Short
Ceratogyne obionoides,Turcz.
Chamaemelum nobile,(L.) All.
Chondrilla juncea,L.
Chondropyxis halophila,D.A.Cooke
Chromolaena odorata,(L.) R.M.King & H.Rob.
Chromolaena squalida,(DC.) R.M.King & H.Rob.
Chrysanthemoides monilifera,(L.) Norl.
Chrysocephalum apiculatum,(Labill.) Steetz
Chrysocephalum baxteri,(A.Cunn. ex DC.) Anderb.
Chrysocephalum eremaeum,(Haegi) Anderb.
Chrysocephalum gilesii,(F.Muell.) Paul G.Wilson
Chrysocephalum pterochaetum,F.Muell.
Chrysocephalum puteale,(S.Moore) Paul G.Wilson
Chrysocephalum semipapposum,(Labill.) Steetz
Chrysocephalum sericeum,Paul G.Wilson
Chrysocephalum sp. Ebor Falls (B.R.Paterson Feb/1958),NE Herbarium
Chrysocephalum sp. Inland Plains (B.J.Conn 2530),Vic. Herbarium
Chrysocephalum vitellinum,Sond. & F.Muell. ex Sond.
Chthonocephalus muellerianus,P.S.Short
Chthonocephalus multiceps,J.H.Willis
Chthonocephalus oldfieldianus,P.S.Short
Chthonocephalus pseudevax,Steetz
Chthonocephalus spathulatus,P.S.Short
Chthonocephalus tomentellus,(F.Muell.) Benth.
Chthonocephalus viscosus,P.S.Short
Cichorium intybus,L.
Cineraria lyratiformis,Cron
Cirsium arvense,(L.) Scop.
Cirsium vulgare,(Savi) Ten.
Coleocoma centaurea,F.Muell.
Coreopsis lanceolata,L.
Coreopsis tinctoria,Nutt.
Coronidium adenophorum,(F.Muell.) Paul G.Wilson
Coronidium boormanii,(Maiden & Betche) Paul G.Wilson
Coronidium cymosum,Paul G.Wilson
Coronidium densifolium,J.M.Black ex N.G.Walsh
Coronidium elatum,(A.Cunn. ex DC.) Paul G.Wilson
Coronidium flavum,Paul G.Wilson
Coronidium fulvidum,Paul G.Wilson
Coronidium glutinosum,(Hook.) Paul G.Wilson
Coronidium gunnianum,(Hook.) N.G.Walsh
Coronidium kaputaricum,Paul G.Wilson
Coronidium lanosum,Paul G.Wilson
Coronidium lanuginosum,(A.Cunn. ex DC.) Paul G.Wilson
Coronidium lindsayanum,(Domin) Paul G.Wilson
Coronidium monticola,N.G.Walsh
Coronidium newcastlianum,(Domin) Paul G.Wilson
Coronidium oxylepis,(F.Muell.) Paul G.Wilson
Coronidium rupicola,(DC.) Paul G.Wilson
Coronidium rutidolepis,(DC.) N.G.Walsh
Coronidium scorpioides,(Labill.) Paul G.Wilson
Coronidium sp. Tuggolo State Forest (L.M.Copeland 4225),NE Herbarium
Coronidium telfordii,Paul G.Wilson
Coronidium waddelliae,(J.H.Willis) Paul G.Wilson
Cosmos bipinnatus,Cav.
Cosmos caudatus,Kunth
Cosmos sulphureus,Cav.
Cota tinctoria,(L.) J.Gay ex Guss.
Cotula alpina,(Hook.f.) Hook.f.
Cotula australis,(Sieber ex Spreng.) Hook.f.
Cotula bipinnata,Thunb.
Cotula coronopifolia,L.
Cotula cotuloides,(Steetz) Druce
Cotula turbinata,L.
Cotula vulgaris,Levyns
Craspedia adenophora,K.L.McDougall & N.G.Walsh
Craspedia alba,J.Everett & Joy Thomps.
Craspedia aurantia,J.Everett & Joy Thomps.
Craspedia canens,J.Everett & Doust
Craspedia costiniana,J.Everett & Joy Thomps.
Craspedia crocata,J.Everett & Joy Thomps.
Craspedia cynurica,Rozefelds & A.M.Buchanan
Craspedia glabrata,(Hook.f.) Rozefelds
Craspedia glauca,(Labill.) Spreng.
Craspedia gracilis,Hook.f.
Craspedia haplorrhiza,J.Everett & Doust
Craspedia lamicola,J.Everett & Joy Thomps.
Craspedia leucantha,F.Muell.
Craspedia macrocephala,Hook.
Craspedia maxgrayi,J.Everett & Joy Thomps.
Craspedia paludicola,J.Everett & Doust
Craspedia preminghana,Rozefelds
Craspedia rosulata,Rozefelds & A.M.Buchanan
Craspedia sp. Derrinallum (N.G.Walsh 5591),Vic. Herbarium
Craspedia sp. Subalpine (N.G.Walsh 5149),Vic. Herbarium
Craspedia sp. Waterloo (G.J.Keighery 13724),WA Herbarium
Craspedia sp. Yalgorup (G.J.Keighery 14449),WA Herbarium
Craspedia variabilis,J.Everett & Doust
Crassocephalum crepidioides,(Benth.) S.Moore
Cratystylis centralis,Albr. & Paul G.Wilson
Cratystylis conocephala,(F.Muell.) S.Moore
Cratystylis microphylla,S.Moore
Cratystylis subspinescens,S.Moore
Cratystylis conocephala x Cratystylis microphylla,(F.Muell.) S.Moore x Cratystylis microphylla S.Moore
Cremnothamnus thomsonii,(F.Muell.) Puttock
Crepis capillaris,(L.) Wallr.
Crepis dioscoridis,L.
Crepis foetida,L.
Crepis pusilla,(Sommier) Merxm.
Crepis setosa,Haller f.
Crepis vesicaria,L.
Cyanthillium cinereum,(L.) H.Rob.
Cyanthillium patulum,(Aiton) H.Rob.
Cymbonotus lawsonianus,Gaudich.
Cymbonotus maidenii,(Beauverd) A.E.Holland & V.A.Funk
Cymbonotus preissianus,Steetz
Cynara cardunculus,L.
Dahlia imperialis,Roezl ex Ortgies
Dahlia x pinnata,Cav.
Decaneuropsis obovata,(Gaudich.) H.Rob. & Skvarla
Decazesia hecatocephala,F.Muell.
Delairea odorata,Lem.
Dichrocephala integrifolia,(L.f.) Kuntze
Dichromochlamys dentatifolia,(F.Muell.) Dunlop
Dielitzia tysonii,P.S.Short
Dimorphocoma minutula,F.Muell. & Tate
Dimorphotheca ecklonis,DC.
Dimorphotheca fruticosa,(L.) DC.
Dimorphotheca jucunda,E.Phillips
Dimorphotheca pluvialis,(L.) Moench
Dimorphotheca sinuata,DC.
Diodontium filifolium,F.Muell.
Dithyrostegia amplexicaulis,A.Gray
Dithyrostegia gracilis,P.S.Short
Dittrichia graveolens,(L.) Greuter
Dittrichia viscosa,(L.) Greuter
Echinops sphaerocephalus,L.
Eclipta alatocarpa,Melville
Eclipta platyglossa,F.Muell.
Eclipta prostrata,(L.) L.
Elachanthus glaber,Paul G.Wilson
Elachanthus pusillus,F.Muell.
Elephantopus mollis,Kunth
Elephantopus scaber,L.
Eleutheranthera ruderalis,(Sw.) Sch.Bip.
Emilia fosbergii,Nicolson
Emilia sonchifolia,(L.) DC.
Enydra fluctuans,Lour.
Enydra woollsii,F.Muell.
Epitriche demissus,(A.Gray) P.S.Short
Erechtites hieraciifolia,(L.) Raf. ex DC.
Erechtites valerianifolius,(Link ex Spreng.) DC.
Erigeron bilbaoanus,(J.Remy) Cabrera
Erigeron bonariensis,L.
Erigeron canadensis,L.
Erigeron conyzoides,F.Muell.
Erigeron karvinskianus,DC.
Erigeron primulifolius,(Lam.) Greuter
Erigeron sumatrensis,Retz.
Eriocephalus africanus,L.
Eriochlamys behrii,Sond. & F.Muell. ex Sond.
Eriochlamys cupularis,N.G.Walsh
Eriochlamys eremaea,N.G.Walsh
Eriochlamys squamata,N.G.Walsh
Erodiophyllum acanthocephalum,Stapf
Erodiophyllum elderi,F.Muell.
Erymophyllum compactum,Paul G.Wilson
Erymophyllum glossanthus,Paul G.Wilson
Erymophyllum hemisphaericum,Paul G.Wilson
Erymophyllum ramosum,(A.Gray) Paul G.Wilson
Erymophyllum tenellum,(Turcz.) Paul G.Wilson
Eschenbachia aegyptiaca,(L.) Brouillet
Eschenbachia leucantha,(D.Don) Brouillet
Ethulia conyzoides,L.f.
Ethuliopsis cunninghamii,(Hook.) F.Muell.
Euchiton involucratus,(G.Forst.) Holub
Euchiton japonicus,(Thunb.) Holub
Euchiton lateralis,(C.J.Webb) Breitw. & J.M.Ward
Euchiton limosus,(D.G.Drury) Holub
Euchiton litticola,A.M.Buchanan
Euchiton sphaericus,(Willd.) Holub
Euchiton sp. Hughenden (C.E.Hubbard+ 7639),Qld Herbarium
Euchiton traversii,(Hook.f.) Holub
Euchiton umbricola,(J.H.Willis) Anderb.
Eupatorium lindleyanum,DC.
Eupatorium serotinum,Michx.
Euryops abrotanifolius,(L.) DC.
Euryops chrysanthemoides,(DC.) B.Nord.
Ewartia catipes,(DC.) Beauverd
Ewartia meredithiae,(F.Muell.) Beauverd
Ewartia nubigena,(F.Muell.) Beauverd
Ewartia planchonii,(Hook.f.) Beauverd
Facelis retusa,(Lam.) Sch.Bip.
Feldstonia nitens,P.S.Short
Felicia echinata,(Thunb.) Nees
Felicia fruticosa,(L.) G.Nicholson
Felicia petiolata,(Harv.) N.E.Br.
Filago pygmaea,L.
Filago pyramidata,L.
Fitzwillia axilliflora,(Ewart & Jean White) P.S.Short
Flaveria sp. Tom Price (M.E. Trudgen 11246),WA Herbarium
Flaveria trinervia,(Spreng.) C.Mohr
Florestina tripteris,DC.
Gaillardia x grandiflora,Van Houtte
Gaillardia pulchella,Foug.
Galinsoga parviflora,Cav.
Gamochaeta americana,(Mill.) Wedd.
Gamochaeta antillana,(Urb.) Anderb.
Gamochaeta calviceps,(Fernald) Cabrera
Gamochaeta coarctata,(Willd.) Kerguelen
Gamochaeta pensylvanica,(Willd.) Cabrera
Gamochaeta purpurea,(L.) Cabrera
Gazania krebsiana,Less.
Gazania linearis,(Thunb.) Druce
Gazania rigens,(L.) Gaertn.
Gen. (Aq520454) sp. Iron Range (L.J.Brass 19119),
Gen. (Aq520454) sp. Shute Harbour (D.A.Halford Q811),
Gilberta tenuifolia,Turcz.
Gilruthia osbornei,Ewart & Jean White
Glebionis coronaria,(L.) Cass. ex Spach
Glebionis segetum,(L.) Fourr.
Glossocardia bidens,(Retz.) Veldkamp
Glossocardia orthochaeta,(F.Muell.) Veldkamp
Glossocardia refracta,Veldkamp
Gnaphalium diamantinense,Paul G.Wilson
Gnaphalium indutum,Hook.f.
Gnaphalium polycaulon,Pers.
Gnephosis acicularis,Benth.
Gnephosis angianthoides,(Steetz) Anderb.
Gnephosis arachnoidea,Turcz.
Gnephosis brevifolia,(A.Gray) Benth.
Gnephosis cassiniana,P.S.Short
Gnephosis drummondii,(A.Gray) P.S.Short
Gnephosis eriocarpa,(F.Muell.) Benth.
Gnephosis gynotricha,Diels
Gnephosis macrocephala,Turcz.
Gnephosis multiflora,(P.S.Short) P.S.Short
Gnephosis newbeyi,P.S.Short
Gnephosis setifera,P.S.Short
Gnephosis sp. Pt Quobba (P.G.Wilson 12622),WA Herbarium
Gnephosis tenuissima,Cass.
Gnephosis tridens,(P.S.Short) P.S.Short
Gnephosis trifida,(P.S.Short) P.S.Short
Gnephosis uniflora,(Turcz.) P.S.Short
Gorteria personata,L.
Gratwickia monochaeta,F.Muell.
Grindelia camporum,Greene
Grindelia squarrosa,(Pursh) Dunal
Guizotia abyssinica,(L.f.) Cass.
Gymnocoronis spilanthoides,(D.Don ex Hook. & Arn.) DC.
Gynura drymophila,(F.Muell.) F.G.Davies
Haeckeria cassiniiformis,F.Muell.
Haeckeria punctulata,(F.Muell.) J.H.Willis
Haegiela tatei,(F.Muell.) P.S.Short & Paul G.Wilson
Haptotrichion colwillii,Paul G.Wilson
Haptotrichion conicum,(B.L.Turner) Paul G.Wilson
Helenium amarum,(Raf.) H.Rock
Helianthus annuus,L.
Helianthus argophyllus,Torr. & A.Gray
Helianthus ciliaris,DC.
Helianthus debilis,Nutt.
Helianthus tuberosus,L.
Helichrysum calvertianum,(F.Muell.) F.Muell.
Helichrysum leucopsideum,DC.
Helichrysum oligochaetum,F.Muell.
Helichrysum pumilum,Hook.f.
Helipterum craspedioides,W.Fitzg.
Helminthotheca echioides,(L.) Holub
Hemisteptia lyrata,(Bunge) Fisch. & C.A.Mey.
Heterotheca grandiflora,Nutt.
Hieracium murorum,L.
Hullsia argillicola,P.S.Short
Hyalochlamys globifera,A.Gray
Hyalosperma cotula,(Benth.) Paul G.Wilson
Hyalosperma demissum,(A.Gray) Paul G.Wilson
Hyalosperma glutinosum,Steetz
Hyalosperma praecox,(F.Muell.) Paul G.Wilson
Hyalosperma pusillum,(Turcz.) Paul G.Wilson
Hyalosperma semisterile,(F.Muell.) Paul G.Wilson
Hyalosperma simplex,(Steetz) Paul G.Wilson
Hyalosperma stoveae,(D.A.Cooke) Paul G.Wilson
Hyalosperma zacchaeus,(S.Moore) Paul G.Wilson
Hypochaeris albiflora,(Kuntze) Azevedo-Gonc. & Matzenb.
Hypochaeris glabra,L.
Hypochaeris radicata,L.
Iotasperma australiense,G.L.Nesom
Iotasperma sessilifolium,(F.Muell.) G.L.Nesom
Isoetopsis graminifolia,Turcz.
Iva axillaris,Pursh
Ixiochlamys cuneifolia,(R.Br.) F.Muell. & Sond. ex Sond.
Ixiochlamys filicifolia,Dunlop
Ixiochlamys integerrima,Dunlop
Ixiochlamys nana,(Ewart & Jean White) Grau
Ixiolaena viscosa,Benth.
Ixodia achillaeoides,R.Br.
Ixodia flindersica,Copley
Jacobaea maritima,(L.) Pelser & Meijden
Kippistia suaedifolia,F.Muell.
Lactuca saligna,L.
Lactuca sativa,L.
Lactuca serriola,L.
Lagenophora brachyglossa,Jian Wang ter & A.R.Bean
Lagenophora fimbriata,Jian Wang ter & A.R.Bean
Lagenophora gracilis,Steetz
Lagenophora huegelii,Benth.
Lagenophora montana,Hook.f.
Lagenophora queenslandica,Jian Wang ter & A.R.Bean
Lagenophora stipitata,(Labill.) Druce
Lapsana communis,L.
Lasiospermum bipinnatum,(Thunb.) Druce
Launaea sarmentosa,(Willd.) Kuntze
Lawrencella davenportii,(F.Muell.) Paul G.Wilson
Lawrencella rosea,Lindl.
Leiocarpa brevicompta,(F.Muell.) Paul G.Wilson
Leiocarpa gatesii,(H.B.Will.) Paul G.Wilson
Leiocarpa leptolepis,(DC.) Paul G.Wilson
Leiocarpa panaetioides,(DC.) Paul G.Wilson
Leiocarpa pluriseta,(Haegi) Paul G.Wilson
Leiocarpa semicalva,(F.Muell.) Paul G.Wilson
Leiocarpa serpens,(J.Everett) Paul G.Wilson
Leiocarpa sp. Uralla (D.M.Bell 17/Jan/1991),NE Herbarium
Leiocarpa supina,(F.Muell.) Paul G.Wilson
Leiocarpa tomentosa,(Sond.) Paul G.Wilson
Leiocarpa websteri,(S.Moore) Paul G.Wilson
