taxon_name,trait_name,value_type,value,unit,observation_id,original_name,authors
Caladenia gracilis,plant_height,maximum,0.45,m,0398,Caladenia gracilis,"Citation: R. Br., Prod. Fl. Nov. Holl. 324 (1810)."
Caladenia latifolia,plant_height,maximum,0.3,m,0399,Caladenia latifolia,"Citation: R. Br., Prod. Fl. Nov. Holl. 324 (1810)."
Caladenia leptochila,plant_height,maximum,0.45,m,0400,Caladenia leptochila,"Citation: Fitzg., Gdnrs' Chron. n.s. 17:462 (1882)."
Caladenia ovata,plant_height,maximum,0.23,m,0402,Caladenia ovata,"Citation: R. Rogers, Trans. R. Soc. S. Aust. 33:16, t. 33 (1909)."
Caladenia patersonii,plant_height,maximum,0.5,m,0403,Caladenia patersonii,"Citation: R. Br., Prod. Fl. Nov. Holl. 324 (1810)."
Caladenia pusilla,plant_height,maximum,0.09,m,0404,Caladenia pusilla,"Citation: W.M. Curtis, Student's Fl. Tas. 4A: 133 (1980)."
Caladenia reticulata,plant_height,maximum,0.3,m,0405,Caladenia reticulata,"Citation: Fitzg., Gdnrs' Chron. n.s. 17:462 (1882)."
Calamintha nepeta,leaf_length,minimum,10,mm,0407,Calamintha nepeta,"Citation: Savi, Fl. Pis. 2:63 (1798) subsp. glandulosa (Req.)P.W. Ball, J. Linn. Soc.(Bot.) 65:347 (1972)."
Calamintha nepeta,leaf_length,maximum,25,mm,0407,Calamintha nepeta,"Citation: Savi, Fl. Pis. 2:63 (1798) subsp. glandulosa (Req.)P.W. Ball, J. Linn. Soc.(Bot.) 65:347 (1972)."
Calamintha nepeta,leaf_width,minimum,8,mm,0407,Calamintha nepeta,"Citation: Savi, Fl. Pis. 2:63 (1798) subsp. glandulosa (Req.)P.W. Ball, J. Linn. Soc.(Bot.) 65:347 (1972)."
Calamintha nepeta,leaf_width,maximum,25,mm,0407,Calamintha nepeta,"Citation: Savi, Fl. Pis. 2:63 (1798) subsp. glandulosa (Req.)P.W. Ball, J. Linn. Soc.(Bot.) 65:347 (1972)."
Calandrinia balonensis,leaf_length,minimum,55,mm,0408,Calandrinia balonensis,"Citation: Lindley in T.L. Mitchell, J. Trop. Austral. 148 (1848)."
Calandrinia balonensis,leaf_length,maximum,100,mm,0408,Calandrinia balonensis,"Citation: Lindley in T.L. Mitchell, J. Trop. Austral. 148 (1848)."
Calandrinia balonensis,leaf_width,minimum,5,mm,0408,Calandrinia balonensis,"Citation: Lindley in T.L. Mitchell, J. Trop. Austral. 148 (1848)."
Calandrinia balonensis,leaf_width,maximum,10,mm,0408,Calandrinia balonensis,"Citation: Lindley in T.L. Mitchell, J. Trop. Austral. 148 (1848)."
Calandrinia brevipedata,leaf_length,minimum,15,mm,0409,Calandrinia brevipedata,"Citation: F. Muell., Fragm.Phyt.Aust. 10:69 (1876)."
Calandrinia brevipedata,leaf_length,maximum,40,mm,0409,Calandrinia brevipedata,"Citation: F. Muell., Fragm.Phyt.Aust. 10:69 (1876)."
Calandrinia brevipedata,leaf_width,minimum,2,mm,0409,Calandrinia brevipedata,"Citation: F. Muell., Fragm.Phyt.Aust. 10:69 (1876)."
Calandrinia brevipedata,leaf_width,maximum,5,mm,0409,Calandrinia brevipedata,"Citation: F. Muell., Fragm.Phyt.Aust. 10:69 (1876)."
Calandrinia calyptrata,leaf_length,minimum,10,mm,0410,Calandrinia calyptrata,"Citation: Hook. f., Hook. Ic. 3: t. 296 (1840)."
Calandrinia calyptrata,leaf_length,maximum,35,mm,0410,Calandrinia calyptrata,"Citation: Hook. f., Hook. Ic. 3: t. 296 (1840)."
Calandrinia calyptrata,leaf_width,minimum,3,mm,0410,Calandrinia calyptrata,"Citation: Hook. f., Hook. Ic. 3: t. 296 (1840)."
Calandrinia calyptrata,leaf_width,maximum,7,mm,0410,Calandrinia calyptrata,"Citation: Hook. f., Hook. Ic. 3: t. 296 (1840)."
Calandrinia corrigioloides,leaf_length,minimum,15,mm,0411,Calandrinia corrigioloides,"Citation: F. Muell. ex Benth., Fl. Aust. 1:175 (1863)."
Calandrinia corrigioloides,leaf_length,maximum,30,mm,0411,Calandrinia corrigioloides,"Citation: F. Muell. ex Benth., Fl. Aust. 1:175 (1863)."
Calandrinia corrigioloides,leaf_width,minimum,2,mm,0411,Calandrinia corrigioloides,"Citation: F. Muell. ex Benth., Fl. Aust. 1:175 (1863)."
Calandrinia corrigioloides,leaf_width,maximum,4,mm,0411,Calandrinia corrigioloides,"Citation: F. Muell. ex Benth., Fl. Aust. 1:175 (1863)."
Calandrinia disperma,leaf_length,minimum,20,mm,0412,Calandrinia disperma,"Citation: J. Black, Trans. R. Soc. S. Aust. 45:11, t. III (1921)."
Calandrinia disperma,leaf_length,maximum,50,mm,0412,Calandrinia disperma,"Citation: J. Black, Trans. R. Soc. S. Aust. 45:11, t. III (1921)."
Calandrinia disperma,leaf_width,minimum,1,mm,0412,Calandrinia disperma,"Citation: J. Black, Trans. R. Soc. S. Aust. 45:11, t. III (1921)."
Calandrinia disperma,leaf_width,maximum,2,mm,0412,Calandrinia disperma,"Citation: J. Black, Trans. R. Soc. S. Aust. 45:11, t. III (1921)."
Calandrinia eremaea,leaf_length,minimum,10,mm,0413,Calandrinia eremaea,"Citation: Ewart, Fl. Vict. 486 (1931)."
Calandrinia eremaea,leaf_length,maximum,55,mm,0413,Calandrinia eremaea,"Citation: Ewart, Fl. Vict. 486 (1931)."
Calandrinia eremaea,leaf_width,minimum,2,mm,0413,Calandrinia eremaea,"Citation: Ewart, Fl. Vict. 486 (1931)."
Calandrinia eremaea,leaf_width,maximum,8,mm,0413,Calandrinia eremaea,"Citation: Ewart, Fl. Vict. 486 (1931)."
Calandrinia granulifera,leaf_length,minimum,4,mm,0414,Calandrinia granulifera,"Citation: Benth., Fl. Aust. 1:176 (1863)."
Calandrinia granulifera,leaf_length,maximum,12,mm,0414,Calandrinia granulifera,"Citation: Benth., Fl. Aust. 1:176 (1863)."
Calandrinia granulifera,leaf_width,minimum,2,mm,0414,Calandrinia granulifera,"Citation: Benth., Fl. Aust. 1:176 (1863)."
Calandrinia granulifera,leaf_width,maximum,5,mm,0414,Calandrinia granulifera,"Citation: Benth., Fl. Aust. 1:176 (1863)."
Calandrinia ptychosperma,leaf_length,minimum,5,mm,0417,Calandrinia ptychosperma,"Citation: F. Muell., Fragm. Phyt. Aust. 4:137 (1864)."
Calandrinia ptychosperma,leaf_length,maximum,70,mm,0417,Calandrinia ptychosperma,"Citation: F. Muell., Fragm. Phyt. Aust. 4:137 (1864)."
Calandrinia ptychosperma,leaf_width,minimum,1,mm,0417,Calandrinia ptychosperma,"Citation: F. Muell., Fragm. Phyt. Aust. 4:137 (1864)."
Calandrinia ptychosperma,leaf_width,maximum,3,mm,0417,Calandrinia ptychosperma,"Citation: F. Muell., Fragm. Phyt. Aust. 4:137 (1864)."
Calandrinia pumila,leaf_length,minimum,4,mm,0418,Calandrinia pumila,"Citation: F. Muell., Fragm. Phyt. Aust. 10:68 (1876)."
Calandrinia pumila,leaf_length,maximum,12,mm,0418,Calandrinia pumila,"Citation: F. Muell., Fragm. Phyt. Aust. 10:68 (1876)."
Calandrinia pumila,leaf_width,minimum,2,mm,0418,Calandrinia pumila,"Citation: F. Muell., Fragm. Phyt. Aust. 10:68 (1876)."
Calandrinia pumila,leaf_width,maximum,8,mm,0418,Calandrinia pumila,"Citation: F. Muell., Fragm. Phyt. Aust. 10:68 (1876)."
Calandrinia remota,leaf_length,minimum,35,mm,0419,Calandrinia remota,"Citation: J. Black, Trans. R. Soc. S. Aust. 47:369 (1923)."
Calandrinia remota,leaf_length,maximum,110,mm,0419,Calandrinia remota,"Citation: J. Black, Trans. R. Soc. S. Aust. 47:369 (1923)."
Calandrinia remota,leaf_width,minimum,4,mm,0419,Calandrinia remota,"Citation: J. Black, Trans. R. Soc. S. Aust. 47:369 (1923)."
Calandrinia remota,leaf_width,maximum,10,mm,0419,Calandrinia remota,"Citation: J. Black, Trans. R. Soc. S. Aust. 47:369 (1923)."
Calandrinia reticulata,leaf_length,minimum,30,mm,0420,Calandrinia reticulata,"Citation: Syeda, Telopea 2:60 (1980)."
Calandrinia reticulata,leaf_length,maximum,60,mm,0420,Calandrinia reticulata,"Citation: Syeda, Telopea 2:60 (1980)."
Calandrinia reticulata,leaf_width,minimum,2,mm,0420,Calandrinia reticulata,"Citation: Syeda, Telopea 2:60 (1980)."
Calandrinia reticulata,leaf_width,maximum,5,mm,0420,Calandrinia reticulata,"Citation: Syeda, Telopea 2:60 (1980)."
Calandrinia sphaerophylla,leaf_length,minimum,3,mm,0421,Calandrinia sphaerophylla,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:378 (1927)."
Calandrinia sphaerophylla,leaf_length,maximum,5,mm,0421,Calandrinia sphaerophylla,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:378 (1927)."
Calandrinia sphaerophylla,leaf_width,minimum,2,mm,0421,Calandrinia sphaerophylla,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:378 (1927)."
Calandrinia sphaerophylla,leaf_width,maximum,3,mm,0421,Calandrinia sphaerophylla,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:378 (1927)."
Calandrinia stagnensis,leaf_length,minimum,10,mm,0422,Calandrinia stagnensis,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:379 (1927)."
Calandrinia stagnensis,leaf_length,maximum,45,mm,0422,Calandrinia stagnensis,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:379 (1927)."
Calandrinia stagnensis,leaf_width,minimum,1,mm,0422,Calandrinia stagnensis,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:379 (1927)."
Calandrinia stagnensis,leaf_width,maximum,3,mm,0422,Calandrinia stagnensis,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:379 (1927)."
Calandrinia volubilis,leaf_length,minimum,25,mm,0423,Calandrinia volubilis,"Citation: Benth., Fl. Aust. 1:174 (1863)."
Calandrinia volubilis,leaf_length,maximum,55,mm,0423,Calandrinia volubilis,"Citation: Benth., Fl. Aust. 1:174 (1863)."
Calandrinia volubilis,leaf_width,minimum,5,mm,0423,Calandrinia volubilis,"Citation: Benth., Fl. Aust. 1:174 (1863)."
Calandrinia volubilis,leaf_width,maximum,10,mm,0423,Calandrinia volubilis,"Citation: Benth., Fl. Aust. 1:174 (1863)."
Calochilus campestris,plant_height,maximum,0.6,m,0446,Calochilus campestris,Citation: .
Calochilus paludosus,plant_height,maximum,0.5,m,0447,Calochilus paludosus,"Citation: R. Br., Prod. Fl. Nov. Holl. 320 (1810)."
Camelina sativa,plant_height,maximum,0.8,m,0467,Camelina sativa,"Citation: Crantz, Stirp. Austr. edn 1, fasc. 1:17 (1762)."
Carex appressa,plant_height,maximum,1,m,0479,Carex appressa,"Citation: R. Br., Prod. Fl. Nov. Holl. 242 (1810)."
Carex bichenoviana,plant_height,maximum,0.5,m,0480,Carex bichenoviana,"Citation: Boott ex Hook. f., Fl. Tasm. 2:101 (1858)."
Carex chlorantha,plant_height,maximum,0.3,m,0481,Carex chlorantha,"Citation: R. Br., Prod. Fl. Nov. Holl. 242 (1810)."
Carex divisa,plant_height,maximum,0.6,m,0482,Carex divisa,"Citation: Hudson, Fl. Angl. 348 (1762)."
Carex fascicularis,leaf_width,maximum,8,mm,0483,Carex fascicularis,"Citation: Sol. ex Boott in Hook. f., Fl. Nov. Zel. 1:283 (1853)."
Carex fascicularis,plant_height,maximum,0.5,m,0483,Carex fascicularis,"Citation: Sol. ex Boott in Hook. f., Fl. Nov. Zel. 1:283 (1853)."
Carex gaudichaudiana,plant_height,maximum,0.6,m,0484,Carex gaudichaudiana,"Citation: Kunth, Enum. Pl. 2:417 (1837)."
Carex gunniana,leaf_width,minimum,3.5,mm,0485,Carex gunniana,"Citation: Boott, Trans. Linn. Soc. 20:143 (1846)."
Carex gunniana,leaf_width,maximum,7,mm,0485,Carex gunniana,"Citation: Boott, Trans. Linn. Soc. 20:143 (1846)."
Carex inversa,plant_height,maximum,0.6,m,0486,Carex inversa,"Citation: R. Br., Prod. Fl. Nov. Holl. 242 (1810) var. inversa."
Carex pumila,plant_height,maximum,0.3,m,0487,Carex pumila,"Citation: Thunb., Fl. Jap. 39 (1784)."
Carthamus lanatus,leaf_width,maximum,45,mm,0496,Carthamus lanatus,"Citation: L., Sp. Pl. 830 (1753)."
Cassytha glabella,leaf_length,maximum,0.4,mm,0503,Cassytha glabella,"Citation: R. Br., Prod. Fl. Nov. Holl. 404 (1810) forma dispar (Schldl.)J. Weber, J. Adelaide Bot. Gard. 3:209 (1981)."
Cassytha glabella,leaf_width,maximum,0.3,mm,0503,Cassytha glabella,"Citation: R. Br., Prod. Fl. Nov. Holl. 404 (1810) forma dispar (Schldl.)J. Weber, J. Adelaide Bot. Gard. 3:209 (1981)."
Cassytha melantha,leaf_length,maximum,1,mm,0504,Cassytha melantha,"Citation: R. Br., Prod. Fl. Nov. Holl. 404 (1810)."
Cassytha melantha,leaf_width,maximum,0.8,mm,0504,Cassytha melantha,"Citation: R. Br., Prod. Fl. Nov. Holl. 404 (1810)."
Cassytha flindersii,leaf_length,minimum,1.5,mm,0506,Cassytha peninsularis var. flindersii,NA
Cassytha flindersii,leaf_length,maximum,4,mm,0506,Cassytha peninsularis var. flindersii,NA
Cassytha flindersii,leaf_width,minimum,0.4,mm,0506,Cassytha peninsularis var. flindersii,NA
Cassytha flindersii,leaf_width,maximum,1,mm,0506,Cassytha peninsularis var. flindersii,NA
Caustis pentandra,plant_height,maximum,0.6,m,0509,Caustis pentandra,"Citation: R. Br., Prod. Fl. Nov. Holl. 240 (1810)."
Cenchrus ciliaris,plant_height,maximum,0.4,m,0510,Cenchrus ciliaris,"Citation: L., Mant. Alt. 302 (1771)."
Cenchrus spinifex,leaf_width,minimum,2,mm,0511,Cenchrus incertus,NA
Cenchrus spinifex,leaf_width,maximum,3,mm,0511,Cenchrus incertus,NA
Cenchrus spinifex,plant_height,maximum,1,m,0511,Cenchrus incertus,NA
Cenchrus longispinus,plant_height,maximum,0.8,m,0512,Cenchrus longispinus,"Citation:  Fern., Rhodora 45:388 (1943)."
Centranthus macrosiphon,leaf_length,minimum,15,mm,0529,Centranthus macrosiphon,"Citation: Boiss., Diagn. Pl. Orient. ser. 1, 3:57 (1843)."
Centranthus macrosiphon,leaf_length,maximum,40,mm,0529,Centranthus macrosiphon,"Citation: Boiss., Diagn. Pl. Orient. ser. 1, 3:57 (1843)."
Centranthus macrosiphon,leaf_width,minimum,5,mm,0529,Centranthus macrosiphon,"Citation: Boiss., Diagn. Pl. Orient. ser. 1, 3:57 (1843)."
Centranthus macrosiphon,leaf_width,maximum,20,mm,0529,Centranthus macrosiphon,"Citation: Boiss., Diagn. Pl. Orient. ser. 1, 3:57 (1843)."
Cerastium glomeratum,plant_height,maximum,0.45,m,0541,Cerastium glomeratum,"Citation: Thuill., Fl. Paris edn 2:226 (1799)."
Cestrum parqui,leaf_length,minimum,35,mm,0545,Cestrum parqui,"Citation: L'H r., Stirp. Nov. fasc.4:73, t. 36 (1788)."
Cestrum parqui,leaf_length,maximum,50,mm,0545,Cestrum parqui,"Citation: L'H r., Stirp. Nov. fasc.4:73, t. 36 (1788)."
Chamaescilla corymbosa,plant_height,maximum,0.15,m,0547,Chamaescilla corymbosa,"Citation:  F. Muell. ex Benth., Fl. Aust. 7:48 (1878)."
Cheiranthera alternifolia,leaf_length,minimum,7,mm,0549,Cheiranthera alternifolia,"Citation: E. Bennett, Nuytsia 2:197 (1978)."
Cheiranthera alternifolia,leaf_length,maximum,60,mm,0549,Cheiranthera alternifolia,"Citation: E. Bennett, Nuytsia 2:197 (1978)."
Cheiranthera alternifolia,leaf_width,minimum,0.75,mm,0549,Cheiranthera alternifolia,"Citation: E. Bennett, Nuytsia 2:197 (1978)."
Cheiranthera alternifolia,leaf_width,maximum,1.5,mm,0549,Cheiranthera alternifolia,"Citation: E. Bennett, Nuytsia 2:197 (1978)."
Chenopodium album,leaf_length,maximum,100,mm,0550,Chenopodium album,"Citation: L., Sp. Pl. 219 (1753)."
Chenopodium auricomum,leaf_length,minimum,20,mm,0551,Chenopodium auricomum,"Citation: Lindley in T.L. Mitchell, J. Trop. Austral. 94 (1848)."
Chenopodium curvispicatum,leaf_length,minimum,10,mm,0553,Chenopodium curvispicatum,"Citation: Paul G. Wilson, Nuytsia 4:159 (1983)."
Chenopodium curvispicatum,leaf_width,minimum,10,mm,0553,Chenopodium curvispicatum,"Citation: Paul G. Wilson, Nuytsia 4:159 (1983)."
Chenopodium nitrariaceum,leaf_length,minimum,10,mm,0565,Chenopodium nitrariaceum,"Citation: F. Muell. ex Benth., Fl. Aust. 5:158 (1870)."
Chenopodium nitrariaceum,leaf_length,maximum,30,mm,0565,Chenopodium nitrariaceum,"Citation: F. Muell. ex Benth., Fl. Aust. 5:158 (1870)."
Chiloglottis trapeziformis,plant_height,maximum,0.1,m,0571,Chiloglottis trapeziformis,"Citation: Fitzg., Aust. Orchids 1, 3 (1877)."
Chloris gayana,leaf_width,maximum,6,mm,0572,Chloris gayana,"Citation: Kunth, Rev. Gram. 293 (1830)."
Chloris pectinata,plant_height,maximum,0.4,m,0573,Chloris pectinata,"Citation: Benth., Fl. Aust. 7:612 (1878)."
Chorizandra enodis,plant_height,maximum,0.3,m,0582,Chorizandra enodis,"Citation: Nees in Lehm., Pl. Preiss 2:73 (1846)."
Cladium mariscus,plant_height,maximum,2,m,0599,Cladium mariscus,"Citation:  Pohl, Tent. Fl. Boh. 1:32 (1809)."
Arivela viscosa,leaf_length,minimum,7,mm,0602,Cleome viscosa,NA
Arivela viscosa,leaf_length,maximum,35,mm,0602,Cleome viscosa,NA
Comesperma calymega,leaf_width,minimum,0.5,mm,0606,Comesperma calymega,"Citation: Labill., Nov. Holl. Pl. Sp. 2:23 (1806)."
Comesperma calymega,leaf_width,maximum,5,mm,0606,Comesperma calymega,"Citation: Labill., Nov. Holl. Pl. Sp. 2:23 (1806)."
Comesperma calymega,plant_height,maximum,0.5,m,0606,Comesperma calymega,"Citation: Labill., Nov. Holl. Pl. Sp. 2:23 (1806)."
Comesperma polygaloides,leaf_length,minimum,5,mm,0607,Comesperma polygaloides,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:7 (1855)."
Comesperma polygaloides,leaf_length,maximum,17,mm,0607,Comesperma polygaloides,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:7 (1855)."
Comesperma polygaloides,leaf_width,minimum,1,mm,0607,Comesperma polygaloides,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:7 (1855)."
Comesperma polygaloides,leaf_width,maximum,3,mm,0607,Comesperma polygaloides,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:7 (1855)."
Comesperma polygaloides,plant_height,maximum,0.2,m,0607,Comesperma polygaloides,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:7 (1855)."
Androcalva tatei,leaf_length,minimum,3,mm,0611,Commersonia tatei,NA
Androcalva tatei,leaf_length,maximum,15,mm,0611,Commersonia tatei,NA
Commicarpus australis,leaf_length,minimum,25,mm,0612,Commicarpus australis,"Citation: Meikle, Notes R. Bot. Gard. Edinb. 36:248 (1978)."
Commicarpus australis,leaf_length,maximum,45,mm,0612,Commicarpus australis,"Citation: Meikle, Notes R. Bot. Gard. Edinb. 36:248 (1978)."
Commicarpus australis,leaf_width,minimum,15,mm,0612,Commicarpus australis,"Citation: Meikle, Notes R. Bot. Gard. Edinb. 36:248 (1978)."
Commicarpus australis,leaf_width,maximum,40,mm,0612,Commicarpus australis,"Citation: Meikle, Notes R. Bot. Gard. Edinb. 36:248 (1978)."
Conospermum patens,leaf_length,minimum,7,mm,0614,Conospermum patens,"Citation: Schldl., Linnaea 20:587 (1847)."
Conospermum patens,leaf_length,maximum,25,mm,0614,Conospermum patens,"Citation: Schldl., Linnaea 20:587 (1847)."
Conospermum patens,leaf_width,minimum,0.7,mm,0614,Conospermum patens,"Citation: Schldl., Linnaea 20:587 (1847)."
Conospermum patens,leaf_width,maximum,3.5,mm,0614,Conospermum patens,"Citation: Schldl., Linnaea 20:587 (1847)."
Correa aemula,leaf_length,minimum,20,mm,0627,Correa aemula,"Citation: F. Muell., Fragm. Phyt. Aust. 1:3 (1858)."
Correa aemula,leaf_length,maximum,40,mm,0627,Correa aemula,"Citation: F. Muell., Fragm. Phyt. Aust. 1:3 (1858)."
Correa aemula,leaf_width,minimum,10,mm,0627,Correa aemula,"Citation: F. Muell., Fragm. Phyt. Aust. 1:3 (1858)."
Correa aemula,leaf_width,maximum,25,mm,0627,Correa aemula,"Citation: F. Muell., Fragm. Phyt. Aust. 1:3 (1858)."
Correa alba,leaf_length,minimum,5,mm,0628,Correa alba,"Citation: Andrews, Bot. Rep. 1:t. 18 (1798) var. pannosa Paul G. Wilson, Trans. R.Soc. S. Aust. 85:40 (1961)."
Correa alba,leaf_length,maximum,15,mm,0628,Correa alba,"Citation: Andrews, Bot. Rep. 1:t. 18 (1798) var. pannosa Paul G. Wilson, Trans. R.Soc. S. Aust. 85:40 (1961)."
Correa alba,leaf_width,minimum,5,mm,0628,Correa alba,"Citation: Andrews, Bot. Rep. 1:t. 18 (1798) var. pannosa Paul G. Wilson, Trans. R.Soc. S. Aust. 85:40 (1961)."
Correa alba,leaf_width,maximum,15,mm,0628,Correa alba,"Citation: Andrews, Bot. Rep. 1:t. 18 (1798) var. pannosa Paul G. Wilson, Trans. R.Soc. S. Aust. 85:40 (1961)."
Correa calycina,leaf_length,minimum,20,mm,0629,Correa calycina,"Citation: J. Black, Trans. R. Soc. S. Aust. 49:273 (1925)."
Correa calycina,leaf_length,maximum,40,mm,0629,Correa calycina,"Citation: J. Black, Trans. R. Soc. S. Aust. 49:273 (1925)."
Correa calycina,leaf_width,minimum,10,mm,0629,Correa calycina,"Citation: J. Black, Trans. R. Soc. S. Aust. 49:273 (1925)."
Correa calycina,leaf_width,maximum,25,mm,0629,Correa calycina,"Citation: J. Black, Trans. R. Soc. S. Aust. 49:273 (1925)."
Correa decumbens,leaf_length,minimum,20,mm,0630,Correa decumbens,"Citation: F. Muell., J. Trans. Vict. Inst. 1:30 (1855)."
Correa decumbens,leaf_length,maximum,50,mm,0630,Correa decumbens,"Citation: F. Muell., J. Trans. Vict. Inst. 1:30 (1855)."
Correa decumbens,leaf_width,minimum,5,mm,0630,Correa decumbens,"Citation: F. Muell., J. Trans. Vict. Inst. 1:30 (1855)."
Correa decumbens,leaf_width,maximum,10,mm,0630,Correa decumbens,"Citation: F. Muell., J. Trans. Vict. Inst. 1:30 (1855)."
Correa pulchella,leaf_length,minimum,10,mm,0632,Correa pulchella,"Citation: Mackay ex Sweet, Fl. Austr. t. 1 (1827)."
Correa pulchella,leaf_length,maximum,20,mm,0632,Correa pulchella,"Citation: Mackay ex Sweet, Fl. Austr. t. 1 (1827)."
Correa pulchella,leaf_width,minimum,3,mm,0632,Correa pulchella,"Citation: Mackay ex Sweet, Fl. Austr. t. 1 (1827)."
Correa pulchella,leaf_width,maximum,15,mm,0632,Correa pulchella,"Citation: Mackay ex Sweet, Fl. Austr. t. 1 (1827)."
Correa reflexa,leaf_length,minimum,10,mm,0633,Correa reflexa,"Citation: Vent., Jard. Malm. t. 13 (1803)."
Correa reflexa,leaf_length,maximum,35,mm,0633,Correa reflexa,"Citation: Vent., Jard. Malm. t. 13 (1803)."
Correa reflexa,leaf_width,minimum,5,mm,0633,Correa reflexa,"Citation: Vent., Jard. Malm. t. 13 (1803)."
Correa reflexa,leaf_width,maximum,40,mm,0633,Correa reflexa,"Citation: Vent., Jard. Malm. t. 13 (1803)."
Correa backhouseana var. coriacea,leaf_length,minimum,10,mm,0634,Correa reflexa var. coriacea,NA
Correa backhouseana var. coriacea,leaf_length,maximum,30,mm,0634,Correa reflexa var. coriacea,NA
Correa backhouseana var. coriacea,leaf_width,minimum,5,mm,0634,Correa reflexa var. coriacea,NA
Correa backhouseana var. coriacea,leaf_width,maximum,15,mm,0634,Correa reflexa var. coriacea,NA
Correa reflexa var. nummulariifolia,leaf_length,minimum,15,mm,0635,Correa reflexa var. nummulariifolia,NA
Correa reflexa var. nummulariifolia,leaf_length,maximum,35,mm,0635,Correa reflexa var. nummulariifolia,NA
Correa reflexa var. nummulariifolia,leaf_width,minimum,8,mm,0635,Correa reflexa var. nummulariifolia,NA
