species,trait_name,trait_value,number_records,percent_records,notes
Banksia pulchella,months_flowering_range,"Jan-Jun, plus minor spring records",,,"text: 'The main flowering period is summer through to winter, though flowers were also recorded in spring.' Ants visiting flowers are noted as unlikely pollinators given the species' very long floral style, which causes them to by-pass the pollen presenter"
Banksia pulchella,months_flowering_peak,Jun,,,tallest 'fully open' bar in chart (~100%)
Banksia pulchella,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia quercifolia,growth_form,tree,180,11,
Banksia quercifolia,growth_form,shrub,180,88,
Banksia quercifolia,growth_form,unspecified,180,1,
Banksia quercifolia,growth_response,"ground resprout and killed, new seedlings",49,2,
Banksia quercifolia,growth_response,"killed, new seedlings",49,63,
Banksia quercifolia,growth_response,"killed, no seedlings",49,2,
Banksia quercifolia,growth_response,unspecified,49,33,
Banksia quercifolia,flowering_response,occurred after fire,23,,
Banksia quercifolia,flowering_response,median time to flowering: 25-36 months,23,,
Banksia quercifolia,flowering_response,minimum time to flowering: 1-12 months,23,,
Banksia quercifolia,flowering_response,not occurred after fire,14,,
Banksia quercifolia,flowering_response,median time to no flowering: 13-24 months,14,,
Banksia quercifolia,flowering_response,maximum time to no flowering: 25-36 months,14,,
Banksia quercifolia,pollinator_type,bird,43,12,
Banksia quercifolia,pollinator_type,mammals,43,2,
Banksia quercifolia,pollinator_type,no pollinator observed,43,86,
Banksia quercifolia,specific_pollinator,New Holland Honeyeater,5,,
Banksia quercifolia,specific_pollinator,Western Spinebill,1,,
Banksia quercifolia,months_flowering_range,"Jan, Apr-Sep",,,"text: 'main flowering season of B. quercifolia is from autumn to spring, though some flowers were recorded as early as January'"
Banksia quercifolia,months_flowering_peak,May-Jun,,,"chart shows May and Jun both at ~100% 'fully open', the tallest bars"
Banksia quercifolia,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia repens,growth_form,shrub,346,97,
Banksia repens,growth_form,unspecified,346,3,
Banksia repens,growth_response,ground resprout,38,37,
Banksia repens,growth_response,"ground resprout and killed, new seedlings",38,3,
Banksia repens,growth_response,"killed, new seedlings",38,5,
Banksia repens,growth_response,unspecified,38,55,
Banksia repens,flowering_response,occurred after fire,13,,
Banksia repens,flowering_response,median time to flowering: 13-24 months,13,,
Banksia repens,flowering_response,minimum time to flowering: 1-12 months,13,,
Banksia repens,flowering_response,not occurred after fire,16,,
Banksia repens,flowering_response,median time to no flowering: 13-24 months,16,,
Banksia repens,flowering_response,maximum time to no flowering: 49-60 months,16,,
Banksia repens,pollinator_type,bird,117,2,
Banksia repens,pollinator_type,"bees, wasps, ants",117,4,
Banksia repens,pollinator_type,no pollinator observed,117,94,
Banksia repens,specific_pollinator,ant,3,,
Banksia repens,months_flowering_range,"Oct-Dec, plus a single April record",,,text: 'B. repens flowers from October to December. There is also a single record of it flowering in April'
Banksia repens,months_flowering_peak,Oct-Nov,,,"chart shows Oct and Nov both ~65% 'fully open', the tallest bars"
Banksia repens,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia robur,growth_form,tree,261,2,
Banksia robur,growth_form,shrub,261,96,
Banksia robur,growth_form,unspecified,261,2,
Banksia robur,growth_response,ground resprout,40,62,
Banksia robur,growth_response,"ground resprout and killed, new seedlings",40,2,
Banksia robur,growth_response,ground resprout and trunk resprout,40,10,
Banksia robur,growth_response,trunk resprout,40,2,
Banksia robur,growth_response,unspecified,40,23,
Banksia robur,flowering_response,occurred after fire,24,,
Banksia robur,flowering_response,median time to flowering: 13-24 months,24,,
Banksia robur,flowering_response,minimum time to flowering: <1 month,24,,
Banksia robur,flowering_response,not occurred after fire,8,,
Banksia robur,flowering_response,median time to no flowering: 12-13 months,8,,
Banksia robur,flowering_response,maximum time to no flowering: 13-24 months,8,,
Banksia robur,pollinator_type,bird,110,12,
Banksia robur,pollinator_type,"butterflies, moths",110,1,
Banksia robur,pollinator_type,"bees, wasps, ants",110,7,
Banksia robur,pollinator_type,beetles,110,2,
Banksia robur,pollinator_type,no pollinator observed,110,78,
Banksia robur,specific_pollinator,honeyeater (unspecified),2,,
Banksia robur,specific_pollinator,New Holland Honeyeater,1,,
Banksia robur,specific_pollinator,Brown Honeyeater,5,,
Banksia robur,specific_pollinator,Tawny-crowned Honeyeater,1,,
Banksia robur,specific_pollinator,Lewin's Honeyeater,1,,
Banksia robur,specific_pollinator,Little Wattlebird,1,,
Banksia robur,specific_pollinator,friarbird (unspecified),2,,
Banksia robur,specific_pollinator,Little Friarbird,1,,
Banksia robur,specific_pollinator,ant,1,,
Banksia robur,specific_pollinator,bee (unspecified),1,,
Banksia robur,specific_pollinator,European honey bee,2,,
Banksia robur,specific_pollinator,blue butterfly,1,,
Banksia robur,specific_pollinator,jewel beetle,1,,
Banksia robur,months_flowering_range,"no definite season; low-level 'fully open' most months except Feb, May, Jun and Nov",,,"text: 'There does not appear to be a definite flowering season with flowers recorded in all months of the year except February, May, June and November. George (1981) had stated the main flowering period to be January and May' - the book itself notes a discrepancy with George's claim; hybridises readily with B. oblongifolia (20 recorded hybrid populations, Wollongong NSW to Pialba QLD)"
Banksia robur,months_flowering_peak,Mar,,,"tallest 'fully open' bar in chart (~25%), though levels are low and fairly flat across the year"
Banksia robur,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia saxicola,growth_form,tree,54,52,
Banksia saxicola,growth_form,shrub,54,46,
Banksia saxicola,growth_form,unspecified,54,2,
Banksia saxicola,growth_response,trunk resprout,3,33,
Banksia saxicola,growth_response,"killed, no seedlings",3,33,
Banksia saxicola,growth_response,unspecified,3,33,
Banksia saxicola,flowering_response,occurred after fire,1,,
Banksia saxicola,flowering_response,minimum time to flowering: 49-60 months,1,,
Banksia saxicola,flowering_response,not occurred after fire,2,,
Banksia saxicola,flowering_response,median time to no flowering: 48-49 months,2,,
Banksia saxicola,flowering_response,maximum time to no flowering: 85-96 months,2,,
Banksia saxicola,pollinator_type,bird,34,6,
Banksia saxicola,pollinator_type,no pollinator observed,34,94,
Banksia saxicola,specific_pollinator,New Holland Honeyeater,1,,
Banksia saxicola,specific_pollinator,Crescent Honeyeater,1,,
Banksia saxicola,months_flowering_range,"Jan-Mar, plus a minor record in May",,,"text: 'The main flowering period of B. saxicola is January to March, though flowers were also recorded in May'"
Banksia saxicola,months_flowering_peak,Feb,,,tallest 'fully open' bar in chart (~90%)
Banksia saxicola,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia scabrella,growth_form,shrub,17,100,
Banksia scabrella,growth_response,unspecified,1,100,
Banksia scabrella,flowering_response,occurred after fire,1,,
Banksia scabrella,flowering_response,minimum time to flowering: 25-36 months,1,,
Banksia scabrella,flowering_response,not occurred after fire,0,,
Banksia scabrella,pollinator_type,no pollinator observed,1,100,
Banksia scabrella,months_flowering_range,"Apr, Sep",,,"DISCREPANCY FLAGGED: text states 'Flowering was recorded in September and also in April. However, George (1981) described the flowering period as September to January' - Atlas chart confirms 'fully open' only at Apr and Sep (both 100%, thin sample); Feb and May show 'majority in bud' rather than 'fully open' despite having the most total records (Feb=12)"
Banksia scabrella,months_flowering_peak,"Apr, Sep (tied, thin sample)",,,THIN SAMPLE (17 total records)
Banksia scabrella,months_fruiting_cones_present,not known,,,THIN SAMPLE; text notes further data are needed for new shoot growth
Banksia sceptrum,growth_form,tree,80,31,
Banksia sceptrum,growth_form,shrub,80,69,
Banksia sceptrum,growth_response,"killed, new seedlings",8,100,
Banksia sceptrum,flowering_response,occurred after fire,4,,
Banksia sceptrum,flowering_response,median time to flowering: 36-37 months,4,,
Banksia sceptrum,flowering_response,minimum time to flowering: 1-12 months,4,,
Banksia sceptrum,flowering_response,not occurred after fire,3,,
Banksia sceptrum,flowering_response,median time to no flowering: 25-36 months,3,,
Banksia sceptrum,flowering_response,maximum time to no flowering: 73-84 months,3,,
Banksia sceptrum,pollinator_type,bird,7,14,
Banksia sceptrum,pollinator_type,"bees, wasps, ants",7,29,
Banksia sceptrum,pollinator_type,no pollinator observed,7,57,
Banksia sceptrum,specific_pollinator,honeyeater (unspecified),1,,
Banksia sceptrum,specific_pollinator,ant,2,,
Banksia sceptrum,months_flowering_range,Apr,,,"DISCREPANCY FLAGGED: text infers 'the species flowers in summer when temperatures are generally too hot for much field work to be undertaken. The lack of any records for November, December and January... bears witness to this fact' - but the chart's ONLY 'fully open' bar (vs. 'majority in bud' everywhere else) is in April, not summer"
Banksia sceptrum,months_flowering_peak,Apr,,,only month with a 'fully open' bar in the chart; all other months show 'majority in bud'
Banksia sceptrum,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia seminuda,growth_form,tree,190,97,
Banksia seminuda,growth_form,shrub,190,2,
Banksia seminuda,growth_form,unspecified,190,1,
Banksia seminuda,growth_response,ground resprout,22,5,
Banksia seminuda,growth_response,"killed, new seedlings",22,14,
Banksia seminuda,growth_response,trunk resprout,22,14,
Banksia seminuda,growth_response,"killed, no seedlings",22,14,
Banksia seminuda,growth_response,unspecified,22,55,
Banksia seminuda,flowering_response,occurred after fire,14,,
Banksia seminuda,flowering_response,median time to flowering: 24-25 months,14,,
Banksia seminuda,flowering_response,minimum time to flowering: <1 month,14,,
Banksia seminuda,flowering_response,not occurred after fire,4,,
Banksia seminuda,flowering_response,median time to no flowering: 13-24 months,4,,
Banksia seminuda,flowering_response,maximum time to no flowering: 61-72 months,4,,
Banksia seminuda,pollinator_type,bird,63,24,
Banksia seminuda,pollinator_type,flies,63,2,
Banksia seminuda,pollinator_type,no pollinator observed,63,75,
Banksia seminuda,specific_pollinator,honeyeater (unspecified),2,,
Banksia seminuda,specific_pollinator,New Holland Honeyeater,2,,
Banksia seminuda,specific_pollinator,wattlebird (unspecified),3,,
Banksia seminuda,months_flowering_range,Mar-Aug,,,text: 'B. seminuda has a flowering period from March to August'; red style-forms recorded from several scattered south-coast locations
Banksia seminuda,months_flowering_peak,Jun,,,tallest 'fully open' bar in chart (~100%)
Banksia seminuda,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia serrata,growth_form,tree,1472,82,
Banksia serrata,growth_form,shrub,1472,16,
Banksia serrata,growth_form,unspecified,1472,2,
Banksia serrata,growth_response,ground resprout,285,2,
Banksia serrata,growth_response,"ground resprout and killed, new seedlings",285,1,
Banksia serrata,growth_response,ground resprout and trunk resprout,285,5,
Banksia serrata,growth_response,"killed, new seedlings",285,1,
Banksia serrata,growth_response,"killed, new seedlings and trunk resprout",285,3,
Banksia serrata,growth_response,trunk resprout,285,60,
Banksia serrata,growth_response,unspecified,285,28,
Banksia serrata,flowering_response,occurred after fire,215,,
Banksia serrata,flowering_response,median time to flowering: 13-24 months,215,,
Banksia serrata,flowering_response,minimum time to flowering: <1 month,215,,
Banksia serrata,flowering_response,not occurred after fire,21,,
Banksia serrata,flowering_response,median time to no flowering: 25-36 months,21,,
Banksia serrata,flowering_response,maximum time to no flowering: 85-96 months,21,,
Banksia serrata,pollinator_type,bird,1026,5,
Banksia serrata,pollinator_type,"bees, wasps, ants",1026,2,
Banksia serrata,pollinator_type,mammals,1026,0.2,
Banksia serrata,pollinator_type,no pollinator observed,1026,93,
Banksia serrata,specific_pollinator,honeyeater (unspecified),10,,
Banksia serrata,specific_pollinator,New Holland Honeyeater,13,,
Banksia serrata,specific_pollinator,Brown Honeyeater,1,,
Banksia serrata,specific_pollinator,White-cheeked Honeyeater,1,,
Banksia serrata,specific_pollinator,White-eared Honeyeater,1,,
Banksia serrata,specific_pollinator,Tawny-crowned Honeyeater,1,,
Banksia serrata,specific_pollinator,White-naped Honeyeater,1,,
Banksia serrata,specific_pollinator,White-plumed Honeyeater,2,,
Banksia serrata,specific_pollinator,Crescent Honeyeater,1,,
Banksia serrata,specific_pollinator,Noisy Miner,1,,
Banksia serrata,specific_pollinator,Yellow-tufted Honeyeater,3,,
Banksia serrata,specific_pollinator,wattlebird (unspecified),1,,
Banksia serrata,specific_pollinator,Red Wattlebird,4,,
Banksia serrata,specific_pollinator,Little Wattlebird,13,,
Banksia serrata,specific_pollinator,Eastern Spinebill,11,,
Banksia serrata,specific_pollinator,cockatoos and parrots (unspecified),1,,
Banksia serrata,specific_pollinator,Yellow-tailed Black-Cockatoo,1,,
Banksia serrata,specific_pollinator,friarbird (unspecified),1,,
Banksia serrata,specific_pollinator,Noisy Friarbird,4,,
Banksia serrata,specific_pollinator,Drongo,1,,
Banksia serrata,specific_pollinator,Rainbow Lorikeet,2,,
Banksia serrata,specific_pollinator,flycatchers and allies (unspecified),1,,
Banksia serrata,specific_pollinator,ant,8,,
Banksia serrata,specific_pollinator,bee (unspecified),11,,
Banksia serrata,specific_pollinator,native bee,1,,
Banksia serrata,specific_pollinator,European honey bee,2,,
Banksia serrata,months_flowering_range,"Dec-Apr, plus flowers recorded in Aug and Oct",,,"text: 'The main flowering period is conspicuous from December to April, though flowers were also recorded in August and October'"
Banksia serrata,months_flowering_peak,Feb,,,tallest 'fully open' bar in chart (~65%)
Banksia serrata,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia solandri,growth_form,tree,19,16,
Banksia solandri,growth_form,shrub,19,84,
Banksia solandri,growth_response,"killed, new seedlings",3,100,
Banksia solandri,flowering_response,occurred after fire,1,,
Banksia solandri,flowering_response,minimum time to flowering: 13-24 months,1,,
Banksia solandri,flowering_response,not occurred after fire,2,,
Banksia solandri,flowering_response,median time to no flowering: 25-36 months,2,,
Banksia solandri,flowering_response,maximum time to no flowering: 25-36 months,2,,
Banksia solandri,pollinator_type,no pollinator observed,8,100,
Banksia solandri,months_flowering_range,Sep-Nov,,,text: 'Flowering is from September to November'
Banksia solandri,months_flowering_peak,"Sep, Nov (tied)",,,chart shows both Sep and Nov at 100% fully open; THIN SAMPLE (19 total records)
Banksia solandri,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia speciosa,growth_form,tree,216,41,
Banksia speciosa,growth_form,shrub,216,55,
Banksia speciosa,growth_form,unspecified,216,4,
Banksia speciosa,growth_response,"killed, new seedlings",24,71,
Banksia speciosa,growth_response,unspecified,24,29,
Banksia speciosa,flowering_response,occurred after fire,7,,
Banksia speciosa,flowering_response,median time to flowering: 25-36 months,7,,
Banksia speciosa,flowering_response,minimum time to flowering: 1-12 months,7,,
Banksia speciosa,flowering_response,not occurred after fire,12,,
Banksia speciosa,flowering_response,median time to no flowering: 13-24 months,12,,
Banksia speciosa,flowering_response,maximum time to no flowering: 25-36 months,12,,
Banksia speciosa,pollinator_type,bird,143,24,
Banksia speciosa,pollinator_type,"butterflies, moths",143,1,
Banksia speciosa,pollinator_type,"bees, wasps, ants",143,22,
Banksia speciosa,pollinator_type,flies,143,8,
Banksia speciosa,pollinator_type,beetles,143,4,
Banksia speciosa,pollinator_type,no pollinator observed,143,41,
Banksia speciosa,specific_pollinator,honeyeater (unspecified),11,,
Banksia speciosa,specific_pollinator,New Holland Honeyeater,11,,
Banksia speciosa,specific_pollinator,Fuscous Honeyeater,4,,
Banksia speciosa,specific_pollinator,wattlebird (unspecified),1,,
Banksia speciosa,specific_pollinator,Little Wattlebird,8,,
Banksia speciosa,specific_pollinator,Western Spinebill,2,,
Banksia speciosa,specific_pollinator,Grey Butcherbird,1,,
Banksia speciosa,specific_pollinator,flycatchers and allies (unspecified),1,,
Banksia speciosa,specific_pollinator,thornbill (unspecified),1,,
Banksia speciosa,specific_pollinator,ant,22,,
Banksia speciosa,specific_pollinator,bee (unspecified),11,,
Banksia speciosa,specific_pollinator,blowfly,1,,
Banksia speciosa,specific_pollinator,aphid,2,,
Banksia speciosa,months_flowering_range,Oct-Apr,,,text: 'The main flowering period is from October to April when the large conspicuous flowers attract many honey-eating birds and insects'; often co-occurs with B. petiolaris and B. pulchella
Banksia speciosa,months_flowering_peak,Feb,,,tallest 'fully open' bar in chart (~90%)
Banksia speciosa,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia sphaerocarpa,growth_form,tree,433,13,
Banksia sphaerocarpa,growth_form,shrub,433,87,
Banksia sphaerocarpa,growth_response,ground resprout,59,36,
Banksia sphaerocarpa,growth_response,"ground resprout and killed, new seedlings",59,5,
Banksia sphaerocarpa,growth_response,ground resprout and trunk resprout,59,3,
Banksia sphaerocarpa,growth_response,"killed, new seedlings",59,10,
Banksia sphaerocarpa,growth_response,trunk resprout,59,3,
Banksia sphaerocarpa,growth_response,unspecified,59,42,
Banksia sphaerocarpa,flowering_response,occurred after fire,45,,
Banksia sphaerocarpa,flowering_response,median time to flowering: 13-24 months,45,,
Banksia sphaerocarpa,flowering_response,minimum time to flowering: <1 month,45,,
Banksia sphaerocarpa,flowering_response,not occurred after fire,9,,
Banksia sphaerocarpa,flowering_response,median time to no flowering: 1-12 months,9,,
Banksia sphaerocarpa,flowering_response,maximum time to no flowering: 25-36 months,9,,
Banksia sphaerocarpa,pollinator_type,bird,166,4,
Banksia sphaerocarpa,pollinator_type,"bees, wasps, ants",166,19,
Banksia sphaerocarpa,pollinator_type,flies,166,3,
Banksia sphaerocarpa,pollinator_type,beetles,166,1,
Banksia sphaerocarpa,pollinator_type,no pollinator observed,166,73,
Banksia sphaerocarpa,specific_pollinator,flycatchers and allies (unspecified),1,,
Banksia sphaerocarpa,specific_pollinator,ant,11,,
Banksia sphaerocarpa,specific_pollinator,bee (unspecified),21,,
Banksia sphaerocarpa,specific_pollinator,European honey bee,1,,
Banksia sphaerocarpa,months_flowering_range,"Jan-Aug, plus Dec",,,"no single Discussion sentence for the species as a whole - the account focuses on the three recognised varieties (caesia, dolichostyla, sphaerocarpa), each with its own flowering-season statement; about 10% of Atlas records did not specify variety"
Banksia sphaerocarpa,months_flowering_peak,Apr-May,,,"chart shows Apr and May both ~65% fully open, the tallest bars"
Banksia sphaerocarpa,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia sphaerocarpa var. caesia,growth_form,shrub,98,100,
Banksia sphaerocarpa var. caesia,growth_response,ground resprout,3,67,
Banksia sphaerocarpa var. caesia,growth_response,unspecified,3,33,
Banksia sphaerocarpa var. caesia,flowering_response,occurred after fire,3,,
Banksia sphaerocarpa var. caesia,flowering_response,median time to flowering: 13-24 months,3,,
Banksia sphaerocarpa var. caesia,flowering_response,minimum time to flowering: 1-12 months,3,,
Banksia sphaerocarpa var. caesia,flowering_response,not occurred after fire,0,,
Banksia sphaerocarpa var. caesia,pollinator_type,bird,31,3,
Banksia sphaerocarpa var. caesia,pollinator_type,"bees, wasps, ants",31,13,
Banksia sphaerocarpa var. caesia,pollinator_type,no pollinator observed,31,84,
Banksia sphaerocarpa var. caesia,specific_pollinator,flycatchers and allies (unspecified),1,,
Banksia sphaerocarpa var. caesia,specific_pollinator,ant,3,,
Banksia sphaerocarpa var. caesia,specific_pollinator,bee (unspecified),1,,
Banksia sphaerocarpa var. caesia,months_flowering_range,Mar-Jun,,,"text: 'Atlas records suggest the main flowering period is from March to July which is shorter than the January to July period stated by George (1981)' - chart's fully open bars run Mar-Jun, with Jul at 0%"
Banksia sphaerocarpa var. caesia,months_flowering_peak,May,,,tallest fully open bar in chart (~100%)
Banksia sphaerocarpa var. caesia,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia sphaerocarpa var. dolichostyla,growth_form,tree,5,40,
Banksia sphaerocarpa var. dolichostyla,growth_form,shrub,5,60,
Banksia sphaerocarpa var. dolichostyla,growth_response,no fire-response records,0,,
Banksia sphaerocarpa var. dolichostyla,pollinator_type,"bees, wasps, ants",1,100,
Banksia sphaerocarpa var. dolichostyla,specific_pollinator,ant,1,,
Banksia sphaerocarpa var. dolichostyla,months_flowering_range,Apr,,,"text: 'It flowers from March to May (George 1981)'; THIN SAMPLE (5 total records: Feb, Apr, Oct, Nov, Dec each =1) - chart's only fully open bar is Apr (Feb shows bud); Oct-Dec show flowers finished/fruiting cones present rather than flowering, consistent with fruiting several months after an April flowering"
Banksia sphaerocarpa var. dolichostyla,months_flowering_peak,Apr,,,only month with a fully open bar; THIN SAMPLE
Banksia sphaerocarpa var. dolichostyla,months_fruiting_cones_present,Oct-Dec,,,"chart shows flowers finished/fruiting cones present pattern at Oct, Nov, Dec (thin sample, 1 record/month)"
Banksia sphaerocarpa var. sphaerocarpa,growth_form,shrub,283,100,
Banksia sphaerocarpa var. sphaerocarpa,growth_response,ground resprout,48,35,
Banksia sphaerocarpa var. sphaerocarpa,growth_response,"ground resprout and killed, new seedlings",48,4,
Banksia sphaerocarpa var. sphaerocarpa,growth_response,ground resprout and trunk resprout,48,4,
Banksia sphaerocarpa var. sphaerocarpa,growth_response,"killed, new seedlings",48,8,
Banksia sphaerocarpa var. sphaerocarpa,growth_response,trunk resprout,48,4,
Banksia sphaerocarpa var. sphaerocarpa,growth_response,unspecified,48,44,
Banksia sphaerocarpa var. sphaerocarpa,flowering_response,occurred after fire,36,,
Banksia sphaerocarpa var. sphaerocarpa,flowering_response,median time to flowering: 13-24 months,36,,
Banksia sphaerocarpa var. sphaerocarpa,flowering_response,minimum time to flowering: <1 month,36,,
Banksia sphaerocarpa var. sphaerocarpa,flowering_response,not occurred after fire,8,,
Banksia sphaerocarpa var. sphaerocarpa,flowering_response,median time to no flowering: 1-12 months,8,,
Banksia sphaerocarpa var. sphaerocarpa,flowering_response,maximum time to no flowering: 25-36 months,8,,
Banksia sphaerocarpa var. sphaerocarpa,pollinator_type,bird,111,4,
Banksia sphaerocarpa var. sphaerocarpa,pollinator_type,"bees, wasps, ants",111,15,
Banksia sphaerocarpa var. sphaerocarpa,pollinator_type,flies,111,2,
Banksia sphaerocarpa var. sphaerocarpa,pollinator_type,no pollinator observed,111,77,
Banksia sphaerocarpa var. sphaerocarpa,specific_pollinator,ant,5,,
Banksia sphaerocarpa var. sphaerocarpa,specific_pollinator,bee (unspecified),13,,
Banksia sphaerocarpa var. sphaerocarpa,specific_pollinator,European honey bee,1,,
Banksia sphaerocarpa var. sphaerocarpa,months_flowering_range,flowers recorded in all months except Sep and Nov; main period Feb-May,,,text: 'flowers have been recorded in all months of the year except September and November though the main flowering period is from February to May. There does not appear to be a dominant season for new shoot growth'
Banksia sphaerocarpa var. sphaerocarpa,months_flowering_peak,Apr-May,,,"chart shows Apr and May both ~90% fully open, the tallest bars"
Banksia sphaerocarpa var. sphaerocarpa,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia spinulosa,growth_form,tree,1386,9,
Banksia spinulosa,growth_form,shrub,1386,89,
Banksia spinulosa,growth_form,unspecified,1386,2,
Banksia spinulosa,growth_response,ground resprout,235,49,
Banksia spinulosa,growth_response,"ground resprout and killed, new seedlings",235,1,
Banksia spinulosa,growth_response,"killed, new seedlings",235,12,
Banksia spinulosa,growth_response,trunk resprout,235,3,
Banksia spinulosa,growth_response,"killed, no seedlings",235,4,
Banksia spinulosa,growth_response,unspecified,235,31,
Banksia spinulosa,flowering_response,occurred after fire,125,,
Banksia spinulosa,flowering_response,median time to flowering: 25-36 months,125,,
Banksia spinulosa,flowering_response,minimum time to flowering: <1 month,125,,
Banksia spinulosa,flowering_response,not occurred after fire,35,,
Banksia spinulosa,flowering_response,median time to no flowering: 13-24 months,35,,
Banksia spinulosa,flowering_response,maximum time to no flowering: 49-60 months,35,,
Banksia spinulosa,pollinator_type,bird,859,7,
Banksia spinulosa,pollinator_type,"bees, wasps, ants",859,5,
Banksia spinulosa,pollinator_type,flies,859,0.1,
Banksia spinulosa,pollinator_type,mammal,859,0.5,
Banksia spinulosa,pollinator_type,no pollinator observed,859,87,
Banksia spinulosa,specific_pollinator,honeyeater (unspecified),10,,
Banksia spinulosa,specific_pollinator,New Holland Honeyeater,8,,
Banksia spinulosa,specific_pollinator,White-eared Honeyeater,4,,
Banksia spinulosa,specific_pollinator,Yellow-faced Honeyeater,3,,
Banksia spinulosa,specific_pollinator,White-plumed Honeyeater,1,,
Banksia spinulosa,specific_pollinator,Lewin's Honeyeater,1,,
Banksia spinulosa,specific_pollinator,Crescent Honeyeater,3,,
Banksia spinulosa,specific_pollinator,White-cheeked Honeyeater,1,,
Banksia spinulosa,specific_pollinator,Brown Honeyeater,1,,
Banksia spinulosa,specific_pollinator,Eastern Spinebill,2,,
Banksia spinulosa,specific_pollinator,Noisy Miner,1,,
Banksia spinulosa,specific_pollinator,wattlebird (unspecified),3,,
Banksia spinulosa,specific_pollinator,Red Wattlebird,7,,
Banksia spinulosa,specific_pollinator,Noisy Friarbird,3,,
Banksia spinulosa,specific_pollinator,Eastern Yellow Robin,1,,
Banksia spinulosa,specific_pollinator,ant,15,,
Banksia spinulosa,specific_pollinator,bee (unspecified),19,,
Banksia spinulosa,specific_pollinator,native bee,2,,
Banksia spinulosa,specific_pollinator,European honey bee,9,,
Banksia spinulosa,specific_pollinator,European wasp,1,,
Banksia spinulosa,specific_pollinator,Brown Antechinus,4,,
Banksia spinulosa,specific_pollinator,Pygmy-possum,1,,
Banksia spinulosa,months_flowering_range,Jan-Oct,,,"text: 'Flowering peaks in autumn, but was recorded from January to October.' Four varieties are recognised (cunninghamii, neoanglica, collina, spinulosa) but not given separate data pages in this atlas - volunteers had difficulty distinguishing atypical/intermediate forms"
Banksia spinulosa,months_flowering_peak,Jun,,,"tallest fully open bar in chart (~90%), consistent with the text's peaks in autumn (though Jun is technically early winter)"
Banksia spinulosa,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia spinulosa var. collina,growth_form,tree,191,2,
Banksia spinulosa var. collina,growth_form,shrub,191,98,
Banksia spinulosa var. collina,growth_response,ground resprout,45,69,
Banksia spinulosa var. collina,growth_response,"ground resprout and killed, new seedlings",45,2,
Banksia spinulosa var. collina,growth_response,unspecified,45,29,
Banksia spinulosa var. collina,flowering_response,occurred after fire,23,,
Banksia spinulosa var. collina,flowering_response,median time to flowering: 13-24 months,23,,
Banksia spinulosa var. collina,flowering_response,minimum time to flowering: <1 month,23,,
Banksia spinulosa var. collina,flowering_response,not occurred after fire,6,,
Banksia spinulosa var. collina,flowering_response,median time to no flowering: 12-13 months,6,,
Banksia spinulosa var. collina,flowering_response,maximum time to no flowering: 13-24 months,6,,
Banksia spinulosa var. collina,pollinator_type,bird,87,10,
Banksia spinulosa var. collina,pollinator_type,"bees, wasps, ants",87,9,
Banksia spinulosa var. collina,pollinator_type,no pollinator observed,87,80,
Banksia spinulosa var. collina,specific_pollinator,Brown Honeyeater,2,,
Banksia spinulosa var. collina,specific_pollinator,White-cheeked Honeyeater,1,,
Banksia spinulosa var. collina,specific_pollinator,White-eared Honeyeater,1,,
Banksia spinulosa var. collina,specific_pollinator,Lewin's Honeyeater,1,,
Banksia spinulosa var. collina,specific_pollinator,Eastern Spinebill,2,,
Banksia spinulosa var. collina,specific_pollinator,Noisy Friarbird,2,,
Banksia spinulosa var. collina,specific_pollinator,ant,2,,
Banksia spinulosa var. collina,specific_pollinator,bee (unspecified),4,,
Banksia spinulosa var. collina,specific_pollinator,European honey bee,2,,
Banksia spinulosa var. collina,months_flowering_range,Feb-Sep,,,text: 'The main flowering period is from late summer to early spring'
Banksia spinulosa var. collina,months_flowering_peak,Feb,,,tallest 'fully open' bar in chart (~100%); Jun also high (~90%)
Banksia spinulosa var. collina,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
