IDmerg1,ID_all,species_name,species_abb,site_name,site_details,siteold,site_data_old,replicates_toughness,replicates_CN,spp_old,SLA_cm2_g_new,leaf_area_mm2_new,PSIpd,PSImd,Kh,Ks,Kl,LL,Gs,Amass,Aarea,RD_MASS,leaf_N_mass_new,leaf_P_mass_new,Cmass,leaf_N_area_g_m2_new,leaf_P_area_g_m2_new,max_ht,ci,ca_ci,wue,Aarea_gs,trans,trans_es,d15N,d13C,max_height_m,SPo,TLP,H2OTLP,symH2O,elast_mod,shootH20,ci_ca,SWCsap,SWCstem,SWCbark,BarkThick,n(bark),Wshear(Jm01),Toughness(Jm-2),leaf thickness,date,id,time1,par,PsmassUSE_raw,tleaf,PsAreaUse_raw,GsUSE_raw,gc_raw,ci_raw,CO2a_raw,wue_raw,SLA_raw
,,Lambertia formosa,Lamfor,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,f,1108,1000,26.05845,24.55585,6.667534,99.8286,0.061915,247.8832,364,3.909135,39.08258
,,Lambertia formosa,Lamfor,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,a,1017,1000,33.28259,23.64114,9.961417,338.286,0.201638,308.7944,366,2.136111,33.4115
,,Lambertia formosa,Lamfor,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,b,1030,1000,55.37639,23.27552,13.74956,316.5334,0.189345,278.3776,357,3.841128,40.27504
23,25,Lasiopetalum ferrugineum,lasfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,5,5,Lasfer,8.25,781.8,-0.28,-0.51,3.47E-06,0.437,3.07E-04,1.99,142,76.7,8.1,4.2,1.16,0.03,47.38,1.4,0.036,1.7,230,114,4.93,0.057,1.65,142,-2.3598,-30.4286,1.7,-1.68,-2.27,77.31,86.77,7.16,56.67,0.00877193,63.6,80.87,142.464,0.885,10,0.41,1626,0.25,,,,,,,,,,,,,
,,Lasiopetalum ferrugineum,Lasfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1240,1000,72.31056,22.01068,9.169991,293.8856,0.176452,277.2771,333,4.22394,78.85564
,,Lasiopetalum ferrugineum,Lasfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1232,1000,87.80302,22.50167,9.108725,139.4183,0.085891,240.4613,353,4.849615,96.39442
,,Lasiopetalum ferrugineum,Lasfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,a,945,1330,38.65955,26.14006,4.066582,44.01397,0.027559,212.3164,369,4.69935,95.06647
,,Lasiopetalum ferrugineum,Lasfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,b,945,1455,37.7843,25.97275,4.534477,72.89624,0.045419,257.9571,368,3.061516,83.3267
,,Lasiopetalum ferrugineum,Lasfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,c,1005,1310,109.741,25.32375,10.88913,126.498,0.078102,174.8292,319,7.250389,100.7803
,,Lasiopetalum ferrugineum,Lasfer,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,d,1005,1720,113.9366,25.17391,11.01623,175.4678,0.107446,214.4877,322,5.517826,103.4261
24,26,Leptospermum polygalifolium,leppol,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,5,5,LepPol,10.9,33.25,NA,NA,NA,NA,NA,0.61,205,112.1,8.6,14.2,1.31,0.045,52.05,1.2,0.041,4,294,81,2.68,0.042,3.2,205.1,-1.5601,-29.746,4,NA,NA,NA,NA,NA,NA,0.012345679,,,,,,0.14,604,0.23,,,,,,,,,,,,,
,,Leptospermum polygalifolium,Leppol,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1245,1000,117.5774,22.09124,10.02695,249.0148,0.150623,300.7866,376,2.606154,117.2614
,,Leptospermum polygalifolium,Leppol,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1215,1000,135.0031,23.01096,8.470783,224.4539,0.136322,300.1419,370,2.696984,159.375
,,Leptospermum polygalifolium,Leppol,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221098,,1220,1620,183.6833,24.3411,12.00162,314.7607,0.188339,299.7341,373,2.246229,153.0488
,,Leptospermum polygalifolium,Leppol,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301198,a,1135,1000,66.94918,23.65985,6.951123,166.0559,0.101844,291.1919,367,2.973038,96.31419
,,Leptospermum polygalifolium,Leppol,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,a,935,1540,69.23545,26.1112,6.304824,101.7212,0.063068,277.7345,388,3.2315,109.8135
,,Leptospermum polygalifolium,Leppol,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,b,931,1400,89.31445,25.465,7.331085,217.6927,0.132364,308.3537,373,2.0375,121.8298
,,Leptospermum polygalifolium,Leppol,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,c,955,1520,122.8018,25.13096,9.110894,188.0158,0.114888,289.6396,378,2.922632,134.7857
,,Leptospermum polygalifolium,Leppol,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,d,955,1400,112.2533,25.2219,8.504041,178.8248,0.10944,283.0783,370,2.753029,132
92,110,Leptospermum trinervium,leptri,Kuring-gai NP lowP,hiRloP,"sydloP,glp",syd_loP,3,5,Leptri,7.78,28.83,-0.79,-1.51,1.50E-05,0.184,7.42E-04,1.85,105,36.8,4.5,10,0.85,0.025,54.21,1.1,0.032,4.5,279,102,2.13,0.043,2.11,104.5,-5.0151,-30.9491,4.5,-2.23,-2.78,86.79,66.4,6.87,49.36,0.009803922,69.25,87.6,141.005,0.9,2,0.31,1213,0.25,,,,,,,,,,,,,
,,Leptospermum trinervium,Leptri,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151098,,1240,1650,38.77185,36.06667,3.68405,38.24697,0.023972,196.0188,371,2.0455,105.2425
,,Leptospermum trinervium,Leptri,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,a,920,1722,43.58507,27.46178,6.156533,68.61904,0.042785,223.0123,379,3.581409,70.79482
,,Leptospermum trinervium,Leptri,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,b,1050,1000,30.42788,23.68729,3.866586,193.8715,0.11835,331.7302,374,1.201,78.69444
,,Leptospermum trinervium,Leptri,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,c,1207,1400,19.9903,26.71939,3.048621,92.2419,0.057283,331.2382,398,1.432973,65.57162
,,Leptospermum trinervium,Leptri,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,e,1040,1000,36.57238,24.73702,4.838918,138.453,0.08531,317.0139,385,1.767444,75.57967
,,Leptospermum trinervium,Leptri,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,f,1142,1000,51.39588,25.17694,5.425171,95.82502,0.059472,273.089,375,2.765432,94.73597
27,29,Lomatia silaifolia,lomsil,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,5,5,Lomsil,7.15,6417.88,-0.57,-0.4,1.88E-06,0.436,1.56E-04,2.27,109,47.1,5.9,8.1,0.62,0.032,49.21,0.87,0.045,1.8,259,101,2.77,0.054,2.12,108.6,3.3529,-29.4896,1.8,-2.05,-2.29,93.23,65.81,30.02,54.71,0.00990099,97.26,103.74,139.575,0.8225,10,0.85,2446,0.35,,,,,,,,,,,,,
,,Lomatia silaifolia,Lomsil,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,a,1053,1200,49.12122,32.5854,4.562492,114.9337,0.071101,267.8435,346,1.408085,107.6631
,,Lomatia silaifolia,Lomsil,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,b,1102,1630,35.46595,32.71851,4.529898,98.94447,0.061376,263.126,353,1.415041,78.29304
,,Lomatia silaifolia,Lomsil,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,c,1113,1220,44.6643,28.96835,5.21599,91.77361,0.056997,253.5426,356,2.548453,85.62959
,,Lomatia silaifolia,Lomsil,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,d,1154,1650,54.1593,27.3398,7.729209,121.0232,0.074791,270.009,383,3.497947,70.07094
,,Lomatia silaifolia,Lomsil,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,a,1223,1650,61.86156,25.36129,5.757247,138.9358,0.085601,285.6661,361,2.692415,107.4499
,,Lomatia silaifolia,Lomsil,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,b,1233,1500,37.54141,26.01707,7.507225,85.86943,0.053384,216.3101,365,5.069564,50.00704
28,30,Macrozamia communis,maccom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,5,5,Maccom,3.7,1807.64,-0.41,-1.17,NA,NA,NA,NA,83,25.9,7.2,4,1.35,0.053,52.63,NA,0.143,2.1,216,155,5.49,0.087,1.31,82.6,-2.1604,-28.244,2.1,-2.25,-3.12,78.3,78.99,14.38,51.26,0.006451613,,,,,,,,,,,,,,,,,,,,,
,,Macrozamia communis,Maccom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,a,1015,1250,29.42825,26.19434,8.386048,104.6355,0.064843,250.1566,388,4.846105,35.09191
,,Macrozamia communis,Maccom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,b,1015,1400,20.69927,26.12864,5.582634,93.23301,0.057889,284.1391,389,3.852912,37.07796
,,Macrozamia communis,Maccom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,c,1040,1600,24.5642,26.73674,6.151357,99.96226,0.061996,230.8165,338,3.544158,39.93299
,,Macrozamia communis,Maccom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,d,1140,1400,19.35522,28.88174,5.654215,44.48312,0.027851,202.4151,416,5.940323,34.23149
,,Macrozamia communis,Maccom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71298,e,1145,1400,27.88215,29.27805,7.957925,84.29188,0.052417,231.565,393,4.930333,35.03695
,,Macrozamia communis,Maccom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,a,1215,1400,33.36159,25.65431,8.87209,76.97883,0.047929,138.8059,329,8.512778,37.60285
,,Macrozamia communis,Maccom,Kuring-gai NP hiP,hiRhiP,sydhiP,syd_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,b,1223,1400,26.28857,26.12532,7.702481,74.28473,0.046273,172.1952,345,6.781138,34.13
134,157,Melaleuca uncinata,melunc,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,Melunc,5.58,56.82,-3.39,-3.68,NA,NA,NA,1.46,225,52.4,14.3,10.8,1.27,0.092,53.3,2.28,0.165,6.5,242,122,2.79,0.064,5.14,405,2.8842,-27.7373,6.5,-2.89,-4.18,77.99,71.74,13.07,45.9,0.008196721,53.429,60.889,80.352,0.9125,10,0.49,695,0.7,,,,,,,,,,,,,
165,189,Melaleuca uncinata,melunc,Round Hill mallee,loRloP,RHM,wnsw_loP,5,5,MelUnc_m,4.12,47.21,-2.82,-4.22,8.08E-06,0.216,0.00129,1.32,136,36.1,11.2,9.2,1.15,0.078,51.97,2.8,0.189,3.1,225,147,3.34,0.082,3.34,244.9,-3.2815,-26.7744,3.1,-3.46,-4.65,79.9,82.18,17.82,44.7,0.006802721,49.67,60.664,74.16,1.025,10,0.55,795,0.69,,,,,,,,,,,,,
,,Melaleuca uncinata,Melunc_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,a,925,1400,41.81469,25.58971,12.2928,135.9835,0.083824,206.4796,364,3.848472,34.01558
,,Melaleuca uncinata,Melunc_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,b,927,1500,40.72848,25.96327,12.19631,151.9006,0.093384,221.5836,364.5,3.108357,33.3941
,,Melaleuca uncinata,Melunc_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,c,1020,1740,27.82357,26.86242,10.26053,111.8248,0.069214,201.2596,362,3.340857,27.1171
,,Melaleuca uncinata,Melunc_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,d,1050,1750,37.61682,25.22415,12.99355,127.8715,0.078931,188.1068,364,4.030645,28.95038
,,Melaleuca uncinata,Melunc_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,e,1100,1460,37.03608,25.05146,8.577241,112.7972,0.069804,251.0536,387,2.999087,43.17949
,,Melaleuca uncinata,Melunc_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,f,1214,1590,31.53728,23.55287,10.7013,175.8319,0.107662,281.3528,393,2.735786,29.47051
,,Melaleuca uncinata,Melunc_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,a,923,1120,37.36298,28.49048,11.18309,191.2609,0.116807,250.573,360,2.135394,33.41026
,,Melaleuca uncinata,Melunc_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,b,1120,1664,50.16647,25.02227,11.51814,143.2737,0.088209,246.423,390,3.196579,43.55432
,,Melaleuca uncinata,Melunc_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,c,1150,1470,54.78535,24.44252,13.21257,149.674,0.09205,205.5189,359,4.074283,41.46457
,,Melaleuca uncinata,Melunc_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,a,951,1550,42.48002,26.77754,12.43446,286.2004,0.172056,278.353,363,1.872462,34.16314
,,Melaleuca uncinata,Melunc_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,b,1005,1627,76.2468,27.20548,19.33682,255.9748,0.154655,218.5687,355,3.145602,39.43089
,,Melaleuca uncinata,Melunc_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,c,1015,1700,53.47331,27.73038,18.18916,323.705,0.193407,251.4561,358,2.293024,29.39845
166,190,Micromyrtus sessilis,micses,Round Hill mallee,loRloP,RHM,wnsw_loP,5,5,Micses,NA,NA,NA,NA,NA,NA,NA,NA,51,24,5.1,6.8,NA,NA,54.03,NA,NA,NA,213,161,3.61,0.099,1.41,91.9,-2.9693,-28.1449,NA,NA,NA,NA,NA,NA,NA,0.00621118,,,,,,,,,,,,,,,,,,,,,
,,Micromyrtus sessilis,Micses,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,a,928,1532,45.43433,25.94672,9.593707,88.50817,0.055,172.2978,357,4.495,47.35847
,,Micromyrtus sessilis,Micses,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,b,1001,1200,28.58907,26.39835,6.020215,48.54354,0.030372,170.5958,380,4.877417,47.48845
,,Micromyrtus sessilis,Micses,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,c,1004,1638,29.157,26.15444,6.151265,56.30663,0.035182,179.7181,366,4.169533,47.4
,,Micromyrtus sessilis,Micses,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,d,1040,1686,7.89074,28.20208,1.664714,37.67459,0.023616,286.4663,373,1.448937,47.4
,,Micromyrtus sessilis,Micses,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,f,1208,1400,9.00946,25.98279,1.90073,24.16468,0.015182,256.3723,395,3.034882,47.4
168,192,Olearia decurrens,oledec,Round Hill mallee,loRloP,RHM,wnsw_loP,5,5,Oledec,6.44,28.65,-3.12,-4.78,NA,NA,NA,0.94,92,78.3,10.3,12.2,1.72,0.085,48.81,2.67,0.132,1.8,181,193,4.66,0.112,2.21,166.2,-1.1322,-28.7279,1.8,-2.01,-2.52,84.04,79.86,11.84,65.35,0.005181347,52.697,68.241,98.227,1.2125,10,0.14,403,0.34,,,,,,,,,,,,,
,,Olearia decurrens,Oledec,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,e1,1115,1460,75.53074,26.26278,9.732831,83.8172,0.052126,189.2277,388,4.47,77.60408
,,Olearia decurrens,Oledec,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,a,923,1200,112.5409,24.32689,13.69544,126.8137,0.078292,192.0488,377,4.96515,82.17395
,,Olearia decurrens,Oledec,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,b1,934,1554,60.16786,24.95541,8.965866,77.01678,0.047953,169.1832,366.5,4.841714,67.10769
,,Olearia decurrens,Oledec,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,c,1010,1620,88.64441,26.18493,12.79627,121.7787,0.075248,177.4876,358,4.353914,69.27364
,,Olearia decurrens,Oledec,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,d,1026,1300,54.67726,26.45963,6.343146,52.20762,0.032644,176.1107,382,4.684087,86.19897
135,158,Olearia pimelioides,olepim,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,OlePim_w,8.43,7.44,NA,NA,NA,NA,NA,1.15,64,49.4,5.8,16.6,2.45,0.135,49.31,2.91,0.16,0.5,216,157,3.21,0.09,1.79,115.7,-0.702,-28.8834,0.5,NA,NA,NA,NA,NA,NA,0.006369427,,,,,,0.08,297,0.28,,,,,,,,,,,,,
169,193,Olearia pimelioides,olepim,Round Hill mallee,loRloP,RHM,wnsw_loP,5,5,Olepim,9.71,8.27,-3.06,-4.81,6.58E-07,0.0901,8.74E-05,0.76,95,65.6,7.7,13.9,2.33,0.11,48.96,2.4,0.113,1.2,230,145,3.27,0.081,2.37,171.9,-1.7359,-28.441,1.2,-1.72,-2.73,67.87,86.56,5.68,60.95,0.006896552,,,,,,0.1,348,0.28,,,,,,,,,,,,,
,,Olearia pimelioides,Olepim_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,a,1028,1700,32.06563,26.81536,3.303904,42.1107,0.026376,230.6521,369,2.869667,97.05376
,,Olearia pimelioides,Olepim_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,b,1056,1380,51.56319,26.09944,6.374954,98.98226,0.061399,270.0523,387,2.600077,80.88402
,,Olearia pimelioides,Olepim_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,c,1107,1260,76.07041,26.60074,8.949177,106.6726,0.066083,236.8028,385,3.296207,85.00269
,,Olearia pimelioides,Olepim_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,d,1052,1700,77.8636,27.74048,8.177073,75.84805,0.047234,174.3508,359,4.0033,95.22185
,,Olearia pimelioides,Olepim_m,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311098,e,1202,1150,90.24278,25.99839,11.93996,153.8727,0.094565,236.9361,374,3.570519,75.58044
,,Olearia pimelioides,Olepim_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,,1150,1686,63.53243,26.53185,5.996859,79.19216,0.049289,235.3691,371.5,2.5526,105.9429
,,Olearia pimelioides,Olepim_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,b,959,1500,38.4499,26.65473,5.041119,47.69774,0.029847,189.3461,371,3.709742,76.27254
,,Olearia pimelioides,Olepim_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,c,1029,1690,24.33044,26.16892,2.717284,32.19875,0.020202,230.2233,379,2.870667,89.53955
,,Olearia pimelioides,Olepim_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,d,1044,1550,85.03794,24.74465,10.78083,111.5865,0.069069,201.5212,368,4.277348,78.87883
,,Olearia pimelioides,Olepim_w,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,e,1130,1752,35.67202,28.52621,4.274244,50.71316,0.031718,226.0037,376,2.662125,83.45807
101,120,Persoonia levis,perlev,Kuring-gai NP lowP,hiRloP,"sydloP,glp",syd_loP,3,5,Perlev_syd,5.48,3309.84,-0.59,-1.17,7.98E-06,0.602,2.12E-04,3.79,169,45.7,8.2,2.5,0.59,0.024,48.81,1.08,0.044,4.4,268,93,4.93,0.048,1.66,169.3,0.9868,-29.045,4.4,-1.22,-1.85,85.31,47.45,15.03,62.77,0.010752688,121.68,117.31,108.327,0.94,10,0.8,1567,0.51,,,,,,,,,,,,,
,,Persoonia levis,Perlev,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,a,1020,1300,50.42804,25.18968,9.218358,133.9395,0.082592,235.7545,353,5.833496,54.70392
,,Persoonia levis,Perlev,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,b,1045,1000,82.62154,23.80814,11.14571,316.5494,0.189354,277.1138,339,5.995437,74.12859
,,Persoonia levis,Perlev,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,c,1157,1800,31.57635,25.58474,6.759996,97.7276,0.060633,246.2416,364,5.426529,46.7106
,,Persoonia levis,Perlev,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,d,1210,1500,49.53584,26.5301,9.125871,165.7297,0.101649,287.2492,385,3.785057,54.28067
,,Persoonia levis,Perlev,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,e,1000,1000,33.55321,22.79527,6.895208,204.5438,0.124642,324.2011,384,4.373522,48.66164
,,Persoonia levis,Perlev,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,f,1155,1000,26.45744,25.54381,5.959012,97.59292,0.060551,234.8383,340,4.191087,44.39904
