genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,Source
Acacia,Acacia chalkeri,erect or spreading shrub 1-4 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last update Apr 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia cheelii,erect or spreading shrub or tree to 7 m high or sometimes taller;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last updated May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia chrysotricha,erect tree usually 6-15 m high;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,erect,erect,woody,NA,"Text by P.G. Kodela (last update 2004); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia clandullensis,"open, pendent shrub to circa 2 m high, sometimes taller;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,open,open,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002); B.J. Conn & T.M. Tame, Australian Systematic Botany 9(6): 827-857 (1996)"
Acacia,Acacia clunies-rossiae,"erect or spreading shrub or tree to 6 m high, sometimes to 10 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia cognata,"erect or spreading tree or shrub 3-10 m high,",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last edited May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia colletioides,erect or spreading shrub mostly 1-4 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last edited May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia complanata,erect or spreading shrub 2-5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia concurrens,erect or spreading tree or shrub 3-10 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last updated September 2016); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia conferta,erect or spreading shrub to 3 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,Text by P.G. Kodela (last update: August 2008); Taxon concept: Flora of NSW 2 (1991)
Acacia,Acacia constablei,"erect to straggly, often slender or whips shrub 1-3 m high, sometimes to 5 m high in protected areas;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Text by P.G. Kodela (last updated February 2009); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia continua,erect or spreading shrub 1-2 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last edited May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia coriacea,shrub or tree to 10 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,NA
Acacia,Acacia costiniana,"erect or spreading shrub 0.6-2 m high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia courtii,tree or sometimes shrub 5-20 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by P.G. Kodela (August 2005); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia covenyi,erect or spreading tree or shrub 1.5-7.5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last edited February 2009); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia cowleana,shrub or tree 2-8 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by P.G. Kodela (August 2005); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia crassa,shrub or tree to 12 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by P.G. Kodela (August 2005); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia crassa subsp. crassa,"erect or spreading tree or shrub 2-10 m high, sometimes multistemmed;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last edited May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia cremiflora,"bushy shrub to 1 m high, sometimes to 2 m or more high.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,bushy,bushy,woody,NA,"Text by P.G. Kodela (last updated August 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002); B.J. Conn & T.M. Tame, Australian Systematic Botany 9(6): 827-857 (1996)"
Acacia,Acacia cultriformis,erect or spreading shrub to 4 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last updated June 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia curranii,erect or spreading shrub mostly 0.5-3.5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last edited May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia dallachiana,erect or spreading tree 4-12 m high;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last edited May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia dangarensis,small tree to 10 m high;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by P.G. Kodela (last edited May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia dawsonii,erect or spreading shrub 0.5-4 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last edited May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia dealbata,erect shrub or tree to 30 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect,erect,woody,NA,Text by P.G. Kodela (last edited October 2017); Taxon concept: P.G Kodela & G.J. Harden (2002)
Acacia,Acacia dealbata subsp. dealbata,tree to 30 m high.,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden (2002)
Acacia,Acacia dealbata subsp. subalpina,"shrub or small tree to 5 m high, rarely to 10 m high.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Text by P.G. Kodela (updated July 2012); Taxon concept: P.G. Kodela & G.J. Harden (2002)
Acacia,Acacia deanei,spreading to erect shrub or tree 1.5-7 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,Text by P.G. Kodela (last edited May 2012); Taxon concept: P.G. Kodela & G.J. Harden (2002)
Acacia,Acacia deanei subsp. deanei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden
Acacia,Acacia deanei subsp. paucijuga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden (2002)
Acacia,Acacia debilis,erect or spreading shrub to tree 2.5-6 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (March 2006); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia decora,erect or spreading shrub usually 1-4 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last updated May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia decurrens,tall shrub to small tree 3-10 m high or sometimes taller;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia difformis,erect or spreading tree or shrub 1-6 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia disparrima,tree or shrub 3-12 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by P.G. Kodela (August 2005); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia disparrima subsp. disparrima,tree or shrub 3-12 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Text by P.G. Kodela (August 2005); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia doratoxylon,erect or spreading tree or shrub 3-8 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (December 2005); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia dorothea,"erect or spreading shrub usually 0.3-4 m high, singled-stemmed or sometimes with mallee habit, suckers freely;",perennial,inferred_from_growth_form,NA,NA,shrub mallee,shrub mallee,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia echinula,decumbent to erect shrub 0.3-2 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent,erect decumbent,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia elata,erect tree to 20 m high;,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,erect,erect,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia elongata,erect or spreading shrub 0.5-4 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last update May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia excelsa,erect or spreading tree or sometimes shrub 3-15 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden (2002)
Acacia,Acacia falcata,erect or spreading tree or shrub 2-5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia falciformis,erect or spreading shrub or tree 2-10 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia filicifolia,erect shrub to tree 3-14 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect,erect,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia fimbriata,erect or spreading shrub or tree to 6 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last update Mar 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia flexifolia,decumbent or spreading shrub 0.3-1.5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,decumbent spreading,decumbent spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia flocktoniae,erect or spreading shrub 1.5-3 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last updated July 2012). Occurrence and habitat text updated by K.L.Gibbons 9 Aug. 2022, with text generously supplied by Steve Douglas. ; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia floribunda,erect or spreading shrub or tree 3-8 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last updated May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia floydii,"erect or spreading tree or shrub 1.5-4.5 m high, sometimes to 10 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia forsythii,erect or spreading shrub 1.5-4 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last updated May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia fulva,erect shrub or tree 3-15 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect,erect,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia genistifolia,erect or spreading shrub 1-3 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia georgensis,erect or spreading shrub or tree 2-10 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (August 2005); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia gladiiformis,erect or spreading shrub 1-3 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia gordonii,erect or spreading shrub 0.5-1.5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (July 2005; last updated June 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia granitica,erect or spreading shrub 1-3 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last updated May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia gunnii,decumbent to erect shrub to 1 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect decumbent,erect decumbent,woody,NA,"Text by P.G. Kodela (last updated June 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia hakeoides,erect or spreading shrub or tree mostly 1-6 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia halliana,"shrub 1-2.5 m high, often multistemmed and bushy;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,bushy,bushy,woody,NA,"Text by P.G. Kodela (last update Mar 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia hamiltoniana,erect or spreading shrub 0.5-3 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last update Mar 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia harpophylla,"erect or spreading tree usually 5-20 m high; suckers extensively, particularly following disturbance;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last updated June 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia havilandiorum,erect or spreading tree or shrub 1-4 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia hispidula,erect or spreading shrub 0.5-2 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last update Mar 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia homalophylla,erect or spreading tree or shrub to 7 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last updated Mar 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia implexa,"erect or spreading tree 5-12 m high, often suckers freely;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last edited May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia ingramii,erect or spreading shrub 1.5-4 m high or sometimes small tree to 6 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last update Mar 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia irrorata,erect shrub or tree 4-12 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect,erect,woody,NA,Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden (2002)
Acacia,Acacia iteaphylla,"bushy, spreading shrub to small tree 2-4 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,spreading bushy,spreading bushy,woody,NA,"Text by P.G. Kodela (updated July 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia ixiophylla,erect or spreading shrub 1-5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last updated May 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia ixodes,erect or spreading shrub 2-7 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela; Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia jennerae,erect or spreading shrub 2-6 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last update Mar 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
Acacia,Acacia johnsonii,erect or spreading multistemmed shrub 1-3 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Text by P.G. Kodela (last update Mar 2012); Taxon concept: P.G. Kodela & G.J. Harden, Flora of NSW Vol. 2 (2002)"
