genus,species,form,height,stem diameter,fruits,dispersers,dispersers_simple,min fruit length,max fruit length,min fruit width,max fruti width,min seed length,max seed length,species_name,flowering_span,fruiting_span
Ochrosia,elliptica,tree,6,NA,drupe,NA,NA,30,60,20,45,45,45,Ochrosia elliptica,1.11111E+11,NNN111111111
Ochrosia,minima,tree,5,NA,drupe,NA,NA,12,20,6,14,NA,NA,Ochrosia minima,111111NNNNN1,NNNNN11111NN
Ochrosia,moorei,tree,11,0.25,drupe,NA,NA,40,80,NA,NA,10,14,Ochrosia moorei,11NNNNNNNNN1,11NNNNNNNNN1
Parsonsia,bartlensis,vine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parsonsia bartlensis,NNNNN1NNNNNN,NA
Parsonsia,blakeana,vine,NA,NA,capsule,NA,NA,110,130,15,30,8,8,Parsonsia blakeana,NNNNNNN111NN,NNNNNNNN1NNN
Parsonsia,densivestita,vine,NA,NA,capsule,NA,NA,120,230,18,25,NA,NA,Parsonsia densivestita,NNNNNNNN1111,1NNNNNNNN111
Parsonsia,eucalyptophylla,vine,NA,NA,capsule,NA,NA,50,60,10,20,NA,NA,Parsonsia eucalyptophylla,111NNNNNNN11,1.11111E+11
Parsonsia,feruginea,vine,NA,NA,capsule,NA,NA,50,120,14,30,NA,NA,Parsonsia feruginea,NNN1111111NN,NNN1111111NN
Parsonsia,grayana,vine,NA,NA,capsule,NA,NA,100,255,5,14,NA,NA,Parsonsia grayana,1.11111E+11,111NNNNNNNNN
Parsonsia,lanceolata,vine,NA,NA,capsule,NA,NA,60,120,5,10,NA,NA,Parsonsia lanceolata,111111NNNN11,11111111NNNN
Parsonsia,langiana,vine,NA,NA,capsule,NA,NA,100,210,4,10,NA,NA,Parsonsia langiana,N111111NNNNN,NNN111111111
Parsonsia,latifolia,vine,NA,NA,capsule,Lewin's Honeyeater,birds,130,190,20,40,10,15,Parsonsia latifolia,11NNNNNNN111,1111NNNN1111
Parsonsia,leichhardtii,vine,NA,NA,capsule,NA,NA,50,80,18,30,6,6,Parsonsia leichhardtii,NNNNNN111111,NNNNNNN11NNN
Parsonsia,lenticellata,vine,NA,NA,capsule,NA,NA,70,110,5,9,NA,NA,Parsonsia lenticellata,1111111NNNNN,NNNN111111NN
Parsonsia,longipetiolata,vine,NA,NA,capsule,NA,NA,110,150,5,13,NA,NA,Parsonsia longipetiolata,1111NNNNNNN1,NNNNNNN11111
Parsonsia,paulforsteri,vine,NA,NA,capsule,NA,NA,60,80,7,9,NA,NA,Parsonsia paulforsteri,1.11111E+11,NNNN11111NNN
Parsonsia,plaesiophylla,vine,NA,NA,capsule,NA,NA,65,135,15,17,NA,NA,Parsonsia plaesiophylla,111NNNNNN111,N111111NNNNN
Parsonsia,rotata,vine,NA,NA,capsule,NA,NA,150,200,20,50,NA,NA,Parsonsia rotata,11111NNNNNNN,111111111NNN
Parsonsia,straminea,vine,NA,NA,capsule,NA,NA,90,270,10,18,NA,NA,Parsonsia straminea,1.11111E+11,1NNNNN111111
Parsonsia,velutina,vine,NA,NA,capsule,NA,NA,70,160,4,14,NA,NA,Parsonsia velutina,1.11111E+11,11111111NNN1
Parsonsia,ventricosa,vine,NA,NA,capsule,NA,NA,90,150,6,12,8,8,Parsonsia ventricosa,11111NNNNN11,NN1111111NNN
Parsonsia,wildensis,vine,NA,NA,capsule,NA,NA,130,140,6,7,NA,NA,Parsonsia wildensis,111111NNNNNN,NNN1NNNNNNNN
Parsonsia,wongabelensis,vine,NA,NA,capsule,NA,NA,170,220,10,20,15,15,Parsonsia wongabelensis,1NNNNNNNNNNN,11NNNNNNNNN1
Phyllanthera,grayi,vine,NA,NA,follicle,NA,NA,90,150,35,45,13,13,Phyllanthera grayi,NNNNNNNNN111,NNNNNNNN11NN
Sarcolobus,hullsii,vine,NA,NA,follicle,NA,NA,100,130,15,20,9,9,Sarcolobus hullsii,111NNNNNNN11,NNNNNNN1NNNN
Sarcolobus,vittatus,vine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sarcolobus vittatus,NN11NNNNNNNN,NA
Sarcostemma,viminale,vine,NA,NA,follicle,NA,NA,50,140,3,4,5,5,Sarcostemma viminale,1.11111E+11,NNNNNNNNN11N
Secamone,auriculata,vine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secamone auriculata,NA,NA
Secamone,elliptica,vine,NA,NA,follicle,NA,NA,35,100,5,12,7,10,Secamone elliptica,1111NNNNN111,NN111111NNNN
Secamone,lineata,vine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Secamone lineata,111NNNNNNNNN,NA
Tabernaemontana,orientalis,tree,NA,NA,follicle,NA,NA,17,30,NA,NA,NA,NA,Tabernaemontana orientalis,1.11111E+11,1.11111E+11
Tabernaemontana,pandacaqui,shrub,4,NA,follicle,NA,NA,20,50,6,11,4,7,Tabernaemontana pandacaqui,111NNNNNNN11,111111111NNN
Tylophora,benthamii,vine,NA,NA,follicle,NA,NA,70,120,10,10,9,10,Tylophora benthamii,1.11111E+11,1.11111E+11
Tylophora,colorata,vine,NA,NA,follicle,NA,NA,60,90,8,13,NA,NA,Tylophora colorata,1111111NNN11,NN11111NNNNN
Tylophora,flexuosa,vine,NA,NA,follicle,NA,NA,60,80,6,14,NA,NA,Tylophora flexuosa,1111NNNNNN11,NN11111NNNNN
Tylophora,grandiflora,vine,NA,NA,follicle,NA,NA,70,100,6,8,6,8,Tylophora grandiflora,11111NNNN111,NNN111NNNNNN
Tylophora,wiliamsii,vine,NA,NA,follicle,NA,NA,50,55,20,20,NA,NA,Tylophora wiliamsii,111NNNNNNN11,111111NNNNNN
Voacanga,grandifolia,tree,8,NA,follicle,aril eaten by birds,birds,28,40,26,40,8,13,Voacanga grandifolia,1.11111E+11,NNNNN11NNNNN
Wrightia,laevis millgar,tree,40,NA,follicle,NA,NA,140,350,15,15,18,27,Wrightia laevis millgar,111111NNN111,N111111111NN
Wrightia,pubescens penicillata,tree,8,NA,follicle,NA,NA,150,350,15,15,10,20,Wrightia pubescens penicillata,111NNNNNNN11,NNN111111NNN
Wrightia,saligna,tree,12,NA,follicle,NA,NA,100,210,5,16,10,15,Wrightia saligna,11111NNN1111,NNNN111111NN
Wrightia,versicolor,tree,20,NA,follicle,NA,NA,110,245,12,12,9,13,Wrightia versicolor,11NNNNNNNN11,NN1111NNNNNN
Aponogeton,bullosus,herb,NA,NA,follicle,NA,NA,4,6,3,4,2,3,Aponogeton bullosus,NNN11111111N,NNNNNN1111NN
Aponogeton,elongatus,herb,NA,NA,follicle,NA,NA,25,60,18,50,1,4,Aponogeton elongatus,11NNNNNNN111,11NNNNNNN111
Aponogeton,vanbruggenii,herb,NA,NA,follicle,NA,NA,27,70,22,55,2,5,Aponogeton vanbruggenii,NNNNNN11NNNN,NNNNNN11NNNN
Ilex,(Gadgarra),tree,25,NA,drupe,NA,NA,7,7,4,4,NA,NA,Ilex (Gadgarra),NNNNNNNN111N,NNNNNNNNN1NN
Ilex,arnhemensis ferdinandi,tree,25,NA,drupe,NA,NA,4,5,4,5,NA,NA,Ilex arnhemensis ferdinandi,NNNNNNN111NN,NNNNNNNNNN11
Sphenostemon,lobosporus,tree,25,NA,drupe,Golden Bowerbird & Spotted Catbird,birds,15,21,8,18,10,14,Sphenostemon lobosporus,11NNNNNNNNN1,111NNNNN1111
Alocasia,brisbanensis,herb,2,NA,berry,"Cassowary, Spotted Catbird, Lewin's Honeyeater & Victoria's Riflebird",birds cassowary,6,11,6,11,5,7,Alocasia brisbanensis,1NNNNNN11111,111NNNNNN111
Amorphophallus,galbra,herb,1.5,NA,berry,NA,NA,12,16,10,12,10,13,Amorphophallus galbra,1NNNNNNN1111,1111NNNNNNN1
Amorphophallus,paeoniifolius,herb,1.5,NA,berry,NA,NA,NA,NA,15,15,NA,NA,Amorphophallus paeoniifolius,111NNNNNNN11,NNNN1NNNNNNN
Colocasia,esculenta,herb,1.5,NA,berry,NA,NA,3,5,NA,NA,NA,NA,Colocasia esculenta,111NNNNNNNNN,NA
Epipremnum,amplissimum,climber,NA,NA,multiple fruit,NA,NA,150,260,35,65,NA,2,Epipremnum amplissimum,NNNNNNNN1NNN,1111NNNNNNN1
Epipremnum,pinnatum,climber,NA,NA,multiple fruit,NA,NA,270,550,45,45,NA,NA,Epipremnum pinnatum,NNNNNNN11111,11NNNNNNNN11
Gymnostachys,anceps,herb,2,NA,berry,NA,NA,13,16,8,10,10,10,Gymnostachys anceps,11111111111N,11111NNNNNNN
Pothos,brassii,climber,NA,NA,berry,NA,NA,10,18,8,10,10,13,Pothos brassii,NN11111NNNNN,11NNNNNNNN11
Pothos,longipes,climber,NA,NA,berry,Fawn-footed Melomys & Spectacled Flying-fox,bats mammals,8,24,NA,NA,6,12,Pothos longipes,NNNNNNNN1111,1111NNNNN111
Remusatia,vivipara,herb,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Remusatia vivipara,NNN1NNNNNNNN,NA
Rhaphidophora,australasica,climber,NA,NA,multiple fruit,NA,NA,80,80,20,20,NA,NA,Rhaphidophora australasica,NNNNNNNNN11N,N1NNNNNNNNNN
Rhaphidophora,hayi,climber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhaphidophora hayi,NNNNNNNNN1NN,NA
Rhaphidophora,petrieana,climber,NA,NA,multiple fruit,NA,NA,60,60,16,16,NA,NA,Rhaphidophora petrieana,NNNNNNNNN11N,1NNNNNNNN111
Scindapsus,altissimus,climber,NA,NA,multiple fruit,Magnificent Riflebird,birds,200,290,15,45,5,5,Scindapsus altissimus,NNNNNNNNN1NN,NNNNN11111NN
Syngonium,podophyllum,climber,NA,NA,multiple fruit,NA,NA,30,70,15,35,5,11,Syngonium podophyllum,NN1111111NNN,NNNNNNNN1NNN
Typhonium,alismifolium,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Typhonium alismifolium,NN111NNNNNNN,NA
Typhonium,brownii,herb,NA,NA,berry,NA,NA,10,10,10,10,NA,NA,Typhonium brownii,1111NNNNNNNN,NA
Typhonium,flagelliforme,herb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Typhonium flagelliforme,N1NNNNNNNNNN,NA
Typhonium,wilbertii,herb,NA,NA,berry,NA,NA,10,11,9,9,6,7,Typhonium wilbertii,1NNNNNNNNNN1,NN11NNNNNNNN
Cephalaralia,cephalobotrys,vine,NA,NA,drupe,Regent Bowerbird,birds,7,10,6,10,4,7,Cephalaralia cephalobotrys,11111NNNNNN1,11111NNNNNNN
Delarbrea,michieana,tree,8,NA,drupe,"Cassowary, Bush Rat & Satin Bowerbird",birds mammals cassowary,15,25,14,14,NA,NA,Delarbrea michieana,NNNNNNNN111N,1.11111E+11
Gastonia,spectabilis,tree,30,NA,drupe,many bird species,birds,12,14,12,13,NA,NA,Gastonia spectabilis,NA,NNNNNNN11NNN
Mackinlaya,confusa,shrub,6,NA,drupe,Cassowary & Golden Bowerbird,birds cassowary,8,13,6,18,8,8,Mackinlaya confusa,1.11111E+11,1NNNNN111111
Mackinlaya,macrosciadea,shrub,5,NA,drupe,Cassowary & Tooth-billed Bowerbird,birds cassowary,9,15,11,18,NA,NA,Mackinlaya macrosciadea,NNNN1111111N,NNNN1111111N
Motherwellia,haplosciadea,vine,NA,NA,drupe,Spotted Catbird,birds,8,10,9,10,6,6,Motherwellia haplosciadea,1111111NNNNN,1111111NNNN1
Polyscias,australiana,tree,15,NA,drupe,many bird species,birds,5,10,5,9,5,7,Polyscias australiana,11111N111111,1111NN111111
Polyscias,bellendenkerensis,tree,5,NA,drupe,NA,NA,8,12,6,10,7,7,Polyscias bellendenkerensis,NNNN11111111,N11NNNNNNNNN
Polyscias,elegans,tree,30,0.75,drupe,many bird species,birds,5,7,5,7,2,2,Polyscias elegans,N111111NNNNN,NNNN1111111N
Polyscias,macgilivrayi,shrub,5,NA,drupe,NA,NA,5,6,6,7,NA,NA,Polyscias macgilivrayi,11NNN1111111,11111NNNNN11
Polyscias,mollis,tree,8,NA,drupe,NA,NA,4,5,5,6,5,5,Polyscias mollis,11111NNNNNN1,N11NNNNNNNNN
Polyscias,murrayi,tree,30,0.5,drupe,"Musky Rat-kangaroo, Herbert River Ringtail & many bird species",birds mammals,4,5,5,6,4,4,Polyscias murrayi,NN111NNNNNNN,NNNNN11111NN
Polyscias,nodosa,tree,20,NA,drupe,NA,NA,5,7,5,7,2,3,Polyscias nodosa,NNNNNN1NNNNN,NNNNNNNNN11N
Polyscias,purpurea,shrub,5,NA,drupe,NA,NA,3,4,4,6,3,3,Polyscias purpurea,1111111NNN11,1111NNNNNNN1
Polyscias,sambucifolius,tree,11,0.2,cocci,NA,NA,4,6,NA,NA,2,2,Polyscias sambucifolius,11NNNNNNNNN1,1111NNNNNNNN
Polyscias,willmottii,tree,8,NA,drupe,NA,NA,8,10,7,8,5,8,Polyscias willmottii,1111NN111111,11111111NNNN
Schefflera,actinophylla,tree,24,NA,berry,"Musky Rat-kangaroo, Red-legged Pademelon, Spectacled Flying-fox & many bird species",birds bats mammals,6,8,20,25,5,6,Schefflera actinophylla,11111NNNN111,11111NNNN111
Schefflera,bractescens,shrub,4,NA,berry,NA,NA,4,5,4,5,3,4,Schefflera bractescens,1NNNNNNN1111,1NNNNNNN1111
Schefflera,elliptica,vine,NA,NA,berry,"Metallic Starling, Yellow Oriole, Figbird & Black-faced Cuckoo-shrike",birds,4,6,4,6,3,3,Schefflera elliptica,1NNNNNNN1111,11NNNNNNN111
Agathis,atropurpurea,tree,50,NA,dry & winged,Sulphur-crested Cockatoo,birds,35,60,35,60,10,10,Agathis atropurpurea,NA,1NNNNNNNNNN1
Agathis,microstachya,tree,50,NA,dry & winged,Sulphur-crested Cockatoo,birds,75,120,60,100,30,35,Agathis microstachya,NA,1NNNNNNNNNN1
Agathis,robusta,tree,50,NA,dry & winged,Sulphur-crested Cockatoo,birds,90,150,80,105,20,30,Agathis robusta,NA,11NNNNNNNN11
Araucaria,bidwillii,tree,NA,NA,dry & winged,NA,NA,NA,NA,NA,NA,NA,NA,Araucaria bidwillii,NA,NA
Araucaria,bidwillii,tree,50,NA,dry & winged,NA,NA,NA,300,150,200,NA,50,Araucaria bidwillii,NA,11NNNNNNNNN1
Araucaria,cunninghamii,tree,50,1.8,dry & winged,Sulphur-crested Cockatoo & Red-tailed Black-Cockatoo,birds,50,100,50,70,10,10,Araucaria cunninghamii,11NNNNNNNN11,NNNNNNNNNNN1
Archontophoenix,alexandrae,palm,30,NA,drupe,"Musky Rat-kangaroo, Spectacled Flying-fox, Bush Rat & many bird species",birds bats mammals,8,14,6,11,8,17,Archontophoenix alexandrae,1.11111E+11,1.11111E+11
Archontophoenix,cunninghamiana,palm,25,NA,drupe,many bird species,birds,10,15,10,15,8,10,Archontophoenix cunninghamiana,N11111NNNNNN,11111NNNNNN1
Archontophoenix,cunninghamii,palm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Archontophoenix cunninghamii,NA,NA
Archontophoenix,maxima,palm,22,NA,drupe,NA,NA,11,15,7,12,6,6,Archontophoenix maxima,NNNNN111NNNN,111NNNNNNNN1
Archontophoenix,myolensis,palm,20,NA,drupe,NA,NA,14,21,10,12,13,20,Archontophoenix myolensis,NNNN111NNNNN,111NNNNNNNN1
Archontophoenix,purpurea,palm,25,NA,drupe,Cassowary,cassowary,20,30,18,28,14,26,Archontophoenix purpurea,1111NNNNNN11,1111NNNNNNN1
Archontophoenix,tuckeri,palm,20,NA,drupe,Cassowary,cassowary,15,25,10,15,NA,NA,Archontophoenix tuckeri,11NNN1111111,NNNNNNN1111N
Arenga,australasica,palm,20,NA,drupe,NA,NA,15,20,15,20,12,17,Arenga australasica,NNNNNNNNN1NN,11111NNNNNN1
Calamus,aruensis,climbing palm,NA,NA,drupe,many bird species,birds,10,14,10,12,8,9,Calamus aruensis,NNN1NNNNNNNN,NNNNNNNN11NN
Calamus,australis,climbing palm,NA,NA,drupe,"Cassowary, doves & pigeons",birds cassowary,10,17,8,14,10,10,Calamus australis,N11111NNNNNN,1111NNNNNN11
Calamus,caryotoides,climbing palm,NA,NA,drupe,Cassowary & fruit-doves,birds cassowary,8,13,8,13,10,10,Calamus caryotoides,1111NNNNNN11,NN1111111111
Calamus,moti,climbing palm,NA,NA,drupe,"Cassowary, Musky Rat-kangaroo & Giant White-tailed Rat",cassowary mammals,8,14,8,13,7,12,Calamus moti,NNNNNN11NNNN,NNN11111NNNN
Calamus,radicalis,climbing palm,NA,NA,drupe,Cassowary,cassowary,8,10,8,10,8,8,Calamus radicalis,NNNN11NNNNNN,N111NNNNNNNN
Calamus,vitiensis,climbing palm,NA,NA,drupe,Cassowary,cassowary,10,12,8,10,6,8,Calamus vitiensis,NNNNNN1NNNNN,NNNNN111111N
Calamus,warburgii,climbing palm,NA,NA,drupe,NA,NA,8,12,8,12,10,10,Calamus warburgii,N111NNNNNNNN,NNNNNNNNNN11
Caryota,albertii,palm,20,NA,drupe,Cassowary,cassowary,17,30,20,33,15,18,Caryota albertii,NNNNN11111NN,NNNN11111111
Cocos,nucifera,palm,30,NA,drupe,NA,NA,200,300,NA,NA,80,100,Cocos nucifera,1.11111E+11,1.11111E+11
Corypha,utan,palm,25,NA,drupe,Figbrid & pig,birds mammals,20,30,20,30,16,16,Corypha utan,NNNNNNN111NN,1.11111E+11
Gulubia,costata,palm,35,NA,drupe,many bird species,birds,8,10,5,5,8,10,Gulubia costata,NNNNNNNNN1NN,NNNNNN1111NN
Hydriastele,wendlandiana,palm,26,NA,drupe,"Metallic Starling, Cassowary & fruit-doves",birds cassowary,5,8,5,8,4,7,Hydriastele wendlandiana,NNNNNNN1111N,11NNNNN11111
Laccospadix,australasica,palm,12,NA,drupe,NA,NA,10,16,6,8,12,12,Laccospadix australasica,11NNNNNNNNNN,11NNNNNNN111
Licuala,ramsyi,palm,20,NA,drupe,Cassowary,cassowary,9,11,8,10,8,8,Licuala ramsyi,N111111111NN,11NNNNNNNN11
Linospadix,apetiolata,palm,5,NA,drupe,NA,NA,10,15,5,9,8,12,Linospadix apetiolata,1111NNNN1111,111NNNN11111
Linospadix,microcarya,palm,4,NA,drupe,Cassowary,cassowary,7,8,4,8,3,6,Linospadix microcarya,NNNNNNNN11NN,11111NN11111
Linospadix,minor,palm,5,NA,drupe,Cassowary,cassowary,8,18,4,7,10,16,Linospadix minor,NNNNNN111NNN,1.11111E+11
Linospadix,monostachyus,palm,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Linospadix monostachyus,NA,NA
Linospadix,palmeriana,palm,2.5,NA,drupe,NA,NA,8,18,5,10,7,17,Linospadix palmeriana,1111111NN111,111111N11111
Livistona,australis,palm,30,NA,drupe,Wompoo Fruit-Dove & Topknot Pigeon,birds,10,22,10,22,11,16,Livistona australis,NNNNNNN111NN,N111111NNNNN
Livistona,benthamii,palm,20,NA,drupe,NA,NA,9,13,9,11,8,11,Livistona benthamii,NNNN1111NNNN,11NNNNNN1111
Livistona,concinna,palm,30,NA,drupe,NA,NA,9,12,9,12,NA,NA,Livistona concinna,111NNNNNNNN1,NNN1111111NN
Livistona,decipiens,palm,10,NA,drupe,NA,NA,13,15,13,15,10,10,Livistona decipiens,NNNNNNNN1NNN,N111111111NN
Livistona,drudei,palm,20,NA,drupe,NA,NA,9,12,9,11,8,9,Livistona drudei,1NNNNNNNNNN1,NNNNN111NNNN
Livistona,fulva,palm,NA,NA,drupe?,NA,NA,NA,NA,NA,NA,NA,NA,Livistona fulva,NA,NA
Livistona,muelleri,palm,18,NA,drupe,Pied Imperial-pigeon,birds,10,12,8,10,8,9,Livistona muelleri,NNNNN11NNNNN,NNNNNNNN1111
Normanbya,normanbyi,palm,30,NA,drupe,Cassowary & Sulphur-crested Cockatoo,birds cassowary,30,50,NA,NA,NA,35,Normanbya normanbyi,NNN11111111N,NNNNNNN1111N
Nypa,fruticans,palm,13,NA,nut,NA,NA,100,150,50,100,50,50,Nypa fruticans,NNNNNNNNNN11,1.11111E+11
Oraniopsis,appendicultat,palm,25,NA,drupe,"Cassowary, Musky Rat-kangaroo, Spectacled Flying-fox, Giant White-tailed Rat & Fawn-footed Melomys",cassowary bats mammals,27,35,20,35,NA,22,Oraniopsis appendicultat,NN111111NNNN,111NNNNNNN11
Ptychosperma,elegans,palm,15,NA,drupe,"Cassowary, Pied Imperial-Pigeon, Figbird, Lewin's Honeyeater, Eclectus Parrot, Silvereye & fruit-doves",birds cassowary,12,20,8,13,15,15,Ptychosperma elegans,1111111NNNNN,NNN11111111N
Ptychosperma,macarthurii,palm,9,NA,drupe,Eclectus Parrot & pigeons,birds,15,20,NA,NA,14,14,Ptychosperma macarthurii,NNNNN1111111,N111111111NN
Wodyetia,bifurcata,palm,15,NA,drupe,Giant White-tailed Rat & pig,birds mammals,47,65,27,53,45,60,Wodyetia bifurcata,11111NNNNNNN,111NNNNNN111
Aristolochia,acuminata,vine,NA,NA,capsule,NA,NA,35,62,25,30,7,10,Aristolochia acuminata,111111NNN111,1.11111E+11
Aristolochia,chalmersii,vine,NA,NA,capsule,NA,NA,15,20,12,16,4,5,Aristolochia chalmersii,111NNNNNNNNN,NN1111111NNN
Aristolochia,elegans,vine,NA,NA,capsule,NA,NA,50,60,NA,NA,5,7,Aristolochia elegans,111111NNNN11,NNNNNNNN1111
Aristolochia,nauseifolia,vine,NA,NA,capsule,NA,NA,15,20,10,20,8,8,Aristolochia nauseifolia,N1NNNNNNNNNN,NN1NNNNNNNNN
Aristolochia,pubera,vine,NA,NA,capsule,NA,NA,20,28,13,15,8,10,Aristolochia pubera,111NNNNN1111,1111111NNNNN
Pararistolochia,australopithecurus,vine,NA,NA,berry,NA,NA,50,80,25,35,8,9,Pararistolochia australopithecurus,NNNNNNNN11NN,N11111NNNNNN
Pararistolochia,deltantha,vine,NA,NA,berry,NA,NA,55,60,25,33,5,7,Pararistolochia deltantha,11111NNNN111,1.11111E+11
Pararistolochia,linearifolia,vine,NA,NA,berry,NA,NA,16,25,10,14,5,5,Pararistolochia linearifolia,111NNNNNNNN1,NNNNNN1111NN
Pararistolochia,peninularis,vine,NA,NA,berry,NA,NA,35,55,24,30,6,8,Pararistolochia peninularis,1NNNNNNNNNN1,NNN1111NNNNN
Pararistolochia,praevenosa,vine,NA,NA,berry,NA,NA,20,40,NA,NA,3,4,Pararistolochia praevenosa,NNNNNNNNN111,N111NNNNNNNN
Pararistolochia,sparusifolia,vine,NA,NA,berry,NA,NA,43,55,23,26,7,8,Pararistolochia sparusifolia,1NNNNNNNNN11,NNNNNNNNN11N
Asparagus,plumosus,vine,NA,NA,berry,Silvereye,birds,4,5,4,4,3,3,Asparagus plumosus,NNNN1NNNNNNN,NNN111111NNN
Asparagus,racemosus,climber,NA,NA,berry,NA,NA,4,6,5,10,3,5,Asparagus racemosus,1.11111E+11,NN11111NNNNN
Adenostemma,lavenia,herb,1,NA,nut,NA,NA,2,4,1,1,NA,NA,Adenostemma lavenia,11111NNNNNNN,NA
Adenostemma,macrophyllum,herb,1,NA,nut,NA,NA,3,4,1,1,3,3,Adenostemma macrophyllum,NNN1111NNNNN,NNNN111NNNNN
Ageratum,conyzoides,herb,1,NA,nut,NA,NA,1,2,NA,NA,NA,NA,Ageratum conyzoides,1111111111NN,1111111111NN
Bidens,bipinnata,herb,1.6,NA,nut,NA,NA,8,26,NA,NA,NA,NA,Bidens bipinnata,1NNNNNNNNNN1,N111NNNNNNNN
Bidens,pilosa,herb,1,NA,nut,Crimson Rosella & Silvereye,birds,6,12,NA,NA,NA,NA,Bidens pilosa,11111111111N,11111111111N
Blainvillea,dubia,herb,1.5,NA,nut,NA,NA,4,5,NA,NA,NA,NA,Blainvillea dubia,NN1111NNNNNN,NNNN111NNNNN
Blumea,milnei,herb,1.5,NA,nut,NA,NA,1,2,NA,NA,NA,NA,Blumea milnei,NNNNNNN1111N,NNNNNNN1111N
Blumea,riparia,vine,NA,NA,nut,NA,NA,1,1,NA,NA,NA,NA,Blumea riparia,NNNNN111NNNN,NNNNN111NNNN
Cassinia,compacta,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cassinia compacta,NA,NA
Cassinia,leptocephala,shrub,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cassinia leptocephala,NA,NA
Cassinia,subtropica,shrub,3,NA,nut,NA,NA,0.6,0.6,NA,NA,NA,NA,Cassinia subtropica,NNN111111NNN,NNNNN1111NNN
Cassinia,trinerva,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cassinia trinerva,NA,NA
Chromolaena,odorata,shrub,4,NA,nut,NA,NA,4,4,NA,NA,NA,NA,Chromolaena odorata,NNN111111NNN,NNNNNN1NNNNN
Conyza,canadnsis,herb/shrub,2,NA,nut,NA,NA,1,1,NA,NA,NA,NA,Conyza canadnsis,NNNNNNN11111,11NNNNN11111
Conyza,leucantha,herb/shrub,3,NA,nut,NA,NA,1,1,NA,NA,NA,NA,Conyza leucantha,1.11111E+11,1NNNN1111111
Conyza,sumatrensis,herb/shrub,2,NA,nut,Crimson Rosella,birds,1,2,NA,NA,NA,NA,Conyza sumatrensis,11111NN11111,11NNNNNN1111
Cosmos,caudatus,herb,1.5,NA,nut,NA,NA,16,21,NA,NA,NA,NA,Cosmos caudatus,1111111NNN11,11111111NN11
Crassocephalum,crepidioides,herb,1,NA,nut,Crimson Rosella,birds,2,2,NA,NA,NA,NA,Crassocephalum crepidioides,N111NNNNNNNN,NNNNNNNNNN1N
Cyanthillium,cinereum,herb,1.2,NA,nut,NA,NA,1,2,NA,NA,NA,NA,Cyanthillium cinereum,111111NNNN11,111111NNNN11
Dichrocephala,integrifolia,herb,1.5,NA,nut,NA,NA,1,1,NA,NA,NA,NA,Dichrocephala integrifolia,11111NNNN111,1NNNNNNNNN11
Eclipta,prostrata,herb,1,NA,nut,NA,NA,3,3,NA,NA,NA,NA,Eclipta prostrata,N111111111NN,N111111111NN
Elephantopus,mollis,herb,1.5,NA,nut,NA,NA,5,5,NA,NA,NA,NA,Elephantopus mollis,11NNNNNNNN11,N111111NNNNN
Elephantopus,scaber,herb,0.3,NA,nut,NA,NA,4,4,NA,NA,NA,NA,Elephantopus scaber,1111111NNNNN,NNNN111NNNNN
Eleutheranthera,ruderalis,herb,0.7,NA,nut,NA,NA,3,3,NA,NA,NA,NA,Eleutheranthera ruderalis,NN1111111111,NN1111111111
Erechtites,valerianifolia,herb/shrub,2,NA,nut,NA,NA,2,4,NA,NA,NA,NA,Erechtites valerianifolia,1NNN11111111,1NNN11111111
Eupatorium,riparium,herb,1,NA,nut,NA,NA,1,2,NA,NA,NA,NA,Eupatorium riparium,NNNNNNN111NN,NNNNNNNN11NN
Gynura,drymophila,herb,0.5,NA,nut,NA,NA,4,6,NA,NA,NA,NA,Gynura drymophila,1111111N1111,1111111N1111
Helichrysum,rupicola,herb,2,NA,nut,NA,NA,2,2,NA,NA,NA,NA,Helichrysum rupicola,1.11111E+11,1.11111E+11
Melanthera,biflora,herb,2,NA,nut,NA,NA,2,4,NA,NA,NA,NA,Melanthera biflora,1.11111E+11,1.11111E+11
Mikania,micrantha,vine,NA,NA,nut,NA,NA,2,2,NA,NA,NA,NA,Mikania micrantha,NNNNN11NNNNN,NNNNN11NNNNN
Montanoa,hibiscifolia,shrub,6,NA,nut,King Parrot,birds,10,10,NA,NA,3,3,Montanoa hibiscifolia,NNNN111NNNNN,NNNNN111NNNN
Olearia,canescens,herb/shrub,2,NA,nut,NA,NA,1.5,1.5,NA,NA,NA,NA,Olearia canescens,N1111111111N,N11111111NNN
Olearia,elliptica,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olearia elliptica,NA,NA
