species_name,original_name,Tasmania,Tasmania_rounded,Barlow,CPBR,GrassBase,RBGSYD,SAH,TMAG,WAH,Barlow_yes,CPBR_yes,GrassBase_yes,RBGSYD_yes,SAH_yes,TMAG_yes,WAH_yes,sum_matches,plant_height_outcome
Lobelia anceps,Lobelia alata,0.575,0.57,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,0,0,keep
Lobelia anceps,Lobelia anceps,0.5,0.5,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,0,0,keep
Lobelia gibbosa,Lobelia gibbosa,0.65,0.65,NA,NA,NA,0.4335,0.3,NA,0.3,NA,NA,NA,0,0,NA,0,0,keep
Filago gallica,Logfia gallica,0.934724,0.93,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Lomandra longifolia,Lomandra longifolia,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lomandra nana,Lomandra nana,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lomatia polymorpha,Lomatia polymorpha,4,4,3.25,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Lomatia tinctoria,Lomatia tinctoria,1.5,1.5,1.75,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Lotus tenuis,Lotus corniculatus var tenuifolius,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Luzula australasica,Luzula australasica,0.35,0.35,NA,NA,NA,NA,0.20750000000000002,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Luzula densiflora,Luzula densiflora,0.3,0.3,NA,NA,NA,NA,0.21250000000000002,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Luzula flaccida,Luzula flaccida,0.4,0.4,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Luzula meridionalis,Luzula meridionalis,0.3,0.3,NA,NA,NA,NA,0.5,NA,0.275,NA,NA,NA,NA,0,NA,0,0,keep
Luzula modesta,Luzula modesta,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Luzula novae-cambriae,Luzula novae-cambriae,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lycopodiella diffusa,Lycopodiella diffusa,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lycopodiella lateralis,Lycopodiella lateralis,0.5,0.5,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Lycopodium deuterodensum,Lycopodium deuterodensum,1,1,NA,NA,NA,0.6665,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Austrolycopodium fastigiatum,Lycopodium fastigiatum,0.1,0.1,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,omit
Lycopodium gayanum,Lycopodium scariosum,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lythrum hyssopifolia,Lythrum hyssopifolia,0.6,0.6,0.6,NA,NA,0.3335,0.5,NA,NA,1,NA,NA,0,0,NA,NA,1,omit
Lythrum salicaria,Lythrum salicaria,1.5,1.5,1.5,NA,NA,0.75,0.775,1.8,NA,1,NA,NA,0,0,0,NA,1,omit
Mazus pumilio,Mazus pumilio,1.24286,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Melaleuca ericifolia,Melaleuca ericifolia,7,7,NA,NA,NA,5.3335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Melaleuca gibbosa,Melaleuca gibbosa,3,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,1,omit
Melaleuca pustulata,Melaleuca pustulata,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Melaleuca squamea,Melaleuca squamea,6,6,NA,NA,NA,2,3.0005,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Melaleuca squarrosa,Melaleuca squarrosa,15,15,NA,NA,NA,8,6.0015,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Melilotus indicus,Melilotus indica,0.2,0.2,NA,NA,NA,0.4,0.2525,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Mentha australis,Mentha australis,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Mentha diemenica,Mentha diemenica,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Micrantheum hexandrum,Micrantheum hexandrum,2,2,NA,NA,NA,1.3335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Micrantheum serpentinum,Micrantheum serpentinum,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Microcachrys tetragona,Microcachrys tetragona,0.3,0.3,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Ehrharta stipoides,Microlaena stipoides,0.7,0.7,NA,NA,0.525,0.46649999999999997,0.6,NA,NA,NA,NA,0,0,0,NA,NA,0,keep
Ehrharta tasmanica,Microlaena tasmanica,0.7,0.7,NA,NA,0.53,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,keep
Microseris lanceolata,Microseris lanceolata,0.4,0.4,NA,NA,NA,0.2665,0.20500000000000002,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Microsorum pustulatum,Microsorum pustulatum,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Microtis unifolia,Microtis parviflora,0.5,0.5,NA,NA,NA,0.3625,0.328,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Microtis rara,Microtis rara,0.5,0.5,NA,NA,NA,0.325,0.2325,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Microtis unifolia,Microtis unifolia,0.6,0.6,NA,NA,NA,0.3625,0.328,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Milligania densiflora,Milligania densiflora,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,omit
Milligania lindoniana,Milligania lindoniana,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,omit
Millotia tenuifolia,Millotia tenuifolia,0.1,0.1,NA,NA,NA,0.055,0.12,NA,0.060000000000000005,NA,NA,NA,0,0,NA,0,0,keep
Mimulus repens,Mimulus repens,0.2,0.2,NA,NA,NA,0.1335,0.2,NA,NA,NA,NA,NA,0,1,NA,NA,1,omit
Mitrasacme archeri,Mitrasacme archeri,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Mitrasacme montana,Mitrasacme montana,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Mitrasacme pilosa,Mitrasacme pilosa,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Mitrasacme serpyllifolia,Mitrasacme serpyllifolia,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Monotoca elliptica,Monotoca elliptica,8,8,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Monotoca empetrifolia,Monotoca empetrifolia,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Monotoca glauca,Monotoca glauca,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Monotoca linifolia,Monotoca linifolia,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Monotoca scoparia,Monotoca scoparia,2,2,NA,NA,NA,1.65,0.62,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Monotoca submutica,Monotoca submutica,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Muehlenbeckia adpressa,Muehlenbeckia adpressa,0.6,0.6,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,0,0,keep
Muehlenbeckia gunnii,Muehlenbeckia gunnii,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Myoporum insulare,Myoporum insulare,6,6,NA,NA,NA,4,1.5005,NA,0.375,NA,NA,NA,0,0,NA,0,0,keep
Myosotis australis,Myosotis australis,0.4,0.4,NA,NA,NA,0.30000000000000004,0.25,NA,0.3,NA,NA,NA,0,0,NA,0,0,keep
Myriophyllum amphibium,Myriophyllum amphibium,0.05,0.05,NA,NA,NA,NA,0.037500000000000006,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Myriophyllum integrifolium,Myriophyllum integrifolium,0.05,0.05,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Myriophyllum muelleri,Myriophyllum muelleri,0.05,0.05,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,0,0,keep
Myriophyllum pedunculatum,Myriophyllum pedunculatum,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Myriophyllum propinquum,Myriophyllum propinquum,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Myriophyllum salsugineum,Myriophyllum salsugineum,0.05,0.05,NA,NA,NA,NA,NA,NA,1.15,NA,NA,NA,NA,NA,NA,0,0,keep
Myriophyllum simulans,Myriophyllum simulans,0.05,0.05,NA,NA,NA,NA,0.2025,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Myriophyllum variifolium,Myriophyllum variifolium,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Nablonium calyceroides,Nablonium calyceroides,0.934724,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Acianthus caudatus,Nemacianthus caudatus,0.1,0.1,NA,NA,NA,NA,0.0785,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Nematolepis squamea,Nematolepis squamea,12,12,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,1,NA,1,omit
Neopaxia australasica,Neopaxia australasica,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Nertera granadensis,Nertera depressa,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Notelaea ligustrina,Notelaea ligustrina,12,12,NA,NA,NA,10.6665,NA,15,NA,NA,NA,NA,0,NA,0,NA,0,keep
Nothofagus cunninghamii,Nothofagus cunninghamii,30,30,50,NA,NA,NA,NA,50,NA,0,NA,NA,NA,NA,0,NA,0,keep
Rytidosperma gracile,Notodanthonia gracilis,1,1,NA,NA,0.425,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,keep
Rytidosperma semiannulare,Notodanthonia semiannularis,1,1,NA,NA,0.325,0.6,0.23500000000000001,NA,NA,NA,NA,0,0,0,NA,NA,0,keep
Liparophyllum exiguum,Nymphoides exigua,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Olearia algida,Olearia algida,0.7,0.7,NA,NA,NA,0.46649999999999997,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Olearia argophylla,Olearia argophylla,10,10,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Olearia axillaris,Olearia axillaris,2,2,NA,NA,NA,1,1.501,NA,0.35,NA,NA,NA,0,0,NA,0,0,keep
Olearia ciliata,Olearia ciliata,0.8,0.8,NA,NA,NA,NA,0.1575,NA,0.275,NA,NA,NA,NA,0,NA,0,0,keep
Olearia ericoides,Olearia ericoides,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Olearia erubescens,Olearia erubescens,1,1,NA,NA,NA,1.3335,2,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Olearia floribunda,Olearia floribunda,2,2,NA,NA,NA,1.3335,1.0005,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Olearia glandulosa,Olearia glandulosa,2.4,2.4,NA,NA,NA,1,1.5,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Olearia hookeri,Olearia hookeri,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Olearia ledifolia,Olearia ledifolia,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Olearia lepidophylla,Olearia lepidophylla,0.5,0.5,NA,NA,NA,0.6665,1.5,NA,0.30000000000000004,NA,NA,NA,0,0,NA,0,0,keep
Olearia lirata,Olearia lirata,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Olearia myrsinoides,Olearia myrsinoides,0.8,0.8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Olearia obcordata,Olearia obcordata,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Olearia persoonioides,Olearia persoonioides,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Olearia phlogopappa,Olearia phlogopappa,2,2,NA,NA,NA,0.6665,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Olearia pinifolia,Olearia pinifolia,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Olearia ramulosa,Olearia ramulosa,2,2,NA,NA,NA,1.0665,1.5,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Olearia stellulata,Olearia stellulata,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,omit
Olearia tasmanica,Olearia tasmanica,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Olearia viscosa,Olearia viscosa,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Opercularia ovata,Opercularia ovata,0.15,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Opercularia varia,Opercularia varia,0.3,0.3,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Ophioglossum lusitanicum,Ophioglossum lusitanicum,0.05,0.05,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Oreobolus acutifolius,Oreobolus acutifolius,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Oreobolus distichus,Oreobolus distichus,0.1,0.1,NA,NA,NA,0.0615,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Oreobolus oligocephalus,Oreobolus oligocephalus,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Oreobolus oxycarpus,Oreobolus oxycarpus,0.1,0.1,NA,NA,NA,0.0615,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Oreobolus pumilio,Oreobolus pumilio,0.1,0.1,NA,NA,NA,0.0615,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Chaerophyllum australianum,Oreomyrrhis ciliata,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Chaerophyllum eriopodum,Oreomyrrhis eriopoda,0.5,0.5,NA,NA,NA,0.275,0.3,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Orites acicularis,Orites acicularis,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,omit
Orites diversifolius,Orites diversifolius,0.3,0.3,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Orites revolutus,Orites revolutus,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,omit
Orthoceras strictum,Orthoceras strictum,0.6,0.6,NA,NA,NA,0.4,0.2325,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Oschatzia saxifraga,Oschatzia saxifraga,0.302778,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ourisia integrifolia,Ourisia integrifolia,0.292727,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Oxalis magellanica,Oxalis magellanica,0.1,0.1,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Oxalis perennans,Oxalis perennans,0.25,0.25,NA,NA,NA,NA,NA,0.3,0.175,NA,NA,NA,NA,NA,0,0,0,keep
Oxylobium arborescens,Oxylobium arborescens,6,6,NA,NA,NA,1.3335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Oxylobium ellipticum,Oxylobium ellipticum,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ozothamnus antennaria,Ozothamnus antennaria,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ozothamnus ericifolius,Ozothamnus ericifolius,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ozothamnus expansifolius,Ozothamnus expansifolius,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ozothamnus ferrugineus,Ozothamnus ferrugineus,2.5,2.5,NA,NA,NA,3.5,2,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Ozothamnus hookeri,Ozothamnus hookeri,2,2,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Ozothamnus ledifolius,Ozothamnus ledifolius,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ozothamnus lycopodioides,Ozothamnus lycopodioides,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ozothamnus obcordatus,Ozothamnus obcordatus,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ozothamnus reticulatus,Ozothamnus reticulatus,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ozothamnus rodwayi,Ozothamnus rodwayi,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ozothamnus rosmarinifolius,Ozothamnus rosmarinifolius,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Ozothamnus scutellifolius,Ozothamnus scutellifolius,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Ozothamnus thyrsoideus,Ozothamnus thyrsoideus,3,3,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Ozothamnus turbinatus,Ozothamnus turbinatus,2,2,NA,NA,NA,1.5,1.0005,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Parapholis incurva,Parapholis incurva,0.3,0.3,NA,NA,NA,0.0665,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Parietaria debilis,Parietaria debilis,0.4,0.4,NA,NA,NA,NA,NA,0.3,0.23500000000000001,NA,NA,NA,NA,NA,0,0,0,keep
Parsonsia brownii,Parsonsia brownii,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Patersonia fragilis,Patersonia fragilis,0.5,0.5,NA,NA,NA,0.3335,0.265,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Patersonia occidentalis,Patersonia occidentalis,0.55,0.55,NA,NA,NA,NA,0.7,NA,1.5,NA,NA,NA,NA,0,NA,0,0,keep
Pelargonium australe,Pelargonium australe,0.5,0.5,NA,NA,NA,0.3335,0.5,NA,0.3,NA,NA,NA,0,1,NA,0,1,omit
Pelargonium inodorum,Pelargonium inodorum,0.35,0.35,NA,NA,NA,0.23349999999999999,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Pellaea falcata,Pellaea falcata,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pentachondra involucrata,Pentachondra involucrata,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pentachondra pumila,Pentachondra pumila,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pentaglottis sempervirens,Pentaglottis sempervirens,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pentapogon quadrifidus,Pentapogon quadrifidus,0.7,0.7,NA,NA,0.39999999999999997,0.46649999999999997,0.315,NA,NA,NA,NA,0,0,0,NA,NA,0,keep
Persicaria decipiens,Persicaria decipiens,0.3,0.3,NA,NA,NA,0.2,NA,NA,0.65,NA,NA,NA,0,NA,NA,0,0,keep
Persicaria subsessilis,Persicaria subsessilis,0.2,0.2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Persoonia gunnii,Persoonia gunnii,3,3,1.8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Persoonia juniperina,Persoonia juniperina,2,2,1.15,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Persoonia muelleri,Persoonia muelleri,5,5,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Caladenia carnea,Petalochilus carneus,0.15,0.15,NA,NA,NA,NA,0.3035,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Caladenia fuscata,Petalochilus fuscatus,0.15,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Petrorhagia nanteuilii,Petrorhagia nanteuilii,0.6,0.6,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Nematolepis squamea,Phebalium squameum,12,12,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,1,NA,1,omit
Pherosphaera hookeriana,Pherosphaera hookeriana,3,3,2.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Eriostemon verrucosus,Philotheca verrucosa,0.8,0.8,NA,NA,NA,NA,0.6,1,NA,NA,NA,NA,NA,0,0,NA,0,keep
Eriostemon virgatus,Philotheca virgata,4,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,1,omit
Phragmites australis,Phragmites australis,6,6,NA,NA,3.5,4,1.5005,NA,NA,NA,NA,0,0,0,NA,NA,0,keep
Phyllangium divergens,Phyllangium divergens,0.15,0.15,NA,NA,NA,NA,NA,NA,0.060000000000000005,NA,NA,NA,NA,NA,NA,0,0,keep
Phyllanthus australis,Phyllanthus australis,2.5,2.5,NA,NA,NA,NA,0.1525,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Phyllanthus gunnii,Phyllanthus gunnii,2.5,2.5,NA,NA,NA,1.3335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Phyllocladus aspleniifolius,Phyllocladus aspleniifolius,18,18,12.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Phyllota diffusa,Phyllota diffusa,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Phymatosorus pustulatus,Phymatosorus pustulatus,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Picris angustifolia,Picris angustifolia,1.4,1.4,NA,NA,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA,NA,0,0,keep
Pimelea cinerea,Pimelea cinerea,2,2,1.75,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Pimelea curviflora,Pimelea curviflora,1.5,1.5,0.525,NA,NA,0.85,1.5,NA,NA,0,NA,NA,0,1,NA,NA,1,omit
Pimelea drupacea,Pimelea drupacea,3,3,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Pimelea filiformis,Pimelea filiformis,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Pimelea flava,Pimelea flava,2.5,2.5,1.45,NA,NA,0.6665,1.5,NA,NA,0,NA,NA,0,0,NA,NA,0,keep
Pimelea glauca,Pimelea glauca,1,1,1,NA,NA,0.6665,1,NA,NA,1,NA,NA,0,1,NA,NA,2,omit
Pimelea humilis,Pimelea humilis,0.5,0.5,0.275,NA,NA,0.3335,0.5,NA,NA,0,NA,NA,0,1,NA,NA,1,omit
Pimelea ligustrina,Pimelea ligustrina,3,3,1.5,NA,NA,2,2,NA,NA,0,NA,NA,0,0,NA,NA,0,keep
Pimelea linifolia subsp. linoides,Pimelea lindleyana,1.75385,1.75,1.4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Pimelea linifolia,Pimelea linifolia,1.5,1.5,1.4,NA,NA,1,1.5,NA,NA,0,NA,NA,0,1,NA,NA,1,omit
Pimelea nivea,Pimelea nivea,2.5,2.5,1.9,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Pimelea pauciflora,Pimelea pauciflora,3,3,2,NA,NA,2,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,keep
Pimelea sericea,Pimelea sericea,0.7,0.7,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Pimelea serpyllifolia,Pimelea serpyllifolia,1.5,1.5,0.8,NA,NA,1,0.5,NA,0.525,0,NA,NA,0,0,NA,0,0,keep
Pittosporum bicolor,Pittosporum bicolor,15,15,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Plantago bellidioides,Plantago bellidioides,0.065,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Plantago daltonii,Plantago daltonii,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Plantago debilis,Plantago debilis,0.05,0.05,NA,NA,NA,NA,NA,NA,0.10500000000000001,NA,NA,NA,NA,NA,NA,0,0,keep
Plantago glabrata,Plantago glabrata,0.065,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Plantago gunnii,Plantago gunnii,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
