Family,Nameinfra,Fire_Response_Adult,Resprout_Type
ASTERACEAE,Aster subulatus,NA,NA
AYTONIACEAE,Asterella drummondii,NA,NA
MYRTACEAE,Asteromyrtus arnhemica,NA,NA
MYRTACEAE,Asteromyrtus lysicephala,NA,NA
MYRTACEAE,Asteromyrtus magnifica,3,NA
MYRTACEAE,Asteromyrtus symphyocarpa,NA,NA
POACEAE,Astrebla elymoides,2,NA
POACEAE,Astrebla lappacea,2,NA
POACEAE,Astrebla pectinata,2,2
POACEAE,Astrebla squarrosa,2,2
ACANTHACEAE,Asystasia gangetica,NA,NA
ACANTHACEAE,Asystasia intrusa,NA,NA
SAPINDACEAE,Atalaya hemiglauca,2,6
SAPINDACEAE,Atalaya salicifolia,2,6
SAPINDACEAE,Atalaya sp. Elizabeth River (G.M.Wightman 6259),NA,NA
SAPINDACEAE,Atalaya variifolia,NA,NA
CHENOPODIACEAE,Atriplex angulata,NA,NA
CHENOPODIACEAE,Atriplex crassipes var. crassipes,NA,NA
CHENOPODIACEAE,Atriplex eardleyae,NA,NA
CHENOPODIACEAE,Atriplex elachophylla,8,2
CHENOPODIACEAE,Atriplex fissivalvis,NA,NA
CHENOPODIACEAE,Atriplex flabelliformis,NA,NA
CHENOPODIACEAE,Atriplex holocarpa,1,5
CHENOPODIACEAE,Atriplex humifusa,NA,NA
CHENOPODIACEAE,Atriplex incrassata,NA,NA
CHENOPODIACEAE,Atriplex intermedia,NA,NA
CHENOPODIACEAE,Atriplex limbata,NA,NA
CHENOPODIACEAE,Atriplex lindleyi subsp. conduplicata,NA,NA
CHENOPODIACEAE,Atriplex lindleyi subsp. inflata,NA,NA
CHENOPODIACEAE,Atriplex lobativalvis,NA,NA
CHENOPODIACEAE,Atriplex morrisii,NA,NA
CHENOPODIACEAE,Atriplex muelleri,NA,NA
CHENOPODIACEAE,Atriplex nummularia subsp. nummularia,3,2
CHENOPODIACEAE,Atriplex nummularia subsp. omissa,3,2
CHENOPODIACEAE,Atriplex pseudocampanulata,NA,NA
CHENOPODIACEAE,Atriplex quadrivalvata var. quadrivalvata,NA,NA
CHENOPODIACEAE,Atriplex quinii,NA,NA
CHENOPODIACEAE,Atriplex semibaccata,1,5
CHENOPODIACEAE,Atriplex spongiosa,NA,NA
CHENOPODIACEAE,Atriplex stipitata,1,5
CHENOPODIACEAE,Atriplex sturtii,NA,NA
CHENOPODIACEAE,Atriplex turbinata,NA,NA
CHENOPODIACEAE,Atriplex velutinella,NA,NA
CHENOPODIACEAE,Atriplex vesicaria subsp. calcicola,NA,NA
CHENOPODIACEAE,Atriplex vesicaria subsp. indeterminate,1,7
CHENOPODIACEAE,Atriplex vesicaria subsp. macrocystidia,NA,NA
CHENOPODIACEAE,Atriplex vesicaria subsp. sphaerocarpa,NA,NA
CHENOPODIACEAE,Atriplex vesicaria subsp. variabilis,NA,NA
PITTOSPORACEAE,Auranticarpa melanosperma,2,7
PITTOSPORACEAE,Auranticarpa resinosa,NA,NA
FABACEAE,Austrodolichos errabundus var. errabundus,NA,NA
FABACEAE,Austrodolichos errabundus var. indeterminate,NA,NA
FABACEAE,Austrodolichos errabundus var. variabilis,NA,NA
FABACEAE,Austrodolichos sp. Arnhem (I.D.Cowie 8659),NA,NA
POACEAE,Austrostipa aquarii,2,2
POACEAE,Austrostipa centralis,NA,NA
POACEAE,Austrostipa feresetacea,NA,NA
POACEAE,Austrostipa nitida,NA,NA
POACEAE,Austrostipa scabra subsp. scabra,1,NA
POACEAE,Austrostipa trichophylla,NA,NA
POACEAE,Avena fatua,NA,NA
OXALIDACEAE,Averrhoa carambola,NA,NA
VERBENACEAE,Avicennia integra,NA,NA
VERBENACEAE,Avicennia marina var. eucalyptifolia,NA,NA
POACEAE,Axonopus affinis,NA,NA
POACEAE,Axonopus compressus,NA,NA
MELIACEAE,Azadirachta indica,NA,NA
AZOLLACEAE,Azolla pinnata,1,5
CHENOPODIACEAE,Babbagia dipterocarpa,NA,NA
MYRTACEAE,Babingtonia behrii,NA,NA
SCROPHULARIACEAE,Bacopa floribunda,1,5
MYRTACEAE,Baeckea polystemonea,1,5
CAESALPINIACEAE,Baikaea insignis,NA,NA
POACEAE,Bambusa arnhemica,3,2
POACEAE,Bambusa vulgaris,NA,NA
PROTEACEAE,Banksia dentata,3,NA
ACANTHACEAE,Barleria albostellata,NA,NA
ACANTHACEAE,Barleria lupulina,NA,NA
ACANTHACEAE,Barleria prionitis,NA,NA
LECYTHIDACEAE,Barringtonia acutangula subsp. acutangula,2,7
LECYTHIDACEAE,Barringtonia asiatica,2,7
LECYTHIDACEAE,Barringtonia racemosa,NA,NA
LAMIACEAE,Basilicum polystachyon,1,5
BATACEAE,Batis argillicola,NA,NA
CAESALPINIACEAE,Bauhinia acuminata,NA,NA
CAESALPINIACEAE,Bauhinia binata,2,7
CAESALPINIACEAE,Bauhinia cunninghamii,2,6
CAESALPINIACEAE,Bauhinia divaricata,NA,NA
CAESALPINIACEAE,Bauhinia gilva,NA,NA
CAESALPINIACEAE,Bauhinia malabarica,2,6
CYPERACEAE,Baumea arthrophylla,NA,NA
CYPERACEAE,Baumea rubiginosa,NA,NA
ELATINACEAE,Bergia ammannioides,NA,NA
ELATINACEAE,Bergia barklyana,NA,NA
ELATINACEAE,Bergia diacheiron,NA,NA
ELATINACEAE,Bergia henshallii,3,7
ELATINACEAE,Bergia occultipetala,NA,NA
ELATINACEAE,Bergia pedicellaris,1,5
ELATINACEAE,Bergia perennis subsp. indeterminate,NA,NA
ELATINACEAE,Bergia perennis subsp. obtusifolia,NA,NA
ELATINACEAE,Bergia perennis subsp. perennis,NA,NA
ELATINACEAE,Bergia pusilla,NA,NA
ELATINACEAE,Bergia trimera,1,NA
TILIACEAE,Berrya javanica,2,6
EUPHORBIACEAE,Beyeria bickertonensis,2,6
EUPHORBIACEAE,Beyeria tristigma,NA,NA
ASTERACEAE,Bidens bipinnata,1,5
ASTERACEAE,Bidens pilosa,1,5
ASTERACEAE,Bidens subalternans,NA,NA
BIGNONIACEAE,Bignonia tweediana,NA,NA
BLECHNACEAE,Blechnum indicum,2,1
BLECHNACEAE,Blechnum orientale,3,2
BRASSICACEAE,Blennodia canescens,1,NA
BRASSICACEAE,Blennodia pterosperma,NA,NA
ANACARDIACEAE,Blepharocarya depauperata,2,2
SAPINDACEAE,Blighia sapida,NA,NA
ASTERACEAE,Blumea axillaris,NA,NA
ASTERACEAE,Blumea benthamiana,NA,NA
ASTERACEAE,Blumea diffusa,1,5
ASTERACEAE,Blumea integrifolia,NA,NA
ASTERACEAE,Blumea lacera,NA,NA
ASTERACEAE,Blumea psammophila,NA,NA
ASTERACEAE,Blumea pungens,NA,NA
ASTERACEAE,Blumea saxatilis,NA,NA
ASTERACEAE,Blumea tenella,1,5
HYDROCHARITACEAE,Blyxa aubertii var. aubertii,NA,NA
HYDROCHARITACEAE,Blyxa aubertii var. echinosperma,NA,NA
HYDROCHARITACEAE,Blyxa aubertii var. indeterminate,NA,NA
HYDROCHARITACEAE,Blyxa octandra,NA,NA
NYCTAGINACEAE,Boerhavia burbidgeana,NA,NA
NYCTAGINACEAE,Boerhavia coccinea,2,1
NYCTAGINACEAE,Boerhavia dominii,2,4
NYCTAGINACEAE,Boerhavia gardneri,NA,NA
NYCTAGINACEAE,Boerhavia glabrata,NA,NA
NYCTAGINACEAE,Boerhavia paludosa,2,4
NYCTAGINACEAE,Boerhavia repens,NA,NA
NYCTAGINACEAE,Boerhavia repleta,2,NA
NYCTAGINACEAE,Boerhavia schomburgkiana,2,NA
NYCTAGINACEAE,Boerhavia tetrandra,NA,NA
LOMARIOPSIDACEAE,Bolbitis quoyana,1,5
CYPERACEAE,Bolboschoenus caldwellii,2,NA
BOMBACACEAE,Bombax ceiba,2,7
CONVOLVULACEAE,Bonamia alatisemina,NA,NA
CONVOLVULACEAE,Bonamia brevifolia,NA,NA
CONVOLVULACEAE,Bonamia deserticola,NA,NA
CONVOLVULACEAE,Bonamia erecta,2,1
CONVOLVULACEAE,Bonamia linearis,NA,NA
CONVOLVULACEAE,Bonamia media var. media,NA,NA
CONVOLVULACEAE,Bonamia pannosa,3,NA
RUTACEAE,Boronia amplectens,NA,NA
RUTACEAE,Boronia anomala,NA,NA
RUTACEAE,Boronia decumbens,NA,NA
RUTACEAE,Boronia filicifolia,1,5
RUTACEAE,Boronia grandisepala subsp. acanthophida,NA,NA
RUTACEAE,Boronia grandisepala subsp. grandisepala,NA,NA
RUTACEAE,Boronia grandisepala subsp. indeterminate,1,5
RUTACEAE,Boronia jucunda,NA,NA
RUTACEAE,Boronia kalumburuensis,NA,NA
RUTACEAE,Boronia lanceolata,1,5
RUTACEAE,Boronia lanuginosa,1,5
RUTACEAE,Boronia laxa,NA,NA
RUTACEAE,Boronia minutipinna,1,5
RUTACEAE,Boronia prolixa,NA,NA
RUTACEAE,Boronia quadrilata,NA,NA
RUTACEAE,Boronia rupicola,NA,NA
RUTACEAE,Boronia suberosa,NA,NA
RUTACEAE,Boronia tolerans,NA,NA
RUTACEAE,Boronia verecunda,NA,NA
RUTACEAE,Boronia viridiflora,NA,NA
RUTACEAE,Boronia wilsonii,NA,NA
RUTACEAE,Boronia xanthastrum,NA,NA
LILIACEAE,Borya jabirabela,NA,NA
FABACEAE,Bossiaea bossiaeoides,3,NA
POACEAE,Bothriochloa bladhii subsp. bladhii,NA,NA
POACEAE,Bothriochloa decipiens var. decipiens,NA,NA
POACEAE,Bothriochloa ewartiana,2,2
POACEAE,Bothriochloa pertusa,NA,NA
POACEAE,Brachyachne ambigua,NA,NA
POACEAE,Brachyachne ciliaris,NA,NA
POACEAE,Brachyachne convergens,1,5
POACEAE,Brachyachne prostrata,NA,NA
POACEAE,Brachyachne tenella,NA,NA
STERCULIACEAE,Brachychiton collinus,2,7
STERCULIACEAE,Brachychiton diversifolius subsp. diversifolius,2,2
STERCULIACEAE,Brachychiton fitzgeraldianus,NA,NA
STERCULIACEAE,Brachychiton gregorii,2,3
STERCULIACEAE,Brachychiton incanus,NA,NA
STERCULIACEAE,Brachychiton megaphyllus,2,2
STERCULIACEAE,Brachychiton multicaulis,NA,NA
STERCULIACEAE,Brachychiton paradoxus,2,7
STERCULIACEAE,Brachychiton sp. Wangi (S.E.Pickering 20),NA,NA
STERCULIACEAE,Brachychiton spectabilis,2,7
STERCULIACEAE,Brachychiton tuberculatus,NA,NA
STERCULIACEAE,Brachychiton viscidulus,2,2
STERCULIACEAE,Brachychiton x hirtellus,NA,NA
STERCULIACEAE,Brachychiton xanthophyllus,NA,NA
ASTERACEAE,Brachyscome blackii,3,2
ASTERACEAE,Brachyscome ciliaris var. ciliaris,NA,NA
ASTERACEAE,Brachyscome ciliaris var. indeterminate,2,NA
ASTERACEAE,Brachyscome ciliaris var. lanuginosa,3,2
ASTERACEAE,Brachyscome ciliaris var. subintegrifolia,NA,NA
ASTERACEAE,Brachyscome iberidifolia,NA,NA
ASTERACEAE,Brachyscome sp. Newcastle Waters (T.S.Henshall 2583),NA,NA
ASTERACEAE,Brachyscome tesquorum,3,2
ASCLEPIADACEAE,Brachystelma glabriflorum,NA,NA
BRASSICACEAE,Brassica juncea,NA,NA
BRASSICACEAE,Brassica oleracea,NA,NA
BRASSICACEAE,Brassica tournefortii,1,NA
EUPHORBIACEAE,Breynia cernua,2,6
EUPHORBIACEAE,Bridelia tomentosa var. eriantha,NA,NA
EUPHORBIACEAE,Bridelia tomentosa var. glabrifolia,NA,NA
EUPHORBIACEAE,Bridelia tomentosa var. indeterminate,2,7
POACEAE,Briza maxima,1,NA
POACEAE,Bromus catharticus,NA,NA
POACEAE,Bromus diandrus,NA,NA
POACEAE,Bromus madritensis,NA,NA
SIMAROUBACEAE,Brucea javanica,2,4
RHIZOPHORACEAE,Bruguiera exaristata,NA,NA
RHIZOPHORACEAE,Bruguiera gymnorrhiza,NA,NA
RHIZOPHORACEAE,Bruguiera parviflora,NA,NA
RHIZOPHORACEAE,Bruguiera sexangula,NA,NA
BRUNONIACEAE,Brunonia australis,1,5
ACANTHACEAE,Brunoniella acaulis subsp. acaulis,NA,NA
ACANTHACEAE,Brunoniella australis,2,4
ACANTHACEAE,Brunoniella linearifolia,NA,NA
BRYACEAE,Bryum argenteum,NA,NA
ANACARDIACEAE,Buchanania arborescens,2,7
ANACARDIACEAE,Buchanania obovata,2,3
SCROPHULARIACEAE,Buchnera asperata,NA,NA
SCROPHULARIACEAE,Buchnera ciliata,NA,NA
SCROPHULARIACEAE,Buchnera gracilis,NA,NA
SCROPHULARIACEAE,Buchnera linearis,2,2
SCROPHULARIACEAE,Buchnera ramosissima,2,2
SCROPHULARIACEAE,Buchnera tetragona,NA,NA
SCROPHULARIACEAE,Buchnera urticifolia,NA,NA
BORAGINACEAE,Buglossoides arvense,1,NA
LILIACEAE,Bulbine alata,1,5
CYPERACEAE,Bulbostylis barbata,1,5
CYPERACEAE,Bulbostylis densa,NA,NA
CYPERACEAE,Bulbostylis pyriformis,NA,NA
CYPERACEAE,Bulbostylis sp. Koongarra (I.D.Cowie 8230),NA,NA
CYPERACEAE,Bulbostylis turbinata,NA,NA
ZYGOPHYLLACEAE,Bulnesia arborea,NA,NA
BURMANNIACEAE,Burmannia coelestis,NA,NA
BURMANNIACEAE,Burmannia juncea,NA,NA
BURMANNIACEAE,Burmannia sp. Bathurst Island (R.J.Fensham 1021),NA,NA
PITTOSPORACEAE,Bursaria incana,2,6
LIMNOCHARITACEAE,Butomopsis latifolia,NA,NA
BYBLIDACEAE,Byblis aquatica,NA,NA
BYBLIDACEAE,Byblis filifolia,NA,NA
BYBLIDACEAE,Byblis liniflora,NA,NA
BYBLIDACEAE,Byblis rorida,NA,NA
MALPIGHIACEAE,Byrsonima crassa,NA,NA
CABOMBACEAE,Cabomba caroliniana,NA,NA
CAPPARACEAE,Cadaba capparoides,NA,NA
CAESALPINIACEAE,Caesalpinia bonduc,1,5
CAESALPINIACEAE,Caesalpinia gilliesii,NA,NA
LILIACEAE,Caesia chlorantha,NA,NA
LILIACEAE,Caesia setifera,NA,NA
LILIACEAE,Caesia sp. Mt Zeil (G.Griffin 05/Oct/91),NA,NA
FABACEAE,Cajanus acutifolius,1,5
FABACEAE,Cajanus aromaticus,NA,NA
FABACEAE,Cajanus cajan,NA,NA
FABACEAE,Cajanus cinereus,NA,NA
FABACEAE,Cajanus crassicaulis,NA,NA
FABACEAE,Cajanus geminatus,NA,NA
FABACEAE,Cajanus lanceolatus,NA,NA
FABACEAE,Cajanus latisepalus,NA,NA
FABACEAE,Cajanus marmoratus,NA,NA
FABACEAE,Cajanus pubescens,NA,NA
FABACEAE,Cajanus reticulatus var. grandifolius,NA,NA
FABACEAE,Cajanus reticulatus var. indeterminate,1,5
FABACEAE,Cajanus reticulatus var. maritimus,NA,NA
FABACEAE,Cajanus reticulatus var. reticulatus,NA,NA
FABACEAE,Cajanus scarabaeoides var. indeterminate,1,5
FABACEAE,Cajanus scarabaeoides var. pedunculatus,NA,NA
FABACEAE,Cajanus scarabaeoides var. scarabaeoides,NA,NA
FABACEAE,Cajanus viscidus,NA,NA
PORTULACACEAE,Calandrinia balonensis,1,5
PORTULACACEAE,Calandrinia disperma,1,NA
PORTULACACEAE,Calandrinia eremaea,1,NA
PORTULACACEAE,Calandrinia gracilis,NA,NA
PORTULACACEAE,Calandrinia pleiopetala,NA,NA
PORTULACACEAE,Calandrinia polyandra,NA,NA
PORTULACACEAE,Calandrinia ptychosperma,2,1
PORTULACACEAE,Calandrinia pumila,NA,NA
PORTULACACEAE,Calandrinia quadrivalvis,NA,NA
PORTULACACEAE,Calandrinia remota,NA,NA
PORTULACACEAE,Calandrinia reticulata,NA,NA
PORTULACACEAE,Calandrinia sp. coastal dunes (I.D.Cowie 2554),NA,NA
PORTULACACEAE,Calandrinia sp. Keep River (J.L.Egan 5033),NA,NA
PORTULACACEAE,Calandrinia sp. oblong (C.R.Dunlop 3260),NA,NA
PORTULACACEAE,Calandrinia sp. small seeds (I.D.Cowie 1106),NA,NA
PORTULACACEAE,Calandrinia sp. Yinberrie Hills (J.L.Egan 4450),NA,NA
PORTULACACEAE,Calandrinia stagnensis,NA,NA
PORTULACACEAE,Calandrinia strophiolata,NA,NA
PORTULACACEAE,Calandrinia uniflora,1,5
ALISMATACEAE,Caldesia acanthocarpa,NA,NA
ALISMATACEAE,Caldesia oligococca var. oligococca,NA,NA
VERBENACEAE,Callicarpa brevistyla,1,5
VERBENACEAE,Callicarpa candicans,1,5
MYRTACEAE,Callistemon pauciflorus,3,2
CUPRESSACEAE,Callitris glaucophylla,1,5
CUPRESSACEAE,Callitris intratropica,1,3
ASTERACEAE,Calocephalus knappii,1,NA
ASTERACEAE,Calocephalus platycephalus,1,5
ORCHIDACEAE,Calochilus caeruleus,NA,NA
ORCHIDACEAE,Calochilus holtzei,NA,NA
CLUSIACEAE,Calophyllum inophyllum,2,7
CLUSIACEAE,Calophyllum sil,2,7
CLUSIACEAE,Calophyllum soulattri,2,7
FABACEAE,Calopogonium mucunoides,1,5
ASTERACEAE,Calotis breviseta,NA,NA
ASTERACEAE,Calotis cuneifolia,NA,NA
ASTERACEAE,Calotis cymbacantha,1,5
ASTERACEAE,Calotis erinacea,2,1
ASTERACEAE,Calotis hispidula,1,5
ASTERACEAE,Calotis kempei,NA,NA
ASTERACEAE,Calotis latiuscula,2,1
ASTERACEAE,Calotis plumulifera,1,NA
ASTERACEAE,Calotis porphyroglossa,1,NA
ASTERACEAE,Calotis squamigera,1,NA
ASTERACEAE,Calotis xanthosioidea,NA,NA
ASCLEPIADACEAE,Calotropis gigantea,NA,NA
ASCLEPIADACEAE,Calotropis procera,NA,NA
EUPHORBIACEAE,Calycopeplus collinus,1,5
MYRTACEAE,Calytrix achaeta,2,2
MYRTACEAE,Calytrix arborescens,3,2
MYRTACEAE,Calytrix brownii,3,NA
MYRTACEAE,Calytrix carinata,2,2
MYRTACEAE,Calytrix decussata,1,5
MYRTACEAE,Calytrix exstipulata,3,NA
MYRTACEAE,Calytrix faucicola,NA,NA
MYRTACEAE,Calytrix inopinata,NA,NA
MYRTACEAE,Calytrix megaphylla,3,NA
MYRTACEAE,Calytrix micrairoides,NA,NA
MYRTACEAE,Calytrix mimiana,NA,NA
MYRTACEAE,Calytrix rupestris,NA,NA
MYRTACEAE,Calytrix surdiviperana,NA,NA
MYRTACEAE,Calytrix verticillata,NA,NA
ASTERACEAE,Camptacra gracilis,2,2
BOMBACACEAE,Camptostemon schultzii,NA,NA
DICRANACEAE,Campylopus introflexus,NA,NA
BURSERACEAE,Canarium australianum,2,7
FABACEAE,Canavalia cathartica,2,2
FABACEAE,Canavalia papuana,2,2
FABACEAE,Canavalia rosea,1,5
GENTIANACEAE,Canscora diffusa,NA,NA
OPILIACEAE,Cansjera leptostachya,2,7
RUBIACEAE,Canthium coprosmoides,NA,NA
RUBIACEAE,Canthium lineare,7,2
POACEAE,Capillipedium parviflorum,1,5
POACEAE,Capillipedium spicigerum,NA,NA
CAPPARACEAE,Capparis jacobsii,2,7
CAPPARACEAE,Capparis lasiantha,2,7
CAPPARACEAE,Capparis loranthifolia var. loranthifolia,2,2
CAPPARACEAE,Capparis lucida,NA,NA
CAPPARACEAE,Capparis mitchellii,2,7
CAPPARACEAE,Capparis quiniflora,2,7
CAPPARACEAE,Capparis sepiaria,2,7
CAPPARACEAE,Capparis spinosa var. nummularia,2,2
CAPPARACEAE,Capparis umbonata,2,7
BRASSICACEAE,Capsella bursa-pastoris,1,NA
SOLANACEAE,Capsicum annuum,1,5
RHIZOPHORACEAE,Carallia brachiata,2,7
BRASSICACEAE,Cardamine hirsuta,NA,NA
SAPINDACEAE,Cardiospermum halicacabum var. halicacabum,1,5
CYPERACEAE,Carex fascicularis,NA,NA
APOCYNACEAE,Carissa lanceolata,2,7
APOCYNACEAE,Carissa ovata,NA,NA
ARECACEAE,Carpentaria acuminata,1,5
BRASSICACEAE,Carrichtera annua,NA,NA
ASTERACEAE,Carthamus lanatus,NA,NA
ASTERACEAE,Carthamus tinctorius,NA,NA
COMMELINACEAE,Cartonema parviflorum,NA,NA
COMMELINACEAE,Cartonema sp. Goyder River (I.D.Cowie 8334),NA,NA
COMMELINACEAE,Cartonema spicatum,2,2
COMMELINACEAE,Cartonema tenue,NA,NA
COMMELINACEAE,Cartonema trigonospermum,2,2
ARECACEAE,Caryota mitis,NA,NA
APOCYNACEAE,Cascabela thevetia,NA,NA
CAESALPINIACEAE,Cassia fistula,NA,NA
CAESALPINIACEAE,Cassia goniodes,NA,NA
CELASTRACEAE,Cassine melanocarpa,2,7
ASTERACEAE,Cassinia laevis,NA,NA
LAURACEAE,Cassytha aurea var. candida,1,5
LAURACEAE,Cassytha capillaris,1,5
LAURACEAE,Cassytha filiformis,1,5
CASUARINACEAE,Casuarina cunninghamiana subsp. miodon,NA,NA
CASUARINACEAE,Casuarina equisetifolia subsp. equisetifolia,NA,NA
CASUARINACEAE,Casuarina equisetifolia subsp. indeterminate,NA,NA
APOCYNACEAE,Catharanthus roseus,NA,NA
MIMOSACEAE,Cathormion umbellatum subsp. moniliforme,2,6
VITACEAE,Cayratia acris,2,2
VITACEAE,Cayratia maritima,2,2
VITACEAE,Cayratia trifolia,2,2
BOMBACACEAE,Ceiba pentandra,NA,NA
AMARANTHACEAE,Celosia argentea,NA,NA
ULMACEAE,Celtis paniculata,2,7
ULMACEAE,Celtis philippensis,2,7
POACEAE,Cenchrus biflorus,NA,NA
POACEAE,Cenchrus brownii,NA,NA
POACEAE,Cenchrus ciliaris,2,2
POACEAE,Cenchrus echinatus,1,5
POACEAE,Cenchrus elymoides var. brevisetosus,NA,NA
POACEAE,Cenchrus elymoides var. elymoides,NA,NA
POACEAE,Cenchrus elymoides var. indeterminate,NA,NA
POACEAE,Cenchrus longispinus,NA,NA
POACEAE,Cenchrus setiger,2,NA
ASTERACEAE,Centaurea melitensis,NA,NA
ASTERACEAE,Centaurea solstitialis,NA,NA
GENTIANACEAE,Centaurium clementii,NA,NA
GENTIANACEAE,Centaurium spicatum,1,NA
APIACEAE,Centella asiatica,NA,NA
ASTERACEAE,Centipeda borealis,NA,NA
ASTERACEAE,Centipeda crateriformis subsp. crateriformis,NA,NA
ASTERACEAE,Centipeda cunninghamii,NA,NA
ASTERACEAE,Centipeda minima subsp. indeterminate,1,5
ASTERACEAE,Centipeda minima subsp. macrocephala,NA,NA
ASTERACEAE,Centipeda minima subsp. minima,NA,NA
ASTERACEAE,Centipeda nidiformis,NA,NA
ASTERACEAE,Centipeda pleiocephala,NA,NA
ASTERACEAE,Centipeda racemosa,NA,NA
ASTERACEAE,Centipeda thespidioides,1,5
SCROPHULARIACEAE,Centranthera cochinchinensis,NA,NA
SCROPHULARIACEAE,Centranthera tranquebarica,NA,NA
CENTROLEPIDACEAE,Centrolepis banksii,NA,NA
CENTROLEPIDACEAE,Centrolepis curta,NA,NA
CENTROLEPIDACEAE,Centrolepis eremica,NA,NA
CENTROLEPIDACEAE,Centrolepis exserta,1,5
FABACEAE,Centrosema molle,NA,NA
FABACEAE,Centrosema pascuorum,NA,NA
FABACEAE,Centrosema plumieri,NA,NA
HYMENOPHYLLACEAE,Cephalomanes obscurum,1,5
CARYOPHYLLACEAE,Cerastium glomeratum,1,NA
FABACEAE,Ceratonia siliqua,NA,NA
CERATOPHYLLACEAE,Ceratophyllum demersum,NA,NA
CERATOPHYLLACEAE,Ceratophyllum muricatum,NA,NA
PARKERIACEAE,Ceratopteris thalictroides,NA,NA
APOCYNACEAE,Cerbera manghas,NA,NA
APOCYNACEAE,Cerbera odollam,NA,NA
CACTACEAE,Cereus peruvianus,NA,NA
RHIZOPHORACEAE,Ceriops australis,NA,NA
RHIZOPHORACEAE,Ceriops decandra,NA,NA
RHIZOPHORACEAE,Ceriops tagal,NA,NA
CAESALPINIACEAE,Chamaecrista absus var. absus,1,5
CAESALPINIACEAE,Chamaecrista deserti,NA,NA
CAESALPINIACEAE,Chamaecrista grisea,NA,NA
CAESALPINIACEAE,Chamaecrista longipes,NA,NA
CAESALPINIACEAE,Chamaecrista mimosoides,1,5
CAESALPINIACEAE,Chamaecrista nigricans,NA,NA
CAESALPINIACEAE,Chamaecrista nomame var. grandiflora,NA,NA
CAESALPINIACEAE,Chamaecrista nomame var. indeterminate,1,5
CAESALPINIACEAE,Chamaecrista nomame var. nomame,NA,NA
CAESALPINIACEAE,Chamaecrista rotundifolia,NA,NA
CAESALPINIACEAE,Chamaecrista symonii,NA,NA
POACEAE,Chamaeraphis hordeacea,NA,NA
CHARACEAE,Chara fibrosa,NA,NA
ADIANTACEAE,Cheilanthes brownii,2,2
ADIANTACEAE,Cheilanthes caudata,2,2
ADIANTACEAE,Cheilanthes contigua,NA,NA
ADIANTACEAE,Cheilanthes fragillima,2,2
ADIANTACEAE,Cheilanthes hirsuta,NA,NA
ADIANTACEAE,Cheilanthes lasiophylla,6,2
ADIANTACEAE,Cheilanthes nitida,2,2
ADIANTACEAE,Cheilanthes nudiuscula,NA,NA
ADIANTACEAE,Cheilanthes praetermissa,2,2
ADIANTACEAE,Cheilanthes pumilio,NA,NA
ADIANTACEAE,Cheilanthes sieberi subsp. indeterminate,NA,NA
ADIANTACEAE,Cheilanthes sieberi subsp. pseudovellea,2,NA
ADIANTACEAE,Cheilanthes sieberi subsp. sieberi,2,NA
ADIANTACEAE,Cheilanthes tenuifolia,2,2
CHENOPODIACEAE,Chenopodium album,NA,NA
CHENOPODIACEAE,Chenopodium auricomum,2,2
CHENOPODIACEAE,Chenopodium cristatum,1,5
CHENOPODIACEAE,Chenopodium desertorum subsp. anidiophyllum,NA,NA
CHENOPODIACEAE,Chenopodium desertorum subsp. indeterminate,NA,NA
CHENOPODIACEAE,Chenopodium desertorum subsp. rectum,NA,NA
CHENOPODIACEAE,Chenopodium ficifolium subsp. blomianum,NA,NA
CHENOPODIACEAE,Chenopodium giganteum,NA,NA
CHENOPODIACEAE,Chenopodium melanocarpum,1,NA
CHENOPODIACEAE,Chenopodium murale,NA,NA
CHENOPODIACEAE,Chenopodium nitrariaceum,2,2
CHENOPODIACEAE,Chenopodium pumilio,NA,NA
CHENOPODIACEAE,Chenopodium truncatum,1,NA
ORCHIDACEAE,Chiloschista phyllorhiza,1,5
POACEAE,Chionachne cyathopoda,2,2
POACEAE,Chionachne hubbardiana,NA,NA
POACEAE,Chloris divaricata,NA,NA
POACEAE,Chloris gayana,NA,NA
POACEAE,Chloris inflata,NA,NA
POACEAE,Chloris lobata,NA,NA
POACEAE,Chloris pectinata,1,NA
POACEAE,Chloris pilosa,NA,NA
POACEAE,Chloris pumilio,NA,NA
POACEAE,Chloris truncata,NA,NA
POACEAE,Chloris virgata,1,NA
LILIACEAE,Chlorophytum laxum,2,2
APOCYNACEAE,Chonemorpha fragrans,NA,NA
EUPHORBIACEAE,Choriceras tricorne,2,6
THELYPTERIDACEAE,Christella dentata var. dentata,2,1
FABACEAE,Christia australasica,NA,NA
ASTERACEAE,Chrysocephalum apiculatum,2,2
ASTERACEAE,Chrysocephalum eremaeum,2,2
ASTERACEAE,Chrysocephalum pterochaetum,2,NA
POACEAE,Chrysopogon aciculatus,NA,NA
POACEAE,Chrysopogon elongatus,NA,NA
POACEAE,Chrysopogon fallax,2,13
POACEAE,Chrysopogon filipes,NA,NA
POACEAE,Chrysopogon latifolius,3,NA
POACEAE,Chrysopogon oliganthus,3,NA
POACEAE,Chrysopogon pallidus,2,NA
POACEAE,Chrysopogon setifolius,NA,NA
ASTERACEAE,Chthonocephalus pseudevax,1,5
MELIACEAE,Chukrasia tabularis,NA,NA
APIACEAE,Ciclospermum leptophyllum,1,NA
VITACEAE,Cissus adnata,2,2
VITACEAE,Cissus reniformis,2,2
