taxon_name,original_text,text,absolute_min,min,max,absolute_max,units,checked
Astrotricha longifolia,"Description: Erect to spreading shrub to 3 m high, usually branched, younger stems sometimes glabrescent and purplish on sunward surfaces. Leaves narrow-elliptic to oblong-elliptic, usually 4â€“15 cm long, 0.3â€“2.6 cm wide with breadth variable in different forms, apex acute or rarely narrow-obtuse; margins entire; upper surface smooth, lateral veins sometimes evident, reticulum usually obscure; lower surface with a dense indumentum, the midvein and usually lateral veins evident in relief; petiole 4â€“14 mm long. Inflorescence either to 25 cm long and hairy throughout with the pale stem surfaces obscured, or to 60 cm long and glabrescent with the axes variably purplish beneath the indumentum. Petals white to cream. Fruit not winged.","erect to spreading shrub to 3 m high usually branched, younger stems sometimes glabrescent and purplish on sunward surfaces.",,,3,,m,checked
Astrotricha pterocarpa,"Description: Slender shrub to 7 m high, usually single-stemmed. Lower parts of stems glabrous, marked with leaf scars, upper part of stems covered by brown stellate tomentum. Leaves lanceolate, 15â€“27 cm long, 1.7â€“4 cm wide; apex acute, base obtuse or slightly cordate; blades discolorous, upper surface glabrous and dark green; lower surface with dense, brown, stellate tomentum; midrib impressed above, prominent below, acute in cross section; petiole 5.5â€“12.5 cm long, flattened at base, covered by dense, brown, stellate tomentum. Inflorescence a terminal panicle, up to 100 x 50 cm, rachises, peduncles and pedicels all floccose, with stellate hairs; bracts linear, 2â€“10 mm long,; unit inflorescence umbellate, 10â€“15-flowered. Flowers mostly bisexual, creamy or pale green, calyx teeth 5, acute. Petals 5, hairy outside, glabrous inside, caducous. Stamens 5, creamy, alternating with the petals, anthers dehiscing by longitudinal splits; ovary inferior, 2-locular, styles 2, recurved. Fruit a schizocarp, rarely dehiscent, pubescent, slightly fleshy, laterally compressed; elliptical, c. 12 x 7 mm, with persistent styles; initially not winged, as fruits mature epicarp expanding to form 2 distinct papery wings, at right angles to orientation of fruit and styles; wings each c. 11 x 5 mm; pedicels 4â€“5 mm long.",slender shrub to 7 m high usually single-stemmed.,,,7,,m,checked
Astrotricha roddii,"Description: Erect few-branched shrub to 3.5 m high; stems with a dense floccose indumentum. Leaves narrow-elliptic, 11â€“18 cm long, 1â€“2.5 cm wide; apex very long-acute; margins entire; upper surface smooth, often shiny; lower surface with midvein and lateral veins evident through the hairs, reticulum and intramarginal veins usually not evident; petiole 10â€“15 mm long. Inflorescence up to 40 cm long with numerous ascending branches, glabrescent, strongly purplish beneath the indumentum. Petals dull purplish, glabrous outside, sometimes reflexed. Fruit not winged.",erect few-branched shrub to 3.5 m high;,,,3.5,,m,checked
Astrotricha umbrosa,"Description: Shrub to 2 m high, erect, well branched. Stems, petiole and abaxial surfaces of leaves stellate-pubescent with individual hairs c. 1 mm across. Leaves alternate, lanceolate to narrow-lanceolate, (50) 70â€“120 x (8-) 11â€“22 mm, acuminate, dark green adaxially, pale yellow abaxially, midrib impressed adaxially, raised abaxially; petioles terete 6â€“13 (-17) mm long. Panicles terminal, 10â€“30 cm long, densely stellate hairy, brown to yellow in colour; bracts ensiform, 1.7â€“3.5 mm long. Unit inflorescence umbellate, (4-) 5â€“11 flowered; peduncles and pedicels slender, pedicels 3â€“9.5 mm long. Flowers bisexual, protandrous, 4.5â€“6 mm across. Hypanthium stellate hairy, 1â€“1.5 mm long at anthesis, campanulate; calyx lobes deltate, apex acute or obtuse, c. 0.4 x 0.4 mm, green to white, stellate hairy or mostly glabrous. Petals 5, deltate, 1.5â€“2.5 x 0.7 1.1 mm, white or pinkish, somewhat persistent; glabrous on adaxial surface, stellate-hairy on abaxial surface; apex acute to acuminate. Stamens 5, alternating with the petals; filaments terete, c. 1.9 mm long; anthers white, c. 1.1 mm long, versatile, dorsifixed, opening by longitudinal slits. Syles 2, 1.5â€“2.8 mm long; at first erect, later spreading from base, persistent. Ovules 1 per carpel. Fruit a schizocarp, more or less orbicular in outline, 3.3â€“4 mm long, 3.9â€“4.3 mm wide, 1.2â€“1.5 mm thick, glabrescent; brown, splitting at maturity; mericarps 1-locular.","shrub to 2 m high erect, well branched.",,,2,,m,checked
Avicennia marina,"Description: Small tree or shrub up to 9 m high, branches, inflorescences and lower surface of leaves greyish or silvery; pneumatophores numerous and projecting from the shallow lateral roots. Leaves leathery with lamina narrow-obovate to obovate or elliptic, 3.5â€“12 cm long, 1â€“4 cm wide, apex acute or sometimes obtuse or acuminate, base cuneate, margins entire, upper surface usually glabrous, lower surface greyish or silvery hairy; petiole 5â€“10 mm long. Cymes dense, in upper axils or arranged in terminal panicles; peduncles angular, 10â€“25 mm long. Calyx 2.5â€“3 mm long. Corolla white turning golden-coloured; tube 1â€“2 mm long; lobes 3â€“4 mm long. Capsule compressed, 20â€“30 mm diam.; seed solitary, germinating before fruit falls.",small tree or shrub up to 9 m high,,,9,,m,checked
Avicennia marina subsp. australasica,"Description: Small tree or shrub up to 9 m high, branches, inflorescences and lower surface of leaves greyish or silvery; pneumatophores numerous and projecting from the shallow lateral roots. Leaves leathery with lamina narrow-obovate to obovate or elliptic, 3.5â€“12 cm long, 1â€“4 cm wide, apex acute or sometimes obtuse or acuminate, base cuneate, margins entire, upper surface usually glabrous, lower surface greyish or silvery hairy; petiole 5â€“10 mm long. Cymes dense, in upper axils or arranged in terminal panicles; peduncles angular, 10â€“25 mm long. Calyx 2.5â€“3 mm long. Corolla white turning golden-coloured; tube 1â€“2 mm long; lobes 3â€“4 mm long. Capsule compressed, 20â€“30 mm diam.; seed solitary, germinating before fruit falls.",small tree or shrub up to 9 m high,,,9,,m,checked
Barleria repens,"Description: Scrambling herb to subshrub, sometimes climber, to 0.7 m high; stems rooting where touching the ground, with antrorse-appressed hairs. Leaves opposite; lamina elliptic to ovate, to 60 mm long and 25 mm wide, with scattered appressed hairs. Tubular flowers red, salmon, pinkish purple or purple, to 50 mm long, with 5 spreading lobes. Capsule club-shaped, splitting to release seeds.","scrambling herb to subshrub sometimes climber, to 0.7 m high;",,,0.7,,m,checked
Brunoniella pumilio,"Description: Sprawling herb to 10 cm high, ± glabrous; branches often flattened. Leaves at each node usually equal, elliptic to obovate, 0.5â€“2 cm long, 3â€“12 mm wide, margins ± entire, upper surface sometimes with linear cystoliths, lower surface paler; petiole 1â€“5 mm long. Inflorescence usually paired, usually of sessile flowers in upper axils; bracteoles 3â€“5 mm long. Calyx 7â€“16 mm long. Corolla blue or mauve; tube 9â€“11 mm long; lobes 5â€“10 mm long. Ovary with 5 ovules per loculus. Capsule 12â€“17 mm long.",sprawling herb to 10 cm high  glabrous;,,,10,,cm,checked
Buddleja dysophylla,"Description: Shrub, often scrambling, to 10 m high; branches grey-tomentose when young. Leaves c. triangular to ovate, 1â€“10 cm long, 2.5â€“7.7 cm wide; lamina grey-pubescent, sometimes becoming glabrous above; base truncate to subcordate; margins dentate to crenate; petiole to 3 cm long. Inflorescence terminal, lax, paniculate to c. 30 cm long. Flowers shortly pedicellate; calyx 1â€“2 mm long, tawny or rusty-tomentose, lobes blunt, much shorter than tube; corolla white, greenish, or yellowish, with maroon throat, tube 1.5â€“2.5 mm long, about as long as lobes, outer surface papillose-pubescent, tube sometimes pilose, inner surface of tube glabrous; stamens inserted near corolla mouth, filaments 1â€“3 mm long, elongating after anthesis. Capsule 2â€“3.5 mm long, apiculate. Flowers Jun.â€“Jul.","shrub often scrambling, to 10 m high;",,,10,,m,checked
Bulbine semibarbata,"Description: Usually annual herb, to 50 cm high, with fibrous roots. Leaves 5â€“20, 1.5â€“27 cm long, to 5 mm diam., glabrous, basal 1.5â€“3.5 c. of leaves 5â€“10 mm wide. Scapes several-many, terete, 13â€“17 cm long, 0.5â€“3 mm diam.; raceme 2â€“23 cm long, to 35-flowered; pedicels 1â€“20 mm long; bracts 1â€“7 mm long, 0.5â€“2 mm wide. Tepals 4â€“7 mm long, 1â€“2.5 mm wide. Stamens unequal, outer ones 2â€“3 mm long, inner ones 3â€“4.5 mm long; long filaments red to orange-brown with hairs 0.5â€“1.5 mm long, gold to crimson with white base; short filaments white, glabrous, broader towards base, to 1 mm diam.; anthers 0.5â€“1.5 mm long, orange-brown to red-brown. Ovules 2 per loculus; stigma entire or 3-lobed. Capsule 2â€“5 mm long; seeds c. 2 mm long, silver-grey to black with some white-grey markings, smooth.",usually annual herb to 50 cm high,,,50,,cm,checked
Calamus muelleri,"Description: Climbers with spines and slender cane-like stems to 20 m high, dioecious. Leaves alternate, ± sessile, with hooked spines on the rachis and sheath; lamina pinnate, c. 30â€“50 cm long; segments ± oblanceolate, 9â€“12, 10â€“20 cm long, 3â€“6 cm wide; rachis 16â€“25 cm long, spiny. Sterile inflorescences to 1.2 m long. Fertile inflorescence of 2 or 3 simple panicles, c. 1 m long, the terminal end without flowers or spines. Flowers greenish. Male flowers with outer perianth c. 2 mm long; inner tepals 3, 4â€“5 mm long; stamen 6. Female flowers with outer perianth 1â€“2 mm long; inner tepals 3 mm long; ovary 3-locular, covered with imbricate scales. Fruit globose, c. 12 mm diam., covered with scales, yellow to cream.",climbers with spines and slender stems to 20 m high dioecious.,,,20,,m,checked
Capparis canescens,"Description: Shrub or tree, erect, to 5 m high, hairy. Spines straight, spreading, 6â€“10 mm long, reduced or absent on flowering branches. Leaves broadly elliptic or obovate, obtuse, acute or mucronate, 4.5â€“10 cm long, 2.5â€“6 cm wide, mostly glabrous; base acute to wedge-shaped; midrib flat; 4â€“7 pairs of veins; petiole 1â€“4 cm long. Inflorescence solitary or in collateral pairs in axils of uppermost leaves; pedicels 3â€“10 cm long. Buds prominently quadrangular. Sepals 16â€“23 mm long, outer pair hairy, inner pair glabrous. Petals c. 3 cm long, 2 cm wide, glabrous or woolly at base, white or pink. Stamens 85â€“160. Gynophore 6.5â€“8 cm long, glabrous; ovary elliptic, 4â€“6 mm long; placentas 4 or 5. Fruit globose, 2.5â€“7.5 cm wide, surface various. Seeds several; axis through attachment 7â€“9 mm long.","shrub or tree erect, to 5 m high",,,5,,m,checked
Carissa spinarum,"Description: Spreading low shrub or scrambling climber to 4 m high, with simple or forked spines at many nodes. Leaves ovate to broad-elliptic, 1â€“4 cm long, 10â€“35 mm wide, apex short-acute or obtuse, glabrous, glossy, usually hard, with 2â€“4 pairs or curved, oblique lateral veins; petiole 1â€“3 mm long. Flowers white, fragrant, in sessile or shortly pedunculate axillary and terminal cymes. Calyx lobes c. 2 mm long; without glands. Corolla tube 7â€“8 mm long, lobes ovate, c. 3 mm long. Berry ovoid, 12â€“18 mm long, purplish black, usually 1-seeded; fruit reputedly edible.",spreading low shrub or scrambling climber to 4 m high,,,4,,m,checked
Cascabela thevetia,"Description: Glabrous shrub or small tree to c. 9 m high. Leaves linear or linear-lanceolate, 7â€“15 cm long, 4â€“6 mm wide, apex acuminate, margins recurved, upper surface glossy, lower surface dull; petiole 2â€“3 mm long. Flowers c. 5 cm diam., yellow, fragrant, in few-flowered terminal pedunculate cymes. Corolla tube 2.5â€“4 cm long. Drupe compressed, bluntly angled, 15â€“20 mm long, 25â€“33 mm diam., with thin flesh, red but becoming black later, seeds usually 4.",glabrous shrub or small tree to circa 9 m high.,,,9,,m,checked
Catharanthus roseus,"Description: Erect perennial herb or subshrub to c. 70 cm high. Leaves elliptic, 2.5â€“8 cm long, 10â€“30 mm wide, apex rounded and minutely mucronate, margins undulate, glossy, sparsely hairy; petiole 2â€“10 mm long. Flowers 2.5â€“4 cm diam. Calyx 3â€“5 mm long. Corolla rose-pink or white, often with a red centre; tube 25â€“30 mm long; lobes 20â€“30 mm long. Follicles c. 25 mm long, erect, striated and often pubescent.",erect perennial herb or subshrub to circa 70 cm high.,,,70,,cm,checked
Celtis conferta subsp. amblyphylla,"Description: Trees to 16 m tall, dioecious. Adult leaves leathery, glabrous; petiole 0.5â€“1 cm long; lamina elliptic, (3â€“) 5â€“9 cm long, (1.5â€“) 2â€“4 cm broad; base acute to slightly rounded-obtuse; apex often slightly oblique, entire, rounded; venation 4 or 5 primary veins on each side of midrib above 3 basal veins, reticulate. Juvenile leaves lanceolate, pinnatisect-dentate. Inflorescence dense, in axils of upper leaves, 3â€“5 mm long. Perianth lobes membranous, 1â€“2 mm long, margins dry and more or less membranous. Anthers rounded, 1â€“ 1.5mm long. Ovary 1 mm long, apically truncate with 2 forked stigmatic lobes. Drupe, fleshy, globular, 6â€“7 mm long, purple; style persistent. Endocarp conical, 5.5â€“6 mm long, deeply pitted.",trees to 16 m tall dioecious.,,,16,,m,checked
Cephalaralia cephalobotrys,"Description: Climber or scrambler, to 5 m high; young stems and petiole with retrorse bristles. Leaves with petiole 4â€“12 cm long, petiolules 0.4â€“2.5 cm long, terminal petiolule at least twice as long as the lateral ones; leaflets narrow-ovate to ovate or oblong-lanceolate, 3â€“15 cm long, 1.5â€“7 cm wide, discolorous with upper surface darker and glossy; marginal teeth usually â‰¤ 2 mm long, each with an apical antrorse bristly hair. Inflorescence axes often densely but inconspicuously hairy; petals dark reddish purple or occasionally cream. Fruit c. 5 mm diam., black.",climber or scrambler to 5 m high;,,,5,,m,checked
Chlorophytum comosum,"Description: Tufted perennial herb to c. 60 cm high; roots tuberous, 5â€“10 cm long. Leaves 20â€“45 cm long, 6â€“25 mm wide. Inflorescence 30â€“75 cm long, spreading to decumbent, becoming pendent; scape branched; flowers in clusters of 1â€“6, most aborting; lower bracts subulate, 5â€“8 cm long; upper bracts ovate-acuminate, 2â€“5 cm long; pedicels 4â€“8 mm long, ascending. Tepals 6â€“9 mm long, hooded, green or white, 3-veined. Filaments 3â€“5 mm long; anthers c. 3.5 mm long. Style 3â€“8 mm long. Capsule 4â€“10 mm long; pedicel 10â€“12 mm long.",tufted perennial herb to circa 60 cm high;,,,60,,cm,checked
