source,taxon_name,original_text,text,category,l_absolute_min,l_min,l_max,l_absolute_max,l_units,w_absolute_min,w_min,w_max,w_absolute_max,w_units,checked
missed_pn,Apium prostratum subsp. howense,"Description: Perennial herb, caespitose to trailing, strongly aromatic when bruised. Stems to 30 cm long. Leaves 1-3-pinnate, 2-17 cm long; petiole 1-10 cm long, with membranous, sheathing base; ultimate leaf segments narrow to linear, 1-3 mm broad, often 3-fid at apex. Inflorescence of 1 (-3) umbels per node, (8-) 12-flowered; peduncle 0.5-3 cm long; pedicels 1-5 mm long; bracts obsolete. Sepals obsolete. Petals c. 0.3 mm long, white to pinkish. Fruit rounded, 1.5 mm long, 2 mm broad; mericarp with spongy-corky, rounded, contiguous ribs; oil canals obscure"," fruit rounded, 1.5 mm long, 2 mm broad; mericarp with spongy-corky, rounded, contiguous ribs; oil canals obscure",fruit,,,1.5,,mm,,,2,,mm,checked
missed_pn,Apium prostratum var. prostratum,"Description: Biennial or perennial prostrate herb with branches 30-70 cm long, glabrous. Leaflets Leaflets entire or divided; undivided leaflets and primary segments of divided leaflets ± linear or narrow lanceolate, 6-15 times as long as broad. Umbels 3.5-7 cm diameter, sessile or peduncle 2-20 mm long; rays 2-15 mm, 0.4-5.5 mm long. Petals ovate, 0.8-1.5 mm long, white. Fruit obovate to ± circular, 1.3-2.5 mm long and wide; mericarp with 5 thick longitudinal ribs which almost conceal the narrow furrows between them."," fruit obovate to ± circular, 1.3-2.5 mm longandwide; mericarp with 5 thick longitudinal ribs which almost conceal the narrow furrows between them.",fruit,,1.3,2.5,,mm,,1.3,2.5,,mm,checked
missed_pn,Aponogeton distachyos,"Description: Tuberous aquatic perennial with leaves arising from near the apex of the tuber. Leaves with lamina floating, elliptic, usually to c. 15 cm long and 5 cm wide; petiole to 1 m long, but normally c. 20 cm long. Inflorescence forked, showy, white; each fork to 10 cm long with 6-12 flowers. Each flower with a bract-like perianth segment subtending the much shorter fertile parts of the flower. Perianth segment solitary, petaloid, ovate, 15 mm long, white. Stamens 15-20; anthers dark-coloured. Carpels 3-6. Follicles flask-shaped, to 10 mm long, crowded along the branch."," follicles flask-shaped, to 10 mm long, crowded along the branch.",follicle,,,10,,mm,,,,,,checked
missed_pn,Aponogeton queenslandicus,"Description: Rooted, submerged and floating, perennial aquatic. Tubers 1-5 cm long, 1.8-2.6 cm wide, extremely strigose. Leaves submersed and floating; submersed blades uncommon, elliptic to lanceolate, green, 10-13(-70) cm long, 2.9-4.5 cm wide; margins flat; base obtuse, attenuate, or truncate; apex obtuse; 7-9-veined; 0-1 row of lacunae on each side of midvein; petiole to 15 cm long. Floating leaves ovate or elliptic, 2.8-14(-27) cm long, 0.6-4.3 cm wide; light green to green, base mostly cordate, rarely truncate or cuneate; apex obtuse, mucronulate, acuminate, rarely emarginate; 7-9-veined; petiole to 66 cm long. Peduncle to 30(-73) cm long; 1.8-2.5 mm wide at base often only slightly broadening or to 2-4.5 mm wide at base of inflorescence. Spathe to 1.5 cm long, caducous. Inflorescence yellow, emergent or floating, single, usually tightly-flowered; rachis 15-27(-45) mm wide. Flowers turned in all directions. Perianth segments 2, spathulate, 1-veined, 1.4-2 mm long, 0.5-1 mm wide. Stamens 6, up to 3 mm long, slightly broader at base. Carpels (2-)3(-4). Infructescence dense. Fruit 2.5-4.5 mm long, 2.3-3 mm wide, with a terminal, often curved beak. Seeds narrowly elliptic, 4-13 per fruit, 1.7-3 mm long, 0.6-1 mm wide, with a double testa; outer testa loose, transparent and reticulate, inner testa brown and close fitting."," infructescence dense. fruit 2.5-4.5 mm long, 2.3-3 mm wide, with a terminal, often curved beak.",fruit,,2.5,4.5,,mm,,2.3,3,,mm,checked
missed_pn,Aptenia cordifolia,"Description: Spreading or scrambling herb forming mats c. 1 m diam. Leaves broad-ovate, cordate, 8-26 mm long, 5-18 mm wide. Perianth c. 15 mm long, 2 larger lobes flat and at least as long as the tube, 2 smaller lobes subulate. Staminodes pink to purple, c. 5 mm long, 0.5 mm wide, fused for most of their length. Stamens about half the length of the staminodes. Capsule narrow-obconical, 9-12 mm long, 4-9 mm wide."," capsule narrow-obconical, 9-12 mm long, 4-9 mm wide.",capsule,,9,12,,mm,,4,9,,mm,checked
missed_pn,Araucaria heterophylla,"Description: Tree to 70 m tall with trunk to 2 m diam. Bark peeling in thin flakes. Branches horizontal; ultimate shoots horizontal or somewhat pendulous; shoots, including leaves, 7-10 mm diam. Juvenile leaves subulate, 1-1.25 cm long, incurved, transitional to mature leaves. Mature leaves in imbricate series encircling stems, broadly ovate, 4-7 mm long, 3-6 mm wide, minutely ciliolate, with slightly incurved, blunt, horny apex. Male cones solitary, 4-5 cm long, 1-1.3 cm diam. Female cones subglobose, 7.5-10 cm long, 8-10 cm diam.; scales 3.5-4 cm long, upper half with wings 7-10 mm wide, and an upturned, soft, apical spine 5-8 mm long . Seeds 2.5-3 cm long, 1.3-1.5 cm wide."," male cones solitary, 4-5 cm long, 1-1.3 cm diam. female cones subglobose, 7.5-10 cm long, 8-10 cm diam.; scales 3.5-4 cm long, upper half with wings 7-10 mm wide, and an upturned, soft, apical spine 5-8 mm long .",male_cone,,4,5,,cm,,1,1.3,,cm,checked
missed_pn,Araucaria heterophylla,"Description: Tree to 70 m tall with trunk to 2 m diam. Bark peeling in thin flakes. Branches horizontal; ultimate shoots horizontal or somewhat pendulous; shoots, including leaves, 7-10 mm diam. Juvenile leaves subulate, 1-1.25 cm long, incurved, transitional to mature leaves. Mature leaves in imbricate series encircling stems, broadly ovate, 4-7 mm long, 3-6 mm wide, minutely ciliolate, with slightly incurved, blunt, horny apex. Male cones solitary, 4-5 cm long, 1-1.3 cm diam. Female cones subglobose, 7.5-10 cm long, 8-10 cm diam.; scales 3.5-4 cm long, upper half with wings 7-10 mm wide, and an upturned, soft, apical spine 5-8 mm long . Seeds 2.5-3 cm long, 1.3-1.5 cm wide."," male cones solitary, 4-5 cm long, 1-1.3 cm diam. female cones subglobose, 7.5-10 cm long, 8-10 cm diam.; scales 3.5-4 cm long, upper half with wings 7-10 mm wide, and an upturned, soft, apical spine 5-8 mm long .",female_cone,,7.5,10,,cm,,8,10,,cm,checked
missed_pn,Araujia sericifera,"Description: Climber with twining stems to 5 m high; milky latex copious from cut stems. Leaves with lamina Ã‚Â± triangular to ovate or oblong ovate 3-11 cm long, 1.5-6 cm wide, apex Ã‚Â± acuminate, mucronate, base truncate to slightly cordate, upper surface green and sparsely hairy, lower surface glaucous and minutely pubescent; lamina glands 1-5; petiole 10-40 mm long. Cymes 2-5-flowered. Flowers 2-2.5 cm diam., white or pale pink. Sepals 8-13 mm long. Corolla lobes c. 10 mm long, slightly shorter than tube. Follicles broad-ovoid, 6-10 cm long, 5-7 cm diam., pale glaucous-green, ribbed, wall thick, at first rather soft and fleshy."," follicles broad-ovoid, 6-10 cm long, 5-7 cm diam., pale glaucous-green, ribbed, wall thick, at first rather soft and fleshy.",follicle,,6,10,,cm,,5,7,,cm,checked
missed_pn,Archontophoenix cunninghamiana,"Description: Arborescent, the stems up to 20-25 m high 25 cm diam., enlarged at the base. Leaves pinnately divided, 3-4 m long, with 80-100 pairs of segments; segments linear, 60-90 cm long, 3-8 cm wide, entire, green on both surfaces; petiole 20-25 cm long, sheathing base 60-90 cm long. Inflorescence 1-1.5 m long; spikes 50-80 cm long; spathes 30-40 cm long. Flowers pink to lilac; stamens 9-18. Fruit globose, 13-15 mm diam., red."," fruit globose, 13-15 mm diam., red.",fruit,,13,15,,mm,,13,15,,mm,checked
missed_pn,Aristolochia elegans,"Description: Vigorous climber, glabrous. Leaves broad-cordate to kidney-shaped, mostly wider than long, 3-8 cm long, 3-10 cm wide; lower surface pale, glaucous; petiole 1.5-5 cm long; pseudo-stipules cordate-reniform, deciduous, 7-27 mm long, 9-30 mm wide. Leaves emit an unpleasant odour when crushed. Flowers solitary, axillary. Calyx sigmoid, green-yellow to white, veined and marbled purple to maroon, with a dark throat, glabrous outside; utricle obovoid, 2.5-3.3 cm long; tube 10-20 mm long, expanding abruptly into a spreading limb; limb 1-lobed, disk-shaped, broadly cordate-ovate, 7.5-8 cm long, 8-8.4 cm wide. Capsule ribbed, 5-8 cm long with an apical projection. Seed cordate-triangular, flat, 4-6 mm long, 4-5.5 mm wide, c. 0.2 mm thick, tuberculate, laterally winged; wing 0.25-1 mm wide."," utricle obovoid, 2.5-3.3 cm long; tube 10-20 mm long, expanding abruptly into a spreading limb; limb 1-lobed, disk-shaped, broadly cordate-ovate, 7.5-8 cm long, 8-8.4 cm wide. capsule ribbed, 5-8 cm long with an apical projection.",capsule,,5,8,,cm,,,,,,checked
missed_pn,Aristolochia laheyana,"Description: Slender woody climber with hairs scattered on petioles, young shoots and inflorescences. Leaves lanceolate to narrow-elliptic, 4-12 cm long, 1-4 cm wide, base Ã‚Â± truncate to slightly cordate, glabrous and shiny on both surfaces; dried leaves green with veins yellowish on lower surface; petiole 10-20 mm long, thickened and twisted. Flowers in terminal 2- or 3-flowered racemes or leaf-opposed and solitary. Flowers 20-25 mm long, sparsely hairy, yellow-green with purple veins. Capsule oblong, 3-5 cm long, ribbed."," capsule oblong, 3-5 cm long, ribbed.",capsule,,3,5,,cm,,,,,,checked
missed_pn,Aristolochia meridionalis,"Description: Slender vine with stems to c. 1.5 m long, glabrous. Leaves: pseudo-stipules absent; lamina narrowly sagittate or sagittate to ovate-sagittate, 1.2-11.5 cm long, 0.5-5 cm wide, base sagittate or shallowly to deeply cordate, apex acute to blunt, glabrous above, sparsely puberulent or glabrous below; petiole 0.5-5.5 cm long. Flowers solitary, axillary. Calyx straight or curved, creamish or greyish mottled maroon or purplish brown, glabrous outside; utricle subglobose, 0.3-0.7 cm long; tube 6-14 mm long; limb 1-lobed, linguiform, 0.9-2.2 cm long, 0.2-0.3 cm wide; apex obtuse, mucronate to emarginate. Fruit globose to obloid, 1-2 cm long, 1-1.6 cm diam., not beaked. Seed cordate-triangular, concave-convex, 3-5.5 mm long, 3-5 mm wide, 1-1.5 mm thick, verrucose on both surfaces, not winged."," utricle subglobose, 0.3-0.7 cm long; tube 6-14 mm long; limb 1-lobed, linguiform, 0.9-2.2 cm long, 0.2-0.3 cm wide; apex obtuse, mucronate to emarginate. fruit globose to obloid, 1-2 cm long, 1-1.6 cm diam., .",fruit,,1,2,,cm,,1,1.6,,cm,checked
missed_pn,Aristolochia meridionalis subsp. meridionalis,"Description: Slender vine with stems to c. 1.5 m long, glabrous. Leaves sagittate to ovate-sagittate, sometimes triangular but always less than three times as long as wide, 1.2-9 cm long, 0.9-5 cm wide, base sagittate or shallowly to deeply cordate, apex acute to blunt, glabrous above, sparsely puberulent or glabrous below; petiole 0.5-5.5 cm long. Flowers solitary, axillary. Calyx straight or curved, creamish or greyish mottled maroon or purplish brown, glabrous outside; utricle subglobose, 0.3-0.7 cm long; tube 6-14 mm long; limb 1-lobed, linguiform, 0.9-2.2 cm long, 0.2-0.3 cm wide; apex obtuse, mucronate to emarginate. Fruit globose to obloid, 1-2 cm long, 1-1.6 cm diam., not beaked. Seed cordate-triangular, concave-convex, 3-5.5 mm long, 3-5 mm wide, 1-1.5 mm thick, verrucose on both surfaces, not winged."," utricle subglobose, 0.3-0.7 cm long; tube 6-14 mm long; limb 1-lobed, linguiform, 0.9-2.2 cm long, 0.2-0.3 cm wide; apex obtuse, mucronate to emarginate. fruit globose to obloid, 1-2 cm long, 1-1.6 cm diam., .",fruit,,1,2,,cm,,1,1.6,,cm,checked
missed_pn,Aristolochia praevenosa,"Description: Large woody climber with a dense covering of brown hairs on petioles, young shoots and inflorescences. Leaves ovate to elliptic, 7-25 cm long, 2.5-8 cm wide, base cordate or rounded, upper surface dark green and dull, lower surface with scattered hairs on veins; petiole 10-30 mm long, thickened and twisted. Racemes 2-6-flowered, usually axillary. Flowers c. 20 mm long, moderately hairy, purplish. Capsule oblong to ovoid, 2-4 cm long, ribbed."," capsule oblong to ovoid, 2-4 cm long, ribbed.",capsule,,2,4,,cm,,,,,,checked
missed_pn,Arthropodium fimbriatum,"Description: Erect herb to c. 1 m high; fibrous roots to 9 cm long ending in fusiform tubers. Leaves 2-10, linear, 5-35 cm long, usually 1-4 mm wide, surrounded by leaf fibres. Inflorescence racemose or paniculately 3-branched, 15-100 cm long with lanceolate bracts at the base of each branch; flowers 2-6 per node, usually chocolate-scented; pedicels erect to nodding, 5-15 mm long, articulate 1-6 mm from flower, becoming nodding and ± parallel to axis in fruit; bracts 2.5-15 mm long. Tepals 5-15 mm long, usually ± purple; outer tepals 2.5-4 mm wide; inner tepals 4-6 mm wide. Anthers 3.5-5 mm long, purple; appendages 2, 0.3-1.5 mm long, usually purple; filaments 2-4 mm long, geniculate in upper part. Style 4-7 mm long. Capsule ± cylindrical, c. 5-7 mm long, enclosed by persistent perianth."," capsule ± cylindrical,   5-7 mm long, enclosed by persistent perianth.",capsule,,5,7,,mm,,,,,,checked
missed_pn,Arthropodium milleflorum,"Description: Perennial herb; tubers ellipsoidal, 2-3 cm long, stalked. Leaves 1-17, 3-60 cm long, 1-17 mm wide, Ã‚Â± erect, usually glaucous. Scape usually simple to 4-branched, 24-120 cm long; sterile bracts to 14 cm long; flowers usually 2-9 per node; pedicels spreading to pendent, 5-15 mm long, articulate 1.5-8 mm from flower; bracts Ã‚Â± scarious, 1.5-8 mm long. Tepals 7-10 mm long, rotate to slightly reflexed, white to pale blue or pink; outer tepals 1.3-3.5 mm wide; inner tepals 2.5-6 mm wide, not frimbriate. Anthers 1-2 mm long, purple black; filaments 3-4.5 mm long, densely hairy towards anther, hairs near anthers purple. Style 3.5-6 mm long. Capsule 4-5 mm diam.", capsule 4-5 mm diam.,capsule,,,,,,,4,5,,mm,checked
missed_pn,Arthropodium sp. Albury (A.D.J.Piesse 9),"Description: Erect herb to c. 0.5 m high; roots to 5 cm long ending in fusiform tubers. Leaves 5-20, ± erect, linear to lanceolate, 10-25 cm long, 3-5 mm wide, margins finely ciliate, bases surrounded by leaf fibres. Inflorescence racemose 20-50 cm long; sometimes branched, with short leafy bracts at the base of each branch; flowers usually 2-9 per node; pedicels erect, 5-8 mm long, articulate c. 2 mm from flower; bracts lanceolate. usually 6-15 mm long. Tepals 6-14 mm long, usually ± purple; outer tepals 2-4 mm wide; inner tepals 4-8 mm wide. Anthers 3-5 mm long, purple; appendiges 2, 0.5-1.5 mm long, usually yellow; filaments 1.7-3 mm long, geniculate in upper part. Style 3.5-6 mm long. Capsule ± globose, 4-8 mm diam., initially enclosed by perianth."," capsule ± globose, 4-8 mm diam., initially enclosed by perianth.",capsule,,4,8,,mm,,4,8,,mm,checked
missed_pn,Arthropodium sp. Snowy R. catchment (N.G.Walsh 6195),"Description: Perennial herb; tubers ellipsoidal, 5-10 cm long. Leaves 5-20, 15-60 cm long, 6-20 mm wide. Scape usually simple to 4-branched, 30-150 cm long; sterile bracts to 14 cm long; flowers usually 2-9 per node; pedicels spreading to pendent 5-15 mm long, articulate 1.5-8 mm from flower; bracts Ã‚Â± scarious, 5-15 mm long. Tepals 8-15 mm long, white; outer tepals 2-4 mm wide; inner tepals 5-10 mm wide, fimbriate. Anthers 1-2 mm long, black; filaments 4-8 mm long, densely hairy towards anther, sometimes extended into 'tails' separating from filament below; hairs pale yellow. Style 5-7 mm long. Capsule 5-7 mm diam.", capsule 5-7 mm diam.,capsule,,,,,,,5,7,,mm,checked
missed_pn,Arthropodium sp. South-east Highlands (N.G.Walsh 811),"Description: Perennial herb; tubers ellipsoidal, 2-3 cm long. Leaves 1-20, 3-40 cm long, 1-8 mm wide. Scape usually simple to 4-branched, 20-65 cm long; sterile bracts to 8 cm long; flowers usually 2-9 per node; pedicels spreading to pendent, 5-10 mm long, articulate 1.5-8 mm from flower; bracts Ã‚Â± scarious, 1.5-8 mm long. Tepals 4-6 mm long, greenish pink; outer tepals 1.3-3.5 mm wide; inner tepals 2.5-4 mm wide, not fimbriate. Anthers 1-2 mm long, white to pale green; filaments 2-3.5 mm long, densely hairy towards anther, sometimes extended into 'tails' separating from filament below, white. Style 3-5 mm long. Capsule 4-5 mm diam.", capsule 4-5 mm diam.,capsule,,,,,,,4,5,,mm,checked
missed_pn,Arthropodium strictum,"Description: Erect herb to c. 1 m high; roots to 5 cm long ending in fusiform tubers. Leaves 2-12, linear to lanceolate, 9-65 cm long, 1-12 mm wide, surrounded by leaf fibres. Inflorescence racemose, 20-100 cm long; sometimes branched, with long leafy bracts at the base of each branch; flowers 1 per node, usually chocolate scented; pedicels up to 37 mm long, erect or articulate to 2 mm from flower; bracts lanceolate, usually 6-15 mm long. Tepals 6-14 mm long, usually ± purple; outer tepals 2-4 mm wide; inner tepals 4-8 mm wide. Anthers 3-5 mm long, usually purple; appendages 2, 0.5-1.5 mm long, usually yellow; filaments 1.7-3 mm long, straight. Style 3.5-6 mm long. Capsule ± globose, 4-8 mm diam., initially enclosed by perianth."," capsule ± globose, 4-8 mm diam., initially enclosed by perianth.",capsule,,4,8,,mm,,4,8,,mm,checked
