TRY Data Explorer Output	2020-5-28
Trait List

TraitID	Trait	ObsNum	ObsGRNum	AccSpecNum	
1128	Shoot sulfur (S) content per shoot dry mass	81		21	
1129	Shoot zinc (Zn) content per shoot dry mass	81		21	
1130	Species environmental indicator value according to Ellenberg: continentality	3513		3321	
1131	Species environmental indicator value according to Ellenberg: light	6283		3805	
1132	Species environmental indicator value according to Ellenberg: moisture	6570		3651	
1133	Species environmental indicator value according to Ellenberg: nitrogen	7580		3741	
1134	Species environmental indicator value according to Ellenberg: pH 	7280		3840	
1135	Species environmental indicator value according to Ellenberg: salt tolerance	5387		3123	
1136	Species environmental indicator value according to Ellenberg: temperature	3989		3370	
1137	Species generation overlap	8621		2816	
221	Species genotype: chromosome base number	4298		3098	
224	Species genotype: chromosome cDNA content	86007	83985	7020	
223	Species genotype: chromosome number	82673	74410	7748	
3097	Species genotype: chromosome number gametophytic	3843		1254	
3098	Species genotype: chromosome number sporophytic	7884		2523	
222	Species genotype: chromosome ploidy	81297	72501	7329	
1022	Species genotype: genome size	82		1	
3101	Species genotype: genotypic heterogametic	41		39	
3099	Species genotype: karyotype homoporphic/heteromorphic	43		41	
3100	Species genotype: molecular basis Y / W dominance	12		10	
602	Species habitat characterisation / Plant requirement: precipitation	4235		2100	
600	Species habitat characterisation / Plant requirement: soil pH	4221		2092	
593	Species habitat characterisation / Plant requirement: soil texture	6555		2166	
761	Species habitat characterisation / Plant requirement: soil type	13		13	
3094	Species habitat characterization: aridity index	25		25	
3095	Species habitat characterization: general description	100		25	
3093	Species habitat characterization: potential evapotranspiration	25		25	
3092	Species habitat characterization: precipitation	25		25	
3091	Species habitat characterization: soil hydrology	25		25	
3410	Species habitat characterization: substrate requirement	2884		708	
3096	Species habitat characterization: vegetation type	85202		12828	
2942	Species important species diagnostic traits	1883		1586	
3063	Species invasion introduction year	82		82	
1138	Species nutrient requirements	4769		2206	
1139	Species occurrence rang: typical abundance where naturally occurring	1532		1126	
1140	Species occurrence range characteristics	49339		2399	
826	Species occurrence range: altitude of origin	2726		1414	
825	Species occurrence range: climate type	47458	38159	7750	
823	Species occurrence range: continentality	13763		3177	
822	Species occurrence range: ecological occurrence range	2808	88	1638	
1141	Species occurrence range: elevation range	939		536	
244	Species occurrence range: endemism	4949	303	3890	
824	Species occurrence range: invasiveness	401	319	227	
242	Species occurrence range: mode of introduction	1017		908	
218	Species occurrence range: native vs invasive	56190	5306	25067	
243	Species occurrence range: neophyt status	312		268	
200	Species occurrence range: number of floristic zones	2657		2626	
827	Species occurrence range: origin zonal	6238		3662	
230	Species phyto-sociological group	7477		2914	
3409	Species potential allelopathy	192		191	
2816	Species range: Highland or lowland vicariant of a genus	893	893	112	
208	Species reproduction type	4108		3660	
1143	Species sex: monoecious or dioecious	2807	2784	33	
1144	Species soil moisture requirements	966		453	
1142	Species soil pH requirement	3233	418	562	
1146	Species start of CGO formation versus reproduction	8747		2859	
1145	Species status (nativity at growth location)	2482		1835	
196	Species strategy type according to Grime	4060		3288	
595	Species tolerance to CaCO3	2360	253	2180	
30	Species tolerance to drought	5195	281	3324	
318	Species tolerance to fire	24069	418	6029	
31	Species tolerance to frost	33989		28122	
228	Species tolerance to grazing	927		778	
1038	Species tolerance to heavy metals	241		130	
598	Species tolerance to hedges	2055		2039	
199	Species tolerance to human impact	12765		3492	
227	Species tolerance to mowing	667		665	
1039	Species tolerance to nitrogen inputs	30		29	
601	Species tolerance to planting density	3336		1656	
1254	Species tolerance to salt	4201	275	2981	
603	Species tolerance to shade	13001	265	4027	
1040	Species tolerance to soil aluminium concentration	60		15	
1041	Species tolerance to temperature	66		40	
229	Species tolerance to trampling	667		665	
61	Species tolerance to waterlogging	3735		2564	
35	Species tolerance to windthrow	28		16	
762	Species understory/overstory	2047	2034	46	
574	Species US Federal T/E Status	61		61	
575	Species US Wetland Indicator	1202		1197	
1250	Species yield power class	25	25	1	
625	Stem aluminium (Al) content per stem dry mass	9	9	6	
631	Stem antimony (Sb) content per stem dry mass	9	9	6	
639	Stem arsenic (As) content per stem dry mass	9	9	6	
633	Stem cadmium (Cd) content per stem dry mass	9	9	6	
3462	Stem calcium (Ca) content per dry mass	385		4	
623	Stem calcium (Ca) content per stem dry mass	39	39	11	
407	Stem carbon (C) content per stem dry mass	3103	2041	651	
165	Stem carbon/nitrogen (C/N) ratio	245	245	174	
640	Stem chromium (Cr) content per stem dry mass	9	9	6	
1261	Stem circumference	756	756	59	
1176	Stem color	2640	2640	1029	
170	Stem conduit cross-sectional area (vessels and tracheids)	3752	750	3271	
169	Stem conduit density (vessels and tracheids)	16382	885	7518	
281	Stem conduit diameter (vessels, tracheids)	14902	1193	6353	
1177	Stem conduit length	277	260	153	
172	Stem conduit lumen cross-sectional area (vessels and tracheids) per stem sapwood cross-sectional are	2981	749	2533	
3357	Stem construction type	913	876	865	
636	Stem copper (Cu) content per stem dry mass	196	39	14	
378	Stem cross-sectional area	636	555	95	
801	Stem cross-sectional area at base	122	122	18	
377	Stem cross-sectional area tissue types: pith, xylem, others	240		80	
386	Stem cross-sectional area: fraction of cell wall	32		32	
384	Stem cross-sectional area: fraction of collenchyma cell wall	32		32	
382	Stem cross-sectional area: fraction of tissue other than pith or xylem	80		80	
381	Stem cross-sectional area: fraction of xylem	80		80	
383	Stem cross-sectional area: fraction of xylem cell wall	48		48	
385	Stem cross-sectional area: fraction pith cell wall	32		32	
21	Stem diameter	164605	161331	5106	
524	Stem dry mass per ground area	93	28	10	
1181	Stem dry mass per stem fresh mass (stem dry matter content, StDMC)	561	319	121	
3473	Stem dry mass per stem fresh volume (stem specific density, SSD, wood density) branch	1835	1718	417	
3472	Stem dry mass per stem fresh volume (stem specific density, SSD, wood density) sapwood	2978	2978	580	
1204	Stem dry mass per stem fresh volume (stem specific density, SSD, Wood density) Twigs and branches sm	2406	2406	489	
1256	Stem emergences (pubescence, hairs, spines, thorns)	11469	11469	1120	
1182	Stem form (stem cross-sectional type)	6165	6165	637	
374	Stem fraction of cell wall in collenchym	6		6	
373	Stem fraction of cell wall in pith	4		4	
372	Stem fraction of cell wall in xylem	47		47	
797	Stem fraction of collenchym	19		19	
380	Stem fraction of pith	80		80	
1183	Stem heartwood biomass per ground area	81		10	
2820	Stem image	2641	2641	1029	
402	Stem internode area	82	82	72	
401	Stem internode cross-sectional area per leaf surface area	82	82	72	
393	Stem internode length	369	360	137	
395	Stem internode mass per stem metamer mass	82	82	72	
626	Stem iron (Fe) content per stem dry mass	422	39	15	
1184	Stem latex production	816	816	668	
634	Stem lead (Pb) content per stem dry mass	9	9	6	
326	Stem length	1449	1138	326	
1187	Stem longevity	1636		1222	
624	Stem magnesium (Mg) content per stem dry mass	424	39	15	
3463	Stem manganese (Mn) (manganese) content per dry mass	382		4	
2994	Stem manganese (Mn) content per dry mass	30	30	5	
630	Stem mercury (Hg) content per stem dry mass	9	9	6	
632	Stem molybdenum (Mo) content per stem dry mass	9	9	6	
3464	Stem Na (sodium) content per dry mass	383		4	
635	Stem nickel (Ni) content per stem dry mass	9	9	6	
406	Stem nitrogen (N) content per stem dry mass	2803	1950	435	
799	Stem nitrogen (N) content per stem dry mass vs leaf nitrogen (N) content per leaf dry mass	1	1	1	
528	Stem nitrogen (N) content per unit ground area	6	6	1	
686	Stem nitrogen/phosphorus (N/P) ratio	191		189	
616	Stem phosphorus (P) content per stem dry mass	1913	1296	276	
1233	Stem pith type	767	578	493	
628	Stem potassium (K) content per stem dry mass	424	39	15	
2819	Stem presence	2686	2686	1030	
527	Stem respiration growth coefficient	1	1	1	
519	Stem respiration rate per stem dry mass	920	626	22	
521	Stem respiration rate per stem nitrogen (N) content	58	58	2	
520	Stem respiration rate per stem surface area	26756	26686	49	
532	Stem respiration rate per stem volume	468	462	12	
522	Stem respiration temperature dependence	940	856	53	
526	Stem sapwood carbon (C) content: empirical form factor for calculation	16	16	12	
171	Stem sapwood cross-sectional area per supported leaf surface area (Huber value)	612	603	380	
476	Stem sapwood volume per stem volume	8	8	2	
1188	Stem self-supporting	2446		1718	
3068	Stem slenderness (plant height per diameter at breast height (dbh))	66	66	66	
627	Stem sodium (Na) content per stem dry mass	9	9	6	
4	Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume)	62224	20036	11001	
3452	Stem specific density (SSD): Wood density (heartwood)	53	53	2	
394	Stem specific internode mass	82	82	72	
629	Stem sulfur (S) content per stem dry mass	420	39	15	
530	Stem surface area per stem dry mass	3	3	2	
531	Stem surface area per stem volume	1	1	1	
1189	Stem surface patterning	5282	5282	1029	
637	Stem thallium (Ti) content per stem dry mass	9	9	6	
676	Stem total non-structural carbon (TNC) content per stem dry mass	20		10	
3009	Stem volatile carbon (VOC) content per dry mass	63		62	
362	Stem volume	195	118	94	
638	Stem zinc (Zn) content per stem dry mass	39	39	11	
780	Stomata area per leaf area	113		60	
1265	Stomata conductance at nighttime	525	525	4	
481	Stomata conductance model parameter (Ball-Berry, Jarvis, Leuning)	321	222	51	
45	Stomata conductance per leaf area	48687	43609	2899	
3087	Stomata conductance per leaf area at turgor loss point	25		25	
106	Stomata conductance per leaf dry mass	7876	4725	1832	
428	Stomata conductance: leaf water potential at final reduction	40		34	
427	Stomata conductance: leaf water potential at initial reduction	40		34	
430	Stomata conductance: vapor pressure deficit at final reduction	37		34	
429	Stomata conductance: vapor pressure deficit at initial reduction	37		34	
68	Stomata cross-sectional area	134		81	
63	Stomata density	8350	6877	823	
781	Stomata distribution to ab- and adaxial leaf surfaces	3666	2696	1634	
733	Stomata guard cell size	679	548	184	
67	Stomata index (number of stomata per epidermis cells)	142	29	79	
1190	Stomata length	352	352	4	
735	Stomata pore area per leaf surface area (abaxial, adaxial, total)	90	90	24	
734	Stomata pore length	32	32	16	
1191	Stomata surface area	352	352	4	
1192	Stomata width	352	352	4	
1193	Tiller density: number of tiller per ground area	198	198	5	
1194	Tillering type	8736		2848	
3484	Tree mortality factor	16594	16564	36	
3483	Tree ring width	812460		36	
2965	Twig (branch smaller 2cm) calcium (Ca) content per dry mass	12	12	2	
2966	Twig (branch smaller 2cm) copper (Cu) content per dry mass	12	12	2	
1201	Twig (branch smaller 2cm) dry mass	708	708	73	
2967	Twig (branch smaller 2cm) iron (Fe) content per dry mass	12	12	2	
2969	Twig (branch smaller 2cm) magnesium (Mg) content per dry mass	12	12	2	
2970	Twig (branch smaller 2cm) manganese (Mn) content per dry mass	12	12	2	
1203	Twig (branch smaller 2cm) number of leaves per twig	839	839	105	
2968	Twig (branch smaller 2cm) potassium (K) content per dry mass	12	12	2	
2971	Twig (branch smaller 2cm) sulfur (S) content per dry mass	12	12	2	
2972	Twig (branch smaller 2cm) zinc (Zn) content per dry mass	12	12	2	
691	Twig (fine branch smaller 2mm) carbon (C) content per twig dry mass	248	74	233	
694	Twig (fine branch smaller 2mm) carbon/nitrogen (C/N) ratio	39	39	39	
689	Twig (fine branch smaller 2mm) dry mass per twig fresh mass (twig dry matter content, TDMC)	39	39	39	
692	Twig (fine branch smaller 2mm) lignin content per twig dry mass	39	39	39	
3017	Twig (fine branch smaller 2mm) loss of xylem hydraulic conductivity	25	25	1	
690	Twig (fine branch smaller 2mm) nitrogen (N) content per twig dry mass	51	51	41	
693	Twig (fine branch smaller 2mm) pH	39	39	39	
828	Twig (fine branch smaller 2mm) phosporus (P) content per twig dry mass	51	51	41	
1200	Twig diameter	4223	4222	586	
1202	Twig length	604	604	71	
1208	Vessel cell wall thickness per vessel diameter 	620	614	153	
1209	Vessel grouping index	124	118	49	
3090	Whole plant time until death	25		25	
3369	Wood (heartwood) carbon (C) content per heartwood dry mass	19	19	18	
3455	Wood (heartwood) nitrogen (N) content per heartwood dry mass	143	143	11	
1094	Wood (sapwood) biomass per ground area	82		10	
3368	Wood (sapwood) carbon (C) content per dry mass	24	24	20	
3016	Wood (sapwood) carbon (C) isotope signature (delta13C)	59	59	1	
1095	Wood (sapwood) cross-sectional area	537	525	26	
3021	Wood (sapwood) cross-sectional fraction of axial parenchyma area	780		759	
3019	Wood (sapwood) cross-sectional fraction of fibre area	780		759	
3018	Wood (sapwood) cross-sectional fraction of Vessel (conduit) area	780		759	
3020	Wood (sapwood) cross-sectional fraction of wod ray area	780		759	
3453	Wood (sapwood) nitrogen content per dry mass	425	425	22	
1096	Wood (sapwood) specific conductivity (stem specific conductivity)	2149	2090	1049	
1097	Wood (sapwood) water content	4160	4160	1506	
1098	Wood (sapwood) water storage capacity	34	34	29	
311	Wood aromatic	311		238	
1211	Wood axial parenchyma types	5466	4411	3729	
316	Wood burning splinter test	49		31	
303	Wood cambium type (cambial variant)	495	227	344	
1212	Wood canals types	69	52	68	
1213	Wood carbon (C) isotope signature (delta 13C)	43	43	11	
1260	Wood carbon/nitrogen (C/N) ratio	13	13	1	
292	Wood cellular composition of rays	10657		5100	
315	Wood chrome Azurol-S test	3		2	
1214	Wood conduit pit fraction	178	161	103	
1215	Wood conduit pit membrane thickness	92	89	34	
304	Wood crystal types	12722	550	3601	
3064	Wood density of wood fresh mass	286	286	104	
1216	Wood fiber cell wall thickness	3528	2783	3127	
289	Wood fiber lengths	15849		5759	
1217	Wood fiber septate fibers present	132	93	132	
1218	Wood fiber tension wood present	251	208	248	
288	Wood fiber wall thickness	8201		4934	
1219	Wood fiber-band types	152	136	149	
1220	Wood fiber-pits types	3383	2678	3150	
1221	Wood fibers absent	711	599	639	
1222	Wood fibers absent in the center, present at the periphery of the stem	474	372	441	
1223	Wood fibers not lignified	1	1	1	
286	Wood fibre types	10661	1354	5559	
314	Wood froth test	34		21	
273	Wood growth ring distinction	28497	10349	9103	
310	Wood heartwood color	9114		2969	
312	Wood heartwood fluorescent	54		30	
301	Wood intercellular canals	644		404	
1224	Wood intervessel contact fraction	94	87	48	
1225	Wood intervessel or intertracheid cell wall thickness	155	151	86	
1226	Wood mechanical property: flexual stiffness, elasticity, rupture	537	537	68	
1229	Wood nitrogen (N) content per wood dry mass	24287	24140	40	
1230	Wood nitrogen (N) isotope signature (delta 15N)	13	13	1	
300	Wood oil and mucilage cells presence	438		210	
1231	Wood outer pit aperture diameter	138	122	71	
1232	Wood outer pit aperture diameter / interconduit pit size	136	120	69	
290	Wood parenchyma characteristics	31935		5121	
295	Wood ray cells perforated	671		595	
1234	Wood ray types	11238	9077	3778	
291	Wood ray width	7997		5067	
298	Wood rayless	20		19	
297	Wood rays per millimetre	7512		5061	
564	Wood secretory elements	584		478	
287	Wood septate fibres and parenchyma-like fibre bands	7537		5116	
293	Wood sheath cells	771		674	
565	Wood silica (SiO2) bodies	301		297	
308	Wood silica content per wood dry mass	1156		403	
299	Wood storied structure	1817		713	
1235	Wood storied tissue types	160	124	157	
294	Wood tile cells	66		55	
1198	Wood total interconduit pit (membrane) surface area	192	171	119	
285	Wood tracheids and fibres	782		682	
302	Wood tubes	179		147	
275	Wood vessel arrangement 	1308		911	
1236	Wood vessel cell-wall thickness	1121	928	1030	
1237	Wood vessel density	4095	3273	3743	
1238	Wood vessel diameter	4578	3663	3760	
1239	Wood vessel distribution	6204	4951	3736	
282	Wood vessel element length; stem conduit (vessel and tracheids) element length	15243		5801	
276	Wood vessel grouping	3507	1035	2238	
280	Wood vessel helical thickenings	2311	406	1087	
1240	Wood vessel intervessel pits	4099	3296	3287	
277	Wood vessel outline	2518		2154	
278	Wood vessel perforation plates	14392	4676	9036	
279	Wood vessel pits characteristics (vestured pits)	34903	124	5184	
419	Wood vessel scalariform perforations	1274		1100	
283	Wood vessel tyloses and deposits	2766		1893	
1241	Wood vessel tyloses with thin walls	194	156	190	
1243	Wood vessel vestured pits	172	138	170	
1244	Wood vessel-ray pits	185	150	175	
1245	Wood vessel-walls not lignified	42	38	41	
1246	Wood vessel: dark staining substances in vessels and/or fibers (gum, tannins)	366	283	359	
284	Wood vesselless (vessels absent)	19	6	18	
1205	Wood vessels surrounded by tracheids (vasicentric tracheids)	1268	1174	588	
1210	Wood vestures presence	1081	1037	557	
313	Wood water & ethanol extracts: fluorescence & color	459		99	
296	Wood with disjunctive ray parenchyma cell walls	564		506	
1195	Wood xylem torus diameter	69	60	43	
1196	Wood xylem torus diameter per outer pit apertuer diameter	67	58	42	
1197	Wood xylem torus thickness	37	36	14	
420	Wood: bars per vessel perforation plate	3749		1081	
518	Woody area index (woody stem area per ground area)	11	11	5	
3479	Xylem hydraulic vulnerability curve (P20, P50, P80)	20562		36	
719	Xylem hydraulic vulnerability, xylem cavitation vulnerability, embolism vulnerability, (P20, P50, P8	10363	7924	809	
