Date,Run,Species,Filter Paper,Assay type,Ramp rate (˚C/h),Combination,Fv/Fm,Tcrit (˚C)-hot,Tcrit (˚C)-cold,experiment,location name,latitude (deg),longitude (deg)
20191021,1,Wahlenbergia ceracea,Dry,Hot,120,,0.75,50.03,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,2,Melaleuca citrina,Dry,Hot,120,,0.764,46.44,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,2,Melaleuca citrina,Dry,Hot,120,,0.755,44.87,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,2,Melaleuca citrina,Dry,Hot,120,,0.763,45.4,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,2,Melaleuca citrina,Dry,Hot,120,,0.737,46.35,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,2,Melaleuca citrina,Dry,Hot,120,,0.776,46.67,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,2,Melaleuca citrina,Dry,Hot,120,,0.77,46.36,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,2,Melaleuca citrina,Dry,Hot,120,,0.776,45.37,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,2,Melaleuca citrina,Dry,Hot,120,,0.717,45.08,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,2,Melaleuca citrina,Dry,Hot,120,,0.686,47.41,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,2,Escallonia rubra,Dry,Hot,120,,0.733,44.5,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,2,Escallonia rubra,Dry,Hot,120,,0.774,43.95,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,2,Escallonia rubra,Dry,Hot,120,,0.756,43.93,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,2,Escallonia rubra,Dry,Hot,120,,0.78,47.6,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,2,Escallonia rubra,Dry,Hot,120,,0.728,46.78,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,2,Escallonia rubra,Dry,Hot,120,,0.742,44.22,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,2,Escallonia rubra,Dry,Hot,120,,0.774,45.37,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,2,Escallonia rubra,Dry,Hot,120,,0.739,42.42,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,2,Escallonia rubra,Dry,Hot,120,,0.736,46.39,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,2,Escallonia rubra,Dry,Hot,120,,0.717,45.89,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,2,Wahlenbergia ceracea,Dry,Hot,120,,0.762,45.07,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,2,Wahlenbergia ceracea,Dry,Hot,120,,0.781,45.35,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,2,Wahlenbergia ceracea,Dry,Hot,120,,0.768,45.31,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,2,Wahlenbergia ceracea,Dry,Hot,120,,0.774,44.47,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,2,Wahlenbergia ceracea,Dry,Hot,120,,0.739,46.15,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,2,Wahlenbergia ceracea,Dry,Hot,120,,0.74,45.03,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,2,Wahlenbergia ceracea,Dry,Hot,120,,0.78,46.09,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,2,Wahlenbergia ceracea,Dry,Hot,120,,0.774,47.67,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,2,Wahlenbergia ceracea,Dry,Hot,120,,0.782,46.43,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,2,Wahlenbergia ceracea,Dry,Hot,120,,0.761,48.63,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190708,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.754,-15.73,,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190708,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.681,-15.71,,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190708,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.754,-11.74,,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190708,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.652,-18.33,,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190708,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.782,-18.88,,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190708,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.772,,-14.24,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190708,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.756,,-13.78,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190708,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.767,,-12.65,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190708,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.761,,-13.08,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190708,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.762,,-12.72,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190708,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.822,,-13.75,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190708,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.823,,-12.04,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190708,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.833,,-14.45,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190708,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.834,,-7.7,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190708,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.82,,-16.66,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.797,,-16.98,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190709,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.761,,-17.53,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190709,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.75,,-17.1,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190709,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.623,,-16.59,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190709,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.796,,-18.17,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190709,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.668,,-14.87,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190709,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.709,,-15.19,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190709,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.725,,-13.81,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190709,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.697,,-14.86,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190709,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.74,,-15.1,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.776,,-15.81,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.83,,-11.99,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.808,,-14.18,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.816,,-16.18,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.819,,-16.92,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.812,,-13.54,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.834,,-15.72,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.834,,-7.88,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.823,,-10.43,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.814,,-16.79,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,2,Melaleuca citrina,Wet,Cold,60,Wet 60,0.695,,-11.49,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190709,2,Melaleuca citrina,Wet,Cold,60,Wet 60,0.639,,-15.04,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190709,2,Melaleuca citrina,Wet,Cold,60,Wet 60,0.736,,-11.46,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190709,2,Melaleuca citrina,Wet,Cold,60,Wet 60,0.774,,-10.63,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190709,2,Melaleuca citrina,Wet,Cold,60,Wet 60,0.72,,-14.75,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190709,2,Escallonia rubra,Wet,Cold,60,Wet 60,0.727,,-6.92,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190709,2,Escallonia rubra,Wet,Cold,60,Wet 60,0.752,,-7.93,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190709,2,Escallonia rubra,Wet,Cold,60,Wet 60,0.747,,-9.91,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190709,2,Escallonia rubra,Wet,Cold,60,Wet 60,0.724,,-13.92,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190709,2,Escallonia rubra,Wet,Cold,60,Wet 60,0.742,,-8.01,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190709,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.744,,-6.84,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.829,,-13.85,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.808,,-9.15,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.824,,-11.57,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.812,,-9.94,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.803,,-3.35,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.811,,-10.5,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.792,,-8.66,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.79,,-10.57,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190709,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.794,,-6.02,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.704,,-18.17,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190710,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.716,,-15.82,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190710,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.668,,-18.02,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190710,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.742,,-15.49,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190710,1,Melaleuca citrina,Dry,Cold,60,Dry 60,0.773,,-18.65,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190710,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.742,,-14.11,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190710,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.734,,-14.54,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190710,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.763,,-11.59,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190710,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.694,,-15.7,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190710,1,Escallonia rubra,Dry,Cold,60,Dry 60,0.731,,-13.25,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.813,,-15.77,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.823,,-11.42,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.831,,-11.05,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.834,,-16.32,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.815,,-13.71,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.81,,-13.68,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.815,,-14.66,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.828,,-15.7,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.834,,-13.77,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,1,Wahlenbergia ceracea,Dry,Cold,60,Dry 60,0.821,,-15.75,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,2,Melaleuca citrina,Wet,Cold,60,Wet 60,0.755,,-13.03,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190710,2,Melaleuca citrina,Wet,Cold,60,Wet 60,0.796,,-14.97,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190710,2,Melaleuca citrina,Wet,Cold,60,Wet 60,0.677,,-17.08,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190710,2,Melaleuca citrina,Wet,Cold,60,Wet 60,0.64,,-12.66,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190710,2,Melaleuca citrina,Wet,Cold,60,Wet 60,0.752,,-18.2,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190710,2,Escallonia rubra,Wet,Cold,60,Wet 60,0.708,,-13.95,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190710,2,Escallonia rubra,Wet,Cold,60,Wet 60,0.737,,-15.02,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190710,2,Escallonia rubra,Wet,Cold,60,Wet 60,0.752,,-7.31,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190710,2,Escallonia rubra,Wet,Cold,60,Wet 60,0.708,,-8.18,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190710,2,Escallonia rubra,Wet,Cold,60,Wet 60,0.757,,-6.92,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190710,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.792,,-12.82,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.816,,-13.48,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.831,,-13.85,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.821,,-14.63,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.815,,-13.71,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.783,,-10.35,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.832,,-15.66,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.829,,-12.68,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.816,,-10.37,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190710,2,Wahlenbergia ceracea,Wet,Cold,60,Wet 60,0.798,,-3.65,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.692,,-14.28,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.778,,-12.02,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.636,,-14.52,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.747,,-15.23,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.762,,-16.74,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.679,,-11.49,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.745,,-14.32,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0,,-12.7,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.698,,-11.99,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.717,,-12.47,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190715,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.683,,-8.25,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.674,,-8.86,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.664,,-13.45,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.749,,-9.62,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.751,,-11.48,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.656,,-11.99,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.754,,-13.55,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.677,,-14.42,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.651,,-14.04,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.728,,-10.58,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.808,,-14.89,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.812,,-16.1,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.83,,-13.05,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.818,,-13.88,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.828,,-14.68,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.807,,-15.26,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.82,,-15.64,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.83,,-14.45,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.821,,-13.42,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190715,1,Wahlenbergia ceracea,Dry,Cold,15,Dry 15,0.82,,-16.02,Surface x ramp rate preliminary experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190716,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.762,,-12.86,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.749,,-14.96,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.745,,-12.11,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.717,,-13.56,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.763,,-18.11,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.649,,-15.51,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.726,,-14.52,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.744,,-17.52,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Melaleuca citrina,Dry,Cold,15,Dry 15,0.743,,-14.75,Surface x ramp rate preliminary experiment,"The Australian National University, site 1",-35.279,149.118
20190716,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.68,,-13.69,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.73,,-8.84,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.669,,-12.77,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.723,,-13.23,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.711,,-10.43,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.731,,-9.14,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.717,,-12.89,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.757,,-13.68,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.746,,-13.11,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
20190716,1,Escallonia rubra,Dry,Cold,15,Dry 15,0.722,,-7.89,Surface x ramp rate preliminary experiment,"The Australian National University, site 3",-35.277,149.117
