taxon_name,genus,family,life_history_scored,scoring,source,citation,notes,citation2,ABRS_2022,ATRP_2020,NHNSW_2022,NTH_2022,RBGV_2022,SAH_2022,WAH_2022_1,WAH_2022_2
Tetragonia implexicoma,Tetragonia,Aizoaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Tetragonia microptera,Tetragonia,Aizoaceae,annual,species description,floras,,,,,,,,annual,,,
Tetragonia microptera var. microptera,Tetragonia,Aizoaceae,annual,scored from species (infraspecific taxon),floras-scraped,,,,,,,,,,,
Tetragonia moorei,Tetragonia,Aizoaceae,annual,species description,floras-scraped,,,,,,,,annual,,,annual
Tetragonia nigrescens,Tetragonia,Aizoaceae,perennial,species description,website,POWO; https://www.fernkloof.org.za/,,,,,,,,,,
Tetragonia tetragonoides,Tetragonia,Aizoaceae,annual perennial,species description,floras-scraped,,,,annual perennial,,,,annual,annual perennial,,annual perennial
Trianthema compactum,Trianthema,Aizoaceae,,(unknown-not specified in references),floras-scraped; website,,"flora descriptions exist, but don't specify",,,,,,,,,
Trianthema cusackianum,Trianthema,Aizoaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Trianthema cypseleoides,Trianthema,Aizoaceae,,(unknown-no description found),(unknown-no description found),,extinct with only type specimen known,,,,,,,,,
Trianthema glossostigmum,Trianthema,Aizoaceae,,(unknown-not specified in references),floras-scraped; website,,,,,,,,,,,
Trianthema kimberleyi,Trianthema,Aizoaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Trianthema megaspermum,Trianthema,Aizoaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Trianthema oxycalyptrum,Trianthema,Aizoaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Trianthema oxycalyptrum var. oxycalyptrum,Trianthema,Aizoaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Trianthema oxycalyptrum var. sessiliflorum,Trianthema,Aizoaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Trianthema patellitectum,Trianthema,Aizoaceae,annual perennial,inferred from species description,floras-scraped,NT Flora,uncertain,,,,,,,,,
Trianthema pilosum,Trianthema,Aizoaceae,annual short_lived_perennial,species description,floras,,,,,,,annual short_lived_perennial,,,,annual
Trianthema portulacastrum,Trianthema,Aizoaceae,annual,species description,floras-scraped,,,,,,,annual,,,,annual
Trianthema rhynchocalyptrum,Trianthema,Aizoaceae,perennial,species description,floras-scraped,,,,perennial,,,perennial,,,,perennial
Trianthema sp. Coorabulka (R.W.Purdie 1404),Trianthema,Aizoaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Trianthema sp. Python Pool (G.R.Guerin & M.E.Trudgen GG 1023),Trianthema,Aizoaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Trianthema triquetrum,Trianthema,Aizoaceae,annual short_lived_perennial,species description,floras,,,,,,,annual short_lived_perennial,annual,,,
Trianthema turgidifolium,Trianthema,Aizoaceae,perennial,inferred from species description,floras-scraped,NT Flora,,,,,,,,,,
Zaleya galericulata,Zaleya,Aizoaceae,annual short_lived_perennial,species description,floras,,,,,,,annual short_lived_perennial,,,,perennial
Zaleya galericulata subsp. australis,Zaleya,Aizoaceae,perennial,species description,floras-scraped,,,,,,,,perennial,,,
Zaleya galericulata subsp. galericulata,Zaleya,Aizoaceae,annual short_lived_perennial,species description,floras,,,,,,,,,,,annual perennial
Akania bidwillii,Akania,Akaniaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Alisma lanceolatum,Alisma,Alismataceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,,,perennial
Alisma plantago-aquatica,Alisma,Alismataceae,annual perennial short_lived_perennial,species description,floras,,,,annual perennial,,,,perennial,,,
Astonia australiensis,Astonia,Alismataceae,perennial,species description,taxonomic literature,"Jacobs 1997, Telopea 7(2): 139-141",,,,,,,,,,
Butomopsis latifolia,Butomopsis,Alismataceae,annual,species description,website,POWO,,,,,,,,,,
Caldesia acanthocarpa,Caldesia,Alismataceae,annual perennial,species description,floras-scraped,,,,annual perennial,,,annual perennial,,,,
Caldesia oligococca,Caldesia,Alismataceae,annual perennial,species description,floras-scraped,,,,annual perennial,,,annual perennial,,,,perennial
Caldesia oligococca var. oligococca,Caldesia,Alismataceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Caldesia parnassifolia,Caldesia,Alismataceae,annual perennial,species description,floras,,uncertain,,annual perennial,,,,,,,
Damasonium minus,Damasonium,Alismataceae,annual short_lived_perennial,species description,floras-scraped,,,,annual short_lived_perennial,,,,,,,annual perennial
Echinodorus cordifolius,Echinodorus,Alismataceae,annual,species description,website,wildflower.org,,,,,,,,,,
Hydrocleys nymphoides,Hydrocleys,Alismataceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Limnocharis flava,Limnocharis,Alismataceae,annual perennial,species description,website,weeds.dpi.nsw.gov.au,,,,,,,,,,
Sagittaria brevirostra,Sagittaria,Alismataceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,,,
Sagittaria calycina,Sagittaria,Alismataceae,annual perennial,species description,floras,FoA,,,,,,,,,,
Sagittaria calycina var. calycina,Sagittaria,Alismataceae,annual perennial,species description,floras,FoA,,,annual perennial,,,,,,,
Sagittaria macrophylla,Sagittaria,Alismataceae,perennial,species description,floras-scraped,,,,,,,,perennial,,,
Sagittaria platyphylla,Sagittaria,Alismataceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,perennial,,perennial
Allium ampeloprasum,Allium,Alliaceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,,,perennial
Allium cepa,Allium,Alliaceae,perennial,species description,website,Wikipedia,,,,,,,,,,
Allium neapolitanum,Allium,Alliaceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,,,perennial
Allium oleraceum,Allium,Alliaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Allium orientale,Allium,Alliaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Allium paniculatum,Allium,Alliaceae,perennial,inferred from species description,floras-scraped,,,,,,,,,,,
Allium paniculatum subsp. paniculatum,Allium,Alliaceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,,,
Allium porrum,Allium,Alliaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Allium roseum,Allium,Alliaceae,perennial,species description,floras-scraped,,,,perennial,,,,,perennial,,
Allium scorodoprasum,Allium,Alliaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Allium scorodoprasum subsp. rotundum,Allium,Alliaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Allium scorodoprasum subsp. scorodoprasum,Allium,Alliaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Allium triquetrum,Allium,Alliaceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,,perennial,perennial
Allium tuberosum,Allium,Alliaceae,perennial,species description,website,Wikipedia,,,,,,,,,,
Allium vineale,Allium,Alliaceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,,,perennial
Ipheion uniflorum,Ipheion,Alliaceae,perennial,species description,floras-scraped,,,,,,,,perennial,,perennial,perennial
Nothoscordum borbonicum,Nothoscordum,Alliaceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,,perennial,perennial
Tulbaghia violacea,Tulbaghia,Alliaceae,perennial,species description,website,Wikipedia,,,,,,,,,,
Crispiloba disperma,Crispiloba,Alseuosmiaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Wittsteinia vacciniacea,Wittsteinia,Alseuosmiaceae,perennial,species description,floras-scraped,,,,,,,,perennial,,,
Alstroemeria aurea,Alstroemeria,Alstroemeriaceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,,,
Alstroemeria psittacina,Alstroemeria,Alstroemeriaceae,perennial,species description,floras-scraped,,,,perennial,,,,perennial,,,perennial
Achyranthes arborescens,Achyranthes,Amaranthaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Achyranthes aspera,Achyranthes,Amaranthaceae,perennial short_lived_perennial,scored from genus,floras-scraped,FoA,,,perennial,,,annual short_lived_perennial,,,,perennial
Achyranthes bidentata,Achyranthes,Amaranthaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Achyranthes margaretarum,Achyranthes,Amaranthaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Aerva javanica,Aerva,Amaranthaceae,perennial,species description,floras-scraped,,,,perennial,,,perennial,,perennial,,perennial
Aerva lanata,Aerva,Amaranthaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Alternanthera angustifolia,Alternanthera,Amaranthaceae,annual,species description,floras-scraped,,,,,,,annual,,annual,,annual
Alternanthera angustifolia var. lanata,Alternanthera,Amaranthaceae,annual,inferred from species description,floras-scraped,,,,,,,,,,,
Alternanthera bettzichiana,Alternanthera,Amaranthaceae,perennial,species description,website,https://tropical.theferns.info/,,,,,,,,,,
Alternanthera brasiliana,Alternanthera,Amaranthaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Alternanthera brasiliana var. villosa,Alternanthera,Amaranthaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Alternanthera denticulata,Alternanthera,Amaranthaceae,annual short_lived_perennial perennial,species description,floras-scraped,,,,,,,annual short_lived_perennial,annual perennial,annual,,
Alternanthera denticulata var. denticulata,Alternanthera,Amaranthaceae,annual short_lived_perennial perennial,species description,floras-scraped,,,,,,,,,,,
Alternanthera denticulata var. micrantha,Alternanthera,Amaranthaceae,annual short_lived_perennial perennial,species description,floras-scraped,,,,,,,,,,,
Alternanthera ficoidea,Alternanthera,Amaranthaceae,perennial,species description,website,Discover Nature at JCU - Alternanthera ficoidea - JCU Australia,,,,,,,,,,
Alternanthera nahui,Alternanthera,Amaranthaceae,perennial,species description,taxonomic literature,"Heenan 2009, New Zealand Journal of Botany, 47(1): 97-105",,,,,,,,,,
Alternanthera nana,Alternanthera,Amaranthaceae,annual short_lived_perennial,species description,floras-scraped,,,,,,,annual short_lived_perennial,,annual,,
Alternanthera nodiflora,Alternanthera,Amaranthaceae,annual,species description,floras-scraped,,,,,,,annual,annual,annual,,annual
Alternanthera philoxeroides,Alternanthera,Amaranthaceae,perennial,species description,floras-scraped,,,,,,,,perennial,,,
Alternanthera pungens,Alternanthera,Amaranthaceae,annual perennial,species description,floras-scraped,,,,,,,annual perennial,perennial,annual perennial,perennial,annual perennial
Alternanthera sessilis,Alternanthera,Amaranthaceae,perennial,species description,floras-online,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200006977,,,,,,,,,,
Alternanthera sp. A Flora of New South Wales (M.Gray 5187),Alternanthera,Amaranthaceae,perennial,species description,floras-scraped,,,,,,,,perennial,,,
Alternanthera sp. Mt Isa (R.L.Specht+ 49),Alternanthera,Amaranthaceae,,(unknown-phrase name),undescribed species,,,,,,,,,,,
Amaranthus albus,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,annual,annual,,annual
Amaranthus blitum,Amaranthus,Amaranthaceae,annual,species description,floras-online,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242302535,,,,,,,,,,
Amaranthus caudatus,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,annual,annual,,annual
Amaranthus centralis,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,annual,,,,
Amaranthus clementii,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Amaranthus cochleitepalus,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,annual,,,,annual
Amaranthus cruentus,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,annual,annual,,annual
Amaranthus cuspidifolius,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,annual,,,,
Amaranthus deflexus,Amaranthus,Amaranthaceae,perennial,species description,floras-scraped,,,,,,,,perennial,perennial,,
Amaranthus dubius,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Amaranthus graecizans,Amaranthus,Amaranthaceae,annual,species description,floras-scraped; floras-online,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242415677,,,,,,,,annual,,
Amaranthus graecizans subsp. silvestris,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,annual,,,
Amaranthus grandiflorus,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,annual,annual,annual,,
Amaranthus hybridus,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,annual,annual,,annual
Amaranthus induratus,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Amaranthus interruptus,Amaranthus,Amaranthaceae,annual short_lived_perennial,species description,floras-scraped,,,,,,,annual short_lived_perennial,,annual,,annual
Amaranthus macrocarpus,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,annual,,annual,,
Amaranthus macrocarpus var. macrocarpus,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,annual,,,
Amaranthus macrocarpus var. pallidus,Amaranthus,Amaranthaceae,annual,scored from species (infraspecific taxon),floras-scraped,,,,,,,,,,,
Amaranthus mitchellii,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,,annual,,annual
Amaranthus muricatus,Amaranthus,Amaranthaceae,annual perennial,species description,floras-scraped,,,,,,,,annual,perennial,,
Amaranthus powellii,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,annual,annual,,annual
Amaranthus quitensis,Amaranthus,Amaranthaceae,annual,species description,floras,PlantNet,,,,,,,,,,
Amaranthus retroflexus,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,annual,annual,,annual
Amaranthus rhombeus,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,annual,,,,
Amaranthus spinosus,Amaranthus,Amaranthaceae,annual,species description,floras-online,http://www.efloras.org/florataxon.aspx?flora_id=5&taxon_id=200006989,,,,,,,,,,
Amaranthus tricolor,Amaranthus,Amaranthaceae,annual,species description,floras-online,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=200006990,,,,,,,,,,
Amaranthus undulatus,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,annual,,,,annual
Amaranthus viridis,Amaranthus,Amaranthaceae,annual,species description,floras-scraped,,,,,,,annual,annual,annual,,annual
Celosia argentea,Celosia,Amaranthaceae,annual,species description,floras-scraped,,,,annual,,,annual,,,perennial,
Celosia elegantissima,Celosia,Amaranthaceae,perennial,species description,website,POWO,,,,,,,,,,
Cyathula prostrata,Cyathula,Amaranthaceae,perennial,species description,floras-scraped,,,,,,,perennial,,,,
Deeringia amaranthoides,Deeringia,Amaranthaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Deeringia arborescens,Deeringia,Amaranthaceae,perennial,scored from growth form,AusTraits,,,,,,,,,,,
Froelichia floridana,Froelichia,Amaranthaceae,annual,species description,floras-online,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242415692,,,,,,,,,,
Froelichia gracilis,Froelichia,Amaranthaceae,annual short_lived_perennial,species description,floras-online,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242415690,,,,,,,,,,
Gomphrena affinis,Gomphrena,Amaranthaceae,annual perennial,species description,floras-scraped,,,,,,,,,,,annual perennial
Gomphrena affinis subsp. affinis,Gomphrena,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Gomphrena affinis subsp. pilbarensis,Gomphrena,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Gomphrena arida,Gomphrena,Amaranthaceae,annual,species description,taxonomic literature,"Palmer 1998, Australian Systematic Botany, 11, 73–161",,,,,,,,,,
Gomphrena atrorubra,Gomphrena,Amaranthaceae,annual,species description,floras-scraped,,,,,,,annual,,,,
Gomphrena brachystylis,Gomphrena,Amaranthaceae,annual perennial,species description,floras-scraped,,,,,,,,,,,annual perennial
Gomphrena brachystylis subsp. brachystylis,Gomphrena,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Gomphrena brachystylis subsp. pindanensis,Gomphrena,Amaranthaceae,annual,species description,floras-scraped,,,,,,,,,,,annual
Gomphrena breviflora,Gomphrena,Amaranthaceae,annual perennial,species description,floras-scraped,,,,,,,,,,,annual perennial
Gomphrena canescens,Gomphrena,Amaranthaceae,annual,species description,taxonomic literature,"Palmer 1998, Australian Systematic Botany, 11, 73–161",,,,,,,,,,annual perennial
Gomphrena canescens subsp. canescens,Gomphrena,Amaranthaceae,annual,species description,taxonomic literature,"Palmer 1998, Australian Systematic Botany, 11, 73–161",,,,,,,,,,annual
Gomphrena canescens subsp. erythrina,Gomphrena,Amaranthaceae,annual,species description,taxonomic literature,"Palmer 1998, Australian Systematic Botany, 11, 73–161",,,,,,,,,,
Gomphrena celosioides,Gomphrena,Amaranthaceae,annual perennial,species description,floras-scraped,,,,,,,annual perennial,annual perennial,,,annual
