genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,authors
Acacia,Acacia pachyacra,"erect, bushy or slender, glabrous shrubs 1-2 m high, branching into a number of ascending stems at ground level;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect decumbent bushy,erect ascending bushy,woody,NA,"Citation: J. H. Maiden & W. F. Blakely, J.R. Soc. W. Aust. 13:21 t.14 (1927)."
Acacia,Acacia papyrocarpa,"tall shrubs or small trees 3-7 m high, normally multi-stemmed and forming neat rounded, spreading, umbrageous canopies which often appear silvery-green with new growth;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,spreading,spreading,woody,NA,"Citation: G. Bentham, Fl. Aust. 2:338 (1864)."
Acacia,Acacia pickardii,tall shrubs or small tree 3-5 m high with a single main trunk or branching into a few main stems at or near ground level developing a dense and intricate mid-green crown;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs tree,NA,NA,NA,NA,dense,dense,woody,NA,"Citation: M.D. Tindale, Telopen 1 (5):372 (1978)."
Acacia,Acacia pinguifolia,"dense, glabrous, spreading, light green shrubs 1-2 m high and often 2-3 m across with numerous, terete, ascending,",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,decumbent spreading dense,ascending spreading dense,woody,NA,"Citation: J. M. Black, Trans. R. Soc. S. Aust. 71:20 (1947)"
Acacia,Acacia podalyriifolia,"a bushy tree to 5 m, branchlets terete, hoary with dense, erect,",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,erect dense bushy,erect dense bushy,woody,NA,"Citation: G. Don, Gen. Syst. 2:405 (1832)."
Acacia,Acacia praemorsa,"a shrub 1-2 (-3) m tall, erect, glabrous,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: P. Lang & B. Maslin, J. Adelaide Bot. Gard. 13:118-123 (1990)."
Acacia,Acacia prainii,"erect, bushy, glabrous shrubs 1.5-2.5 m high, branching near ground level into a number of erect ascending stems;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect decumbent bushy,erect ascending bushy,woody,NA,"Citation: J. H. Maiden, J. Proc. R. Soc. N.S.W. 51:238 (1917)."
Acacia,Acacia pravifolia,"small, erect, rigid, prickly, pubescent shrubs 0.5-2 m high.",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: F. Mueller, Fragm. Phyt. Aust. 1:4 (1858)."
Acacia,Acacia pruinocarpa,"shrubs or trees to 10 m high, multi-stemmed or single trunks for about 1 m or more before branching into a few main stems and forming quite dense spreading canopies;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,spreading dense,spreading dense,woody,NA,"Citation: M.D. Tindale, Contrib.N.S.W. Herb. 4:73 (1968)."
Acacia,Acacia pulchella,"a shrub to 1.5 m tall, branching freely;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,NA
Acacia,Acacia quornensis,"erect, glaucous, spreading bushy shrubs 2-3 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect spreading bushy,erect spreading bushy,woody,NA,"Citation: J. M. Black, Trans. R. Soc. S.Aust. 73:6 (1949)."
Acacia,Acacia ramulosa,"erect, muchbranched, widely spreading, dull grey-green shrubs 2-6 m high and often the same or more across, branching into a number of slender stems terete, smooth, reddish-brown to grey;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Citation: W. V. Fitzgerald, J.W. Aust. Nat. Hist. Soc. 2(1):15 (1905)."
Acacia,Acacia rhetinocarpa,"erect, compact, rounded, resinous, spreading shrubs 0.5-1.5 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect spreading compact,erect spreading compact,woody,NA,"Citation: J. M. Black, Trans. R. Soc. S. Aust. 44:193 t.10(1920)."
Acacia,Acacia rhigiophylla,"rigid, prickly, spreading, intricately branched, dark green shrubs 2-3 m high and usually wider than high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,spreading,spreading,woody,NA,"Citation: G. Bentham, Linnaea 26:611 (1855)."
Acacia,Acacia rhodophloia,rounded shrubs or small trees to 4 m tall and with a number of stems;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: B. R. Maslin, J. Adelaide Bot. Gard. 2:317-319(1980)."
Acacia,Acacia rigens,"erect, spreading, muchbranched, glabrous or minutely hairy shrubs 2-3 m high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Citation: G. Don, Gen.Syst. 2:403 (1832)."
Acacia,Acacia rivalis,"small, parachute-shaped trees or shrubs 3-4 m high with a dense domed canopy,",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,dense,dense,woody,NA,"Citation: J. M. Black, Trans. R.Soc. S.Aust. 42:173 t.18 (1918)."
Acacia,Acacia rupicola,"erect, glabrous, rigid, prickly, somewhat diffuse, viscid shrubs with a resinous odour, 1-2.5 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: G. Bentham, Linnaea 26:610 (1855)."
Acacia,Acacia stowardii,erect shrub 2-3m tall to small tree.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: J. H. Maiden, J. Proc. R. Soc. N.S.W. 51:269-271(1917)."
Acacia,Acacia spilleriana,"bushy, compact, rounded, spreading, grey-green shrub 1-3 m tall, bark smooth;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading compact bushy,spreading compact bushy,woody,NA,"Citation: J.E. Brown, Forest FI.S.Aust. 7th. Pt. t.31 (1886)."
Acacia,Acacia spinescens,"small, glabrous, erect, rigid, spreading intricate shrubs to 1 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Citation: G. Bentham, Hook. Lond. J. Bot. 1: 323 (1842)."
Acacia,Acacia wattsiana,"dense, bushy, rounded, spreading, glabrous shrubs 1-2 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,spreading dense bushy,spreading dense bushy,woody,NA,"Citation: G. Bentham, FI. Aust. 2:374 (1864)."
Acacia,Acacia stricta,"tall, erect, dull green or slightly glaucous, glabrous and sometimes viscid shrubs, 2-4 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: C. L. Willdenow, Sp. Pl. 4:1052 (1806). Mimosa stricta Andr., Bot. Repos. 1 :t.53, col. (1799)."
Acacia,Acacia strongylophylla,"erect, glabrous, prickly, straggly shrubs 1-3 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: F. Mueller, Fragm. Phyt. Aust. 8:226 (1874)."
Acacia,Acacia suaveolens,"erect, dull, bluish-green, stiff, glabrous, sometimes spindly shrubs, 1-3 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect spindly,erect spindly,woody,NA,"Citation: C. L. Willdenow, Sp. Pl. 4:1050 (1806). Mimosa suaveolens Sm., Trans. Linn. Soc. Lond. 1:253 (1791)"
Acacia,Acacia olgana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: J. R. Maconochie, J. Adelaide Bot. Gard. 1 (3): 183  (1978)."
Acacia,Acacia symonii,tall shrubs or small trees 3-4 m high with a single trunk or several stems from ground level;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,Citation: J. Adelaide Bot. Gard. 2:167-169 (1980).
Acacia,Acacia tarculensis,"dense, distinctly glaucous, spreading, rounded or often rather flat topped shrubs 1-3 m high and often the same or more across;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,spreading dense,spreading dense,woody,NA,"Citation: J. M. Black, Trans. R.Soc. S.Aust. 36:171 (1912)."
Acacia,Acacia tenuior,presumably a shrub;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: J. Proc. Roy. Soc. N.S.W. 53:186, t.10 (9-17) (1920)"
Acacia,Acacia tenuissima,a slender erect shrub to 2.5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: F. Mueller, J. Proc. Linn. Soc. Bot. 3:122 (1859)."
Acacia,Acacia tetragonophylla,"tall, diffuse, straggly, prickly shrubs or small trees 2-5 m high, a short single trunk branching just above ground level or multi-stemmed;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: F. Mueller, Fragm. Phyt. Aust. 4:3 (1863)."
Acacia,Acacia trineura,"dense, bushy, rounded, spreading, fragrant shrubs 2-5 m high or a small treelike habit with a short trunk;",perennial,inferred_from_growth_form,NA,NA,shrub palmoid,shrubs treelike,NA,NA,NA,NA,spreading dense bushy,spreading dense bushy,woody,NA,"Citation: F. Mueller, Pl. lndig, Colon. Vic. 2:25 (1863)."
Acacia,Acacia triquetra,a spreading glabrous shrub to 1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,NA
Acacia,Acacia validinervia,"erect, small, glaucous shrubs 1-2 m high with a number of thin willowy stems;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: J. H. Maiden & W. F. Blakely, J.R. Soc. W. Aust. 13:15 t.ll (1927)."
Acacia,Acacia verniciflua,"tall, slender, viscid shrubs or small trees 3-5 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: A. Cunningham in Field, Geogr. Mem. N.S.W. 344 (1825)."
Acacia,Acacia verticillata,"rather polymorphic prickly, dull green, spreading-erect, spindly or bushy shrubs, 1-4 m high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,erect spreading bushy spindly,erect spreading bushy spindly,woody,NA,"Citation: C. L. Willdenow, Sp. Pl. 4:1049 (1806). Mimosa verticillata L'Her., Sert. Angl. 30 (1789)."
Acacia,Acacia victoriae,"tall dense, thorny, much branched shrubs 2-5 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,dense,dense,woody,NA,"Citation: G. Bentham in Mitch., J. Exped. Trop. Aust. 333(1848)."
Acacia,Acacia whibleyana,"dense shrub 1.5-2.5 m tall, spreading 2.5-4 m diam.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading dense,spreading dense,woody,NA,NA
Acacia,Acacia wilhelmiana,"syn. bynoeana sens. benth., floweringaust. 2:337 (1864), atque auctt, cum subseq, non quoad benth. (1855). bynoeana benth. var latifolia  black, floweringaust. ed. 2, 2:418 (1948). calamifolia var wilhelmiana(muell.)benth. 2:339~(1864).dense compact, rounded spreading, viscid shrubs 1-3 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,spreading dense compact,spreading dense compact,woody,NA,"Citation: F. Mueller, Trans. Phil. Soc. Vic. 1:37 (1855), vide, A. B. Court, Muelleria 2 (3): 159 (1972)."
Acacia,Acacia farnesiana,"low, muchbranched, thorny shrubs 2-7 m high rarely growing into a small tree;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs tree,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: C. L. Willdenow, Sp. Plant. ed. 4, 4:1083 (1806). Mimosa farnesiana L., Sp. Plant. ed. 1:521 (1753)."
Acacia,Acacia nilotica,"spreading tree to 10 m,",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,spreading,spreading,woody,NA,NA
Acaena,Acaena,perennial herbs with imparipinnate leaves and adnate stipules.,perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Mutis ex L., Mant. Alt. 145 (1771)."
Acaena,Acaena echinata,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Nees in Lehm., Pl. Preiss 1:95 (1844)."
Acaena,Acaena echinata subglabricalyx,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Orch., Trans. R. Soc. S. Aust. 93:99 (1969)."
Acaena,Acaena agnipila tenuispica,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Orch., Trans. R. Soc. S. Aust. 93:95 (1969)."
Acaena,Acaena agnipila aequispina,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Orch., Trans. R. Soc. S. Aust. 93:96 (1969)."
Acaena,Acaena agnipila protenta,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Orch., Trans. R. Soc. S. Aust. 93:97 (1969)."
Acaena,Acaena echinata robusta,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Orch., Trans. R. Soc. S. Aust. 93:99 (1969)."
Acaena,Acaena echinata retrorsumpilosa,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Orch., Trans. R. Soc. S. Aust. 93:101 (1969)."
Acaena,Acaena novae-zelandiae,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: -zelandiae, Kirk, Trans. N.Z. Inst. 3:177(1871)."
Acaena,Acaena agnipila,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Gand., Bull. Soc. Bot. Fr. 59:706 (1912)."
Acaena,Acaena echinata tylacantha,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Orch., Trans. R. Soc. S. Aust. 93:101 (1969)."
Acaena,Acaena ovina,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Cunn. in B. Field, Geog. Mem. N.S.W. 358 (1825) var. velntina Orch., Trans. R. Soc. S. Aust. 93:103 (1969)."
Acanthaceae,Acanthaceae,"herbs or shrubs,",NA,NA,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,Author:Prepared by R. M. Barker
Acanthocladium,Acanthocladium,rigid spinescent shrub with matted white woolly vestiture;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Author:Prepared by L. Haegi; Citation: F. Muell., Fragm. Phyt. Aust. 2:155 ( 1861 )."
Acanthocladium,Acanthocladium dockeri,woolly-tomentose shrub with the ultimate branchlets ending in glabrous slender spines;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: F. Muell., Fragm. Phyt. Aust. 2:156 ( 1861 )."
Acanthus,Acanthus,"shrubs , in introduced species the stem contracted and the leaves arranged in a basal rosette;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,rosette,rosette,woody,NA,"Citation: L., Sp. Pl. 639 (1753)."
Acanthus,Acanthus mollis,"perennial with leaves in basal rosettes, forming a clump circa 0.5 m high and circa 1 m diam.;",perennial,perennial,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,rosette,rosettes,woody,NA,"Citation: . aff. mollis, L., Sp. Pl. 639 (1753)."
Acer,Acer,"trees or shrubs, usually deciduous;",perennial,inferred_from_family,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: L., Sp. Pl. 1054 (1753)."
Acer,Acer pseudoplatanus,spreading tree to 30 m high (much less in s.aust.);,perennial,inferred_from_family,NA,NA,tree,tree,NA,NA,NA,NA,spreading,spreading,woody,NA,"Citation: L., Sp. Pl. 1054 (1753)."
Aceraceae,Aceraceae,"trees or shrubs, usually deciduous;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,Author:Prepared by J. P. Jessop
Achillea,Achillea,perennial herbs with rhizomes;,perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,rhizomatous,rhizomes,herbaceous,NA,"Citation: L., Sp. Pl. 896 (1753)."
Achillea,Achillea millefolium,"perennial herb to 60 cm high, stoloniferous;",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Citation: L., Sp. Pl. 899 (1753)."
Achillea,Achillea tomentosa,"perennial herb to 40 cm high, stoloniferous;",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Citation: L., Sp. Pl. 897 (1753)."
Achnophora,Achnophora,perennial herb;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: F.. Muell., Trans. R. Soc. S. Aust. 6:32 (1883)."
Achnophora,Achnophora tatei,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: F. Muell., Trans. R. Soc. S. Aust. 6:33 (1883)."
Acianthus,Acianthus,terrestrial glabrous herbs.,NA,NA,NA,NA,herb,herbs,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 321 (1810)."
Acianthus,Acianthus exsertus,"slender, glabrous, 7-16 cm high;",NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 321 (1810)."
Acianthus,Acianthus caudatus,"very slender, glabrous, 7-15 cm high;",NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 321 (1810)."
Acroptilon,Acroptilon repens,perennial to 90 cm high;,perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: DC., Prod. 6:663 (1838) subsp. repens."
Acrotriche,Acrotriche,small shrubs with spreading branches and crowded leaves;,perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,spreading,spreading,woody,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 547 (1810)."
Acrotriche,Acrotriche affinis,"erect muchbranched shrub, 20-100 cm high and wide;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: DC., Prod. 7:757 (1839)."
Acrotriche,Acrotriche patula,"rigid divaricately branched shrub, 20-100 cm high, 40-60 cm across;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 547 (1810)."
Acrotriche,Acrotriche cordata,"erect shrub 20-100 cm high, to 120 cm across;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 548 (1810)."
Acrotriche,Acrotriche depressa,"shrub with rigid branches 40-80 cm high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 648 (1810)."
Acrotriche,Acrotriche fasciculiflora,rigid shrub 50-150 cm high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Benth., Fl. Aust. 4:229 (1869)."
Acrotriche,Acrotriche halmaturina,shrub 15-30 cm high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: B. Paterson, Proc. Linn. Soc. N.S.W. 85:90 (1960)."
Acrotriche,Acrotriche serrulata,procumbent or diffuse shrub forming mats 30-90 cm across;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,mat-forming prostrate,forming mats procumbent,woody,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 547 (1810)."
Actinobole,Actinobole,"annual herbs,",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Author:Prepared by P.S. Short; Citation: Fenzl ex Endl., Gen. Pl. Suppl. 3:70 (1843)."
Actinobole,Actinobole uliginosum,herbs.,annual,inferred_from_genus,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation:  H. Eichler, Taxon 12:295 (1963)."
Adenanthos,Adenanthos,"erect rarely prostrate subshrubs, shrubs or trees.",perennial,inferred_from_family,NA,NA,subshrub shrub tree,subshrubs shrubs trees,NA,NA,NA,NA,erect prostrate,erect prostrate,woody,NA,Citation: Labill. Nov. Holl. Pl. Sp. 1:28 (1805).
