taxon_name,trait_name,value_type,value,unit,retain,entity,measurement_remarks,original_name,observation_id,form,leaf,seed,original_text
Allocasuarina grevilleoides,leaf_width,maximum,0.8,mm,good,cladode,,Allocasuarina grevilleoides,0121,"spreading, lignotuberous shrub, 15-30 cm high;",,,"Spreading, lignotuberous shrub, 15-30 cm high; penultimate branchlets green. Branchlets ascending, ±pungent, 1-3 cm long; elongate article(s) 1 or 2, terete to subquadrangular, 10-24 mm long, 0.5-0.8 mm diam., often pubescent when young; phyllichnia flat or with broad shallow median groove; teeth 4, erect to slightly spreading, overlapping, usually shortly fimbriate, 0.3-0.6 mm long, marcescent. Male spikes 2-5 mm long, dense; anther 0.6-0.7 mm long. Cones inconspicuous, ovoid, irregular, sessile, densely and minutely pubescent, becoming glabrous; cone body 9-14 mm long, 6-9 mm diam.; bracts with deciduous awn c. 1.5 mm long; bracteoles greatly thickened but relatively small, acute, protuberance much shorter than bracteole body, divided into 4-6 small pyramidal bodies. Samara 5.5-7 mm long, very dark brown, with long ferruginous hairs."
Allocasuarina lehmanniana,leaf_length,minimum,5,mm,good,cladode,,Allocasuarina lehmanniana,0127,similar to grampiana . dioecious or less commonly monoecious shrub 1.5-4 m high.,,,"Similar to A. grampiana . Dioecious or less commonly monoecious shrub 1.5-4 m high. Branchlet articles 5-9 mm long, 0.7-1.2 mm diam., occasionally with a waxy bloom; phyllichnia rounded to angular; teeth 7 or 8, not overlapping, 0.4-0.8 mm long, not marcescent. Male spikes often moniliform, 1-3 (rarely to 6) cm long, 5-8 whorls per cm; anther 0.6-0.9 mm long. Cones on peduncle 2-38 mm long, rarely sessile; cone body 12-35 mm long, 7-12 mm diam. Samara 4-5.5 mm long, black."
Allocasuarina lehmanniana,leaf_length,maximum,9,mm,good,cladode,,Allocasuarina lehmanniana,0127,similar to grampiana . dioecious or less commonly monoecious shrub 1.5-4 m high.,,,"Similar to A. grampiana . Dioecious or less commonly monoecious shrub 1.5-4 m high. Branchlet articles 5-9 mm long, 0.7-1.2 mm diam., occasionally with a waxy bloom; phyllichnia rounded to angular; teeth 7 or 8, not overlapping, 0.4-0.8 mm long, not marcescent. Male spikes often moniliform, 1-3 (rarely to 6) cm long, 5-8 whorls per cm; anther 0.6-0.9 mm long. Cones on peduncle 2-38 mm long, rarely sessile; cone body 12-35 mm long, 7-12 mm diam. Samara 4-5.5 mm long, black."
Allocasuarina lehmanniana,leaf_width,minimum,0.7,mm,good,cladode,,Allocasuarina lehmanniana,0127,similar to grampiana . dioecious or less commonly monoecious shrub 1.5-4 m high.,,,"Similar to A. grampiana . Dioecious or less commonly monoecious shrub 1.5-4 m high. Branchlet articles 5-9 mm long, 0.7-1.2 mm diam., occasionally with a waxy bloom; phyllichnia rounded to angular; teeth 7 or 8, not overlapping, 0.4-0.8 mm long, not marcescent. Male spikes often moniliform, 1-3 (rarely to 6) cm long, 5-8 whorls per cm; anther 0.6-0.9 mm long. Cones on peduncle 2-38 mm long, rarely sessile; cone body 12-35 mm long, 7-12 mm diam. Samara 4-5.5 mm long, black."
Allocasuarina lehmanniana,leaf_width,maximum,1.2,mm,good,cladode,,Allocasuarina lehmanniana,0127,similar to grampiana . dioecious or less commonly monoecious shrub 1.5-4 m high.,,,"Similar to A. grampiana . Dioecious or less commonly monoecious shrub 1.5-4 m high. Branchlet articles 5-9 mm long, 0.7-1.2 mm diam., occasionally with a waxy bloom; phyllichnia rounded to angular; teeth 7 or 8, not overlapping, 0.4-0.8 mm long, not marcescent. Male spikes often moniliform, 1-3 (rarely to 6) cm long, 5-8 whorls per cm; anther 0.6-0.9 mm long. Cones on peduncle 2-38 mm long, rarely sessile; cone body 12-35 mm long, 7-12 mm diam. Samara 4-5.5 mm long, black."
Allocasuarina mackliniana subsp. hirtilinea,leaf_length,minimum,11,mm,good,cladode,,Allocasuarina mackliniana subsp. hirtilinea,0133,"articles 11-15 mm long, 1-1.3 mm diam., with furrows pubescent, often strongly so;",,,"Articles 11-15 mm long, 1-1.3 mm diam., with furrows pubescent, often strongly so; phyllichnia slightly rounded; teeth 8 or 9, 1.5-2 mm long. Male spikes with c. 7 whorls per cm; anther 1.1-1.5 mm long."
Allocasuarina mackliniana subsp. hirtilinea,leaf_length,maximum,15,mm,good,cladode,,Allocasuarina mackliniana subsp. hirtilinea,0133,"articles 11-15 mm long, 1-1.3 mm diam., with furrows pubescent, often strongly so;",,,"Articles 11-15 mm long, 1-1.3 mm diam., with furrows pubescent, often strongly so; phyllichnia slightly rounded; teeth 8 or 9, 1.5-2 mm long. Male spikes with c. 7 whorls per cm; anther 1.1-1.5 mm long."
Allocasuarina mackliniana subsp. hirtilinea,leaf_width,minimum,1,mm,good,cladode,,Allocasuarina mackliniana subsp. hirtilinea,0133,"articles 11-15 mm long, 1-1.3 mm diam., with furrows pubescent, often strongly so;",,,"Articles 11-15 mm long, 1-1.3 mm diam., with furrows pubescent, often strongly so; phyllichnia slightly rounded; teeth 8 or 9, 1.5-2 mm long. Male spikes with c. 7 whorls per cm; anther 1.1-1.5 mm long."
Allocasuarina mackliniana subsp. hirtilinea,leaf_width,maximum,1.3,mm,good,cladode,,Allocasuarina mackliniana subsp. hirtilinea,0133,"articles 11-15 mm long, 1-1.3 mm diam., with furrows pubescent, often strongly so;",,,"Articles 11-15 mm long, 1-1.3 mm diam., with furrows pubescent, often strongly so; phyllichnia slightly rounded; teeth 8 or 9, 1.5-2 mm long. Male spikes with c. 7 whorls per cm; anther 1.1-1.5 mm long."
Allocasuarina mackliniana subsp. mackliniana,leaf_length,minimum,9,mm,good,cladode,,Allocasuarina mackliniana subsp. mackliniana,0134,"articles 9-17 mm long, 0.8-1.2 mm diam., with furrows usually glabrous;",,,"Articles 9-17 mm long, 0.8-1.2 mm diam., with furrows usually glabrous; phyllichnia rounded; teeth 7-10, 0.7-2 mm long. Male spikes with 6-9 whorls per cm; anther 0.9-1.1 mm long."
Allocasuarina mackliniana subsp. mackliniana,leaf_length,maximum,17,mm,good,cladode,,Allocasuarina mackliniana subsp. mackliniana,0134,"articles 9-17 mm long, 0.8-1.2 mm diam., with furrows usually glabrous;",,,"Articles 9-17 mm long, 0.8-1.2 mm diam., with furrows usually glabrous; phyllichnia rounded; teeth 7-10, 0.7-2 mm long. Male spikes with 6-9 whorls per cm; anther 0.9-1.1 mm long."
Allocasuarina mackliniana subsp. mackliniana,leaf_width,minimum,0.8,mm,good,cladode,,Allocasuarina mackliniana subsp. mackliniana,0134,"articles 9-17 mm long, 0.8-1.2 mm diam., with furrows usually glabrous;",,,"Articles 9-17 mm long, 0.8-1.2 mm diam., with furrows usually glabrous; phyllichnia rounded; teeth 7-10, 0.7-2 mm long. Male spikes with 6-9 whorls per cm; anther 0.9-1.1 mm long."
Allocasuarina mackliniana subsp. mackliniana,leaf_width,maximum,1.2,mm,good,cladode,,Allocasuarina mackliniana subsp. mackliniana,0134,"articles 9-17 mm long, 0.8-1.2 mm diam., with furrows usually glabrous;",,,"Articles 9-17 mm long, 0.8-1.2 mm diam., with furrows usually glabrous; phyllichnia rounded; teeth 7-10, 0.7-2 mm long. Male spikes with 6-9 whorls per cm; anther 0.9-1.1 mm long."
Allocasuarina mackliniana subsp. xerophila,leaf_length,minimum,7,mm,good,cladode,,Allocasuarina mackliniana subsp. xerophila,0135,"articles 7-13 mm long, 0.8-1.4 mm diam., with furrows pubescent when young, usually becoming glabrous;",,,"Articles 7-13 mm long, 0.8-1.4 mm diam., with furrows pubescent when young, usually becoming glabrous; phyllichnia nearly flat to slightly rounded; teeth 7 or 8, 0.7-1.5 mm long. Male spikes with 4.5-5 whorls per cm; anther 0.8-1.5 mm long."
Allocasuarina mackliniana subsp. xerophila,leaf_length,maximum,13,mm,good,cladode,,Allocasuarina mackliniana subsp. xerophila,0135,"articles 7-13 mm long, 0.8-1.4 mm diam., with furrows pubescent when young, usually becoming glabrous;",,,"Articles 7-13 mm long, 0.8-1.4 mm diam., with furrows pubescent when young, usually becoming glabrous; phyllichnia nearly flat to slightly rounded; teeth 7 or 8, 0.7-1.5 mm long. Male spikes with 4.5-5 whorls per cm; anther 0.8-1.5 mm long."
Allocasuarina mackliniana subsp. xerophila,leaf_width,minimum,0.8,mm,good,cladode,,Allocasuarina mackliniana subsp. xerophila,0135,"articles 7-13 mm long, 0.8-1.4 mm diam., with furrows pubescent when young, usually becoming glabrous;",,,"Articles 7-13 mm long, 0.8-1.4 mm diam., with furrows pubescent when young, usually becoming glabrous; phyllichnia nearly flat to slightly rounded; teeth 7 or 8, 0.7-1.5 mm long. Male spikes with 4.5-5 whorls per cm; anther 0.8-1.5 mm long."
Allocasuarina mackliniana subsp. xerophila,leaf_width,maximum,1.4,mm,good,cladode,,Allocasuarina mackliniana subsp. xerophila,0135,"articles 7-13 mm long, 0.8-1.4 mm diam., with furrows pubescent when young, usually becoming glabrous;",,,"Articles 7-13 mm long, 0.8-1.4 mm diam., with furrows pubescent when young, usually becoming glabrous; phyllichnia nearly flat to slightly rounded; teeth 7 or 8, 0.7-1.5 mm long. Male spikes with 4.5-5 whorls per cm; anther 0.8-1.5 mm long."
Allocasuarina monilifera,leaf_length,minimum,6,mm,good,cladode,,Allocasuarina monilifera,0139,similar to grampiana . usually monoecious shrub 1.5-4 m high.,,,"Similar to A. grampiana . Usually monoecious shrub 1.5-4 m high. Branchlet articles 6-11 mm long, 0.6-1.2 mm diam., at least slightly waxy; phyllichnia strongly to slightly rounded; teeth 6-9, erect and appressed to slightly spreading, often overlapping, eventually the apex marcescent, 0.5-1 mm long. Male spikes 1-3.5 cm long, with 3.5-7 whorls per cm; anther 0.7-1.2 mm long. Cones on peduncle 2-10 mm long; cone body 15-30 mm long, 8-14 mm diam.; bracteoles truncate to broadly acute; bracteole protuberance shorter than or occasionally equalling body. Samara 5-6 mm long, very dark brown to black."
Allocasuarina monilifera,leaf_length,maximum,11,mm,good,cladode,,Allocasuarina monilifera,0139,similar to grampiana . usually monoecious shrub 1.5-4 m high.,,,"Similar to A. grampiana . Usually monoecious shrub 1.5-4 m high. Branchlet articles 6-11 mm long, 0.6-1.2 mm diam., at least slightly waxy; phyllichnia strongly to slightly rounded; teeth 6-9, erect and appressed to slightly spreading, often overlapping, eventually the apex marcescent, 0.5-1 mm long. Male spikes 1-3.5 cm long, with 3.5-7 whorls per cm; anther 0.7-1.2 mm long. Cones on peduncle 2-10 mm long; cone body 15-30 mm long, 8-14 mm diam.; bracteoles truncate to broadly acute; bracteole protuberance shorter than or occasionally equalling body. Samara 5-6 mm long, very dark brown to black."
Allocasuarina monilifera,leaf_width,minimum,0.6,mm,good,cladode,,Allocasuarina monilifera,0139,similar to grampiana . usually monoecious shrub 1.5-4 m high.,,,"Similar to A. grampiana . Usually monoecious shrub 1.5-4 m high. Branchlet articles 6-11 mm long, 0.6-1.2 mm diam., at least slightly waxy; phyllichnia strongly to slightly rounded; teeth 6-9, erect and appressed to slightly spreading, often overlapping, eventually the apex marcescent, 0.5-1 mm long. Male spikes 1-3.5 cm long, with 3.5-7 whorls per cm; anther 0.7-1.2 mm long. Cones on peduncle 2-10 mm long; cone body 15-30 mm long, 8-14 mm diam.; bracteoles truncate to broadly acute; bracteole protuberance shorter than or occasionally equalling body. Samara 5-6 mm long, very dark brown to black."
Allocasuarina monilifera,leaf_width,maximum,1.2,mm,good,cladode,,Allocasuarina monilifera,0139,similar to grampiana . usually monoecious shrub 1.5-4 m high.,,,"Similar to A. grampiana . Usually monoecious shrub 1.5-4 m high. Branchlet articles 6-11 mm long, 0.6-1.2 mm diam., at least slightly waxy; phyllichnia strongly to slightly rounded; teeth 6-9, erect and appressed to slightly spreading, often overlapping, eventually the apex marcescent, 0.5-1 mm long. Male spikes 1-3.5 cm long, with 3.5-7 whorls per cm; anther 0.7-1.2 mm long. Cones on peduncle 2-10 mm long; cone body 15-30 mm long, 8-14 mm diam.; bracteoles truncate to broadly acute; bracteole protuberance shorter than or occasionally equalling body. Samara 5-6 mm long, very dark brown to black."
Allocasuarina pinaster,leaf_length,minimum,20,mm,good,cladode,,Allocasuarina pinaster,0148,similar to acuaria . shrub 1-3 m high.,,,"Similar to A. acuaria . Shrub 1-3 m high. Branchlets 2-6 cm long with 1 elongate article; article quadrangular, 2-5 cm long, 1-1.2 mm diam., usually pubescent; phyllichnia flat or with shallow median groove; teeth 4, erect, 4.5-5.0 mm long. Male spikes 5-10 mm long, 8-10 whorls per cm; anther 1-1.4 mm long. Cones sessile or on peduncle to 5 mm long; cone body 14-25 mm long, 12-16 mm diam.; bracteole apex with small deciduous mucro, protuberance separating from bracteole body near base, extending into yellowish awn 3-7 mm long and about as long as or exceeding bracteole apex. Samara 10-11 mm long, dark brown to black."
Allocasuarina pinaster,leaf_length,maximum,50,mm,good,cladode,,Allocasuarina pinaster,0148,similar to acuaria . shrub 1-3 m high.,,,"Similar to A. acuaria . Shrub 1-3 m high. Branchlets 2-6 cm long with 1 elongate article; article quadrangular, 2-5 cm long, 1-1.2 mm diam., usually pubescent; phyllichnia flat or with shallow median groove; teeth 4, erect, 4.5-5.0 mm long. Male spikes 5-10 mm long, 8-10 whorls per cm; anther 1-1.4 mm long. Cones sessile or on peduncle to 5 mm long; cone body 14-25 mm long, 12-16 mm diam.; bracteole apex with small deciduous mucro, protuberance separating from bracteole body near base, extending into yellowish awn 3-7 mm long and about as long as or exceeding bracteole apex. Samara 10-11 mm long, dark brown to black."
Allocasuarina pinaster,leaf_width,minimum,1,mm,good,cladode,,Allocasuarina pinaster,0148,similar to acuaria . shrub 1-3 m high.,,,"Similar to A. acuaria . Shrub 1-3 m high. Branchlets 2-6 cm long with 1 elongate article; article quadrangular, 2-5 cm long, 1-1.2 mm diam., usually pubescent; phyllichnia flat or with shallow median groove; teeth 4, erect, 4.5-5.0 mm long. Male spikes 5-10 mm long, 8-10 whorls per cm; anther 1-1.4 mm long. Cones sessile or on peduncle to 5 mm long; cone body 14-25 mm long, 12-16 mm diam.; bracteole apex with small deciduous mucro, protuberance separating from bracteole body near base, extending into yellowish awn 3-7 mm long and about as long as or exceeding bracteole apex. Samara 10-11 mm long, dark brown to black."
Allocasuarina pinaster,leaf_width,maximum,1.2,mm,good,cladode,,Allocasuarina pinaster,0148,similar to acuaria . shrub 1-3 m high.,,,"Similar to A. acuaria . Shrub 1-3 m high. Branchlets 2-6 cm long with 1 elongate article; article quadrangular, 2-5 cm long, 1-1.2 mm diam., usually pubescent; phyllichnia flat or with shallow median groove; teeth 4, erect, 4.5-5.0 mm long. Male spikes 5-10 mm long, 8-10 whorls per cm; anther 1-1.4 mm long. Cones sessile or on peduncle to 5 mm long; cone body 14-25 mm long, 12-16 mm diam.; bracteole apex with small deciduous mucro, protuberance separating from bracteole body near base, extending into yellowish awn 3-7 mm long and about as long as or exceeding bracteole apex. Samara 10-11 mm long, dark brown to black."
Allocasuarina ramosissima,leaf_length,minimum,6,mm,good,,,Allocasuarina ramosissima,0151,somewhat divaricate shrub circa 1 m high;,,,"Somewhat divaricate shrub c. 1 m high; penultimate branchlets green. Branchlets ascending, verticillate, 1-6 cm long; elongate articles 1-5, terete to subangular, 6-20 mm long, 0.6-1 mm diam., glabrous or pubescent especially in furrows; phyllichnia rounded, lacking median groove; teeth 5, ascending to spreading, markedly overlapping, 0.6-1.3 mm long, marcescent, dark brown with broad white erose margins. Male spikes head-like, 1.5-2.0 mm long, with prominent bracts; anther 0.6-0.7 mm long. Cones ovoid to cylindrical, sessile, with short coarse hairs 1-2 mm long around bracts and bracteoles; cone body 9-13 mm long, 7-9 mm diam.; bracts densely pubescent when young, with deciduous dark brown broadly acute apex with broad erose margins; bracteoles inconspicuous, truncate, with small protuberance apparently superficially divided. Samara 4.5-5.0 mm long, dark brown (including short wing), shortly pubescent on sides of body at least towards base."
Allocasuarina ramosissima,leaf_length,maximum,20,mm,good,,,Allocasuarina ramosissima,0151,somewhat divaricate shrub circa 1 m high;,,,"Somewhat divaricate shrub c. 1 m high; penultimate branchlets green. Branchlets ascending, verticillate, 1-6 cm long; elongate articles 1-5, terete to subangular, 6-20 mm long, 0.6-1 mm diam., glabrous or pubescent especially in furrows; phyllichnia rounded, lacking median groove; teeth 5, ascending to spreading, markedly overlapping, 0.6-1.3 mm long, marcescent, dark brown with broad white erose margins. Male spikes head-like, 1.5-2.0 mm long, with prominent bracts; anther 0.6-0.7 mm long. Cones ovoid to cylindrical, sessile, with short coarse hairs 1-2 mm long around bracts and bracteoles; cone body 9-13 mm long, 7-9 mm diam.; bracts densely pubescent when young, with deciduous dark brown broadly acute apex with broad erose margins; bracteoles inconspicuous, truncate, with small protuberance apparently superficially divided. Samara 4.5-5.0 mm long, dark brown (including short wing), shortly pubescent on sides of body at least towards base."
