narrow endemic,victoria,tasmania,forest,family,species name,ht (m),ll (mm),lw (mm),leaf form,habit,notes,notes2,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,in_Tasmania,in_Victoria,sites
0,1,0,NA,Rhamnaceae,Pomaderris virgata,6,60,20,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Spyridium cinereum,0.2,10,7,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Spyridium nitidum,2,10,3.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Spyridium sp 1,1.6,10,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Spyridium subochreatum,0.6,15,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Rhamnaceae,Trimalium daltonii,3,10,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rosaceae,Rubus rosifolius,0.8,80,30,compound,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Asterolasia asteriscophora,2,45,14,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Asterolasia phebalioides,1,10,4,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Asterolasia trimalioides,0.8,9,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Boronia algida,1,9,4.5,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Boronia coerulescens,1,8,1.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Boronia filifolia,0.5,30,1.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Boronia galbraithiae,2,9.5,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Rutaceae,Boronia latipinna,2,25,7,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Boronia ledifolia,2.5,43,7,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Boronia muelleri,7,25,4.5,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Correa ameula,2.5,60,35,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Correa glabra,2.7,40,17,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Crowea exalata,1,32,4,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Eriostemon/Philotheca angustifolius,0.5,10,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Eriostemon/Philotheca myoporoides,3,120,35,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Eriostemon/Philotheca pungens,0.3,15,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Rutaceae,Eriostemon/Philotheca sp1,1,35,12,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Eriostemon/Philotheca trachyphyllus,6,50,9,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Microcybe multiflora,1,4,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Microcybe pauciflora,0.6,8,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Phebalium brachyphyllum,0.4,5,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Rutaceae,Phebalium frondosum,7,23,15,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Phebalium glandulosum,2.5,30,3.5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Phebalium lamprophyllum,1.5,10,5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Phebalium lowanense,0.6,10,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Phebalium phylicifolium,1.6,30,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Phebalium sp. 1,1.5,3.5,2.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Phebalium squamulosum,3,50,9,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Phebalium stenophyllum,1.5,20,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Philotheca difformis,1,4,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Zieria aspathaloides,1,11,6,compound,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Zieria robusta,2.5,11.5,6.5,compound,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Zieria smithii,2,54,9,compound,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Zieria sp 3,1,20,9,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rutaceae,Zieria sp. 2,0.2,4.5,2,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Rutaceae,Zieria sp.1,3.5,82,16,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Santalaceae,Choretrum glomeratum,3,1,0.5,scale,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Santalaceae,Choretrum pauciflorum,0.5,1,1,scale,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Santalaceae,Exocarpos aphyllus,5,1,1,scale,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Santalaceae,Exocarpos sparteus,6,10,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Santalaceae,Leptomeria acida,3,1,1,scale,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Santalaceae,Leptomeria aphylla,3,1,1,scale,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Santalaceae,Omphacomeria acerba,1.5,0.5,0.5,scale,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Santalaceae,Santalum acuminatum,6,90,15,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Santalaceae,Santalum lanceolatum,7,90,25,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Santalaceae,Santalum murrayanum,4,35,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Santalaceae,Santalum obtusifolium,2.5,65,15,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Sapindaceae,Alectryon oleifolius,6,85,16,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Sapindaceae,Dodonaea boroniifolia,2,10,5.5,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Sapindaceae,Dodonaea bursariifolia,1.5,35,15,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Sapindaceae,Dodonaea heteromorpha,3,83,5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Sapindaceae,Dodonaea hexandra,0.6,14,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Sapindaceae,Dodonaea procumbens,0.1,30,9,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Sapindaceae,Dodonaea rhombifolia,2.5,95,40,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Sapindaceae,Dodonaea stenozyga,1.5,13.5,2,compound,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Sapindaceae,Dodonaea triquetra,3.5,130,47,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Sapindaceae,Dodonaea truncatiales,3,100,13,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,1,NA,Sapindaceae,Dodonaea viscosa,6,155,25,simple,shrub,NA,NA,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Eremophila bignoniiflora,7,20,14,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Eremophila crassifolia,1,8,7,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Eremophila deserti,4,55,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Eremophila divaricata,1.5,15,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Eremophila gibbifolia,0.9,5,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Eremophila glabra,3,60,18,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Eremophila longifolia,8,200,14,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Eremophila maculata,2.5,40,14,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Eremophila oppositifolia,10,90,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Eremophila polyclada,3,50,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Eremophila scoparia,3,15,2.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Eremophila sturtii,3,30,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Myoporum brevipes,2,40,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Myoporum floribundum,3,110,2.5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Myoporum montanum,8,140,10,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Scrophulariceae (Myoporae),Myoporum sp. 1,2,90,40,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Solanaceae,Cyphanthera albicans,3,15,7,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Solanaceae,Cyphanthera anthocercidea,3,75,20,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Solanaceae,Cyphanthera myosotidea,0.5,10,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Solanaceae,Lycium australe,2.5,25,5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Solanaceae,Solanum aviculare,4,100,2,simple,shrub,deeply lobed,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Solanaceae,Solanum brownii,2,120,30,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Solanaceae,Solanum coactiliferum,0.3,50,10,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Solanaceae,Solanum linearifolium,4,100,10,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Solanaceae,Solanum simile,2,80,20,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Thymeleaceae,Pimelea hewardiana,0.7,12,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Thymeleaceae,Pimelea microcephala,2,40,7,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Thymeleaceae,Pimelea octophylla,1,18,6,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Thymeleaceae,Pimelea pagophylla,1.2,20,5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Thymeleaceae,Pimelea stricta,1.5,20,5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Thymeleaceae,Pimelea treyvaudii,0.3,37,10,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Thymeleaceae,Pimelea williamsonii,0.3,15,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Tremandraceae,Tetratheca bauerifolia,0.3,10,4,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Tremandraceae,Tetratheca stenocarpa,0.3,12,10,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Tremandraceae,Tetratheca subaphylla,0.2,3,1,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Tremandraceae,Tetratheca thymifolia,1,15,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Viscaceae,Korthalsella rubra,0.16,1,1,scale,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Viscaceae,Notothixos subaureus,0.4,50,20,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Winteraceae,Tasmannia vickeriana,1.2,20,6,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Zygophyllaceae,Nitraria billardierei,2,40,5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,1,0,Amaranthaceae,Hemichroa diandra,1,10,2,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Amaranthaceae,Hemichroa pentandra,0.2,20,2.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Apiaceae:Mackinlayoideae,Xanthosia tridentata,0.3,15,8,compound,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Apocynaceae,Alyxia buxifolia,2.5,45,25,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Araliaceae,Pseudopanax gunnii,1.5,80,20,compound,shrub,deeply lobed,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Asteraceae,Leucophyta brownii,1,14,1.2,scale,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Asteraceae,Olearia algida,0.7,3,1,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Asteraceae,Olearia axillaris,2,25,3,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Asteraceae,Olearia ciliata,0.8,30,3,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Asteraceae,Olearia glandulosa,2.4,55,2,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Asteraceae,Olearia glutinosa,2,40,2,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Asteraceae,Olearia lepidophylla,0.5,1,0.7,scale,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Asteraceae,Olearia myrsinoides,0.8,30,22,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Asteraceae,Olearia ramulosa,2,15,1.7,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Asteraceae,Ozothamnus obcordatus,1.5,20,10,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Brassicaceae,Lepidium foliosum,0.3,40,6,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Casuarinaceae,Allocasuarina paludosa,3,0.9,0.8,scale,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Chenopodiaceae,Atriplex cinerea,1.8,80,25,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Chenopodiaceae,Atriplex paludosa,1.6,40,8,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Chenopodiaceae,Sclerostegia arbuscula,2,8,4,scale,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Dilleniaceae,Hibbertia acicularis,0.3,7.1,0.9,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Dilleniaceae,Hibbertia calycina,1,15,0.9,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Dilleniaceae,Hibbertia empetrifolia,1,14,6,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Dilleniaceae,Hibbertia obtusifolia,0.6,45,14,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Dilleniaceae,Hibbertia procumbens,0.2,19,2.1,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Dilleniaceae,Hibbertia prostrata,0.2,21,0.7,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Dilleniaceae,Hibbertia sericea,0.7,22,5.1,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Dilleniaceae,Hibbertia serpyllifolia,0.6,6.5,1.1,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Dilleniaceae,Hibbertia virgata,1.5,24,3,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Acrothamnus hookeri,1,10,2.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Acrothamnus montanus,0.5,10,2.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Acrotriche affinis,0.6,11,2.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Acrotriche cordata,0.5,14,4,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Acrotriche serrulata,0.3,11,1.7,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Astroloma pinifolium,1,25,0.6,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Brachyloma depressum,1,15,3,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Epacris gunnii,1,6.5,5.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Epacris lanuginosa,1.6,13,3,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Epacris obtusifolia,1,11,2.8,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Epacris petrophila,0.8,3.2,1.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Leucopogon pilifer,0.1,7,1.3,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Leucopogon virgatus,0.5,25,5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Lissanthe strigosa,1,17,2,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Monotoca empetrifolia,0.4,6,2.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Ericaceae,Styphelia adscendens,0.6,32,6,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Acacia gunnii,1,15,4,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Acacia siculiformis,3,35,4,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Acacia suaveolens,3,120,8,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Acacia ulicifolia,2,15,1.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Almaleea subumbellata,0.2,12,2,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Bossiaea riparia,1,1,1,simple,shrub,almost leafless,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Dillwynia cinerascens,1.5,30,0.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Dillwynia glaberrima,2,30,0.5,simple,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
0,1,1,0,Fabaceae,Gompholobium huegelii,1,20,2,compound,shrub,NA,NA,NA,Tassie_no_climbers,NA,Victoria_no_climbers,Tasmania,Victoria,Tasmania & Victoria
