taxon_name,ParGenTax,ParTribeTax,ParSubfamTax,ParFamTax,ParOrdTax,ParCladeTax,reference,url,pollination,wind_water_animal_pollination,wind_pollination_explicitly_tested,pollination_text,pollination_data_source,syndrome_or_system,confidence_score,pollination_reward,nectar,scent,pollination_reward_text,pollination_reward_data_source,rank_scored_at,entered_by,entry_date
Arabidopsis thaliana,Arabis,Arabideae,NA,Brassicaceae,Brassicales,Malvidae,"TRY- BiolFlor, BASECO, Ecological Flora of the British Isles",NA,insect,animal,no,"""syrphids, bees...insects rare…selfing the rule…autogamous/entomogamous…insect""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,31/1/2022
Chorispora tenella,Chorispora,Chorisporeae,NA,Brassicaceae,Brassicales,Malvidae,"Kew Science. (2022). Chorispora tenella (Pall.) DC. Plants of the World Online. Retrieved 31 January 2022, from https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:281254-1",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:281254-1,insect,animal,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,31/1/2022
Hesperis matronalis,Hesperis,Hesperideae,NA,Brassicaceae,Brassicales,Malvidae,"Majetic, C. J., Raguso, R. A., & Ashman, T.-L. (2009). The sweet smell of success: Floral scent affects pollinator attraction and seed fitness in Hesperis matronalis. Functional Ecology, 23(3), 480–487. https://doi.org/10.1111/j.1365-2435.2008.01517.x",http://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2435.2008.01517.x,insect,animal,no,"""Self-compatible plants set some seed autonomously, but those that receive pollinator visits have threefold higher seed set (Majetic 2008). During the day, flower visitors in Pennsylvania and Ohio are predominately bees (including Bombus spp. and Apis mellifera) and syrphid flies (a combined c. 80% of visitors), with less frequent visits by lepidopterans, including crepuscular moths (Mitchell & Ankeny 2001; Majetic 2008)...Approximately 95% of floral visitors were syrphid flies, with the remaining 5% of visits by small bees and lepidopterans.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",NA,NA,yes,"""Hesperis matronalis flowers emit a complex volatile blend (39 compounds) that varies diurnally (Nielsen et al. 1995; Majetic et al. 2007). Scent emission rates are twofold higher at dusk than at dawn",explicit from the text (described as such),species,Ruby Stephens,31/1/2022
Capparis spinosa,Capparis,NA,NA,Capparaceae,Brassicales,Malvidae,"Zhang, T., & Tan, D.-Y. (2009). An Examination of the Function of Male Flowers in an Andromonoecious Shrub Capparis spinosa. Journal of Integrative Plant Biology, 51(3), 316–324. https://doi.org/10.1111/j.1744-7909.2008.00800.x",http://onlinelibrary.wiley.com/doi/abs/10.1111/j.1744-7909.2008.00800.x,bee,animal,no,"""in the andromonoecious shrub Capparis spinosa L. (Capparaceae)...confirmed that pollen production and cumulative volume and sugar concentration of nectar do not differ between male and perfect flowers...Observations on pollinators indicated that two major pollinators (Xylocopa valga Gerst and Proxylocopa sinensis Wu) did not discriminate between flower morphs and that they transferred pollen grains a similar distance...Six species of insects were recorded as flower visitors. Two species, Xylocopa valga Gerst and Proxylocopa sinensis Wu, were observed contacting floral reproductive structures during each visit and pollinating the flowers (Figure 3).""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar and pollen,yes,NA,"""rewards (i.e. pollen and nectar)…In both male and perfect flowers, nectar was secreted from the surface of a nectary disc at the beginning of anthesis.""",explicit from the text (described as such),species,Ruby Stephens,21/2/2022
Crateva religiosa,Crateva,NA,NA,Capparaceae,Brassicales,Malvidae,"Srinivas, V., Surendra, G., Anjana, M., & Kiran, A. S. (2018). A Scientific review on Crateva religiosa. 7, 6.",https://ijapbc.com/files/23-05-18/02.pdf,insect,animal,no,"""Crataeva religiosa is pollinated by a wide variety of insects.""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,21/2/2022
Carica papaya,Carica,NA,NA,Caricaceae,Brassicales,Malvidae,"Garrett, A. (1995). The pollination biology of Papaw (Carica papaya L.) in Central Queensland [Thesis, CQUniversity]. https://acquire.cqu.edu.au/articles/thesis/The_pollination_biology_of_Papaw_Carica_papaya_L_in_Central_Queensland/13416722/1",https://acquire.cqu.edu.au/articles/thesis/The_pollination_biology_of_Papaw_Carica_papaya_L_in_Central_Queensland/13416722/1,moth,animal,yes,"""Earlier studies on the pollination biology of C. papaya have suggested that it is wind (anemopbilic) and/or insect (entomophi~ic) mediated (Storey 1969b; Free
1970)...Contrary to all previously published research in the area, pollination of C., papaya is carried out by hawkmoths (Lepidoptera: Sphingidae). Seven pollinator species and a further four suspected pollinator species have been identified for the central Queensland region. All species belong to the same subfamily, the Macroglossinae. Contrary to anecdotes from growers, neither native or European bees, nor wind was of significance...""",explicit from the text (described as such),system,"6 - Pollination system, wind pollination explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators tested",nectar,yes,yes,"""The nectar quantity in C. papaya was described by Allan (1963c) as a ""drop of nectar at the base of the corolla tube""…The floral characteristics of papaw circumstantially suggest entomophilic pollen transfer for the following reasons: the timing of anthesis, the emission of scent, the production of nectar of staminate flowers""",explicit from the text (described as such),species,Ruby Stephens,22/2/2022
Emblingia calceoliflora,Emblingia,NA,NA,Emblingiaceae,Brassicales,Malvidae,"Tobe, H. (2015). Floral morphology and structure of Emblingia calceoliflora (Emblingiaceae, Brassicales): Questions and answers. Journal of Plant Research, 128(3), 481–495. https://doi.org/10.1007/s10265-015-0701-3",https://doi.org/10.1007/s10265-015-0701-3,insect,animal,no,"""The flower of Emblingia is highly specialized for adaptation to insect-pollination...the flowers are monosymmetric; the calyx divides itself into five lobes with a longitudinal slit on the anterior side; the corolla comprises two petals, which are valvate and connate to form a characteristic “calceolus” (slipper-like corolla); an androgynophore (torus) with four stamens and four or five appendages is on the top and a swollen nectary gland is at the base...At the time of anthesis, the two longitudinal walls, like a spur, envelop the nectary gland deep in the flower, probably accumulating nectar for pollinators...Why do the flowers of Emblingia change their orienta- tion during their development? It is obviously associated with insect-pollination...Many of the floral features of Emblingia represent a unique syndrome of insect pollination. Emblingia seems to have survived in close association with the pollinators adapted to the particularly dry habitat of Western Australia""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",nectar,yes,NA,"""At the time of anthesis, the two longitudinal walls, like a spur, envelop the nectary gland deep in the flower, probably accumulating nectar for pollinators""",explicit from the text (described as such),species,Ruby Stephens,22/2/2022
Gyrostemon tepperi,Gyrostemon,NA,NA,Gyrostemonaceae,Brassicales,Malvidae,"George, A. S. (2003). Gyrostemonaceae. In K. Kubitzki & C. Bayer (Eds.), Flowering Plants · Dicotyledons: Malvales, Capparales and Non-betalain Caryophyllales (pp. 213–217). Springer. https://doi.org/10.1007/978-3-662-07255-4_25 ; WA FloraBase",https://doi.org/10.1007/978-3-662-07255-4_25,wind,wind,no,"""Except for Walteranthus, Gyrostemonaceae are dioecious. The flowers have no scent. Pollination is by wind.""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",NA,NA,no,"""The flowers have no scent""",explicit from the text (described as such),species,Ruby Stephens,31/1/2022
Gyrostemon thesioides,Gyrostemon,NA,NA,Gyrostemonaceae,Brassicales,Malvidae,"George, A. S. (2003). Gyrostemonaceae. In K. Kubitzki & C. Bayer (Eds.), Flowering Plants · Dicotyledons: Malvales, Capparales and Non-betalain Caryophyllales (pp. 213–217). Springer. https://doi.org/10.1007/978-3-662-07255-4_25 ; NSW PlantNet",https://doi.org/10.1007/978-3-662-07255-4_25 ; https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&photo=25&file=20/882/006828.jpg,wind,wind,no,"""Except for Walteranthus, Gyrostemonaceae are dioecious. The flowers have no scent. Pollination is by wind.""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",NA,NA,no,"""The flowers have no scent""",explicit from the text (described as such),species,Ruby Stephens,31/1/2022
Moringa oleifera,Moringa,NA,NA,Moringaceae,Brassicales,Malvidae,"Bhattacharya, A., & Mandal, S. (2004). Pollination, pollen germination and stigma receptivity in Moringa oleifera Lamk. Grana, 43(1), 48–56. https://doi.org/10.1080/00173134.2004.11877463",https://doi.org/10.1080/00173134.2004.11877463,insect,animal,no,"""Natural populations yield an average of 10.28% fruit and successful pollination of the flowers require a large number of insect (Orders Thysanoptera, Hymenoptera, Lepidoptera and Coleoptera) visitations. Among these Xylocopa is most common...The flowers are white, with unequal petals and have a slight odour. Flower anthesis is of a forenoon pattern (6.00 hrs to 12.00 hrs) after which pollen anthesis and nectar secretion take place (Table I). The immediately burst anthers hold a clump of pollen grains which gradually become dry and release. In the mean time, nectar glands becomes shiny indicating secretion, and a number of insects like Xylocopa, Apis, Vespa, members of Papilionidae, Pieridae and beetles pay their visits to the flower (Table II). Among these Xylocopa sp., (Hymenoptera) which carries a considerable amount of viable pollen grains on leg parts, acts as an effective pollinator. Beside Xylocopa sp. different types of Thrips, Apis sp. and some members of Lepidoptera visit flowers to nourish themselves. Thus, a strong insect pollination system is present in M. oleifera""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar and pollen,yes,yes,"""The flowers are white, with unequal petals and have a slight odour. Flower anthesis is of a forenoon pattern (6.00 hrs to 12.00 hrs) after which pollen anthesis and nectar secretion take place (Table I)…[Table 2 lists species collecting both nectar and pollen rewards]""",explicit from the text (described as such),species,Ruby Stephens,22/2/2022
Reseda alba,Reseda,Resedeae,NA,Resedaceae,Brassicales,Malvidae,"TRY- BiolFLor, BASECO",NA,insect,animal,no,"""syrphids, bees…insects the rule…entomogamous""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,31/1/2022
Tropaeolum majus,Tropaeolum,NA,NA,Tropaeolaceae,Brassicales,Malvidae,TRY- BiolFlor,NA,hymenoptera,animal,no,"""hymenopteres…insects the rule""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,31/1/2022
Bixa orellana,Bixa,NA,NA,Bixaceae,Malvales,Malvidae,"Joseph, N., & Siril, E. A. (2013). Floral Color Polymorphism and Reproductive Success in Annatto (Bixa orellana L.). Tropical Plant Biology, 6(4), 217–227. https://doi.org/10.1007/s12042-013-9128-y",https://doi.org/10.1007/s12042-013-9128-y,insect,animal,no,"""Extra floral nectaries (pedicellar nectaries) of B. orellana are regularly visited by ants and may affect seed set. However, the flowers themselves have no floral nectaries. Thus, the pollinators visit the flowers only to collect pollen. The most frequent pollinators are species in the bee tribe Euglossini (Bentley 1977)...Honey bees (Apis indica), carpenter bees (Xylocopa sp.), black ants (Paratrechina longicornis), weaver ants (Oecophylla smaragdina) and small flies including syrphid flies like Eristalinus aeneus and Syritta pippins were all visitors to B. orellana flowers.""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,pollen,NA,NA,"""Extra floral nectaries (pedicellar nectaries) of B. orellana are regularly visited by ants and may affect seed set. However, the flowers themselves have no floral nectaries. Thus, the pollinators visit the flowers only to collect pollen. """,explicit from the text (described as such),species,Ruby Stephens,23/2/2022
