"","family","taxa","spauth","infraspecauth","species3author","thousandseedweight","materialweigheddesc","seedweightnotes","weightprecision","refdesc","refshort"
"124","AMARANTHACEAE","Atriplex eichleri","Aellen",NA,NA,0.4936,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"125","AMARANTHACEAE","Atriplex eichleri","Aellen",NA,NA,1.3336,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"126","AMARANTHACEAE","Atriplex elachophylla","F.Muell.",NA,NA,6.51,"Diaspore","SD=1.708; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80<U+00B0>C for 24 hours prior to weighing.",3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
"127","AMARANTHACEAE","Atriplex elachophylla","F.Muell.",NA,NA,1.7776,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"128","AMARANTHACEAE","Atriplex elachophylla","F.Muell.",NA,NA,1.8172,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"129","AMARANTHACEAE","Atriplex elachophylla","F.Muell.",NA,NA,2.7124,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"130","AMARANTHACEAE","Atriplex fissivalvis","F.Muell.",NA,NA,0.5676,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"131","AMARANTHACEAE","Atriplex fissivalvis","F.Muell.",NA,NA,0.4504,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"132","AMARANTHACEAE","Atriplex holocarpa","F.Muell.",NA,NA,1.305,"Seed","oven dry",3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
"133","AMARANTHACEAE","Atriplex holocarpa","F.Muell.",NA,NA,2.1,"Seed","dry",1,"Armstrong, D., and M. Westoby. 1993. Seedlings from large seeds tolerate defoliation better: a test using phylogenetically independent contrasts. Ecology, 74:1092-1100.","(Armstrong & Westoby, 1993)"
"134","AMARANTHACEAE","Atriplex holocarpa","F.Muell.",NA,NA,2.934,"Diaspore","SD=0.988; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80<U+00B0>C for 24 hours prior to weighing.",3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
"135","AMARANTHACEAE","Atriplex holocarpa","F.Muell.",NA,NA,31.52,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"136","AMARANTHACEAE","Atriplex holocarpa","F.Muell.",NA,NA,7.9888,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"137","AMARANTHACEAE","Atriplex holocarpa","F.Muell.",NA,NA,6.8246032,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"138","AMARANTHACEAE","Atriplex holocarpa","F.Muell.",NA,NA,6.7096,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"139","AMARANTHACEAE","Atriplex holocarpa","F.Muell.",NA,NA,6.4277778,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"140","AMARANTHACEAE","Atriplex holocarpa","F.Muell.",NA,NA,6.3944,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"141","AMARANTHACEAE","Atriplex holocarpa","F.Muell.",NA,NA,1.283871,"Seed","*Seed weights reported may include minor covering structures",6,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"142","AMARANTHACEAE","Atriplex holocarpa","F.Muell.",NA,NA,1.3416,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"143","AMARANTHACEAE","Atriplex humifusa","Paul G.Wilson",NA,NA,1.74,"Diaspore","SD=0.395; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80<U+00B0>C for 24 hours prior to weighing.",3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
"144","AMARANTHACEAE","Atriplex humifusa","Paul G.Wilson",NA,NA,4.8448,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"145","AMARANTHACEAE","Atriplex humifusa","Paul G.Wilson",NA,NA,2.3428,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"146","AMARANTHACEAE","Atriplex humifusa","Paul G.Wilson",NA,NA,2.3056,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"147","AMARANTHACEAE","Atriplex humifusa","Paul G.Wilson",NA,NA,5.0012,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"148","AMARANTHACEAE","Atriplex incrassata","F.Muell.",NA,NA,19.04,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"149","AMARANTHACEAE","Atriplex infrequens","Paul G.Wilson",NA,NA,0.5371429,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"150","AMARANTHACEAE","Atriplex kochiana","Moq.",NA,NA,5.172,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"151","AMARANTHACEAE","Atriplex limbata","Benth.",NA,NA,5.7032,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"152","AMARANTHACEAE","Atriplex lindleyi","Moq.",NA,NA,0.953,"Seed","oven dry",3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
"153","AMARANTHACEAE","Atriplex lindleyi","Moq.",NA,NA,4.5412,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"154","AMARANTHACEAE","Atriplex lindleyi subsp. inflata","Moq.","(F.Muell.) Paul G.Wilson",NA,0.8268,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"155","AMARANTHACEAE","Atriplex lindleyi subsp. inflata","Moq.","(F.Muell.) Paul G.Wilson",NA,5.63,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"156","AMARANTHACEAE","Atriplex lindleyi subsp. inflata","Moq.","(F.Muell.) Paul G.Wilson",NA,0.5984,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"157","AMARANTHACEAE","Atriplex lindleyi subsp. lindleyi","Moq.",NA,NA,1.2148,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"158","AMARANTHACEAE","Atriplex lobativalvis","F.Muell.",NA,NA,0.7652,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"159","AMARANTHACEAE","Atriplex muelleri","Benth.",NA,NA,2.8476,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"160","AMARANTHACEAE","Atriplex muelleri","Benth.",NA,NA,4.164,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"161","AMARANTHACEAE","Atriplex nessorhina","S.W.L.Jacobs",NA,NA,0.6424,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"162","AMARANTHACEAE","Atriplex nessorhina","S.W.L.Jacobs",NA,NA,1.616,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"163","AMARANTHACEAE","Atriplex nummularia","Lindl.",NA,NA,3.9,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Touchell, D.H. and Dixon, K.W. 1993. Cryopreservation of seed of Western Australian native species. Biodiversity and Conservation, 2(6):594-602.","(Touchell & Dixon, 1993)"
"164","AMARANTHACEAE","Atriplex nummularia","Lindl.",NA,NA,8.62,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
"165","AMARANTHACEAE","Atriplex nummularia","Lindl.",NA,NA,12.76,"Seed","Mid-point of 1000 seed weight range 5.52-20.0g; seed mc not stated, but weight is likely to refer to air-dry seed.",2,"von Carlowitz, P.G. 1991. Multipurpose trees and shrubs: sources of seeds and inoculants. ICRAF, Nairobi. USDA 25.","(von Carlowitz, 1991)"
"166","AMARANTHACEAE","Atriplex nummularia","Lindl.",NA,NA,2.1492,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"167","AMARANTHACEAE","Atriplex nummularia subsp. omissa","Lindl.","Aellen",NA,12.054,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"168","AMARANTHACEAE","Atriplex nummularia subsp. spathulata","Lindl.","Aellen",NA,11.72,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"169","AMARANTHACEAE","Atriplex paludosa subsp. paludosa","R.Br.",NA,NA,2.5532,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"170","AMARANTHACEAE","Atriplex papillata","J.H.Willis",NA,NA,0.2176,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"171","AMARANTHACEAE","Atriplex pseudocampanulata","Aellen",NA,NA,2.4132,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"172","AMARANTHACEAE","Atriplex quinii","F.Muell.",NA,NA,1.004,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"173","AMARANTHACEAE","Atriplex semibaccata","R.Br.",NA,NA,0.69,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Baker Seed Herbarium, California.","(Baker Seed Herbarium, California)"
"174","AMARANTHACEAE","Atriplex semibaccata","R.Br.",NA,NA,1,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Baker Seed Herbarium, California.","(Baker Seed Herbarium, California)"
"175","AMARANTHACEAE","Atriplex semibaccata","R.Br.",NA,NA,1.268,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Baker Seed Herbarium, California.","(Baker Seed Herbarium, California)"
"176","AMARANTHACEAE","Atriplex semibaccata","R.Br.",NA,NA,1.62,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",3,"Baker Seed Herbarium, California.","(Baker Seed Herbarium, California)"
"177","AMARANTHACEAE","Atriplex semibaccata","R.Br.",NA,NA,22.2,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"von Carlowitz, P.G. 1991. Multipurpose trees and shrubs: sources of seeds and inoculants. ICRAF, Nairobi. USDA 25.","(von Carlowitz, 1991)"
"178","AMARANTHACEAE","Atriplex semibaccata","R.Br.",NA,NA,4.5296,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"179","AMARANTHACEAE","Atriplex semibaccata","R.Br.",NA,NA,4.538,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"180","AMARANTHACEAE","Atriplex semibaccata","R.Br.",NA,NA,3.4804,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"181","AMARANTHACEAE","Atriplex semibaccata","R.Br.",NA,NA,2.9628,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"182","AMARANTHACEAE","Atriplex semibaccata","R.Br.",NA,NA,2.7008,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"183","AMARANTHACEAE","Atriplex semibaccata","R.Br.",NA,NA,2.586,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"184","AMARANTHACEAE","Atriplex semibaccata","R.Br.",NA,NA,2.574,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"185","AMARANTHACEAE","Atriplex semilunaris","Aellen",NA,NA,1.4976,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"186","AMARANTHACEAE","Atriplex spinibractea","R.H.Anderson",NA,NA,2.3164,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"187","AMARANTHACEAE","Atriplex spongiosa","F.Muell.",NA,NA,0.55,"Seed","oven dry",2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
"188","AMARANTHACEAE","Atriplex spongiosa","F.Muell.",NA,NA,0.83,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"189","AMARANTHACEAE","Atriplex spongiosa","F.Muell.",NA,NA,3.448,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"190","AMARANTHACEAE","Atriplex sturtii","S.W.L.Jacobs",NA,NA,0.182,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"191","AMARANTHACEAE","Atriplex suberecta","I.Verd.",NA,NA,0.8224,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"192","AMARANTHACEAE","Atriplex turbinata","(R.H.Anderson) Aellen",NA,NA,0.8788,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"193","AMARANTHACEAE","Atriplex velutinella","F.Muell.",NA,NA,2.6816,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"194","AMARANTHACEAE","Atriplex vesicaria","Heward ex Benth.",NA,NA,0.736,"Seed","oven dry",3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
"195","AMARANTHACEAE","Atriplex vesicaria","Heward ex Benth.",NA,NA,1.49,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"196","AMARANTHACEAE","Atriplex vesicaria","Heward ex Benth.",NA,NA,15.0824,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"197","AMARANTHACEAE","Atriplex vesicaria subsp. macrocystidia","Heward ex Benth.","Parr-Sm.",NA,1.8676,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"198","AMARANTHACEAE","Chenopodium auricomum","Lindl.",NA,NA,0.442,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"199","AMARANTHACEAE","Chenopodium desertorum subsp. anidiophyllum","(J.M.Black) J.M.Black","(Aellen) Paul G.Wilson",NA,0.361,"Seed","oven dry",3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
"200","AMARANTHACEAE","Chenopodium desertorum subsp. microphyllum","(J.M.Black) J.M.Black","Paul G.Wilson",NA,0.412,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"201","AMARANTHACEAE","Chenopodium erosum","R.Br.",NA,NA,0.4156,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"202","AMARANTHACEAE","Chenopodium glaucum","L.",NA,NA,0.183,"Seed",NA,3,"Mazer, S. 1989. Ecological, taxonomic, and life history correlates of seed mass among Indiana dunes Angiosperms. Supplement: species list, untransformed seed mass, seed mass class and ecological data associated with each species. Ecological Monographs, 59","(Mazer, 1989)"
"203","AMARANTHACEAE","Chenopodium glaucum","L.",NA,NA,0.28,"Seed","Weight refers to air-dry seeds.",3,"Stevens, O.A. 1957. Weights of seeds and numbers per plant. Weeds, 5:46-55.","(Stevens, 1957)"
"204","AMARANTHACEAE","Deeringia amaranthoides","(Lam.) Merr.",NA,NA,0.198,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"205","AMARANTHACEAE","Dissocarpus biflorus var. cephalocarpus","(R.Br.) F.Muell.","(F.Muell.) A.J.Scott",NA,1.11,"Seed","oven dry, seed",2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
"206","AMARANTHACEAE","Dissocarpus paradoxus","(R.Br.) Ulbr.",NA,NA,2.52,"Seed","oven dry",2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
