sample,tree,taxon,date_time,locality,locality_edited,longitude (deg),latitude (deg),collector,longitude_gda94,latitude_gda94,elevation (m),height_m,stem_density_g_per_ml,stem_mass_g,stem_volume_ml,bark_mass_g,sla_mm2_per_mg,leaf_area_cm2,leaf_mass_g,fruit_mass_mg,fruit_wall_width_mm,fruit_diameter_mm,fruit_height_mm,seed_mass_mg,seed_mass_total_mg,number_of_seeds,leaf_notes,seed_notes,max_height_m,notes
WIL_MGN1_NA_1_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN1,MGN1,142.459,-37.4224,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.684735202,75.19,1.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN1_NA_2_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN1,MGN1,142.459,-37.4224,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.442740286,43.45,0.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN1_NA_3_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN1,MGN1,142.459,-37.4224,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.639008621,43.05,0.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN1_NA_4_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN1,MGN1,142.459,-37.4224,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.468168462,45.62,1.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN1_NA_5_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN1,MGN1,142.459,-37.4224,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.209390178,46.8,1.1118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN1_NA_6_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN1,MGN1,142.459,-37.4224,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.201396973,36.09,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
VER_MGS1_5_1_1_leaf,VER_MGS1_5_leaf,Eucalyptus verrucata,2007-11-30T13:00:00Z,MGS1,MGS1,142.4574,-37.4269,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,2.961556276,63.94,2.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
VER_MGS1_5_2_1_leaf,VER_MGS1_5_leaf,Eucalyptus verrucata,2007-11-30T13:00:00Z,MGS1,MGS1,142.4574,-37.4269,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.29623431,39.39,1.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
VER_MGS1_5_3_1_leaf,VER_MGS1_5_leaf,Eucalyptus verrucata,2007-11-30T13:00:00Z,MGS1,MGS1,142.4574,-37.4269,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.529230769,45.88,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
VER_MGS1_5_4_1_leaf,VER_MGS1_5_leaf,Eucalyptus verrucata,2007-11-30T13:00:00Z,MGS1,MGS1,142.4574,-37.4269,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.618594436,49.43,1.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
VER_MGS1_5_5_1_leaf,VER_MGS1_5_leaf,Eucalyptus verrucata,2007-11-30T13:00:00Z,MGS1,MGS1,142.4574,-37.4269,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.164512922,63.67,2.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN1_NA_1_2_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN1,MGN1,142.459,-37.4224,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.72244898,28.04,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN1_NA_2_2_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN1,MGN1,142.459,-37.4224,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.319057816,24.84,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN1_NA_3_2_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN1,MGN1,142.459,-37.4224,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.818181818,30.08,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN1_NA_4_2_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN1,MGN1,142.459,-37.4224,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.697050938,21.25,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN1_NA_5_2_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN1,MGN1,142.459,-37.4224,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.866863905,19.83,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN1_NA_6_2_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN1,MGN1,142.459,-37.4224,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.108247423,23.7,0.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGS3_NA_1_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGS3,MGS3,142.4574,-37.4621,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.680942184,26.53,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGS3_NA_2_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGS3,MGS3,142.4574,-37.4621,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.040441176,49.29,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGS3_NA_3_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGS3,MGS3,142.4574,-37.4621,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.412371134,24.88,0.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGS3_NA_4_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGS3,MGS3,142.4574,-37.4621,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.725,32.06,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGS3_NA_5_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGS3,MGS3,142.4574,-37.4621,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.578078078,43.81,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGS3_NA_6_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGS3,MGS3,142.4574,-37.4621,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.82970297,29.44,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGS4_NA_1_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGS4,MGS4,142.4577,-37.4263,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.709090909,20.72,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGS4_NA_2_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGS4,MGS4,142.4577,-37.4263,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.398268398,15.7,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGS4_NA_3_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGS4,MGS4,142.4577,-37.4263,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.202879581,32.11,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGS4_NA_4_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGS4,MGS4,142.4577,-37.4263,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.603197674,24.79,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN3_NA_1_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN3,MGN3,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.258992806,5.92,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN3_NA_2_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN3,MGN3,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.188732394,14.87,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN3_NA_3_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN3,MGN3,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.354243542,11.8,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN3_NA_4_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN3,MGN3,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.180327869,10.2,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN3_NA_5_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN3,MGN3,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.35106383,12.27,0.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN3_NA_6_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN3,MGN3,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.257142857,16.39,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MGN3_NA_7_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MGN3,MGN3,142.4581,-37.4228,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.264705882,11.6,0.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OBL_MGS2_NA_1_1_leaf,NA,Eucalyptus obliqua,2007-11-30T13:00:00Z,MGS2,MGS2,142.4584,-37.4259,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.10199005,32.98,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OBL_MGS2_NA_2_1_leaf,NA,Eucalyptus obliqua,2007-11-30T13:00:00Z,MGS2,MGS2,142.4584,-37.4259,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.689795918,34.47,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OBL_MGS2_NA_3_1_leaf,NA,Eucalyptus obliqua,2007-11-30T13:00:00Z,MGS2,MGS2,142.4584,-37.4259,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.0761347,41.5,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OBL_MGS2_NA_4_1_leaf,NA,Eucalyptus obliqua,2007-11-30T13:00:00Z,MGS2,MGS2,142.4584,-37.4259,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.039840637,50.6,1.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OBL_MGS2_NA_5_1_leaf,NA,Eucalyptus obliqua,2007-11-30T13:00:00Z,MGS2,MGS2,142.4584,-37.4259,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.03343465,33.12,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALA_TBGN2_1_1_1_leaf,ALA_TBGN2_1_leaf,Eucalyptus alaticaulis,2007-11-30T13:00:00Z,TBGN2,TBGN2,142.4965,-37.3559,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.956747405,40.21,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALA_TBGN2_1_2_1_leaf,ALA_TBGN2_1_leaf,Eucalyptus alaticaulis,2007-11-30T13:00:00Z,TBGN2,TBGN2,142.4965,-37.3559,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.841549296,38.86,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALA_TBGN2_1_3_1_leaf,ALA_TBGN2_1_leaf,Eucalyptus alaticaulis,2007-11-30T13:00:00Z,TBGN2,TBGN2,142.4965,-37.3559,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.525337838,38.63,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALA_TBGN2_2_4_1_leaf,ALA_TBGN2_2_leaf,Eucalyptus alaticaulis,2007-11-30T13:00:00Z,TBGN2,TBGN2,142.4965,-37.3559,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.421917808,23.44,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALA_TBGN2_2_5_1_leaf,ALA_TBGN2_2_leaf,Eucalyptus alaticaulis,2007-11-30T13:00:00Z,TBGN2,TBGN2,142.4965,-37.3559,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.698529412,18.22,0.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALA_TBGN2_2_6_1_leaf,ALA_TBGN2_2_leaf,Eucalyptus alaticaulis,2007-11-30T13:00:00Z,TBGN2,TBGN2,142.4965,-37.3559,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.729613734,31.36,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
VER_MGS1_6_1_1_leaf,VER_MGS1_6_leaf,Eucalyptus verrucata,2007-11-30T13:00:00Z,MGS1,MGS1,142.4574,-37.4269,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.314685315,27.09,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
VER_MGS1_6_2_1_leaf,VER_MGS1_6_leaf,Eucalyptus verrucata,2007-11-30T13:00:00Z,MGS1,MGS1,142.4574,-37.4269,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.963282937,27.61,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
VER_MGS1_6_3_1_leaf,VER_MGS1_6_leaf,Eucalyptus verrucata,2007-11-30T13:00:00Z,MGS1,MGS1,142.4574,-37.4269,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.288416076,26.6,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
VER_MGS1_6_4_1_leaf,VER_MGS1_6_leaf,Eucalyptus verrucata,2007-11-30T13:00:00Z,MGS1,MGS1,142.4574,-37.4269,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.312655087,25.44,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
VER_MGS1_6_5_1_leaf,VER_MGS1_6_leaf,Eucalyptus verrucata,2007-11-30T13:00:00Z,MGS1,MGS1,142.4574,-37.4269,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.274509804,19.2,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_CGS7_1_1_1_leaf,SAB_CGS7_1_leaf,Eucalyptus sabulosa,2007-11-30T13:00:00Z,CGS7,CGS7,142.3673,-37.5679,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,8.985294118,6.11,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_CGS7_1_2_1_leaf,SAB_CGS7_1_leaf,Eucalyptus sabulosa,2007-11-30T13:00:00Z,CGS7,CGS7,142.3673,-37.5679,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,8.209677419,10.18,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_CGS7_1_3_1_leaf,SAB_CGS7_1_leaf,Eucalyptus sabulosa,2007-11-30T13:00:00Z,CGS7,CGS7,142.3673,-37.5679,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.867052023,10.15,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_CGS7_2_4_1_leaf,SAB_CGS7_2_leaf,Eucalyptus sabulosa,2007-11-30T13:00:00Z,CGS7,CGS7,142.3673,-37.5679,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.234567901,5.86,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_CGS7_2_5_1_leaf,SAB_CGS7_2_leaf,Eucalyptus sabulosa,2007-11-30T13:00:00Z,CGS7,CGS7,142.3673,-37.5679,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,7.274509804,11.13,0.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_CGS7_2_6_1_leaf,SAB_CGS7_2_leaf,Eucalyptus sabulosa,2007-11-30T13:00:00Z,CGS7,CGS7,142.3673,-37.5679,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.795811518,11.07,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_CGS7_3_7_1_leaf,SAB_CGS7_3_leaf,Eucalyptus sabulosa,2007-11-30T13:00:00Z,CGS7,CGS7,142.3673,-37.5679,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.017241379,3.49,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_CGS7_3_8_1_leaf,SAB_CGS7_3_leaf,Eucalyptus sabulosa,2007-11-30T13:00:00Z,CGS7,CGS7,142.3673,-37.5679,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,8.5625,9.59,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_CGS7_3_9_1_leaf,SAB_CGS7_3_leaf,Eucalyptus sabulosa,2007-11-30T13:00:00Z,CGS7,CGS7,142.3673,-37.5679,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,8.125,8.45,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_CGS7_3_10_1_leaf,SAB_CGS7_3_leaf,Eucalyptus sabulosa,2007-11-30T13:00:00Z,CGS7,CGS7,142.3673,-37.5679,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.254054054,11.57,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_MainRD_NA_1_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MainRD,MainRD,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.482993197,13.18,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
WIL_MainRD_NA_2_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MainRD,MainRD,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.796116505,24.7,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
WIL_MainRD_NA_3_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MainRD,MainRD,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.375565611,23.76,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
WIL_MainRD_NA_4_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MainRD,MainRD,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.900684932,14.31,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
WIL_MainRD_NA_5_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MainRD,MainRD,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.660215054,21.67,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
WIL_MainRD_NA_6_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MainRD,MainRD,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.701587302,14.81,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
WIL_MainRD_NA_7_1_leaf,NA,Eucalyptus falciformis,2007-11-30T13:00:00Z,MainRD,MainRD,142.4448611,-37.26125,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.715719064,14.1,0.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,generic Grampians lat/lon
PAU_Mt Wil_NA_1_1_leaf,NA,Eucalyptus pauciflora subsp. parvifructa,2007-11-30T13:00:00Z,Mt Wil,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.001972387,15.22,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
PAU_Mt Wil_NA_2_1_leaf,NA,Eucalyptus pauciflora subsp. parvifructa,2007-11-30T13:00:00Z,Mt Wil,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.072368421,9.34,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
PAU_Mt Wil_NA_3_1_leaf,NA,Eucalyptus pauciflora subsp. parvifructa,2007-11-30T13:00:00Z,Mt Wil,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,2.969849246,11.82,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
PAU_Mt Wil_NA_4_1_leaf,NA,Eucalyptus pauciflora subsp. parvifructa,2007-11-30T13:00:00Z,Mt Wil,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.111111111,15.12,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
PAU_Mt Wil_NA_5_1_leaf,NA,Eucalyptus pauciflora subsp. parvifructa,2007-11-30T13:00:00Z,Mt Wil,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.038585209,9.45,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
PAU_Mt Wil_NA_6_1_leaf,NA,Eucalyptus pauciflora subsp. parvifructa,2007-11-30T13:00:00Z,Mt Wil,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,3.192825112,14.24,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGN5_NA_1_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGN5,MGN5,142.4577,-37.4244,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.479643766,43.07,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGN5_NA_2_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGN5,MGN5,142.4577,-37.4244,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.029906542,26.91,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGN5_NA_3_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGN5,MGN5,142.4577,-37.4244,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.06984127,31.94,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGN5_NA_4_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGN5,MGN5,142.4577,-37.4244,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.855095541,30.49,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGN5_NA_5_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGN5,MGN5,142.4577,-37.4244,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.457063712,19.7,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGN5_NA_6_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGN5,MGN5,142.4577,-37.4244,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.833836858,16,0.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_MGN5_NA_7_1_leaf,NA,Eucalyptus baxteri,2007-11-30T13:00:00Z,MGN5,MGN5,142.4577,-37.4244,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.425837321,22.68,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RUB_Lake1_1_1_1_leaf,RUB_Lake1_1_leaf,Eucalyptus rubida subsp. rubida,2007-11-30T13:00:00Z,Lake1,Lake1,142.547808,-37.212438,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.730848861,22.85,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RUB_Lake1_1_2_1_leaf,RUB_Lake1_1_leaf,Eucalyptus rubida subsp. rubida,2007-11-30T13:00:00Z,Lake1,Lake1,142.547808,-37.212438,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.820987654,15.62,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RUB_Lake1_1_3_1_leaf,RUB_Lake1_1_leaf,Eucalyptus rubida subsp. rubida,2007-11-30T13:00:00Z,Lake1,Lake1,142.547808,-37.212438,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.572490706,12.3,0.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RUB_Lake2_2_1_1_leaf,RUB_Lake2_2_leaf,Eucalyptus rubida subsp. rubida,2007-11-30T13:00:00Z,Lake2,Lake2,142.547808,-37.212438,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.893854749,10.55,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RUB_Lake2_2_2_1_leaf,RUB_Lake2_2_leaf,Eucalyptus rubida subsp. rubida,2007-11-30T13:00:00Z,Lake2,Lake2,142.547808,-37.212438,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,6.583710407,14.55,0.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RUB_Lake2_2_3_1_leaf,RUB_Lake2_2_leaf,Eucalyptus rubida subsp. rubida,2007-11-30T13:00:00Z,Lake2,Lake2,142.547808,-37.212438,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,8.028938907,24.97,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RUB_Lake3_3_1_1_leaf,RUB_Lake3_3_leaf,Eucalyptus rubida subsp. rubida,2007-11-30T13:00:00Z,Lake3,Lake3,142.547808,-37.212438,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,4.735294118,17.71,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RUB_Lake3_3_2_1_leaf,RUB_Lake3_3_leaf,Eucalyptus rubida subsp. rubida,2007-11-30T13:00:00Z,Lake3,Lake3,142.547808,-37.212438,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,5.090909091,19.04,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
