taxon_name,ParGenTax,ParTribeTax,ParSubfamTax,ParFamTax,ParOrdTax,ParCladeTax,reference,url,pollination,wind_water_animal_pollination,wind_pollination_explicitly_tested,pollination_text,pollination_data_source,syndrome_or_system,confidence_score,pollination_reward,nectar,scent,pollination_reward_text,pollination_reward_data_source,rank_scored_at,entered_by,entry_date
Clethra alnifolia,Clethra,NA,NA,Clethraceae,Ericales,Asteridae,"Hemingson, J. C. (1986). The Pollination Biology of Clethra alnifolia L. (Clethraceae) (essential Oil, Chemical Ecology, Floral Odor) [Ph.D., University of Connecticut]. http://www.proquest.com/docview/303468797/abstract/C6FFEB820BB84FEFPQ/1",http://www.proquest.com/docview/303468797/abstract/C6FFEB820BB84FEFPQ/1,wind and insect,wind&animal,yes,"""Insects were collected from Clethra alnifolia L. flowers for four summers. Pollen loads on insects were examined for type of pollen and percent Clethra pollen. Inflorescences were given various treatments to determine the importance of apomixis and self-, wind and insect pollination. Nectar was collected from protected flowers...the most important pollinators were Bombus spp., especially B. impatiens L. Bumblebees collect Clethra pollen by buzzing the flowers. Apis mellifera L. was also attracted in large numbers, but cannot vibrate the flowers for pollen. A small beetle,Cantharis nigriceps Le Conte, was also common on the flowers...To test for wind pollination, inflorescences were bagged with organdy bags or with fiberglass screen bags...Wind also has a role in the pollination of Clethra. Results of the bagging study (see Table 11) indicate that a fruit set of 16-24% could be due to wind alone (fiberglass treatment). Clethra pollen is small and smooth which would aid pollination by wind. Fruit set in the Pollen-tector bags may have been facilitated by wind shaking the bags as well, releasing pollen from the porate anthers. Insect damage to buds, ovaries or maturing fruits, and predation by birds may have af­fected the fruit set on the control inflorescences. Overall,30-43% of the fruit set observed was due to wind and 57-70% was due to in­sects.""",explicit from the text (described as such),system,"6 - Pollination system, wind pollination explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators tested",nectar and pollen,yes,yes,"""Bumblebees collect Clethra pollen by buzzing the flowers...The sugars in the nectar were sucrose, glucose and fructose...The odor profile of C. alnifolia is similar to that of other flowers which attract bees.""",interpreted from the text,species,Ruby Stephens,31/3/2022
Purdiaea nutans,Purdiaea,NA,NA,Clethraceae,Ericales,Asteridae,"Schneider, J. V., & Bayer, C. (2004). Clethraceae. In K. Kubitzki (Ed.), Flowering Plants · Dicotyledons: Celastrales, Oxalidales, Rosales, Cornales, Ericales (pp. 69–73). Springer. https://doi.org/10.1007/978-3-662-07257-8_8",https://doi.org/10.1007/978-3-662-07257-8_8,insect,animal,no,"""Fig. 22. Clethraceae. Purdiaea nutans. A Young flower, part of perianth removed. B Flower at anthesis with inverted anthers. C Stamens, from bud (left) and open flower (right). DApical part of inverted anther, showing pores and filament attach- ment. (Gustafsson 1992)""",guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,31/3/2022
Cliftonia monophylla,Cliftonia,NA,NA,Cyrillaceae,Ericales,Asteridae,"Kubitzki, K. (2004). Cyrillaceae. In K. Kubitzki (Ed.), Flowering Plants · Dicotyledons: Celastrales, Oxalidales, Rosales, Cornales, Ericales (pp. 114–116). Springer. https://doi.org/10.1007/978-3-662-07257-8_13",https://doi.org/10.1007/978-3-662-07257-8_13,insect,animal,no,"""In North America Uphof (1942) observed that Cyrilla and Cliftonia are protogynous. The flowers are showy and produce scent and nectar; they are visited by several classes of insects.""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,nectar,yes,yes,"""In North America Uphof (1942) observed that Cyrilla and Cliftonia are protogynous. The flowers are showy and produce scent and nectar; they are visited by several classes of insects.""",interpreted from the text,species,Ruby Stephens,31/3/2022
Cyrilla racemiflora,Cyrilla,NA,NA,Cyrillaceae,Ericales,Asteridae,"Dute, R. R., Folkerts, D. R., Watkins, J. E., Saxon, M. E., & Boyd, R. S. (2004). Floral Anatomy and Pollination Biology of Cyrilla racemiflora (Cyrillaceae). Southeastern Naturalist, 3(2), 309–326. https://doi.org/10.1656/1528-7092(2004)003[0309:FAAPBO]2.0.CO;2",http://bioone.org/journals/southeastern-naturalist/volume-3/issue-2/1528-7092_2004_003_0309_FAAPBO_2.0.CO_2/Floral-Anatomy-and-Pollination-Biology-of-Cyrilla-racemiflora-Cyrillaceae/10.1656/1528-7092(2004)003[0309:FAAPBO]2.0.CO;2.full,insect,animal,no,"""although members of over 25 insect families were observed in association with Cyrilla flowers, halictid bees were assumed to be the primary pollinators due to their abundance and frequency (Folkerts and Dute 1996). A later study showed specimens of a halictid, Dialictus Robertson, which visited Cyrilla flowers, carried pollen loads containing 90% ti-ti pollen, and that corbiculi of Bombus fraternus (Smith) (Bombidae), another frequent visitor, contained 54% ti-ti pollen (Watkins et al. 1997)...At anthesis the corolla is white with each petal possessing an adaxial basal thickening. The gynoecium consists of two fused carpels with a basal nectary ring...The ovarian nectary possesses papillate epidermal cells, a distinct cuticle, and stomates through which secretion probably occurs""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,nectar,yes,,"""The gynoecium consists of two fused carpels with a basal nectary ring...The ovarian nectary possesses papillate epidermal cells, a distinct cuticle, and stomates through which secretion probably occurs""",interpreted from the text,species,Ruby Stephens,31/3/2022
Diapensia lapponica,Diapensia,NA,NA,Diapensiaceae,Ericales,Asteridae,"Elberling, H. (2001). Pollen limitation of reproduction in a subarctic-alpine population of Diapensia lapponica (Diapensiaceae). Nordic Journal of Botany, 21(3), 277–282. https://doi.org/10.1111/j.1756-1051.2001.tb00769.x",http://onlinelibrary.wiley.com/doi/abs/10.1111/j.1756-1051.2001.tb00769.x,insect,animal,no,"""Diapensia lapponica, an early-flowering pollen-risker dependent on insects for pollination...exclosure of insects decreased capsule mass significantly...Preliminary studies indicate that it is dependent on insects for pollination, even though it may be self-compatible (Molau 1993). The flowers are visited by a large number of insect species (Bergman et al. 1996; Elberling & Olesen 1999)...for an examination of stigma receptivity twelve plants with floral buds were enclosed in cages to prevent insect pollination. The cages were made of a wire structure covered with nylon stockings""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,,,,,,species,Ruby Stephens,27/1/2022
Galax urceolata,Galax,NA,NA,Diapensiaceae,Ericales,Asteridae,"Barringer, B. C., & Galloway, L. F. (2017). The Reproductive Ecology of Diploid and Tetraploid Galax urceolata. The American Midland Naturalist, 177(2), 299–308. https://doi.org/10.1674/0003-0031-177.2.299",http://bioone.org/journals/the-american-midland-naturalist/volume-177/issue-2/0003-0031-177.2.299/The-Reproductive-Ecology-of-Diploid-and-Tetraploid-Galax-urceolata/10.1674/0003-0031-177.2.299.full,insect,animal,no,"""Hymenoptera and Diptera were the most common floral visitors...We observed 171 floral visitors representing two taxonomic orders: Hymenoptera and Diptera.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",,,,,,species,Ruby Stephens,31/3/2022
Diospyros lotus,Diospyros,NA,Ebenoideae,Ebenaceae,Ericales,Asteridae,"Kew Science. (2022). Diospyros lotus L. Plants of the World Online. https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:322629-1 ; Wallnöfer, B. (2004). Ebenaceae. In K. Kubitzki (Ed.), Flowering Plants · Dicotyledons: Celastrales, Oxalidales, Rosales, Cornales, Ericales (pp. 125–130). Springer. https://doi.org/10.1007/978-3-662-07257-8_16",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:322629-1,insect,animal,no,"""The flowers of various species are reported to be visited by bees (Hague 1911; Ayala- Nieto and Ludlow-Wiechers 1983). Beetles (considered to be the main pollinators), flies and wasps (all c. 3-6mm long) were observed visiting the male and female flowers of Diospyros pentamera in Australia (Irvine and Armstrong 1990). Diospyros hispida, a species of the Brazilian cerrado, flowers during the night and attracts small nocturnal Lepidoptera (moths) (Silberbauer-Gottsberger and Gottsberger 1988: 657). Also various rainforest- species are reported to flower during the night, but nothing is known about the pollinators.""",guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,31/3/2022
Euclea crispa,Euclea,NA,Ebenoideae,Ebenaceae,Ericales,Asteridae,iNaturalist. (2022). Euclea crispa. iNaturalist. https://www.inaturalist.org/taxa/558688-Euclea-crispa/browse_photos?term_id=12&term_value_id=13,https://www.inaturalist.org/taxa/558688-Euclea-crispa/browse_photos?term_id=12&term_value_id=13,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,31/3/2022
Lissocarpa benthamii,Lissocarpa,NA,Lissocarpoideae,Ebenaceae,Ericales,Asteridae,"Wallnöfer, B. (2004). Lissocarpaceae. In K. Kubitzki (Ed.), Flowering Plants · Dicotyledons: Celastrales, Oxalidales, Rosales, Cornales, Ericales (pp. 236–238). Springer. https://doi.org/10.1007/978-3-662-07257-8_26",https://doi.org/10.1007/978-3-662-07257-8_26,insect,animal,no,"""Fig. 80. Lissocarpaceae. Lissocarpa benthamii. A Flowering branch. B Flower with prophylls. C Flower with calyx and ovary in vertical section. D Corolla laid open.""",guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,31/3/2022
Arbutus unedo,Arbutus,NA,Arbutoideae,Ericaceae,Ericales,Asteridae,"Sealy, J. R., & Webb, D. A. (1950). Arbutus unedo L. Journal of Ecology, 38(1), 223–236. https://doi.org/10.2307/2256540",http://www.jstor.org/stable/2256540,insect,animal,no,"""The nectar, which is not abundant, is secreted at the base of the ovary. Any insect in probing for it is almost certain to brush against the stigma and, by disturbing the appendages of the anthers, to rain down pollen on its head. Cross-pollination probably takes place by this means, but self-pollination is probably frequent as well, the pollen which drops from the anthers being caught on the hairs at the constricted mouth of the corolla, and thence transferred to the sides of the stigma when the flower is displaced from the vertical by wind. Robbing of the nectar by perforation of the corolla has not been observed.""",interpreted from the text,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",nectar,yes,,"""The nectar, which is not abundant, is secreted at the base of the ovary. Any insect in probing for it is almost certain to brush against the stigma and, by disturbing the appendages of the anthers, to rain down pollen on its head. Cross-pollination probably takes place by this means""",interpreted from the text,species,Ruby Stephens,27/1/2022
