genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f
Acacia,Acacia desertorum," dense or open shrub or tree (rarely), 0.6-2(-4) m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,dense open,dense open,woody,
Acacia,Acacia diaphyllodinea," spreading shrub, 0.3-1(-2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Acacia,Acacia dictyoneura," shrub, 0.5-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia dictyophleba," erect compact to spreading or sometimes spindly & straggly, resinous shrub, 0.6-4 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading compact spindly,erect spreading compact spindly,woody,
Acacia,Acacia dielsii," shrub, 0.5-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia difficilis," tree, 3.5-13 m high, bark fibrous. ",perennial,inferred_from_growth_form,,,tree,tree,,,,,,,woody,
Acacia,Acacia dilatata," muchbranched, procumbent to sprawling or erect compact shrub, 0.3-0.7 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate sprawling compact,erect procumbent sprawling compact,woody,
Acacia,Acacia distans," tree, 2-10 m high, bark dark grey, fissured. ",perennial,inferred_from_growth_form,,,tree,tree,,,,,,,woody,
Acacia,Acacia divergens," diffuse, open & slender, spiny shrub, 0.4-2.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,open,open,woody,
Acacia,Acacia drepanocarpa," shrub, 0.9-4 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia drepanophylla," tree, 2.5-4(-5) m high, bark grey, fibrous & fissured on main trunk. ",perennial,inferred_from_growth_form,,,tree,tree,,,,,,,woody,
Acacia,Acacia drewiana," shrub, 0.15-0.9 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia drummondii," shrub, 0.3-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia dunnii," erect, slender, pruinose shrub or tree, 1.5-6 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,erect,erect,woody,
Acacia,Acacia dura," densely branched shrub, 0.6-1.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia duriuscula," erect, resinous shrub or tree, 0.7-3(-5) m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,erect,erect,woody,
Acacia,Acacia effusa," low, dense, spreading, somewhat viscid shrub, 0.3-1 m high, bark 'minni-ritchi'. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading dense,spreading dense,woody,
Acacia,Acacia empelioclada," spindly erect shrub, 0.5-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spindly,erect spindly,woody,
Acacia,Acacia enervia," shrub or tree (rarely), 0.6-4 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia epacantha," dense, bushy, spiny shrub, 0.2-0.5(-0.7) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,dense bushy,dense bushy,woody,
Acacia,Acacia ephedroides," weeping shrub or tree, 1-4 m high, 'minni-ritchi' peeling bark. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia eremaea," dense shrub or tree, 1.2-4(-5) m high, bark rough, deeply fissured. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,dense,dense,woody,
Acacia,Acacia eremophila," shrub, 0.4-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia ericifolia," low spreading or ascending shrub, 0.2-1.2(-2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,decumbent spreading,ascending spreading,woody,
Acacia,Acacia erinacea," rigid, prickly, intricate, often prostrate, spreading shrub, 0.1-1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate spreading,prostrate spreading,woody,
Acacia,Acacia erioclada," intricately branched, spreading, spinescent shrub, 0.3-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Acacia,Acacia eriopoda," shrub or tree, 2-6(-8) m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia estrophiolata," graceful, weeping tree, 8-15 m high. ",perennial,inferred_from_growth_form,,,tree,tree,,,,,,,woody,
Acacia,Acacia excentrica," prostrate, domed to spreading, prickly shrub, 0.1-0.5(-0.7) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate spreading,prostrate spreading,woody,
Acacia,Acacia exilis," weeping shrub or tree, 1.8-4 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia exocarpoides," b, fastigiate shrub, (0.5-)1-3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia extensa," erect, slender shrub, (0.5-)1-2(-3) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Acacia,Acacia fagonioides," intricately branched, spinescent shrub, 0.2-0.6(-1) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia fauntleroyi," shrub or tree, 1.8-5(-7) m high, bark 'minni-ritchi'. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia ferocior," prostrate to erect, spreading, spiny shrub, 0.15-0.7 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate spreading,erect prostrate spreading,woody,
Acacia,Acacia filamentosa," shrub, 0.9-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia filifolia," wispy, spindly, single-stemmed shrub or tree, 1.2-3 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,spindly,spindly,woody,
Acacia,Acacia flabellifolia," erect, spreading, pungent shrub, 0.4-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Acacia,Acacia flagelliformis," , erect or sprawling shrub, 0.3-0.75(-1.6) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect sprawling,erect sprawling,woody,
Acacia,Acacia flavipila," spreading shrub, 0.5-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Acacia,Acacia forrestiana," erect, open, prickly shrub, 0.4-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect open,erect open,woody,
Acacia,Acacia fragilis," dense rounded or  branched shrub, 0.5-3(-4) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,dense,dense,woody,
Acacia,Acacia froggattii," dense, spreading, viscid shrub, 0.45-1(-1.5) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading dense,spreading dense,woody,
Acacia,Acacia galeata," bushy, rounded shrub or tree, 1-6 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,bushy,bushy,woody,
Acacia,Acacia galioides," shrub, to 0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia gardneri," slender, erect shrub or tree, 1.8-6 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,erect,erect,woody,
Acacia,Acacia gilbertii," erect slender or straggling shrub, 0.3-1.5(-2.5) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Acacia,Acacia gilesiana," erect, spreading shrub, (0.7-)1.5-3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Acacia,Acacia glaucoptera," prostrate or semi-prostrate, sprawling or erect shrub, (0.1-)0.3-1.2 m high, to 2 m wide. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate sprawling,erect prostrate sprawling,woody,
Acacia,Acacia glutinosissima," very spindly, open, sparingly branched, viscid shrub, 1.8-3(-4) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spindly open,spindly open,woody,
Acacia,Acacia gonocarpa," erect shrub or tree, 1-4(-7) m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,erect,erect,woody,
Acacia,Acacia gonoclada," often spindly shrub or tree, (0.4-)1.2-5 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,spindly,spindly,woody,
Acacia,Acacia gonophylla," low, muchbranched, spreading to erect shrub, 0.1-1(-1.5) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Acacia,Acacia gracillima," slender shrub or tree, 1.8-5 m high, bark 'minni-ritchi'. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia grasbyi," muchbranched, rounded or flat-topped shrub or tree, (1-)2-4.5(-6) m high, bark 'minni-ritchi'. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia gregorii," prostrate or low spreading, dense shrub, 0.2-0.7(-1) m high, 0.5-2 m wide. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate spreading dense,prostrate spreading dense,woody,
Acacia,Acacia grisea," spreading or compact shrub, 0.1-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading compact,spreading compact,woody,
Acacia,Acacia guinetii," spreading to straggling or erect & spindly shrub, 0.3-2(-2.5) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading spindly,erect spreading spindly,woody,
Acacia,Acacia hakeoides," dense, spreading shrub, 1-3(-4) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading dense,spreading dense,woody,
Acacia,Acacia hamersleyensis," spindly or spreading shrub or tree, 1.5-5 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,spreading spindly,spreading spindly,woody,
Acacia,Acacia hammondii," shrub or tree, 2.5-5 m high, bark fibrous. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia harveyi," dense or slender erect shrub, 1-4(-6) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect dense,erect dense,woody,
Acacia,Acacia hastulata," slender erect to spreading, straggly, rather weak, very prickly shrub, 0.3-2(-3) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Acacia,Acacia helmsiana," bushy, rounded, spreading, resinous shrub, 0.45-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading bushy,spreading bushy,woody,
Acacia,Acacia hemignosta," tree or shrub, 1-7 m high, bark corky or fissured. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia hemiteles," dense, spreading shrub, 0.5-2(-4) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading dense,spreading dense,woody,
Acacia,Acacia hemsleyi," slender shrub or tree, 2-5 m high, bark rough. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia heteroclita," erect, spreading shrub or tree, to 1.4 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,erect spreading,erect spreading,woody,
Acacia,Acacia heteroneura," shrub, 0.5-3.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia hilliana," low spreading to sprawling or sometimes ascending, viscid shrub, 0.2-0.7(-1) m high, 0.75-5 m wide. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,decumbent sprawling spreading,ascending sprawling spreading,woody,
Acacia,Acacia hippuroides," diffuse, spreading shrub, 0.3-1.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Acacia,Acacia holosericea," often slender shrub or tree, 1.5-6(-8) m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia horridula," harsh, slender, single-stemmed shrub, 0.3-0.6(-1) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia huegelii," straggling, semi-prostrate to erect, spiny shrub, 0.2-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate,erect prostrate,woody,
Acacia,Acacia humifusa," erect, spreading or prostrate shrub, 0.4-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate spreading,erect prostrate spreading,woody,
Acacia,Acacia idiomorpha," spreading, sprawling, spinescent shrub, 0.2-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,sprawling spreading,sprawling spreading,woody,
Acacia,Acacia inaequilatera," prickly shrub or tree, 1.5-5(-8) m high, bark corky. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia inaequiloba," compact, multi-stemmed, pungent shrub, 0.15-0.6 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,compact,compact,woody,
Acacia,Acacia inamabilis," spreading, pungent shrub, 0.2-1.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Acacia,Acacia inceana," shrub or tree, 1-4 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia incrassata," erect, pungent shrub, 0.1-0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Acacia,Acacia incurva," low, multi-stemmed, erect or prostrate, spinescent shrub, 0.2-0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate,erect prostrate,woody,
Acacia,Acacia ingrata," muchbranched, diffuse, spreading to straggly, pungent shrub, 0.15-0.5(-1) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Acacia,Acacia inophloia," shrub or tree, 1-4 m high, bark fibrous & stringy. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia inops," weak, scrambling, pungent shrub, 0.4-1.1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia insolita," shrub, 0.1-1.2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia intorta," gnarled shrub or tree, 1.5-3 m high, bark fibrous & fissured. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia intricata," dense, compact, intricate, sometimes m, prickly shrub, 0.15-0.5(-0.9) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,dense compact,dense compact,woody,
Acacia,Acacia jacksonioides," dense, intricate, spinose shrub, 0.2-0.7 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,dense,dense,woody,
Acacia,Acacia jamesiana," shrub or tree, 1.5-5(-6) m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia jennerae," tree, 1-6 m high. ",perennial,inferred_from_growth_form,,,tree,tree,,,,,,,woody,
Acacia,Acacia jensenii," slender, wispy, viscid shrub or tree, 1-6 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia jibberdingensis," slender, erect or spreading shrub or tree, 1.5-4(-7) m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,erect spreading,erect spreading,woody,
Acacia,Acacia karroo, spiny shrub or tree. ,perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia kelleri,"  branched, often slender weeping shrub or tree, 1.5-7 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia kempeana," spreading shrub or tree, 1-6(-10) m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,spreading,spreading,woody,
Acacia,Acacia kerryana," low, spreading, domed shrub, 0.3-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Acacia,Acacia kimberleyensis," erect, more or less viscid shrub, to 1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Acacia,Acacia kingiana," bushy shrub, 2-3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,bushy,bushy,woody,
Acacia,Acacia kochii," spiny shrub, 0.5-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia laccata," erect, spindly, resinous shrub, 2-5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spindly,erect spindly,woody,
Acacia,Acacia lachnophylla," prostrate, spreading or domed shrub, 0.1-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,prostrate spreading,prostrate spreading,woody,
Acacia,Acacia laricina," shrub, 0.25-0.5(-0.75) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia lasiocalyx," open, often weeping shrub or tree, 1.5-7(-12) m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,open,open,woody,
Acacia,Acacia lasiocarpa," shrub, 0.15-1.5(-2.5) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia lateriticola," erect or spreading, branching or slender, ferny-leaved shrub, 0.4-1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Acacia,Acacia latifolia," erect, spindly shrub, 1.5-5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spindly,erect spindly,woody,
Acacia,Acacia latipes," shrub, 0.3-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia leioderma," erect, open shrub, (0.3-)1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect open,erect open,woody,
Acacia,Acacia lentiginea," erect, viscid shrub, 1.2-3.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Acacia,Acacia leptoneura, shrub (?). ,perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia leptopetala," commonly dense shrub, (0.6-)1-3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,dense,dense,woody,
Acacia,Acacia leptophleba," rounded shrub, 0.5-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia leptospermoides," fleshy-leafed shrub, 0.1-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia ligulata," dense, rounded or infundibular shrub or tree, 1-4(-6) m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,dense,dense,woody,
Acacia,Acacia ligustrina," spreading shrub or tree, (1-)1.5-3.5 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,spreading,spreading,woody,
Acacia,Acacia limbata," slender, glabrous, resinous shrub, 0.4-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Acacia,Acacia lineolata," dense rounded or sometimes  branched shrub, 0.5-2(-3) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,dense,dense,woody,
Acacia,Acacia littorea," dense, pungent shrub, (0.3-)0.5-3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,dense,dense,woody,
Acacia,Acacia longiphyllodinea," shrub or tree, (1-)2-4(-5) m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia longispinea," shrub or tree, (1-)2-5(-6) m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Acacia,Acacia loxophylla," densely branched shrub, 0.3-0.9 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
