genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,created_by
Acacia,Acacia lucasii,shrub to 4 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia maidenii,"spreading to erect tree, 5-12 m high.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia mearnsii,"tree to 15 m high, spreading;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,spreading,spreading,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia melanoxylon,"small to large tree, circa 3-45 m high;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia melvillei,"shrubs or trees, 2-15 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia microcarpa,glabrous shrub to 2.5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia mitchellii,"shrub, erect to spreading, to 2 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia mollifolia,shrub or small tree to 6 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 22 Mar. 2016"
Acacia,Acacia montana,"viscid shrub or tree, 1-4 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia mucronata subsp. longifolia,shrub or small tree to 5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia myrtifolia,"glabrous, bushy shrub, 0.5-3 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,bushy,bushy,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia nanodealbata,"similar to acacia dealbata but a small mountain or subalpine tree 2-6 m high, pinnules almost touching or overlapping, oblong, 1-2.5 mm long, 0.5-1 mm wide.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia nanopravissima,"shrub 0.4-0.6(-1) m high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 21 Mar. 2016"
Acacia,Acacia notabilis,bushy spreading shrub to 3 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading bushy,spreading bushy,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia nyssophylla,"dense rounded shrub, rarely a tree, 0.6-3 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,dense,dense,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia obliquinervia,"shrub or tree, 1-15 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia obtusifolia,"erect or spreading shrub or tree, 3-15 m high.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia oswaldii,"shrub or tree, 0.5-8 m high: branchlets terete, glabrous or with appressed,",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia oxycedrus,"erect, spreading or contorted tree or shrub, 1-10 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia paradoxa,"straggly to dense, intricate shrub or tree, usually 2-4 m high,",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,dense,dense,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia pendula,"tree, to 12 m high.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia penninervis var. penninervis,"shrub or small tree, to 8 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia phasmoides,"open shrub 1-4m high, stems silvery-grey,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,open,open,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia phlebophylla,erect or spreading shrub to 3 (rarely to 6) m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia podalyriifolia,shrub or tree 2-6 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 29 Mar. 2016"
Acacia,Acacia pravissima,"shrub or tree, usually 3-8 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia prominens,"dense shrub or tree, 5-9(-25)m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,dense,dense,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia provincialis,"bushy or more or less open shrub or tree, 6-8 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,bushy open,bushy open,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia pycnantha,"shrub or tree, usually 3-8 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia rigens,"spreading shrub or tree, to 6 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,spreading,spreading,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia rostellifera,"dense shrub or tree to 6 m high, often spreading by root suckers;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,spreading dense,spreading dense,woody,NA,"Andre Messina, 29 Mar. 2016"
Acacia,Acacia rostriformis,"slightly aromatic shrubs or small trees, 1-6(-8) m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 11 Mar. 2016"
Acacia,Acacia rubida,"shrub or tree, usually 1.5-5m high, juvenile bipinnate leaves often persistent;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia rupicola,"somewhat diffuse, glabrous, viscid shrub, 1-2.5 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia salicina,"shrub or tree 3-13 m high, often clonal;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia saligna,"shrub or tree, usually 2-6 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia schinoides,shrub or tree 2-10 m high;,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 5 Apr. 2016"
Acacia,Acacia sclerophylla var. sclerophylla,"dense, rounded or flat-topped shrub, 0.2-3 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia siculiformis,"glabrous shrub, to 2-3 m high, sometimes procumbent;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,prostrate,procumbent,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia silvestris,"tree, to 30 m high;",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia simmonsiana,"bushy, spreading shrub to 2 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading bushy,spreading bushy,woody,NA,"Andre Messina, 5 Apr. 2016"
Acacia,Acacia spinescens,"muchbranched, erect shrub. mostly 0.5-1 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia sporadica,"shrub to circa 3 m high, largely reproducing by root suckers; brachlets glabrous.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 15 Feb. 2016"
Acacia,Acacia stenophylla,"rounded shrub to spreading tree, 4-20 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,spreading,spreading,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia stictophylla,"aromatic, single-stemmed shrubs, 2-4 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 11 Mar. 2016"
Acacia,Acacia stricta,"shrub or tree, 1-5 m high,",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia suaveolens,"slender, sparingly branched shrub, usually 1-3 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia subporosa,"tree, to 12 m high, often viscid.",perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia subtilinervis,"erect shrub, to 4 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia tabula,"shrub 0.2-0.5 m high, spreading by root suckers;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Andre Messina, 21 Mar. 2016"
Acacia,Acacia terminalis,"shrub (rarely small tree), 1-6 m tall, glabrous or with scattered,",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia trineura,"rounded, fragrant shrub or small tree, 1-5 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia triptera,"spreading intricate shrub or tree, to 4 m high.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,spreading,spreading,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia ulicifolia,"erect, often straggly shrub. mostly 1-2 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia uncifolia,"bushy shrub or tree, 5-10 m high, often spreading by suckers and coppicing to form dense groves;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,spreading dense bushy,spreading dense bushy,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia ureniae,"erect shrub or small tree, to circa 5 m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect,erect,woody,NA,"Neville Walsh, 20 Jul. 2020"
Acacia,Acacia verniciflua,viscid shrub 1-3(-4) m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia verticillata,"spreading shrub or erect tree, to 10 m high.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
Acacia,Acacia verticillata subsp. cephalantha,"erect shrub or small tree with spreading branches,",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Andre Messina, 11 Apr. 2016"
Acacia,Acacia verticillata subsp. ovoidea,spreading to prostrate shrub 1-2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,prostrate spreading,prostrate spreading,woody,NA,"Andre Messina, 11 Apr. 2016"
Acacia,Acacia verticillata subsp. ruscifolia,"spreading or erect shrub or small tree, 1-10 m high.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,"Andre Messina, 11 Apr. 2016"
Acacia,Acacia verticillata subsp. verticillata,"erect shrub or small tree, 2-5 m high.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,erect,erect,woody,NA,"Andre Messina, 11 Apr. 2016"
Acacia,Acacia victoriae subsp. victoriae,"shrub or tree, 2-5(-9) m high;",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,"Andre Messina, 8 Apr. 2016"
Acacia,Acacia wilhelmiana,"dense, spreading, often resinous shrub, usually to 2 m high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading dense,spreading dense,woody,NA,"Entwisle, T.J.; Maslin, B.R.; Cowan, R.S.; Court, A.B. (1996). Mimosaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 585 - 658. Inkata Press, Melbourne."
