Current Scientific Name,Species Code,Legal Status,Exotic,2010 Update,Notes on Name / Synonym as used in source reference,Family,Group,Life form,Fireresponse,Comments on regeneration,Resprout location,Seed storage,Seed dispersal mechanism,Seed dispersal distance,Seed weight / size,Seed viability,Dormancy,Germination cue,Fecundity,Seed predation,Post-fire recruitment,Establishment,Post-fire flowering,Flowering time,flowering_time_edited,fruiting_time_edited,Primary juvenile period,Secondary juvenile period,Seed set,Seed-bank developed,Fire tolerance,Life span,Seed-bank longevity,"""Maturity"" (from source)","""Extinction"" (from source)","""Rec. min fire interval"" (from source)","""Rec. max fire interval"" (from source)",NC,CC,SC,NT,CT,ST,NWS,CWS,SWS,NWP,SWP,NFWP,SFWP,Distribution: extra NSW,Vegetation,Rainforest,Wet Sclerophyll Forest (Shrubby),Wet Sclerophyll Forest (Grassy),Grassy Woodland,Grassland,Dry Sclerophyll Forest (Shrub/Grass),Dry Sclerophyll Forest (Shrubby),Heathland,Alpine Complex,Freshwater Wetland,Forested Wetlands,Saline Wetland,Semi-arid Woodland,Arid & Semi-arid Shrubland,NFRR data,Additional fire response data,Other data,VA group,Sensitivity: frequent,Sensitivity: infrequent,Minimum maturity,Maximum maturity,Lifespan > than,Lifespan < than,Lifespan + seed-bank,VA Data,Establishment Data,Maturity Data,Lifespan Data,Lifespan 2 Data,Seedbank Data,time_to_flowering_min,time_to_flowering_max,time_to_flowering_mean,peak_flowering_min,peak_flowering_max,peak_flowering_mean,time_to_fruiting_min,time_to_fruiting_max,time_to_fruiting_mean
Acacia dawsonii,3757,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,S,NA,NA,a-persistent soil,NA,NA,NA,NA,hard seed coat,heat,NA,NA,NA,NA,NA,Aug-Oct,Aug-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,1,1,1,1,1,-,-,-,-,-,Q V,OW G,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8CE,VIII-74?; VIII-R41,93b,SI,2,1,NA,NA,NA,NA,NA,2,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia dealbata,3758,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,T,Sr,NA,root suckers / basal,persistent soil,NA,NA,72-79 sd/g,average-good; 93%,hard seed coat,heat / scarification,NA,NA,<1 seedling per adult,stimulated by fire,NA,Jul-Nov,Jul-Nov,NA,5,NA,6,10,NA,20,100,5,50,NA,NA,-,-,-,1,1,1,1,1,1,-,1,-,-,V T,OF WSF,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,8W 2GB 8WO 8WA,IVb-38a; IV&V-38d; IX-67; II-100; II-134,"1; 35; 38; 93a, b; 98; 100; 101a",SI,2,1,5,6,20,NA,120,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei subsp. deanei,8269,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S or T,S,NA,NA,persistent soil,NA,NA,38-41.4 sd/g,NA,hard seed coat,heat / scarification,NA,NA,yes,NA,NA,any time of year,all year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,1,-,-,1,1,1,1,1,-,-,Q,sclerophyll communities,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,II-R39,93b; R39,SI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia deanei subsp. paucijuga,7482,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S or T,S,NA,NA,a-persistent soil,NA,NA,NA,NA,hard seed coat,heat,NA,NA,NA,NA,NA,any time of year,all year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,1,1,1,1,1,1,1,1,-,-,V,sclerophyll communities,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,8CE,NA,93b,SI,2,1,NA,NA,NA,NA,NA,2,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia decora,3761,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,S,NA,NA,a-persistent soil,NA,NA,107.8-110.3 sd/g,NA,hard seed coat,heat / scarification,NA,NA,NA,NA,NA,Apr-Oct,Apr-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-,1,1,1,1,1,1,1,1,-,1,Q V,grassy OF,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,8CE,NA,93b,SI,2,1,NA,NA,NA,NA,NA,2,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia decurrens,3762,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,T,S,NA,NA,persistent soil,NA,NA,NA,93%,hard seed coat,heat / scarification,NA,NA,NA,I,NA,Jul-Dec,Jul-Dec,NA,NA,NA,NA,NA,NA,15-30,NA,NA,NA,NA,NA,1,1,1,-,1,1,-,1,-,-,-,-,-,-,OF W,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,VIII-39?; II-49,1; 93b,SI,2,1,NA,NA,15,30,60,1,1,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia difformis,3763,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,T or S,S,NA,NA,persistent soil,NA,NA,13 sd/g,NA,hard seed coat,heat,NA,NA,NA,NA,NA,Dec-Jan,Dec-Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,1,-,1,1,1,-,1,-,-,V,DSF W Mallee,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,1,2H,NA,93b,SI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia echinula,3767,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,S,NA,NA,persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,NA,NA,NA,Jul-Sep,Jul-Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,-,1,-,-,1,-,-,-,-,-,-,DSF H,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,VIII-39; II-66,NA,SI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia elata,3768,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,T,S,NA,NA,persistent soil,NA,NA,22-26 sd/g,NA,hard seed coat,heat,NA,NA,NA,NA,NA,Dec-Feb,Dec-Feb,NA,NA,NA,NA,NA,NA,50?,NA,NA,NA,NA,NA,1,1,-,1,1,-,-,-,-,-,-,-,-,NA,TOF RF WSF,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2BF,II-66,1; 93b,SI,2,1,NA,NA,50,NA,>80,1,2,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia elongata,3769,NA,NA,NA,var. unspecified,Fabaceae: Mimosoideae,D,T or S,Sr,Variable (39),basal,persistent soil,NA,NA,NA,NA,hard seed coat,heat >80,NA,NA,NA,I,NA,Jul-Oct,Jul-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,-,1,1,1,1,-,-,-,-,-,V,H W,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,8A? 9BN,VIII&IX-39; II-66,1; A,SI,2,1,NA,NA,NA,NA,NA,3,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia falcata,3771,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,T or S,S,NA,NA,persistent soil,NA,NA,72-74 sd/g,good,hard seed coat,heat / scarification (93) / heat 50 deg (98),NA,NA,NA,I,NA,Apr-Aug,Apr-Aug,NA,2,NA,NA,NA,NA,20-May,NA,NA,NA,NA,NA,1,1,1,1,1,-,-,1,-,-,-,-,-,Q,OF,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2F,VIII-39; II-66,"1; 93a,b; 98",SI,2,1,2,NA,5,20,50,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia falciformis,3772,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S or T,Rs,NA,root suckers,persistent soil,NA,NA,NA,NA,hard seed coat,heat,NA,NA,yes (95) / >1 seedling per adult (100),NA,NA,Jul-Jan,Jul-Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,-,-,1,-,-,Q V,DSF W,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,9M,IVb-38a; II-49; IX-95a; IX-100; VIII-108; IV-134,"1; 93a,b; 95; 100",VSI,2,1,NA,NA,NA,NA,NA,3,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia filicifolia,3773,NA,NA,c,NA,Fabaceae: Mimosoideae,D,T,Sr,Variable (100),root buds,persistent soil,NA,NA,NA,95%,hard seed coat,heat,NA,NA,<1 seedling per adult,I,NA,Jul-Oct,Jul-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,-,1,1,-,-,-,-,-,Q,DSF,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,II-66; II&IX-100; IV-134,1; 93b; 100,SI,2,1,NA,NA,NA,NA,NA,3,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia fimbriata,3774,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S or T,S,NA,NA,persistent soil,NA,NA,67-104sd/g,average,hard seed coat,heat / scarification,NA,NA,>1 seedling per adult,NA,NA,"Jul-Oct, peak Sep, fruit Nov-Jan",Jul-Oct,Nov-Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-,1,1,1,1,-,-,-,-,-,-,Q,DSF W,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,II-100; II-134,93a; 100,SI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia floribunda,3777,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,S/R,"Some plants killed some resprout, Old plants may be killed while young may resprout (1)",basal,persistent soil,ant,NA,NA,NA,hard seed coat,heat,NA,NA,NA,I,NA,Jun-Sep,Jun-Sep,NA,4-Mar,2.5,NA,NA,NA,25-60,NA,NA,NA,NA,NA,1,1,1,1,1,1,-,1,-,-,-,-,-,Q V,OF F riparian S,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8BN 5BF,V-35b; II-49; II-66; V-76; V-134,"1; 93a,b",SI,2,1,3,4,25,60,90,3,1,1,2,1,2,NA,NA,2.5,NA,NA,NA,NA,NA,NA
Acacia fulva,3780,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,T,S,"Weak resprouter, no resprouting seen after high intensity fire (71)",NA,persistent soil,NA,NA,NA,NA,hard seed coat,heat,NA,NA,yes; no seedlings in unburnt areas,I,NA,Jan-Mar,Jan-Mar,NA,NA,NA,3-5 (min),NA,NA,c. 20-30,NA,NA,NA,8-10 (mod-high intensity),NA,1,1,-,-,-,-,-,1,-,-,-,-,-,-,DSF,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,II-66; II-71,71; 93b,SI,2,1,3,10,20,30,60,1,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia genistifolia,3781,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,S,Post-fire abundance increase (85),NA,persistent soil,NA,NA,NA,good,hard seed coat,heat,NA,NA,NA,NA,NA,Jul-Oct,Jul-Oct,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,1,-,1,1,-,1,1,-,1,-,-,V T,OF,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2G 8W 8P 2PU 8PU 2PY 8WA,II-38b&c,"38; 48; 85; 93a,b; P",SI,2,1,3,NA,NA,NA,NA,1,2,1,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia georgensis,3782,V,NA,NA,NA,Fabaceae: Mimosoideae,D,T,S,NA,NA,persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,NA,I,NA,Aug-Oct,Aug-Oct,NA,NA,NA,NA,NA,NA,long,NA,NA,NA,NA,NA,-,-,1,-,-,-,-,-,-,-,-,-,-,-,H,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,II-38a; II-R15,R15; R35,SI,2,1,NA,NA,L,NA,90,1,1,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia gordonii,7229,E1,NA,NA,NA,Fabaceae: Mimosoideae,D,S,R,NA,NA,persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,NA,I,NA,Aug-Sep,Aug-Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,-,-,-,-,-,-,-,-,-,-,-,-,H OW,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,9BF,IXb-1,1,VSI,2,1,NA,NA,NA,NA,NA,1,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia granitica,3784,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,S,NA,NA,persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,>1 seedling per adult,NA,NA,Jul-Oct,Jul-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,1,-,-,1,-,-,-,-,-,-,Q,H,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,II-69; II-100; II-134,100,SI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia gunnii,3785,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,Sr,IX-100? (inferred from morphology); Post-fire abundance decrease (P),NA,persistent soil,NA,NA,NA,good,hard seed coat,heat,NA,NA,yes,NA,NA,Jul-Oct,Jul-Oct,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,1,1,1,1,1,1,1,-,-,-,-,Q V T SA,sclerophyll communities,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2H 9P,II-38c; IX-100?; V-134,93a; P,SI,2,1,NA,NA,NA,NA,NA,3,2,4,4,5,4,NA,NA,2,NA,NA,NA,NA,NA,NA
Acacia hakeoides,3786,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,R,NA,NA,a-persistent soil,NA,NA,34.7-38.6 sd/g,very good,hard seed coat,heat / scarification,NA,NA,NA,NA,NA,Jul-Nov,Jul-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,1,1,1,1,1,1,1,1,-,Q V SA WA,W Mallee,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,9C,NA,"93a,b",VSI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia harpophylla,3788,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,T,R,NA,root suckers,a-persistent soil,NA,NA,28.2 sd/g,poor-very good,hard seed coat,soak (cold or hot),NA,NA,NA,NA,NA,Jul-Oct,Jul-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,1,1,-,1,1,-,-,Q,S LF OF,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,4ME,NA,"93a,b",VSI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia havilandiorum,8929,NA,NA,NA,Acacia havilandii,Fabaceae: Mimosoideae,D,T or S,S,NA,NA,a-persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,NA,NA,NA,Jul-Oct,Jul-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,1,1,-,1,1,-,-,V SA,Mallee W,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,8CE,NA,NA,SI,2,1,NA,NA,NA,NA,NA,2,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia hispidula,3790,NA,NA,c,NA,Fabaceae: Mimosoideae,D,S,S,II-100? (inferred from morphology),NA,persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,NA,NA,NA,Jan-Apr,Jan-Apr,NA,3-5; 2-3 (138),NA,6,10,NA,<10,NA,NA,NA,NA,NA,1,1,1,1,-,-,1,-,-,-,-,-,-,Q,DWF W,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2BF 8BE,II-49; II-66; VIII-74?; II-100?; II-134,1; 35; BE; 138,SI,2,1,3,6,NA,10,40,1,2,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia homalophylla,3791,NA,NA,NA,Acacia omalophylla,Fabaceae: Mimosoideae,D,T or S,S,NA,NA,a-persistent soil,NA,NA,94-113 sd/g,NA,hard seed coat,heat,NA,NA,NA,NA,NA,Aug-Nov,Aug-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,1,1,1,1,1,-,1,Q V,Belah Rosewood Box communinities,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8CE,NA,93b,SI,2,1,NA,NA,NA,NA,NA,2,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia implexa,3792,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,T,Sr,"Variable (39); Stem mortality 100% after high intensity (100% scorch), 39% after low intensity fire (103); IV (134)",root suckers,persistent soil,NA,NA,47-53.3 sd/g,good,hard seed coat,heat / scarification,NA,NA,NA,I,NA,Dec-Apr,Dec-Apr,NA,5-Jan,NA,NA,NA,minimum stem circumference to survive low intensity fire is 8cm (no stem survival after high intensity),<50?,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,-,-,Q V,OF W,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,4BF,VIII&IX-39; II-66; II-96; IX-100; IV-103; IV-134,"1; 84; 93a,b; 103",SI,2,1,1,5,NA,50,80,3,1,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia ingramii,3793,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,S,NA,NA,a-persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,NA,NA,NA,Sep-Oct,Sep-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,1,-,-,-,-,-,-,-,-,-,-,LW,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,VIII-74,NA,SI,2,1,NA,NA,NA,NA,NA,2,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia irrorata subsp. irrorata,6472,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,T,Sr,Resprout after low-moderate intensity fire (35b); Killed by both low and high intensity fires (108),NA,persistent soil,a-ant,NA,NA,NA,hard seed coat,heat 70 deg,NA,NA,NA,NA,NA,Nov-Jan,Nov-Jan,NA,6-May,NA,8,12,NA,20,NA,NA,50,NA,NA,1,1,1,1,1,-,1,1,-,-,-,-,-,Q,DSF S RFmargins,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,8CN,V-35b; VIII-39; II-66; VIII-R41; II-105; VIII-108; II-134,1; 35; 98,SI,2,1,5,8,20,NA,>50,3,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia irrorata subsp. velutinella,7109,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,T,R,NA,basal,a-persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,NA,NA,NA,Dec-Feb,Dec-Feb,NA,NA,<8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,DSF RF-margins,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,V-35b,35,VSI,2,1,8,NA,NA,NA,NA,1,2,2,4,5,4,NA,8,NA,NA,NA,NA,NA,NA,NA
Acacia jennerae,3797,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,R,NA,NA,a-persistent soil,NA,NA,16 sd/g,97%,hard seed coat,heat / scarification,NA,NA,yes,I,NA,Apr-Jul,Apr-Jul,NA,NA,NA,NA,NA,NA,<15?,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,-,-,-,-,1,1,SA WA NT,Mallee savannah W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9FO(1) 9PL,NA,"93a,b; FO(1)",VSI,2,1,NA,NA,NA,15,45,1,1,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia jonesii,3799,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,S,NA,NA,persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,NA,NA,NA,Aug-Oct,Aug-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,1,1,-,1,1,-,-,-,-,-,-,-,-,DSF W,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,II-66,NA,SI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia juncifolia,3802,NA,NA,n,Acacia juncifolia subsp. juncifolia,Fabaceae: Mimosoideae,D,sT,R,NA,basal buds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jun-Nov,Jun-Nov,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-,-,-,-,1,1,-,1,-,-,-,Q,DSF W,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,V-134,NA,VI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia kulnurensis,9983,NA,NA,NA,Acacia terminalis s. lat. (Kulnura form),Fabaceae: Mimosoideae,D,S,S,NA,NA,persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,yes,I,NA,Mar-Sep; seed release Sep-Dec,Mar-Sep,Sep-Dec,NA,NA,5-Mar,NA,NA,c. 15-25,NA,NA,NA,8-10 (mod-high intensity),NA,1,1,-,-,-,-,-,-,-,-,-,-,-,-,dry sclerophyll forest or woodland,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,II-66,71,SI,2,1,3,10,15,25,55,1,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia lanigera,3806,NA,NA,NA,subsp. unspecified,Fabaceae: Mimosoideae,D,S,S,NA,NA,persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,NA,I,NA,Jul-Sep,Jul-Sep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,1,1,1,1,1,1,1,-,-,-,-,V,W DSF,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2BW,NA,9,SI,2,1,NA,NA,NA,NA,NA,1,1,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia latisepala,3807,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,S,NA,NA,persistent soil,ant?,NA,NA,49%,dormant,heat effect inconclusive,NA,NA,>1 seedling per adult,NA,NA,spring-early summer; seed mature by Dec,Sep-Dec,Dec,2,NA,NA,NA,NA,>10,NA,NA,NA,5,20,-,-,-,1,-,-,-,-,-,-,-,-,-,Q,OF W H,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,II-69; II-100,69; 100,G,1,4,2,5,10,20,50,1,4,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia leiocalyx subsp. leiocalyx,6597,NA,NA,NA,subsp. unspecified,Fabaceae: Mimosoideae,D,T or S,R,NA,root suckers,a-persistent soil,NA,NA,NA,NA,hard seed coat,a-heat,NA,NA,NA,NA,NA,Jun-Oct,Jun-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-,1,1,-,1,1,-,1,-,-,-,Q,DSF H,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,4ME,NA,NA,VSI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia leptoclada,3810,NA,NA,n,NA,Fabaceae: Mimosoideae,D,S,R,NA,basal buds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-Oct,Aug-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,1,-,-,1,-,-,-,-,-,-,NA,DSF,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,V-134,NA,VI,2,1,NA,NA,NA,NA,NA,1,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia ligulata,8603,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,Rs,Vegetative recovery at only 8% of sites (78),NA,a-persistent soil,NA,NA,28-51 sd/g,67-100%,hard seed coat,heat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,-,-,-,1,1,1,1,1,1,Q V SA WA NT,Mulga Bluebush W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8C 9WI 9FO 9CH 8FO(1) 9PL,VIII-78,"93a,b",VSI,2,1,NA,NA,NA,NA,NA,3,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia lineata,3813,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,S,NA,NA,a-persistent soil,NA,NA,NA,average,hard seed coat,scarification,NA,NA,NA,NA,NA,Aug-Oct,Aug-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,-,-,-,1,-,1,1,1,1,1,-,1,Q V SA,OF W Mallee,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,8CE,NA,93a,SI,2,1,NA,NA,NA,NA,NA,2,2,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acacia linifolia,3814,NA,NA,NA,NA,Fabaceae: Mimosoideae,D,S,S,NA,NA,persistent soil,ant,NA,29-43 sd/g,97.20%,hard seed coat,heat >80,NA,NA,NA,NA,NA,any time of year,all year,NA,2,NA,NA,NA,NA,c.10-15,NA,NA,NA,NA,NA,1,1,1,-,1,-,-,-,-,-,-,-,-,-,W OF,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8A 2BF,II-49; II-66,"1; 55; 68; 93a,b; A",SI,2,1,2,NA,10,15,45,1,2,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
