species,herbarium voucher,native to,voucher location,lat,long,alt,leaf type,stomatal distribution,habitat,woodiness,habit,Guard cell length,Total vein density (mm/mm2),leaf mass per unit area gm-2,total stomatal density (mm-2),adaxial stomatal density (mm-2),abaxial stomatal density (mm-2),dense hairs covering the stomata,tightly revolute leaves (1=linear leaves with revolute margins appressed to either midrib or other margin,deep longitudinal grooves etc (n=none;g=grooves;(g) grooves but stomata not restricted to grooves),Banksia-type pits,hakea-type pits,telopea-type papillae,lamina thickness (microns),epidermal width (microns),palisade width (microns),epidermal cell density,stomatal index,leaf area (cm2),adult leaf type,juvenile leaf type,leaf form,adaxial hypodermis,adaxial cuticle thickness (microns),ad papillae5,ad trichomes,ab hypo,ab cut thick,bundle sheath extensions,lignified margins,sclereids at vein endings,sclereids protruding from bundle sheaths,bundle sheaths 1= large parenchyma-like cells; 3=bundles sheaths surrounded by sclereids; 4= bundles embedded in a lignified core,crystals in mesophyll,hypodermal structures (0=no specialised structure; 1 = lignified adaxial hypodermis; 2 = lignified abaxial hypodermis; 3 = hypodermis of extension of bundle sheath extensions; 4=Orites milliganii upper type; 5 = Orites milliganii lower type; 6 = ideosclereids extending under adaxial hypodermis),compound midribs,ideosclereids (0=absent; 1=ordinary; 2= branched; 3=asterosclereids; 4=osteosclereids;5=dense clusters of sclereids),clade,group,veg type,"stomatal distribution (amphistomatic, hypostomatic or unevenly amphistomatic [=""functionally hypostomatic"")",site_name,leaf_lamina_division,leaf_compoundness,leaf_margin,leaf_shape
Bleasdalea bleasdalei,NA,neQld,NA,NA,NA,NA,NA,hypostomatic,rainforest,woody,perennial,28,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,hypostomatic,0,4,0,0,0,1,0,0,0,0,3,0,0,2,0,NA,NA,closed,hypo,rainforest in neQld,NA,NA,NA,NA
Buckinghamia celsissima,HO529252,neQld,"cultivated, CSIRO Arboretum, Atherton",17� 15' S,145� 29' E,NA,NA,hypostomatic,rainforest,woody,perennial,22.42,8.511318092,156.31,311.7207,NA,311.7207,n,n,n,0,0,1,289,18.9479112,14.796,NA,NA,39.15,NA,NA,hypostomatic,0,6,0,0,0,2,0,0,0,0,3,0,0,2,2,NA,NA,closed,hypo,rainforest in neQld,NA,NA,NA,NA
Buckinghamia ferruginiflora,NA,neQld,NA,NA,NA,NA,NA,hypostomatic,rainforest,woody,perennial,23.98,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,hypo,rainforest in neQld,NA,NA,NA,NA
Hicksbeachia pilosa,HO528945,neQld,"cultivated Tolga, garden of Gary Sankowsky","17� 14' 00"" S","145� 29' 00""E",NA,NA,hypostomatic,rainforest,woody,perennial,31.15,6.251609593,150.93,106.48,NA,106.48,n,n,n,0,0,0,270,39.61091503,41.651,NA,NA,560.0086933,NA,NA,hypostomatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,hypo,rainforest in neQld,NA,NA,NA,NA
Lasjia claudiensis,NA,neQld,NA,NA,NA,NA,NA,hypostomatic,rainforest,woody,perennial,30.5,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,hypo,rainforest in neQld,NA,NA,NA,NA
Lasjia grandis,NA,neQld,NA,NA,NA,NA,NA,hypostomatic,rainforest,woody,perennial,27,NA,NA,NA,143.7495563,711.6490381,n,n,n,0,0,0,212,NA,NA,9.480812641,NA,NA,NA,NA,hypostomatic,1,1,0,0,0,1,0,0,0,0,3,0,1,2,0,NA,NA,closed,hypo,rainforest in neQld,NA,NA,NA,NA
Lasjia whelanii,HO529245,neQld,"cultivated, CSIRO Arboretum, Atherton",17� 15' S,145� 29' E,NA,NA,hypostomatic,rainforest,woody,perennial,25.6,11.46128427,109.45,358.9510755,NA,358.9510755,n,n,n,0,0,0,338,19.81712371,20.68,NA,NA,19.07,NA,NA,hypostomatic,0,3,0,0,0,2,1,0,0,0,3,0,0,2,2,NA,NA,closed,hypo,rainforest in neQld,NA,NA,NA,NA
Lomatia fraxinifolia,NA,neQld,NA,NA,NA,NA,NA,hypostomatic,rainforest,woody,perennial,29,NA,NA,NA,NA,181.0179598,y,n,n,0,0,0,309,NA,NA,576.7729112,23.93906899,NA,NA,NA,hypostomatic,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,NA,closed,hypo,rainforest in neQld,NA,NA,NA,NA
Neorites kevedianus,QRS119661,neQld,"cultivated, CSIRO Arboretum, Atherton",17� 15' S,145� 29' E,NA,NA,hypostomatic,rainforest,woody,perennial,35.02,6.630776172,82.55,196.0062,NA,196.0062,n,n,n,0,0,0,221.25,24.62272261,18.35,NA,NA,368,NA,NA,hypostomatic,0,2,0,0,0,2,0,0,0,0,3,0,0,2,0,NA,NA,closed,hypo,rainforest in neQld,NA,NA,NA,NA
Nothorites megacarpus,NA,neQld,NA,NA,NA,NA,NA,hypostomatic,rainforest,woody,perennial,28.6,NA,NA,NA,NA,NA,n,n,n,0,0,0,320,NA,NA,NA,NA,NA,NA,NA,hypostomatic,0,13,0,0,0,8,0,0,0,0,3,0,0,1,0,NA,NA,closed,hypo,rainforest in neQld,NA,NA,NA,NA
Opisthiolepis heterophylla,HO529251,neQld,"cultivated, CSIRO Arboretum, Atherton",17� 15' S,145� 29' E,NA,NA,hypostomatic,rainforest,woody,perennial,21,5.878315982,89.49,250.3211448,NA,250.3211448,n,n,n,0,0,0,270,20.82843806,14.475,NA,NA,435.168,NA,NA,hypostomatic,0,2,0,0,0,1,0,0,0,0,1,0,0,1,2,NA,NA,closed,hypo,rainforest in neQld,NA,NA,NA,NA
Stenocarpus angustifolius,NA,neQld,NA,NA,NA,NA,NA,amphistomatic,sclerophyll woodland,woody,perennial,34.6,NA,NA,NA,NA,NA,n,n,n,0,0,0,342,NA,NA,NA,NA,NA,NA,NA,amphistomatic,1,4,0,0,0,4,0,0,0,0,1,0,6,0,2,NA,NA,open,amphi,sclerophyll woodland in neQld,NA,NA,NA,NA
Stenocarpus cryptocarpus,NA,neQld,NA,NA,NA,NA,NA,hypostomatic,rainforest,woody,perennial,34.3,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,hypo,rainforest in neQld,NA,NA,NA,NA
Stenocarpus reticulatus,NA,neQld,NA,NA,NA,NA,NA,hypostomatic,rainforest,woody,perennial,35.7,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,hypo,rainforest in neQld,NA,NA,NA,NA
Banksia spinulosa,HO528956,"neQld, NSW, Vic","Cultivated, Royal Tasmanian Botanic Gardens",42� 52'S,47� 20' E,NA,NA,hypostomatic,"woodlands, shrublands, heaths, 600-1400mm",woody,perennial,27.2,13.5805,149.78,NA,NA,NA,y,n,n,0,0,0,228,NA,NA,NA,NA,2.0102,NA,NA,hypostomatic,1,5,0,0,0,1.5,0,0,0,0,0,0,1,1,0,NA,NA,open,hypo,"woodlands, shrublands, heaths, 600-1400mm in neQld, NSW, Vic",NA,NA,NA,NA
Grevillea glauca,NA,"neQld, PNG",NA,NA,NA,NA,"simple, entire",amphistomatic,open woodland,woody,perennial,28.1,NA,NA,NA,NA,NA,y,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,"open woodland in neQld, PNG",entire,simple,entire,NA
Grevillea baileyana,NA,"neQld, PNG",NA,NA,NA,NA,"simple, lobed, entire",hypostomatic,rainforests,woody,perennial,28.37,NA,NA,NA,NA,NA,y,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, lobed, entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,hypo,"rainforests in neQld, PNG",entire lobed,simple,entire lobed,NA
Petrophile sessilis,NA,NSW,NA,NA,NA,NA,simple divaricately divided,amphistomatic,heath to dry sclerophyll,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,simple divaricately divided,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,terete,heath to dry sclerophyll in NSW,dichotomously_divided,simple,lobed,NA
Isopogon anemonifolius,NA,NSW,NA,NA,NA,NA,simple to 2-3 lobed to pinnatisect,unevenly amphistomatic,"heath, dry to wet sclerophyll",woody,perennial,36.50291176,NA,NA,NA,NA,NA,n,n,n,0,0,0,486,NA,NA,NA,NA,NA,simple to 2-3 lobed to pinnatisect,NA,amphistomatic,0,7,0,0,0,4,0,0,0,0,1,0,0,0,1,NA,NA,open,amphi,"heath, dry to wet sclerophyll in NSW",lobed pinnatisect,simple,lobed,NA
Grevillea acanthifolia,NA,NSW,NA,NA,NA,NA,"simple, deeply bipinnatifid to bipinnatisect",hypostomatic,montane swamps,woody,perennial,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple, deeply bipinnatifid to bipinnatisect",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,montane swamps in NSW,deeply_bipinnatifid bipinnatisect,simple,lobed,NA
Conospermum longifolium,NA,NSW,NA,NA,NA,NA,"simple, entire",amphistomatic,open forest,woody,perennial,25.2,7.948,173.7248423,292.2316083,142.5664324,149.6651759,n,n,n,0,0,0,590,32.94477935,23.071,NA,NA,8.671183582,"simple,entire",NA,amphistomatic,0,5.4,0,0,0,4.6,0,0,0,0,3,0,0,0,0,NA,NA,open,amphi,open forest in NSW,entire,simple,entire,NA
Persoonia hirsuta,NA,NSW,NA,NA,NA,NA,"simple, entire",amphistomatic,dry sclerophyll to forest,woody,perennial,68.2,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,dry sclerophyll to forest in NSW,entire,simple,entire,NA
Persoonia lanceolata,NA,NSW,NA,NA,NA,NA,"simple, entire",amphistomatic,heath to dry sclerophyll,woody,perennial,68.6,4.029,133.5638919,50.03923422,23.33883669,26.70039753,n,n,n,0,0,NA,405,92.3853963,25.33,NA,NA,5.238691313,"simple, entire",NA,amphistomatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,NA,heath to dry sclerophyll in NSW,entire,simple,entire,NA
Symphionema montanum,HO500688,NSW,"Wentworth Falls, Blue Mountains. Valley Road, near junction with Great Western Highway",-33.716667,150.35,NA,"simple, pinnatisect",hypostomatic,moist heath or open forest,woody,perennial,41,NA,63,NA,NA,207.638248,n,n,n,0,0,0,267,NA,NA,459.6436431,31.15565032,3.86,"simple, pinnatisect",NA,hypostomatic,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,open,hypo,moist heath or open forest in NSW,pinnatisect,simple,lobed,NA
Symphionema paludosum,NA,NSW,NA,NA,NA,NA,"simple, pinnatisect",amphistomatic,heath or open woodland,woody,perennial,50,NA,NA,NA,NA,89.62163697,n,n,n,0,0,0,NA,NA,NA,284.3934124,23.95697568,NA,"simple, pinnatisect",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,heath or open woodland in NSW,pinnatisect,simple,lobed,NA
Telopea speciosissima,NA,NSW,NA,NA,NA,NA,"simple,toothed",hypostomatic,sclerophyll woodland,woody,perennial,38.2,NA,NA,NA,NA,NA,n,n,n,0,0,0,492,NA,NA,NA,NA,NA,"simple,toothed",NA,hypostomatic,0,10,0,0,0,5,0,0,0,0,1,0,0,1,2,NA,NA,open,hypo,sclerophyll woodland in NSW,toothed,simple,toothed,NA
Banksia integrifolia,NA,NSW,NA,NA,NA,NA,NA,hypostomatic,"sclerophyll forest, woodland",woody,perennial,30.6,NA,NA,NA,NA,NA,y,n,n,0,0,0,263,NA,NA,NA,NA,NA,NA,NA,hypostomatic,1,5,0,0,0,0.5,1,0,0,0,3,0,13,1,0,NA,NA,open,hypo,"sclerophyll forest, woodland in NSW",NA,NA,NA,NA
Banksia paludosa,NA,NSW,NA,NA,NA,NA,NA,hypostomatic,"swampy woodlands, 800-1000mm",woody,perennial,32.4,NA,NA,NA,NA,NA,y,n,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"swampy woodlands, 800-1000mm in NSW",NA,NA,NA,NA
Persoonia levis,NA,"NSW, Vic",NA,NA,NA,NA,"simple, entire",amphistomatic,heath to dry sclerophyll,woody,perennial,67.4,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,"heath to dry sclerophyll in NSW, Vic",entire,simple,entire,NA
Persoonia linearis,NA,"NSW, Vic",NA,NA,NA,NA,"simple, entire",amphistomatic,"sclerophyll forest, woodland",woody,perennial,60,NA,NA,NA,NA,58.56463406,n,n,n,0,0,0,NA,NA,NA,358.9302194,14.04961923,NA,"simple, entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,"sclerophyll forest, woodland in NSW, Vic",entire,simple,entire,NA
Persoonia silvatica,NA,"NSW, Vic",NA,NA,NA,NA,"simple, entire",hypostomatic,dry to wet sclerophyll,woody,perennial,70.8157619,NA,NA,NA,NA,NA,y,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"dry to wet sclerophyll in NSW, Vic",entire,simple,entire,NA
Lomatia fraseri,NA,"NSW, Vic",NA,NA,NA,NA,NA,hypostomatic,"sclerophyll forest, woodland",woody,perennial,27.4,NA,NA,NA,NA,NA,y,n,n,0,0,0,304,NA,NA,NA,NA,NA,NA,NA,hypostomatic,0,9,0,0,0,2,1,0,0,1,0,0,0,0,2,NA,NA,open,hypo,"sclerophyll forest, woodland in NSW, Vic",NA,NA,NA,NA
Lomatia ilicifolia,NA,"NSW, Vic",NA,NA,NA,NA,NA,hypostomatic,"sclerophyll forest, woodland",woody,perennial,28.1,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"sclerophyll forest, woodland in NSW, Vic",NA,NA,NA,NA
Lomatia myricoides,NA,"NSW, Vic",NA,NA,NA,NA,NA,hypostomatic,"sclerophyll forest, woodland",woody,perennial,33.4,NA,NA,NA,NA,NA,n,n,n,0,0,0,335,NA,NA,NA,NA,NA,NA,NA,hypostomatic,0,12,0,0,0,6,1,0,0,1,0,0,0,0,2,NA,NA,open,hypo,"sclerophyll forest, woodland in NSW, Vic",NA,NA,NA,NA
Grevillea angulata,NA,NT,NA,NA,NA,NA,pinnatifid or deeply toothed,amphistomatic,open woodlands,woody,perennial,31.55,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,pinnatifid or deeply toothed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,open woodlands in NT,pinnatifid deeply_toothed,simple,toothed,NA
Helicia australasica,HO529246,"NT, Qld, PNG","cultivated, CSIRO Arboretum, Atherton",17� 15' S,145� 29' E,NA,"simple, toothed",hypostomatic,rainforest,woody,perennial,22.95,8.129346645,113.958,231.43,NA,231.43,n,n,n,0,0,0,241.2,22.089318,18.746,NA,NA,28.16,"simple, toothed",NA,hypostomatic,0,4,0,0,0,1,0,0,0,0,3,1,0,1,0,NA,NA,closed,hypo,"rainforest in NT, Qld, PNG",toothed,simple,toothed,NA
Persoonia falcata,NA,"nth WA, NT, Qld",NA,NA,NA,NA,"simple, entire",amphistomatic,usually woodland,woody,perennial,75.35585714,NA,NA,NA,NA,NA,n,n,n,0,0,0,528,NA,NA,NA,NA,NA,"simple, entire",NA,simple entire,0,9.8,1,0,0,8.2,0,0,0,0,0,0,0,0,0,NA,NA,open,amphi,"usually woodland in nth WA, NT, Qld",entire,simple,entire,NA
Grevillea dimidiata,NA,"nwWA, NT",NA,NA,NA,NA,"simple, entire",amphistomatic,open woodlands,woody,perennial,33.81,NA,NA,NA,NA,NA,y,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,"open woodlands in nwWA, NT",entire,simple,entire,NA
Bleasdalea papuana,NA,PNG,NA,NA,NA,NA,NA,hypostomatic,rainforest,woody,perennial,28.02,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,hypo,rainforest in PNG,NA,NA,NA,NA
Petrophile canescens,HO528977,"Qld, NSW","Wentworth Falls, Blue Mountains",-33.698555,150.367545,1000,simple pinnately divided,amphistomatic,heath to dry sclerophyll,woody,perennial,36,NA,230.3,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,2.4375,simple pinnately divided,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,terete,"heath to dry sclerophyll in Qld, NSW",pinnately_lobed,simple,lobed,NA
Adenanthos terminalis,NA,"SA, Vic",NA,NA,NA,NA,"simple, deeply segmented",amphistomatic,heath to woodland,woody,perennial,34.1,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, deeply segmented",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,subterete,"heath to woodland in SA, Vic",deeply_segmented,simple,lobed,NA
Conospermum patens,NA,"SA, Vic",NA,NA,NA,NA,"simple, entire",amphistomatic,heathland to woodland,woody,perennial,30.94,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,"heathland to woodland in SA, Vic",entire,simple,entire,NA
Hakea mitchellii,NA,"SA, Vic",NA,NA,NA,NA,"subterete, linear, trigonous",amphistomatic,dry heathlands,woody,perennial,37.51,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,"subterete, linear, trigonous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2,ulicina,open,terete,"dry heathlands in SA, Vic",NA,NA,NA,linear subulate triangular
Hakea rostrata,NA,"SA, Vic",NA,NA,NA,NA,terete,amphistomatic,sclerophyll woodlands,woody,perennial,48.46,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,terete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A2,rostrata,open,terete,"sclerophyll woodlands in SA, Vic",,NA,NA,terete
Hakea rugosa,NA,"SA, Vic",NA,NA,NA,NA,terete,amphistomatic,heathlands,woody,perennial,27.6,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,terete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A2,rostrata,open,terete,"heathlands in SA, Vic",,NA,NA,terete
Banksia ornata,NA,"SA, Vic",NA,NA,NA,NA,NA,hypostomatic,"heathland, woodland, 400-700mm",woody,perennial,27.8,NA,NA,NA,NA,NA,y,n,n,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"heathland, woodland, 400-700mm in SA, Vic",NA,NA,NA,NA
Grevillea lavandulacea,NA,"SA, Vic",NA,NA,NA,NA,"simple, entire",hypostomatic,"open woodlands, heath",woody,perennial,32.1,NA,NA,NA,NA,NA,y,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"open woodlands, heath in SA, Vic",entire,simple,entire,NA
Grevillea ilicifolia,NA,"SA, Vic, NSW",NA,NA,NA,NA,"simple, entire to multilobed",hypostomatic,heathlands,woody,perennial,28.11,NA,NA,NA,NA,NA,y,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, entire to multilobed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"heathlands in SA, Vic, NSW",entire lobed,simple,entire lobed,NA
Banksia marginata,HO528931,"SA, Vic, NSW, Tas",Chimney Pot Hill Road,-42.918062,147.284374,330,NA,hypostomatic,"sclerophyll woodland, montane heath, 400-1000mm",woody,perennial,30,NA,204.6,NA,NA,NA,y,n,n,0,0,0,325,NA,NA,NA,NA,1.4887,NA,NA,hypostomatic,1,7,0,0,0,3,1,0,0,0,3,0,13,1,0,NA,NA,open,hypo,"sclerophyll woodland, montane heath, 400-1000mm in SA, Vic, NSW, Tas",NA,NA,NA,NA
Isopogon ceratophyllus,HO528967,"SA, Vic, Tas","Cultivated.  University of Tasmania Latitude: 42� 54� 20� S, longitude: 147� 19� 55� E.","42� 54' 20"" S","147� 19' 55"" E.",NA,pinnatisect,amphistomatic,"heath, dry to wet sclerophyll",woody,perennial,38,NA,358.11,NA,NA,131.3267552,n,n,n,0,0,0,645,NA,NA,807.4820757,13.98844964,4.6075,pinnatisect,NA,amphistomatic,0,14,0,0,0,7,0,0,0,0,1,0,0,0,1,NA,NA,open,amphi,"heath, dry to wet sclerophyll in SA, Vic, Tas",pinnatisect,NA,lobed,NA
Hakea nodosa,NA,"SA, Vic, Tas",NA,NA,NA,NA,terete to flat,amphistomatic,swampy heathlands,woody,perennial,44.58,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,terete to flat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1,nodosa,open,terete,"swampy heathlands in SA, Vic, Tas",NA,NA,NA,flat terete
Persoonia juniperina,HO528980,"SA,Vic, NSW, Tas","Mt Freycinet, below summit",-42.213883,148.302402,540,"simple, entire",amphistomatic,dry sclerophyll- to heath,woody,perennial,74.3,NA,235.3,NA,NA,NA,n,n,n,0,0,0,707,NA,NA,NA,NA,0.091534,"simple, entire",NA,amphistomatic,0,5,1,0,0,5,0,0,0,0,1,0,0,0,0,NA,NA,open,amphi,"dry sclerophyll- to heath in SA,Vic, NSW, Tas",entire,simple,entire,NA
Persoonia brevifolia,NA,"se NSW, NE Vic",NA,NA,NA,NA,"simple, entire",hypostomatic,dry to wet sclerophyll,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simple, entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"dry to wet sclerophyll in se NSW, NE Vic",entire,simple,entire,NA
Persoonia confertiflora,NA,"se NSW, Vic",NA,NA,NA,NA,"simple, entire",hypostomatic,dry woodland to wet sclerophyll,woody,perennial,66.1,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,hypo,"dry woodland to wet sclerophyll in se NSW, Vic",entire,simple,entire,NA
Petrophile shirleyae,NA,se Qld,NA,NA,NA,NA,simple 2-3 pinnate,amphistomatic,heathland to woodland,woody,perennial,43.4,NA,NA,NA,NA,107.6642768,n,n,n,0,0,0,NA,NA,NA,663.7325193,13.96064999,NA,simple 2-3 pinnate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,terete,heathland to woodland in se Qld,bipinnate tripinnate,simple compound,NA,NA
Conospermum taxifolium,NA,se Qld to Vic,NA,NA,NA,NA,"simple, entire",amphistomatic,heathland to woodland,woody,perennial,26.3,NA,NA,NA,NA,93.6146802,n,n,n,0,0,0,NA,NA,NA,522.2013204,15.21826341,NA,"simple, entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,heathland to woodland in se Qld to Vic,entire,simple,entire,NA
Persoonia sericea,NA,"se Qld, ne NSW",NA,NA,NA,NA,"simple, entire",amphistomatic,woodland to dry sclerophyll,woody,perennial,62.1,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple, entire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,amphi,"woodland to dry sclerophyll in se Qld, ne NSW",entire,simple,entire,NA
Telopea mongaensis,NA,seNSW,NA,NA,NA,NA,NA,hypostomatic,"wet sclerophyll forest, rainforest",woody,perennial,NA,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,hypostomatic,0,7,0,0,0,6,0,0,0,0,1,0,0,0,0,NA,NA,open,hypo,"wet sclerophyll forest, rainforest in seNSW",NA,NA,NA,NA
Hakea ulicina,NA,"seNSW, Vic, Tas",NA,NA,NA,NA,linear flat or trigonous,amphistomatic,"sclerophyll woodlands, heath",woody,perennial,46.05,NA,NA,NA,NA,NA,n,n,n,0,1,0,NA,NA,NA,NA,NA,NA,linear flat or trigonous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2,ulicina,open,amphi,"sclerophyll woodlands, heath in seNSW, Vic, Tas",NA,NA,NA,linear triangular
Triunia robusta,NA,seQld,NA,NA,NA,NA,"simple,entire to toothed",hypostomatic,rainforest,woody,perennial,29.65,NA,NA,NA,NA,NA,n,n,n,0,0,0,NA,NA,NA,NA,NA,NA,"simple,entire to toothed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,hypo,rainforest in seQld,entire toothed,simple,entire toothed,NA
Macadamia jansenii,NA,seQld,NA,NA,NA,NA,NA,hypostomatic,rainforest,woody,perennial,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed,hypo,rainforest in seQld,NA,NA,NA,NA
