item_ID,ITEM_ACTION_ID,TRIALID,trait,STARTDATE,DURATION,detailed_description,trait_2,value_numeric,units,value_2,units_2,treatment_3,value_3,unts_3,unts_2,value_categorical,value,species_name,gathering_date,site_name,site_name_shorter,locality,collector,latitude (deg),longitude (deg)
1149845,1417293,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 3.3273, Total wt: 4.4118",TSW,33.273,gm,,NA,,,,,NA,33.273,Hakea prostrata  ,9/19/1997,site_at_-33.8047_degS_and_119.3264_degE,site_at_-33.8047_degS_and_119.3264_degE,41.5 km E of Jerramungup at intersection of South Coast Highway and Mallee Road.,"Flowers, G.",-33.8047,119.3264
1150468,1417299,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1202, Total wt: 2.9857",TSW,1.202,gm,,NA,,,,,NA,1.202,Allocasuarina rigida subsp. rigida,6/2/1998,site_at_-29.4417_degS_and_151.35_degE,site_at_-29.4417_degS_and_151.35_degE,"Severn River Nature Reserve, 7.5 km W of Pindari Dam Wall, through access road on Claytons Chase.","Paul, J.",-29.4417,151.35
1150548,1417301,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0038, Total wt: 1.1565",TSW,0.038,gm,,NA,,,,,NA,0.038,Callistemon pungens  ,6/4/1998,site_at_-29.5819_degS_and_151.3861_degE,site_at_-29.5819_degS_and_151.3861_degE,"Kings Plains National Park, Kings Plain Creek, adjacent to carpark.","Paul, J.",-29.5819,151.3861
1150843,1417311,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 77, Wt of sample: 0.1024, Total wt: 0.1024",TSW,1.3299,gm,,NA,,,,,NA,1.3299,Diplarrhena latifolia  ,NA,No locality given.,No locality given.,No locality given.,"Edwards, D.",NA,NA
1151071,1417320,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0031, Total wt: 0.0093",TSW,0.031,gm,,NA,,,,,NA,0.031,Richea pandanifolia  ,NA,No locality given.,No locality given.,No locality given.,"Edwards, D.",NA,NA
1151109,1417323,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 49, Wt of sample: 0.092, Total wt: 0.092",TSW,1.8776,gm,,NA,,,,,NA,1.8776,Isopogon scabriusculus subsp. stenophyllus,2/19/1998,site_at_-33.0919_degS_and_119.5233_degE,site_at_-33.0919_degS_and_119.5233_degE,15 km from Lake King crossroads towards Newdegate.,"Cayzer, L.W.",-33.0919,119.5233
1151151,1417326,NA,Seed Sample,13-MAY-05,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0721, Total wt: 1.862",TSW,0.721,gm,,NA,,,,,NA,0.721,Eucalyptus torquata  ,2/24/1998,site_at_-30.8956_degS_and_121.8314_degE,site_at_-30.8956_degS_and_121.8314_degE,67 km W of Karonie on Trans Access Road.,"Cayzer, L.W.",-30.8956,121.8314
1151167,1417329,NA,Seed Sample,13-MAY-05,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0248, Total wt: 0.477",TSW,0.248,gm,,NA,,,,,NA,0.248,Eucalyptus tephroclada  ,2/23/1998,site_at_-31.5592_degS_and_118.8536_degE,site_at_-31.5592_degS_and_118.8536_degE,"5 km along Ivey Road from intersection with Antonio Road, S of Bodallin.","Cayzer, L.W.",-31.5592,118.8536
1151226,1417335,NA,Seed Sample,12-JUL-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0884, Total wt: 1.8388",TSW,0.884,gm,,NA,,,,,NA,0.884,Eucalyptus griffithsii  ,2/25/1998,site_at_-31.4975_degS_and_121.5783_degE,site_at_-31.4975_degS_and_121.5783_degE,Opposite Widgiemooltha roadhouse.,"Cayzer, L.W.",-31.4975,121.5783
1151227,1417336,NA,Seed Sample,03-DEC-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1541, Total wt: 2.6276",TSW,1.541,gm,,NA,,,,,NA,1.541,Eucalyptus pyriformis  ,2/21/1998,site_at_-30.8556_degS_and_116.7222_degE,site_at_-30.8556_degS_and_116.7222_degE,5.4 km N of Wongan Hills at nature reserve.,"Cayzer, L.W.",-30.8556,116.7222
1151240,1417337,NA,Seed Sample,03-DEC-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0143, Total wt: 0.9548",TSW,0.143,gm,,NA,,,,,NA,0.143,Eucalyptus salmonophloia  ,2/19/1998,site_at_-33.0944_degS_and_119.3481_degE,site_at_-33.0944_degS_and_119.3481_degE,31 km from Lake King towards Newdegate.,"Cayzer, L.W.",-33.0944,119.3481
1151405,1417351,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 43, Wt of sample: 0.9884, Total wt: 0.9884",TSW,22.986,gm,,NA,,,,,NA,22.986,Hakea cygna subsp. cygna,2/23/1998,site_at_-31.6094_degS_and_118.8533_degE,site_at_-31.6094_degS_and_118.8533_degE,"5 km along Ivey Road from intersection with Antonio Road, S of Bodallin.","Cayzer, L.W.",-31.6094,118.8533
1151583,1417364,NA,Seed Sample,03-DEC-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2685, Total wt: 10.6949",TSW,2.685,gm,,NA,,,,,NA,2.685,Eucalyptus preissiana subsp. preissiana,2/12/1998,site_at_-33.6147_degS_and_120.1511_degE,site_at_-33.6147_degS_and_120.1511_degE,"Mount Desmond lookout, near Ravensthorpe.","Cayzer, L.W.",-33.6147,120.1511
1151598,1417367,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 40, Wt of sample: 2.5218, Total wt: 2.5218",TSW,63.045,gm,,NA,,,,,NA,63.045,Banksia   ,2/10/1998,site_at_-33.4475_degS_and_123.4675_degE,site_at_-33.4475_degS_and_123.4675_degE,"Mid track on Tower Peak, Mount Ragged.","Cayzer, L.W.",-33.4475,123.4675
1151631,1417371,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.605, Total wt: 1.8994",TSW,6.05,gm,,NA,,,,,NA,6.05,Banksia armata  ,2/12/1998,site_at_-33.7614_degS_and_121.1483_degE,site_at_-33.7614_degS_and_121.1483_degE,"100 m W of Young River crossing, South Coast Highway.","Cayzer, L.W.",-33.7614,121.1483
1151749,1417374,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 73, Wt of sample: 0.3614, Total wt: 0.3614",TSW,4.9507,gm,,NA,,,,,NA,4.9507,Isopogon sp. Watheroo (D.Foreman 477)  ,2/19/1998,site_at_-33.0919_degS_and_119.5233_degE,site_at_-33.0919_degS_and_119.5233_degE,15 km from Lake King crossroads towards Newdegate.,"Cayzer, L.W.",-33.0919,119.5233
1151995,1417378,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.2189, Total wt: 0.4542",TSW,2.189,gm,,NA,,,,,NA,2.189,Goodenia   ,2/22/1998,site_at_-31.3814_degS_and_118.6742_degE,site_at_-31.3814_degS_and_118.6742_degE,"Intersection of Goldfields Road and Carrabin SDG Road, at Carrabin.","Cayzer, L.W.",-31.3814,118.6742
1152040,1417379,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 59, Wt of sample: 0.6582, Total wt: 0.6582",TSW,11.1559,gm,,NA,,,,,NA,11.1559,Banksia densa var. densa,2/22/1998,site_at_-31.7794_degS_and_117.4839_degE,site_at_-31.7794_degS_and_117.4839_degE,"Charles Gardner Nature Reserve, S of Tammin.","Cayzer, L.W.",-31.7794,117.4839
1152136,1417385,NA,Seed Sample,22-DEC-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.3493, Total wt: 1.1335",TSW,3.493,gm,,NA,,,,,NA,3.493,Pittosporum bicolor  ,1/13/1995,site_at_-38.4333_degS_and_146.5667_degE,site_at_-38.4333_degS_and_146.5667_degE,2 km past Balook on Ridge Road.,"Cayzer, L.W.",-38.4333,146.5667
1152137,1417386,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 113, Wt of sample: 0.3465, Total wt: 0.3465",TSW,3.0664,gm,,NA,,,,,NA,3.0664,Marianthus bicolor  ,10/5/1995,site_at_-31.4_degS_and_118.8333_degE,site_at_-31.4_degS_and_118.8333_degE,"WA wheatbelt district, 7 km W of Bodallin between old railway bed and pipeline, Great Eastern Highway.","Cayzer, L.W.",-31.4,118.8333
1152203,1417387,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.6354, Total wt: 4.7144",TSW,16.354,gm,,NA,,,,,NA,16.354,Banksia littoralis  ,2/17/1998,site_at_-34.7447_degS_and_117.75_degE,site_at_-34.7447_degS_and_117.75_degE,4.8 km along Yellanup Road from Albany Highway.,"Cayzer, L.W.",-34.7447,117.75
1152592,1417395,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 13.849, Total wt: 23.656",TSW,138.49,gm,,NA,,,,,NA,138.49,Banksia speciosa  ,2/11/1998,site_at_-33.7542_degS_and_123.2592_degE,site_at_-33.7542_degS_and_123.2592_degE,"Cape Arid National Park, 1.5 km from farmland at border of park towards Israelite Bay.","Cayzer, L.W.",-33.7542,123.2592
1164410,1417770,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0739, Total wt: 0.2644",TSW,0.739,gm,,NA,,,,,NA,0.739,Scleranthus fasciculatus  ,3/7/1996,site_at_-35.6881_degS_and_148.8331_degE,site_at_-35.6881_degS_and_148.8331_degE,"Namadgi National Park, Yaouk Trail, c. 4 km direct S of Cotter Hut.","Lyne, A.M.",-35.6881,148.8331
1164457,1417771,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 1.0429, Total wt: 1.946",TSW,10.429,gm,,NA,,,,,NA,10.429,Gossypium sturtianum  ,5/10/1995,site_at_-35.1167_degS_and_146.7833_degE,site_at_-35.1167_degS_and_146.7833_degE,Cultivated Galore Scenic Reserve Arboretum.,"McAuliffe, J.",-35.1167,146.7833
1166165,1417798,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 11, Wt of sample: 0.2384, Total wt: 0.2384",TSW,21.6727,gm,,NA,,,,,NA,21.6727,Coprosma nitida  ,12/29/1996,site_at_-42.6667_degS_and_146.6167_degE,site_at_-42.6667_degS_and_146.6167_degE,"Lake Fenton, Mt Field National Park. Grid ref 469250E, 5274900N. Tyenna 1100,000 Map Sheet. 1100,000 Map Sheet.","Edwards, D.",-42.6667,146.6167
1166232,1417799,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 12, Wt of sample: 0.0023, Total wt: 0.0023",TSW,0.1917,gm,,NA,,,,,NA,0.1917,Plantago glacialis  ,4/13/1997,site_at_-36.4172_degS_and_148.3097_degE,site_at_-36.4172_degS_and_148.3097_degE,"600m SW of Hedley Tarn, Kosciusko National Park.","Donaldson, S.",-36.4172,148.3097
1166249,1417800,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.258, Total wt: 8.0844",TSW,2.58,gm,,NA,,,,,NA,2.58,Ranunculus niphophilus  ,4/13/1997,site_at_-36.4172_degS_and_148.3097_degE,site_at_-36.4172_degS_and_148.3097_degE,"600 m SW of Hedley Tarn, Kosciuszko National Park.","Donaldson, S.",-36.4172,148.3097
1166318,1417808,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.9384, Total wt: 8.2984",TSW,9.384,gm,,NA,,,,,NA,9.384,Acrothamnus hookeri  ,4/6/1997,site_at_-35.5667_degS_and_148.775_degE,site_at_-35.5667_degS_and_148.775_degE,"500 m SW of the border gate on Leura Gap Road, Namadgi National Park.","Donaldson, S.",-35.5667,148.775
1166511,1417815,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0032, Total wt: 0.0504",TSW,0.032,gm,,NA,,,,,NA,0.032,Argyrotegium mackayi  ,4/13/1997,site_at_-36.4172_degS_and_148.3097_degE,site_at_-36.4172_degS_and_148.3097_degE,"600 m SW of Hedley Tarn, Kosciuszko National Park.","Donaldson, S.",-36.4172,148.3097
1166611,1417816,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0084, Total wt: 8.6105",TSW,0.084,gm,,NA,,,,,NA,0.084,Leptospermum squarrosum  ,12/12/1996,site_at_-34.1167_degS_and_150.8_degE,site_at_-34.1167_degS_and_150.8_degE,4km S of Bradbury on Wedderburn Rd - side road 100m. West Cliff Colliery. 500m in from road.,"Corsini, G.",-34.1167,150.8
1166840,1417818,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 4, Wt of sample: 0.2359, Total wt: 0.2359",TSW,58.975,gm,,NA,,,,,NA,58.975,Alectryon tomentosus  ,7/15/1994,site_at_-30.3111_degS_and_153.0958_degE,site_at_-30.3111_degS_and_153.0958_degE,without locality,"Donaldson, S.",-30.3111,153.0958
1167022,1417825,NA,Seed Sample,22-DEC-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0524, Total wt: 0.052",TSW,0.524,gm,,NA,,,,,NA,0.524,Eucalyptus viminalis subsp. pryoriana,12/18/1996,site_at_-37.8667_degS_and_148.0667_degE,site_at_-37.8667_degS_and_148.0667_degE,Lake Bunga,"Donaldson, S.",-37.8667,148.0667
1167264,1417830,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1625, Total wt: 0.1641",TSW,1.625,gm,,NA,,,,,NA,1.625,Schoenia filifolia  ,12/17/1996,No locality given.,No locality given.,No locality given.,"Donaldson, S.",NA,NA
1167381,1417831,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0052, Total wt: 2.8262",TSW,0.052,gm,,NA,,,,,NA,0.052,Richea continentis  ,3/7/1996,site_at_-35.5597_degS_and_148.7783_degE,site_at_-35.5597_degS_and_148.7783_degE,"Head waters of Snowy Flat Creek, Snowy Flats. Namadgi National Park.","Donaldson, S.",-35.5597,148.7783
1168239,1417837,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.061, Total wt: 2.584",TSW,0.61,gm,,NA,,,,,NA,0.61,Coronidium elatum subsp. elatum,10/17/1996,site_at_-33.5342_degS_and_150.42_degE,site_at_-33.5342_degS_and_150.42_degE,"Blue Mountains, 100 m from Bells Line of Road along Tomah Spur track, 1 km (direct) N of Tomah Trig.","Davies, F.E.",-33.5342,150.42
1168239,1417837,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.064, Total wt: 1.1066",TSW,0.64,gm,,NA,,,,,NA,0.64,Coronidium elatum subsp. elatum,10/17/1996,site_at_-33.5342_degS_and_150.42_degE,site_at_-33.5342_degS_and_150.42_degE,"Blue Mountains, 100 m from Bells Line of Road along Tomah Spur track, 1 km (direct) N of Tomah Trig.","Davies, F.E.",-33.5342,150.42
1169136,1417844,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 18, Wt of sample: 0.7915, Total wt: 0.7915",TSW,43.9722,gm,,NA,,,,,NA,43.9722,Grevillea venusta  ,8/14/1996,site_at_-24.1667_degS_and_151.3_degE,site_at_-24.1667_degS_and_151.3_degE,"Many Peaks Range, 0.5 km W of Mt Castletower.","Telford, I.R.",-24.1667,151.3
1171930,1417861,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 73, Wt of sample: 0.0288, Total wt: 0.0288",TSW,0.3945,gm,,NA,,,,,NA,0.3945,Coronidium elatum subsp. minus,1996-02,"CULTIVATED Australian National Botanic Gardens, Canberra.","CULTIVATED Australian National Botanic Gardens, Canberra.","CULTIVATED Australian National Botanic Gardens, Canberra.","Donaldson, S.",NA,NA
1172212,1417875,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 48, Wt of sample: 0.0042, Total wt: 0.0042",TSW,0.0875,gm,,NA,,,,,NA,0.0875,Cassinia tenuifolia  ,4/24/1996,site_at_-31.5333_degS_and_159.0833_degE,site_at_-31.5333_degS_and_159.0833_degE,Transit Hill walking track.,"Crawford, I.",-31.5333,159.0833
1172306,1417876,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1246, Total wt: 0.3001",TSW,1.246,gm,,NA,,,,,NA,1.246,Eucryphia moorei  ,4/30/1996,site_at_-35.6242_degS_and_149.8914_degE,site_at_-35.6242_degS_and_149.8914_degE,6 km S of Monga.,"Donaldson, S.",-35.6242,149.8914
1173338,1417887,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1557, Total wt: 0.3735",TSW,1.557,gm,,NA,,,,,NA,1.557,Atriplex lindleyi subsp. inflata,12/9/1995,site_at_-31.7167_degS_and_142.6667_degE,site_at_-31.7167_degS_and_142.6667_degE,70 km along the Barrier Highway from Wilcannia towards Broken Hill.,"Lyne, A.M.",-31.7167,142.6667
1173544,1417891,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 38, Wt of sample: 0.0047, Total wt: 0.0047",TSW,0.1237,gm,,NA,,,,,NA,0.1237,Anacampseros australiana  ,12/10/1995,site_at_-31.3833_degS_and_141.6_degE,site_at_-31.3833_degS_and_141.6_degE,"c. 40 km along the Silver City Highway from Fowlers Gap towards Broken Hill, Barrier Ranges, summit of Mount Pintapah.","Lyne, A.M.",-31.3833,141.6
1174410,1417899,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 36, Wt of sample: 0.0381, Total wt: 0.0381",TSW,1.0583,gm,,NA,,,,,NA,1.0583,Lysiosepalum involucratum  ,10/27/1995,site_at_-37.8_degS_and_145.2167_degE,site_at_-37.8_degS_and_145.2167_degE,CULTIVATED Kuranga Native Nursery.,ANBG,-37.8,145.2167
1174411,1417900,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 10, Wt of sample: 0.0092, Total wt: 0.0092",TSW,0.92,gm,,NA,,,,,NA,0.92,Lysiosepalum involucratum  ,10/27/1995,site_at_-37.8_degS_and_145.2167_degE,site_at_-37.8_degS_and_145.2167_degE,CULTIVATED Kuranga Native Nursery.,ANBG,-37.8,145.2167
1178956,1417916,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.0182, Total wt: 0.5741",TSW,0.182,gm,,NA,,,,,NA,0.182,Craspedia jamesii  ,1/13/1995,site_at_-36.9194_degS_and_147.125_degE,site_at_-36.9194_degS_and_147.125_degE,"Twin Knobs, Mount Feathertop Track.","Donaldson, S.",-36.9194,147.125
1179717,1417920,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 82, Wt of sample: 0.5332, Total wt: 0.5332",TSW,6.5024,gm,,NA,,,,,NA,6.5024,Haemodorum tenuifolium  ,5/22/1991,site_at_-26.4_degS_and_153.0333_degE,site_at_-26.4_degS_and_153.0333_degE,"N of Tewantin, road verge of Lake Cooroibah Drive.","Jones, D.L.",-26.4,153.0333
1182112,1417925,NA,Seed Sample,22-DEC-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.6182, Total wt: 7.6346",TSW,6.182,gm,,NA,,,,,NA,6.182,Pittosporum spinescens  ,7/10/1994,site_at_-18.0833_degS_and_144.8667_degE,site_at_-18.0833_degS_and_144.8667_degE,"67.7 km by road SW of Mt Garnet on Kennedy Highway, 40 Mile Scrub, roadside.","Makinson, R.O.",-18.0833,144.8667
1182145,1417927,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 50, Wt of sample: 0.442, Total wt: 0.442",TSW,8.84,gm,,NA,,,,,NA,8.84,Hannafordia shanesii  ,11/8/1993,site_at_-24.8667_degS_and_150.9833_degE,site_at_-24.8667_degS_and_150.9833_degE,"Coomingalah Range, Coomingalah State Forest, 1.5 km along Mannigans Road from Hurdle Gully-Scrubby Road intersection.","Telford, I.R.",-24.8667,150.9833
1182857,1417930,NA,Seed Sample,01-FEB-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 33, Wt of sample: 38.0478, Total wt: 38.0478",TSW,1152.9636,gm,,NA,,,,,NA,1152.9636,Cordia subcordata  ,4/16/1994,site_at_-16.5833_degS_and_150.3167_degE,site_at_-16.5833_degS_and_150.3167_degE,Magdelaine Cay.,"Donaldson, S.",-16.5833,150.3167
1185795,1417938,NA,Seed Sample,20-AUG-04,NA,"Thousand seed weight calculated from one sample. Loaded from Excel file. No in sample: 100, Wt of sample: 0.1527, Total wt: 0.5796",TSW,1.527,gm,,NA,,,,,NA,1.527,Allocasuarina lehmanniana subsp. ecarinata,11/6/1992,site_at_-33.75_degS_and_119.45_degE,site_at_-33.75_degS_and_119.45_degE,Fitzgerald Primary School.,"Smart, R.C.",-33.75,119.45
