Family,taxa,percentgerm,presowtreat,germmedium,germcond,germnotes,refdesc
AMARANTHACEAE,Atriplex humifusa,90 % germination (seeds sown: 20),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 12/12; 23/9°C (Therm 12/12),,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex humifusa,94 % germination (seeds sown: 48),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 8/16; 25/10°C (Therm 8/16); 84 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex limbata,100 % germination (seeds sown: 49),pre-sowing treatments: 1. mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed); 2. surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 8/16; 25/10°C (Therm 8/16); 45 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex limbata,65 % germination (seeds sown: 20),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 12/12; 33/19°C (Therm 12/12); 35 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex limbata,72 % germination (seeds sown: 43),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex limbata,72 % germination (seeds sown: 47),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex lindleyi subsp. inflata,90 % germination (seeds sown: 50),pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 12/12; 16°C,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex nessorhina,50 % germination (seeds sown: 14),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 82 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex nummularia,70 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex nummularia,75 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 35 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex nummularia,84 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex nummularia subsp. omissa,97 % germination (seeds sown: 34),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed with scalpel. de-husked),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 72 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex papillata,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex papillata,79 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex papillata,95 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex quinii,90 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex semibaccata,100 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 5°C; 28 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex semibaccata,100 % germination (seeds sown: 20),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex semibaccata,100 % germination (seeds sown: 20),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 5°C; 35 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex semibaccata,100 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex semibaccata,58 % germination (seeds sown: 36),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex semibaccata,82 % germination (seeds sown: 45),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex semibaccata,88 % germination (seeds sown: 16),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex semibaccata,95 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex semibaccata,98 % germination (seeds sown: 46),,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 63 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex spongiosa,100 % germination (seeds sown: 47),,germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex sturtii,69 % germination (seeds sown: 16),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex sturtii,78 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex sturtii,89 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex vesicaria,100 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex vesicaria,100 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 49 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex vesicaria,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex vesicaria,75 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex vesicaria,88 % germination (seeds sown: 16),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Atriplex vesicaria subsp. macrocystidia,100 % germination (seeds sown: 20),pre-sowing: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 16°C,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Chenopodium auricomum,98 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 12/12; 23/9°C (Therm 12/12),,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Deeringia amaranthoides,53 % germination (seeds sown: 19),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 35°C; 84 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Deeringia amaranthoides,55 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 63 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Deeringia amaranthoides,58 % germination (seeds sown: 19),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 30°C; 84 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Deeringia amaranthoides,59 % germination (seeds sown: 17),,germination medium: 1% agar,germination conditions: light 8/16; 35°C; 84 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Deeringia amaranthoides,59 % germination (seeds sown: 17),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 35/20°C (Therm 8/16); 84 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Deeringia amaranthoides,67 % germination (seeds sown: 15),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Deeringia amaranthoides,67 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 84 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Deeringia amaranthoides,68 % germination (seeds sown: 19),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 30°C; 84 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Deeringia amaranthoides,79 % germination (seeds sown: 19),pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 49 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dissocarpus biflorus,100 % germination (seeds sown: 20),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dissocarpus biflorus,95 % germination (seeds sown: 20),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dissocarpus biflorus,95 % germination (seeds sown: 20),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dissocarpus paradoxus,65 % germination (seeds sown: 20),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 56 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dissocarpus paradoxus,89 % germination (seeds sown: 18),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dysphania cristata,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 28 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dysphania cristata,58 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dysphania cristata,88 % germination (seeds sown: 43),,germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dysphania cristata,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dysphania glomulifera,100 % germination (seeds sown: 20),pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 6 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dysphania glomulifera,100 % germination (seeds sown: 20),pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25/15°C (Therm 8/16); 12 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dysphania glomulifera,100 % germination (seeds sown: 20),pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 8/16; 20°C; 6 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dysphania glomulifera,100 % germination (seeds sown: 20),pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 8/16; 25/15°C (Therm 8/16); 6 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dysphania glomulifera,72 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 25/15°C (Therm 8/16); 104 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dysphania glomulifera,75 % germination (seeds sown: 20),,germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 8/16; 20°C; 70 days,,"RBG Kew, Wakehurst Place."
AMARANTHACEAE,Dysphania glomulifera,78 % germination (seeds sown: 50),,germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 8/16; 25/15°C (Therm 8/16); 104 days,,"RBG Kew, Wakehurst Place."
