speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample,ternPrimaryGeneticBarcodeAdditionalSample,plantMaterialTypeAdditionalSample,latitudeAdditionalSample,longitudeOfAdditionalSample,dateSurveyedAdditionalSample,facilityYear,species_name,taxon_name,old_pathway,photosyntheticPathway_combined2
Acacia_erinacea,Acacia,erinacea,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia erinacea,Acacia erinacea,c3,NA
Acacia_eriopoda,Acacia,eriopoda,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia eriopoda,Acacia eriopoda,NA,C3
Acacia_estrophiolata,Acacia,estrophiolata,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia estrophiolata,Acacia estrophiolata,c3,NA
Acacia_euthycarpa,Acacia,euthycarpa,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia euthycarpa,Acacia euthycarpa,c3,NA
Acacia_excelsa,Acacia,excelsa,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia excelsa,Acacia excelsa,c3,NA
Acacia_exocarpoides,Acacia,exocarpoides,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia exocarpoides,Acacia exocarpoides,NA,C3
Acacia_farnesiana,Acacia,farnesiana,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia farnesiana,Vachellia farnesiana,c3,NA
Acacia_fimbriata,Acacia,fimbriata,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia fimbriata,Acacia fimbriata,NA,C3
Acacia_fragilis,Acacia,fragilis,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia fragilis,Acacia fragilis,c3,NA
Acacia_galeata,Acacia,galeata,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia galeata,Acacia galeata,NA,C3
Acacia_galioides,Acacia,galioides,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia galioides,Acacia galioides,c3,NA
Acacia_georginae,Acacia,georginae,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia georginae,Acacia georginae,c3,NA
Acacia_gibbosa,Acacia,gibbosa,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia gibbosa,Acacia gibbosa,c3,NA
Acacia_gonocarpa,Acacia,gonocarpa,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia gonocarpa,Acacia gonocarpa,c3,NA
Acacia_gonoclada,Acacia,gonoclada,Fabaceae,NA,C3,NA,C3,"TERN SIA;Sage, 2016; Watson & Dallwitz, 1992 onwards",NA,NA,-26.45,NA,NA,NTA012832,leaves,NTAMGD0005-58495,-17.45584722,133.4835667,29/04/2016,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Acacia gonoclada,Acacia gonoclada,c3,NA
Acacia_hakeoides,Acacia,hakeoides,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia hakeoides,Acacia hakeoides,c3,NA
Acacia_hamersleyensis,Acacia,hamersleyensis,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia hamersleyensis,Acacia hamersleyensis,c3,NA
Acacia_hammondii,Acacia,hammondii,Fabaceae,NA,C3,NA,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,-27.74,NA,NA,NTA  007079,leaves,NTAGFU0023-53670,-16.82389444,135.8300389,9/6/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Acacia hammondii,Acacia hammondii,c3,NA
Acacia_harpophylla,Acacia,harpophylla,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia harpophylla,Acacia harpophylla,c3,NA
Acacia_havilandiorum,Acacia,havilandiorum,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia havilandiorum,Acacia havilandiorum,c3,NA
Acacia_hemignosta,Acacia,hemignosta,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia hemignosta,Acacia hemignosta,c3,NA
Acacia_hemiteles,Acacia,hemiteles,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia hemiteles,Acacia hemiteles,c3,NA
Acacia_hemsleyi,Acacia,hemsleyi,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia hemsleyi,Acacia hemsleyi,c3,NA
Acacia_heteroneura,Acacia,heteroneura,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia heteroneura,Acacia heteroneura,c3,NA
Acacia_hilliana,Acacia,hilliana,Fabaceae,NA,C3,NA,C3,"TERN SIA;Sage, 2016; Watson & Dallwitz, 1992 onwards",NA,NA,-29.92,NA,NA,NTA001843,leaves,NTAGFU0006-53653,-18.77869167,136.8470722,18/04/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Acacia hilliana,Acacia hilliana,c3,NA
Acacia_holosericea,Acacia,holosericea,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia holosericea,Acacia holosericea,c3,NA
Acacia_hopperiana,Acacia,hopperiana,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia hopperiana,Acacia hopperiana,c3,NA
Acacia_humifusa,Acacia,humifusa,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia humifusa,Acacia humifusa,NA,C3
Acacia_implexa,Acacia,implexa,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia implexa,Acacia implexa,NA,C3
Acacia_inaequilatera,Acacia,inaequilatera,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia inaequilatera,Acacia inaequilatera,c3,NA
Acacia_inaequiloba,Acacia,inaequiloba,Fabaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia inaequiloba,Acacia inaequiloba,c3,NA
Acacia_inceana,Acacia,inceana,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia inceana,Acacia inceana,NA,C3
Acacia_incurvaneura,Acacia,incurvaneura,Fabaceae,NA,C3,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,-26.87,NA,NA,SAA  003907,leaves,SAAGVD0002-56926,-29.34649167,130.4504778,3/9/2014,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Acacia incurvaneura,Acacia incurvaneura,c3,NA
Acacia_iteaphylla,Acacia,iteaphylla,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia iteaphylla,Acacia iteaphylla,c3,NA
Acacia_ixiophylla,Acacia,ixiophylla,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia ixiophylla,Acacia ixiophylla,NA,C3
Acacia_jamesiana,Acacia,jamesiana,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia jamesiana,Acacia jamesiana,c3,NA
Acacia_jennerae,Acacia,jennerae,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia jennerae,Acacia jennerae,c3,NA
Acacia_jucunda,Acacia,jucunda,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia jucunda,Acacia jucunda,NA,C3
Acacia_julifera,Acacia,julifera,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia julifera,Acacia julifera,c3,NA
Acacia_kempeana,Acacia,kempeana,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia kempeana,Acacia kempeana,c3,NA
Acacia_lamprocarpa,Acacia,lamprocarpa,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia lamprocarpa,Acacia lamprocarpa,c3,NA
Acacia_lasiocalyx,Acacia,lasiocalyx,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia lasiocalyx,Acacia lasiocalyx,c3,NA
Acacia_lasiocarpa,Acacia,lasiocarpa,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia lasiocarpa,Acacia lasiocarpa,c3,NA
Acacia_latescens,Acacia,latescens,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia latescens,Acacia latescens,NA,C3
Acacia_latifolia,Acacia,latifolia,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia latifolia,Acacia latifolia,NA,C3
Acacia_latipes,Acacia,latipes,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia latipes,Acacia latipes,NA,C3
Acacia_legnota,Acacia,legnota,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia legnota,Acacia legnota,NA,C3
Acacia_leiocalyx,Acacia,leiocalyx,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia leiocalyx,Acacia leiocalyx,NA,C3
Acacia_leiophylla,Acacia,leiophylla,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia leiophylla,Acacia leiophylla,NA,C3
Acacia_leptocarpa,Acacia,leptocarpa,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia leptocarpa,Acacia leptocarpa,NA,C3
Acacia_leptoloba,Acacia,leptoloba,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia leptoloba,Acacia leptoloba,NA,C3
Acacia_leptostachya,Acacia,leptostachya,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia leptostachya,Acacia leptostachya,NA,C3
Acacia_leucolobia,Acacia,leucolobia,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia leucolobia,Acacia leucolobia,c3,NA
Acacia_ligulata,Acacia,ligulata,Fabaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia ligulata,Acacia ligulata,c3,NA
Acacia_limbata,Acacia,limbata,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia limbata,Acacia limbata,c3,NA
Acacia_lineata,Acacia,lineata,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia lineata,Acacia lineata,c3,NA
Acacia_lineolata,Acacia,lineolata,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia lineolata,Acacia lineolata,NA,C3
Acacia_linifolia,Acacia,linifolia,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia linifolia,Acacia linifolia,c3,NA
Acacia_loderi,Acacia,loderi,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia loderi,Acacia loderi,c3,NA
Acacia_longifolia,Acacia,longifolia,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia longifolia,Acacia longifolia,NA,C3
Acacia_longispinea,Acacia,longispinea,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia longispinea,Acacia longispinea,c3,NA
Acacia_lycopodiifolia,Acacia,lycopodiifolia,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia lycopodiifolia,Acacia lycopodiifolia,c3,NA
Acacia_lysiphloia,Acacia,lysiphloia,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia lysiphloia,Acacia lysiphloia,c3,NA
Acacia_macraneura,Acacia,macraneura,Fabaceae,NA,C3,NA,C3,"TERN SIA;Sage, 2016; Watson & Dallwitz, 1992 onwards",NA,NA,-26.77,NA,NA,WAA010977,leaves,WAAPIL0026-58044,-22.76692778,119.6314389,2/8/2016,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Acacia macraneura,Acacia macraneura,c3,NA
Acacia_maidenii,Acacia,maidenii,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia maidenii,Acacia maidenii,NA,C3
Acacia_maitlandii,Acacia,maitlandii,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia maitlandii,Acacia maitlandii,c3,NA
Acacia_mariae,Acacia,mariae,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia mariae,Acacia mariae,NA,C3
Acacia_marramamba,Acacia,marramamba,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia marramamba,Acacia marramamba,c3,NA
Acacia_matthewii,Acacia,matthewii,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia matthewii,Acacia matthewii,NA,C3
Acacia_mearnsii,Acacia,mearnsii,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia mearnsii,Acacia mearnsii,NA,C3
Acacia_megaladena,Acacia,megaladena,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia megaladena,Acacia megalantha,NA,C3
Acacia_melanoxylon,Acacia,melanoxylon,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia melanoxylon,Acacia melanoxylon,NA,C3
Acacia_melleodora,Acacia,melleodora,Fabaceae,NA,C3,NA,C3,"TERN SIA;Sage, 2016; Watson & Dallwitz, 1992 onwards",NA,NA,-26.34,NA,NA,NTA010449,leaves,NTABRT0005-53620,-22.29108056,133.612075,24/03/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Acacia melleodora,Acacia melleodora,c3,NA
Acacia_melvillei,Acacia,melvillei,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia melvillei,Acacia melvillei,NA,C3
Acacia_merrallii,Acacia,merrallii,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia merrallii,Acacia merrallii,c3,NA
Acacia_mimica,Acacia,mimica,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia mimica,Acacia mimica,c3,NA
Acacia_mimula,Acacia,mimula,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia mimula,Acacia mimula,c3,NA
Acacia_minyura,Acacia,minyura,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia minyura,Acacia minyura,NA,C3
Acacia_mollifolia,Acacia,mollifolia,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia mollifolia,Acacia mollifolia,NA,C3
Acacia_monticola,Acacia,monticola,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia monticola,Acacia monticola,c3,NA
Acacia_muelleriana,Acacia,muelleriana,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia muelleriana,Acacia muelleriana,NA,C3
Acacia_multispicata,Acacia,multispicata,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia multispicata,Acacia multispicata,NA,C3
Acacia_murrayana,Acacia,murrayana,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia murrayana,Acacia murrayana,c3,NA
Acacia_myrtifolia,Acacia,myrtifolia,Fabaceae,NA,C3,NA,C3,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia myrtifolia,Acacia myrtifolia,c3,NA
Acacia_neurocarpa,Acacia,neurocarpa,Fabaceae,NA,U,C3,C3,"Kattge et al., 2020",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acacia neurocarpa,Acacia neurocarpa,c3,NA
