Spp Name,Order,Family,Genus,Species_Code,Plant_height_(m),Leaf_Area_cm2,Seed_Mass_g,"Plant_height_interpolated_(1=Y,0=N)","Leaf_Area_interpolated_(1=Y,0=N)","Seed_Mass_interpolated_(1=Y,0=N)"
Sarcocornia quinqueflora,Caryophyllales,Chenopodiaceae,Sarcocornia,1720,0.3,10.6029,0.00032623,0,1,0
Scaevola hookeri,Campanulales,Goodeniaceae,Scaevola,1723,0.1,5.89049,0.00125318,0,0,1
Schenkia australis,Gentianales,Gentianaceae,Schenkia,1724,0.4,4.71239,6.60E-05,0,0,0
Schizacme montana,Gentianales,Loganiaceae,Schizacme,1726,0.09,0.189805,4.40E-05,1,1,1
Schizaea bifida,Polypodiales,Schizaeaceae,Schizaea,1728,0.35,35.3429,0.0033,0,0,1
Schizaea fistulosa,Polypodiales,Schizaeaceae,Schizaea,1729,0.35,35.3429,0.0033,1,1,1
Schoenoplectus pungens,Poales,Cyperaceae,Schoenoplectus,1730,1.5,21.7073,0.002446,0,1,0
Schoenus absconditus,Poales,Cyperaceae,Schoenus,1732,0.225,3.73064,0.0003334,1,1,1
Schoenus apogon,Poales,Cyperaceae,Schoenus,1733,0.2,5.89049,0.0002036,0,0,0
Schoenus biglumis,Poales,Cyperaceae,Schoenus,1734,0.225,3.73064,0.0003334,1,1,1
Schoenus calyptratus,Poales,Cyperaceae,Schoenus,1736,0.1,1.5708,0.0003334,0,0,1
Schoenus carsei,Poales,Cyperaceae,Schoenus,1737,0.225,3.73064,0.0003334,1,1,1
Schoenus fluitans,Poales,Cyperaceae,Schoenus,1738,0.225,3.73064,0.0002092,1,1,0
Schoenus lepidosperma,Poales,Cyperaceae,Schoenus,1740,0.2,3.73064,0.0003334,0,1,1
Schoenus maschalinus,Poales,Cyperaceae,Schoenus,1741,0.2,1.1781,0.0003334,0,0,1
Schoenus nitens,Poales,Cyperaceae,Schoenus,1742,0.2,6.28319,0.0007116,0,0,0
Schoenus pygmaeus,Poales,Cyperaceae,Schoenus,1743,0.225,3.73064,0.0003334,1,1,1
Schoenus tenuissimus,Poales,Cyperaceae,Schoenus,1744,0.225,3.73064,0.0003334,1,1,1
Schoenus tesquorum,Poales,Cyperaceae,Schoenus,1745,0.45,3.73064,0.0002092,0,1,0
Scleranthus biflorus,Caryophyllales,Caryophyllaceae,Scleranthus,1747,0.1,0.0628319,0.0004668,0,0,0
Scleranthus brockiei,Caryophyllales,Caryophyllaceae,Scleranthus,1748,0.1,0.0785398,0.0004036,0,0,0
Scleranthus diander,Caryophyllales,Caryophyllaceae,Scleranthus,1749,0.1,0.0628319,0.0008216,0,0,0
Scleranthus fasciculatus,Caryophyllales,Caryophyllaceae,Scleranthus,1750,0.2,0.0753982,0.0006736,0,0,0
Sebaea albidiflora,Gentianales,Gentianaceae,Sebaea,1754,0.2,0.785398,2.00E-05,0,0,0
Sebaea ovata,Gentianales,Gentianaceae,Sebaea,1755,0.5,1.53153,2.00E-05,0,0,1
Selaginella gracillima,Selaginellales,Selaginellaceae,Selaginella,1757,0.38,0.0235619,0.0033,1,1,1
Selaginella uliginosa,Selaginellales,Selaginellaceae,Selaginella,1758,0.38,0.0235619,0.0033,0,0,1
Selliera radicans,Campanulales,Goodeniaceae,Selliera,1759,0.5,8.24668,0.000436,0,0,0
Senecio biserratus,Asterales,Asteraceae,Senecio,1760,1,42.4115,0.000218,0,0,0
Senecio glomeratus,Asterales,Asteraceae,Senecio,1763,1,10.6029,9.52E-05,0,0,0
Senecio gunnii,Asterales,Asteraceae,Senecio,1764,0.8,19.635,0.0002228,0,0,0
Senecio hispidulus,Asterales,Asteraceae,Senecio,1765,1,18.8496,0.0001576,0,0,0
Senecio lautus,Asterales,Asteraceae,Senecio,1766,0.3,3.14159,0.000314889,0,0,1
Senecio leptocarpus,Asterales,Asteraceae,Senecio,1767,0.3,6.28319,0.000314889,0,0,1
Senecio linearifolius,Asterales,Asteraceae,Senecio,1768,1.5,17.6715,0.000314889,0,0,1
Senecio minimus,Asterales,Asteraceae,Senecio,1769,1,28.2743,0.0001812,0,0,0
Senecio odoratus,Asterales,Asteraceae,Senecio,1770,1.7,43.9823,0.000264,0,0,0
Senecio pectinatus,Asterales,Asteraceae,Senecio,1772,0.25,8.24668,0.0009564,0,0,0
Senecio prenanthoides,Asterales,Asteraceae,Senecio,1775,0.8,9.42478,0.0004472,0,0,0
Senecio quadridentatus,Asterales,Asteraceae,Senecio,1778,1,4.71239,0.000314889,0,0,1
Senecio squarrosus,Asterales,Asteraceae,Senecio,1780,0.8875,17.7696,0.0002916,1,1,0
Siloxerus multiflorus,Asterales,Asteraceae,Siloxerus,1786,0.05,11.8909,8.13E-05,0,1,0
Solanum laciniatum,Solanales,Solanaceae,Solanum,1791,3,20.4204,0.0022628,0,0,1
Solanum physalifolium,Solanales,Solanaceae,Solanum,1793,2.5,14.9226,0.0022628,1,1,1
Solanum vescum,Solanales,Solanaceae,Solanum,1794,2,9.42478,0.0022628,0,0,0
Solenogyne dominii,Asterales,Asteraceae,Solenogyne,1796,0.1,8.67865,0.0003048,0,0,1
Solenogyne gunnii,Asterales,Asteraceae,Solenogyne,1797,0.11,19.0066,0.0003048,0,0,0
Sphaerocionium applanatum,Fabales,Fabaceae,Sphaerocionium,1805,3.57636,7.21216,0.00789099,1,1,1
Sphaerolobium minus,Fabales,Fabaceae,Sphaerolobium,1806,0.5,0.0392699,0.0014848,0,0,0
Spinifex sericeus,Poales,Poaceae,Spinifex,1808,0.5,8.18651,0.00120732,0,1,1
Sporadanthus tasmanicus,Poales,Restionaceae,Sporadanthus,1810,1.5,6.02139,0.0014557,0,1,1
Sporobolus virginicus,Poales,Poaceae,Sporobolus,1813,0.7,8.18651,0.00120732,0,1,1
Sprengelia distichophylla,Ericales,Ericaeae,Sprengelia,1814,0.1,0.0294524,5.00E-05,0,0,1
Sprengelia incarnata,Ericales,Ericaeae,Sprengelia,1815,2,0.942478,5.00E-05,0,0,0
Spyridium eriocephalum,Rhamnales,Rhamnaceae,Spyridium,1818,0.5,0.109956,0.0006036,0,0,0
Spyridium obovatum,Rhamnales,Rhamnaceae,Spyridium,1822,15,1.88496,0.0007272,0,0,0
Spyridium parvifolium,Rhamnales,Rhamnaceae,Spyridium,1823,1.5,1.83783,0.0005872,0,0,0
Spyridium ulicinum,Rhamnales,Rhamnaceae,Spyridium,1824,3,0.235619,0.000968,0,0,0
Spyridium vexilliferum,Rhamnales,Rhamnaceae,Spyridium,1825,1.4,0.981748,0.0004872,0,0,0
Stackhousia monogyna,Celastrales,Stackhousiaceae,Stackhousia,1826,0.7,0.942478,0.0021828,0,0,0
Stackhousia subterranea,Celastrales,Stackhousiaceae,Stackhousia,1829,0.7,1.72788,0.0028744,1,1,0
Stackhousia viminea,Celastrales,Stackhousiaceae,Stackhousia,1830,0.7,2.51327,0.0025286,0,0,1
Stegostyla alpina,Asparagales,Orchidaceae,Stegostyla,1831,0.271463,14.7073,5.33E-06,1,1,1
Stellaria flaccida,Caryophyllales,Caryophyllaceae,Stellaria,1835,0.1,1.13097,0.00049016,0,0,1
Stellaria multiflora,Caryophyllales,Caryophyllaceae,Stellaria,1836,0.1,0.15708,0.00049016,0,0,1
Stellaria palustris,Caryophyllales,Caryophyllaceae,Stellaria,1837,0.4,0.628319,0.00049016,0,0,1
Stellaria pungens,Caryophyllales,Caryophyllaceae,Stellaria,1838,0.1,0.15708,0.00049016,0,0,1
Stenanthemum pimeleoides,Rhamnales,Rhamnaceae,Stenanthemum,1839,0.1,0.282743,0.000574,0,0,0
Stenotaphrum secundatum,Poales,Poaceae,Stenotaphrum,1841,0.4,8.18651,0.00120732,0,1,1
Sticherus lobatus,Polypodiales,Gleicheniaceae,Sticherus,1842,2,0.636173,0.0033,0,1,1
Sticherus tener,Polypodiales,Gleicheniaceae,Sticherus,1843,2,0.636173,0.0033,1,1,1
Sticherus urceolatus,Polypodiales,Gleicheniaceae,Sticherus,1844,2,0.636173,0.0033,0,0,1
Stuckenia pectinata,Alismatales,Potamogetonaceae,Stuckenia,1846,0.183333,18.9805,0.000166,1,1,1
Stylidium armeria,Asterales,Stylidiaceae,Stylidium,1847,0.5,11.781,0.0001752,1,1,0
Stylidium graminifolium,Asterales,Stylidiaceae,Stylidium,1851,0.5,11.781,0.0001752,0,0,1
Styphelia adscendens,Ericales,Ericaeae,Styphelia,1853,0.6,1.50796,0.0088575,0,0,0
Suaeda australis,Caryophyllales,Chenopodiaceae,Suaeda,1854,1,3.14159,0.00614412,0,0,1
Swainsona lessertiifolia,Fabales,Fabaceae,Swainsona,1855,0.5,7.21216,0.0023272,0,1,0
Tasmannia lanceolata,Magnoliales,Winteraceae,Tasmannia,1859,5,32.9867,0.00191,0,0,0
Telopea truncata,Proteales,Proteaceae,Telopea,1862,8,56.5487,0.0187792,0,0,0
Tetracarpaea tasmannica,Saxifragales,Tetracarpaeaceae,Tetracarpaea,1863,1.6,1.1781,0.000563181,0,0,1
Tetragonia implexicoma,Caryophyllales,Aizoaceae,Tetragonia,1864,0.5,18.8496,0.032975,0,0,1
Tetraria capillaris,Poales,Cyperaceae,Tetraria,1866,0.6,0.0785398,0.00143971,0,0,1
Tetrarrhena distichophylla,Poales,Poaceae,Tetrarrhena,1868,0.6,5.65487,0.0008656,0,0,0
Tetratheca labillardierei,Polygalales,Tremandraceae,Tetratheca,1871,1,0.785398,0.0018135,0,0,1
Tetratheca pilosa,Polygalales,Tremandraceae,Tetratheca,1872,0.6,0.589049,0.0018135,0,0,1
Tetratheca procumbens,Polygalales,Tremandraceae,Tetratheca,1873,0.3,0.0942478,0.0018135,0,0,0
Teucrium corymbosum,Lamiales,Lamiaceae,Teucrium,1874,1.5,17.2788,0.0007648,0,0,0
Thelionema caespitosum,Asparagales,Phormiaceae,Thelionema,1875,0.9,42.4115,0.0018396,0,0,0
Thelionema umbellatum,Asparagales,Phormiaceae,Thelionema,1876,0.4,6.28319,0.0018396,0,0,1
Thelymitra antennifera,Asparagales,Orchidaceae,Thelymitra,1878,0.2,2.82743,3.98E-06,0,0,1
Thelymitra arenaria,Asparagales,Orchidaceae,Thelymitra,1879,0.2,16.5228,3.98E-06,0,1,1
Thelymitra aristata,Asparagales,Orchidaceae,Thelymitra,1880,0.2,6.04757,5.60E-06,0,0,0
Thelymitra carnea,Asparagales,Orchidaceae,Thelymitra,1885,0.2,3.53429,3.98E-06,0,0,1
Thelymitra cyanea,Asparagales,Orchidaceae,Thelymitra,1887,0.15,13.7445,6.40E-06,0,0,0
Thelymitra erosa,Asparagales,Orchidaceae,Thelymitra,1889,0.190909,16.5228,2.40E-06,1,1,0
Thelymitra exigua,Asparagales,Orchidaceae,Thelymitra,1890,0.190909,16.5228,3.98E-06,1,1,1
Thelymitra flexuosa,Asparagales,Orchidaceae,Thelymitra,1891,0.190909,16.5228,3.98E-06,1,1,1
Thelymitra holmesii,Asparagales,Orchidaceae,Thelymitra,1892,0.2,27.4889,3.98E-06,0,0,1
Thelymitra ixioides,Asparagales,Orchidaceae,Thelymitra,1896,0.15,15.708,9.08E-07,0,0,0
Thelymitra juncifolia,Asparagales,Orchidaceae,Thelymitra,1898,0.190909,16.5228,4.40E-06,1,1,0
Thelymitra longiloba,Asparagales,Orchidaceae,Thelymitra,1899,0.190909,16.5228,3.98E-06,1,1,1
Thelymitra nuda,Asparagales,Orchidaceae,Thelymitra,1905,0.2,31.4159,3.98E-06,0,0,1
Thelymitra pauciflora,Asparagales,Orchidaceae,Thelymitra,1906,0.15,31.4159,3.98E-06,0,0,1
Thelymitra peniculata,Asparagales,Orchidaceae,Thelymitra,1907,0.190909,16.5228,3.98E-06,1,1,1
Thelymitra polychroma,Asparagales,Orchidaceae,Thelymitra,1908,0.190909,16.5228,3.20E-06,1,1,0
Thelymitra rubra,Asparagales,Orchidaceae,Thelymitra,1911,0.25,16.5228,3.98E-06,0,1,1
Thelymitra simulata,Asparagales,Orchidaceae,Thelymitra,1913,0.190909,16.5228,3.98E-06,1,1,1
Thelymitra spadicea,Asparagales,Orchidaceae,Thelymitra,1914,0.2,16.5228,4.96E-06,0,1,0
Themeda australis,Poales,Poaceae,Themeda,1921,1.2,8.18651,0.00120732,0,1,1
Threlkeldia diffusa,Caryophyllales,Amaranthaceae,Threlkeldia,1924,0.4,3.84845,0.002482,0,1,0
Thysanotus patersonii,Liliales,Anthericaceae,Thysanotus,1928,0.05,15.708,0.000684,0,0,0
Tmesipteris elongata,Psilotales,Psilotaceae,Tmesipteris,1930,0.4,1.02102,0.0033,0,0,1
Tmesipteris obliqua,Psilotales,Psilotaceae,Tmesipteris,1931,0.65,1.88496,0.0033,0,0,1
Todea barbara,Osmundales,Osmundaceae,Todea,1933,3,5.654866776,0.0033,0,0,1
Townsonia viridis,Asparagales,Orchidaceae ,Townsonia,1934,1.70518,19.4655,0.00115133,1,1,1
Trachymene humilis,Apiales,Apiaceae,Trachymene,1937,0.3,3.14159,0.00216,0,0,0
Triglochin centrocarpum,Alismatales,Juncaginaceae,Triglochin,1942,0.1,3.92699,0.002083,0,0,1
Triglochin procera,Alismatales,Juncaginaceae,Triglochin,1946,0.05,471.239,0.002083,0,0,1
Triglochin procerum,Alismatales,Juncaginaceae,Triglochin,1947,0.15,160.745,0.002083,1,1,1
Triglochin rheophilum,Alismatales,Juncaginaceae,Triglochin,1948,0.15,160.745,0.0038216,1,1,0
Triglochin striata,Alismatales,Juncaginaceae,Triglochin,1949,0.3,7.06858,0.0003444,0,0,0
Triptilodiscus pygmaeus,Asterales,Asteraceae,Triptilodiscus,1950,0.08,0.628319,0.000108,0,0,0
Trisetum spicatum,Poales,Poaceae,Trisetum,1951,0.4,12.5664,0.00120732,0,0,1
Trithuria submersa,Nymphaeales,Hydatellaceae,Trithuria,1952,0.1,0.235619,5.84E-05,0,0,0
Trochocarpa cunninghamii,Ericales,Ericaeae,Trochocarpa,1953,1,0.314159,0.001977,0,0,1
Trochocarpa gunnii,Ericales,Ericaeae,Trochocarpa,1955,3,0.314159,0.0010724,0,0,0
Trochocarpa thymifolia,Ericales,Ericaeae,Trochocarpa,1956,0.9,0.015708,0.0028816,0,0,0
Typha angustifolia,Poales,Typhaceae,Typha,1957,2,31.4159,0.00108805,1,1,1
Typha domingensis,Poales,Typhaceae,Typha,1958,2,31.4159,0.00108805,0,0,1
Uncinia compacta,Poales,Cyperaceae,Uncinia,1961,0.35,9.62113,0.0031604,0,0,0
Uncinia flaccida,Poales,Cyperaceae,Uncinia,1963,0.4,4.24115,0.0024922,0,0,1
Uncinia nervosa,Poales,Cyperaceae,Uncinia,1964,0.3,5.01346,0.0024922,1,1,1
Uncinia riparia,Poales,Cyperaceae,Uncinia,1965,0.3,5.01346,0.001824,1,1,0
Uncinia tenella,Poales,Cyperaceae,Uncinia,1966,0.15,1.1781,0.0024922,0,0,1
Urtica incisa,Rosales,Urticaceae,Urtica,1967,1,47.1239,0.0001964,0,0,0
Utricularia dichotoma,Scrophulariales,Lentibulariaceae,Utricularia,1969,0.1,1.5708,9.80E-05,0,0,0
Utricularia lateriflora,Scrophulariales,Lentibulariaceae,Utricularia,1970,0.1,1.9635,3.30E-05,0,0,0
Utricularia monanthos,Scrophulariales,Lentibulariaceae,Utricularia,1971,0.1,0.235619,1.67E-05,0,0,0
Utricularia tenella,Scrophulariales,Lentibulariaceae,Utricularia,1972,0.07,0.785398,7.00E-06,0,0,0
Velleia montana,Campanulales,Goodeniaceae,Velleia,1976,0.1,18.8496,0.0006712,0,0,0
Velleia paradoxa,Campanulales,Goodeniaceae,Velleia,1977,0.25,68.7223,0.003173,0,0,0
Veronica calycina,Plantaginales,Plantaginaceae,Veronica,1979,0.45,4.71239,0.0003204,0,0,0
Veronica formosa,Plantaginales,Plantaginaceae,Veronica,1982,2,0.353429,0.0013116,0,0,0
Veronica gracilis,Plantaginales,Plantaginaceae,Veronica,1983,0.25,2.12058,0.000514,0,0,0
Villarsia exaltata,Solanales,Menyanthaceae,Villarsia,1987,1.5,117.81,0.0022532,0,0,1
Villarsia reniformis,Solanales,Menyanthaceae,Villarsia,1988,1,25.1327,0.0022532,0,0,1
Viola betonicifolia,Malpighiales,Violaceae,Viola,1991,0.2,11.781,0.0004936,0,0,0
Viola cleistogamoides,Malpighiales,Violaceae,Viola,1993,0.2,0.471239,0.000600267,0,0,1
Viola cunninghamii,Malpighiales,Violaceae,Viola,1994,0.2,3.90186,0.000600267,1,1,1
Viola fuscoviolacea,Malpighiales,Violaceae,Viola,1995,0.2,1.13097,0.000722,0,0,0
Viola hederacea,Malpighiales,Violaceae,Viola,1996,0.2,4.71239,0.0005852,0,0,0
Viola sieberana,Malpighiales,Violaceae,Viola,1997,0.2,1.41372,0.000600267,0,0,1
Vittadinia muelleri,Asterales,Asteraceae,Vittadinia,2002,0.934724,11.8909,0.0006568,1,1,0
Wahlenbergia ceracea,Campanulales,Campanulaceae,Wahlenbergia,2003,1.15,3.92699,0.0002672,0,0,1
Wahlenbergia gracilenta,Campanulales,Campanulaceae,Wahlenbergia,2004,0.35,3.45575,0.0002672,0,0,1
Wahlenbergia gracilis,Campanulales,Campanulaceae,Wahlenbergia,2005,0.8,4.71239,0.0002672,0,0,0
Wahlenbergia gymnoclada,Campanulales,Campanulaceae,Wahlenbergia,2006,0.675,3.32485,0.0002672,1,1,1
Wahlenbergia littoricola,Campanulales,Campanulaceae,Wahlenbergia,2007,0.8,1.88496,0.0002672,0,0,1
Wahlenbergia multicaulis,Campanulales,Campanulaceae,Wahlenbergia,2008,0.75,3.76991,0.0002672,0,0,1
Wahlenbergia saxicola,Campanulales,Campanulaceae,Wahlenbergia,2009,0.675,3.32485,0.0002672,1,1,1
Wahlenbergia stricta,Campanulales,Campanulaceae,Wahlenbergia,2010,0.2,2.19911,0.0002672,0,0,1
Wahlenbergia tadgellii,Campanulales,Campanulaceae,Wahlenbergia,2011,0.675,3.32485,0.0002672,1,1,1
Westringia brevifolia,Lamiales,Lamiaceae,Westringia,2013,1,0.235619,0.0009428,0,0,1
Westringia rubiaefolia,Lamiales,Lamiaceae,Westringia,2015,1,0.188496,0.0009428,0,0,0
Winifredia sola,Poales,Restionaceae,Winifredia,2019,0.75,6.02139,0.0014557,0,1,1
Wurmbea dioica,Liliales,Colchicaceae,Wurmbea,2021,0.3,0.0942478,0.0007352,0,0,0
Wurmbea uniflora,Liliales,Colchicaceae,Wurmbea,2023,0.17,2.67035,0.0007352,0,0,1
Xanthorrhoea australis,Asparagales,Xanthorrhoeaceae,Xanthorrhoea,2025,4,32.9867,0.0125964,0,0,0
Xanthosia dissecta,Apiales,Apiaceae,Xanthosia,2027,0.3,3.92699,0.0006484,0,0,0
Xanthosia pilosa,Apiales,Apiaceae,Xanthosia,2028,0.3,2.35619,0.0006738,0,0,1
Xanthosia pusilla,Apiales,Apiaceae,Xanthosia,2029,0.3,2.40855,0.0006738,1,1,1
Xanthosia tasmanica,Apiales,Apiaceae,Xanthosia,2030,0.3,2.40855,0.0006992,1,1,0
Xanthosia tridentata,Apiales,Apiaceae,Xanthosia,2032,0.3,0.942478,0.0006738,0,0,1
Xyris gracilis,Poales,Xyridaceae,Xyris,2040,0.29,9.11062,0.000110533,0,0,1
Xyris marginata,Poales,Xyridaceae,Xyris,2041,0.55,17.2788,9.00E-05,0,0,0
Xyris muelleri,Poales,Xyridaceae,Xyris,2042,0.8,25.1327,0.0001684,0,0,0
Xyris operculata,Poales,Xyridaceae,Xyris,2043,0.6,0.471239,7.32E-05,0,0,0
Xyris tasmanica,Poales,Xyridaceae,Xyris,2044,0.56,12.9983,0.000110533,1,1,1
Zieria arborescens,Sapindales,Rutaceae,Zieria,2045,7,25.5254,0.002208,0,0,0
Zoysia macrantha,Poales,Poaceae,Zoysia,2049,0.25,4.71239,0.0003388,0,0,0
Zygophyllum billardierei,Zygophyllales,Zygophyllaceae,Zygophyllum,2050,0.1,1.178097245,0.0029716,0,1,0
,,,,,,,,,,
,,,,,,,,,,
