species_name,plant_height_max_Barlow_1981,plant_height_max_CPBR_2002,plant_height_max_GrassBase_2014,plant_height_max_Mokany_2015,plant_height_max_RBGSYD_2014_2,plant_height_max_SAH_2014,plant_height_max_TMAG_2009,plant_height_max_WAH_1998,plant_height_to_keep_max,plant_height_unique,original_name
Ranunculus pimpinellifolius,NA,NA,NA,0.25,0.25,NA,0.3,NA,omit,NA,Ranunculus pimpinellifolius
Ranunculus scapiger,NA,NA,NA,0.5,NA,NA,0.3,NA,keep,plant_height_to_keep,Ranunculus scapiger
Ranunculus sessiliflorus,0.35,NA,NA,0.35,NA,0.35,NA,0.35,omit,NA,Ranunculus sessiliflorus
Ranunculus triplodontus,NA,NA,NA,0.35,NA,NA,0.3,NA,keep,plant_height_to_keep,Ranunculus triplodontus
Raukaua gunnii,NA,NA,NA,1.5,NA,NA,NA,NA,keep,plant_height_to_keep,Pseudopanax gunnii
Rhagodia baccata,NA,NA,NA,4,4,NA,3,NA,omit,NA,Rhagodia candolleana
Rhodanthe anthemoides,NA,NA,NA,0.3,0.3,0.4,NA,NA,omit,NA,Rhodanthe anthemoides
Rhytidosporum inconspicuum,NA,NA,NA,0.05,NA,NA,NA,NA,keep,plant_height_to_keep,Rhytidosporum inconspicuum
Rhytidosporum procumbens,NA,NA,NA,0.4,NA,NA,NA,NA,keep,plant_height_to_keep,Rhytidosporum procumbens
Richea acerosa,NA,NA,NA,1.2,NA,NA,NA,NA,keep,plant_height_to_keep,Richea acerosa
Richea curtisiae,NA,NA,NA,4.73,NA,NA,NA,NA,keep,plant_height_to_keep,Richea curtisiae
Richea dracophylla,NA,NA,NA,5,NA,NA,NA,NA,keep,plant_height_to_keep,Richea dracophylla
Richea gunnii,NA,NA,NA,4.73,NA,NA,NA,NA,keep,plant_height_to_keep,Richea gunnii
Richea milliganii,NA,NA,NA,4.73,NA,NA,NA,NA,keep,plant_height_to_keep,Richea milliganii
Richea pandanifolia,NA,NA,NA,15,NA,NA,NA,NA,keep,plant_height_to_keep,Richea pandanifolia
Richea procera,NA,NA,NA,3,NA,NA,NA,NA,keep,plant_height_to_keep,Richea procera
Richea scoparia,NA,NA,NA,3,NA,NA,NA,NA,keep,plant_height_to_keep,Richea scoparia
Richea sprengelioides,NA,NA,NA,1.2,NA,NA,NA,NA,keep,plant_height_to_keep,Richea sprengelioides
Ricinocarpos pinifolius,NA,NA,NA,3,3,NA,NA,NA,omit,NA,Ricinocarpos pinifolius
Romulea rosea,NA,NA,NA,0.4,NA,NA,NA,NA,keep,plant_height_to_keep,Romulea rosea
Rorippa dictyosperma,NA,NA,NA,0.9,0.9,NA,NA,NA,omit,NA,Rorippa dictyosperma
Rostraria cristata,NA,NA,NA,0.4,0.4,NA,NA,NA,omit,NA,Rostraria cristata
Rubus gunnianus,NA,NA,NA,0.8,NA,NA,NA,NA,keep,plant_height_to_keep,Rubus gunnianus
Rubus parvifolius,NA,NA,NA,0.8,NA,NA,NA,NA,keep,plant_height_to_keep,Rubus parvifolius
Rumex acetosella,NA,NA,NA,0.5,0.5,0.6,NA,NA,omit,NA,Acetosella vulgaris
Rumex brownii,NA,NA,NA,0.8,0.8,1,1.05,NA,omit,NA,Rumex brownii
Rumex dumosus,NA,NA,NA,0.5,0.5,NA,0.6,0.5,omit,NA,Rumex dumosus
Rumohra adiantiformis,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Rumohra adiantiformis
Ruppia polycarpa,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Ruppia polycarpa
Rytidosperma caespitosum,NA,NA,0.9,0.9,1,0.9,NA,NA,omit,NA,Austrodanthonia caespitosa
Rytidosperma carphoides,NA,NA,0.5,0.15,0.5,0.4,NA,NA,keep,plant_height_to_keep,Austrodanthonia carphoides
Rytidosperma diemenicum,NA,NA,0.6,0.35,NA,NA,NA,NA,keep,plant_height_to_keep,Austrodanthonia diemenica
Rytidosperma dimidiatum,NA,NA,0.4,0.53,NA,NA,NA,NA,keep,plant_height_to_keep,Danthonia dimidiata
Rytidosperma dimidiatum,NA,NA,0.4,0.53,NA,NA,NA,NA,keep,plant_height_to_keep,Rytidosperma dimidiatum
Rytidosperma fortunae-hibernae,NA,NA,0.38,0.53,NA,NA,NA,NA,keep,plant_height_to_keep,Danthonia fortunae-hibernae
Rytidosperma gracile,NA,NA,0.6,1,NA,NA,NA,NA,keep,plant_height_to_keep,Danthonia gracilis
Rytidosperma gracile,NA,NA,0.6,1,NA,NA,NA,NA,keep,plant_height_to_keep,Notodanthonia gracilis
Rytidosperma indutum,NA,NA,1.2,1.2,1.2,NA,NA,NA,omit,NA,Austrodanthonia induta
Rytidosperma laeve,NA,NA,0.6,0.6,0.6,0.6,NA,NA,omit,NA,Austrodanthonia laevis
Rytidosperma nitens,NA,NA,0.25,0.25,NA,NA,NA,NA,omit,NA,Rytidosperma nitens
Rytidosperma nivicola,NA,NA,0.2,0.3,0.3,NA,NA,NA,omit,NA,Danthonia nivicola
Rytidosperma nudiflorum,NA,NA,0.3,0.53,0.4,NA,NA,NA,keep,plant_height_to_keep,Danthonia nudiflora
Rytidosperma pauciflorum,NA,NA,0.15,0.53,NA,NA,NA,NA,keep,plant_height_to_keep,Danthonia pauciflora
Rytidosperma penicillatum,NA,NA,0.75,0.3,0.8,NA,NA,NA,keep,plant_height_to_keep,Austrodanthonia penicillata
Rytidosperma pilosum,NA,NA,0.7,0.5,0.5,0.9,NA,NA,omit,NA,Austrodanthonia pilosa
Rytidosperma racemosum,NA,NA,0.6,0.6,NA,NA,NA,NA,omit,NA,Austrodanthonia racemosa
Rytidosperma semiannulare,NA,NA,0.45,1,0.9,0.45,NA,NA,keep,plant_height_to_keep,Danthonia semiannularis
Rytidosperma semiannulare,NA,NA,0.45,1,0.9,0.45,NA,NA,keep,plant_height_to_keep,Notodanthonia semiannularis
Rytidosperma setaceum,NA,NA,0.6,0.5,0.7,0.6,NA,NA,keep,plant_height_to_keep,Austrodanthonia setacea
Rytidosperma tenuius,NA,NA,0.9,1.2,0.37,0.9,NA,NA,keep,plant_height_to_keep,Austrodanthonia tenuior
Sagina namadgi,NA,NA,NA,0.2,NA,NA,NA,NA,keep,plant_height_to_keep,Sagina namadgi
Sambucus gaudichaudiana,NA,NA,NA,1,2,NA,NA,NA,keep,plant_height_to_keep,Sambucus gaudichaudiana
Samolus repens,NA,NA,NA,0.6,NA,0.6,0.4,1,omit,NA,Samolus repens
Sarcocornia quinqueflora,NA,NA,NA,0.3,0.3,0.5,0.3,NA,omit,NA,Sarcocornia quinqueflora
Scaevola hookeri,NA,NA,NA,0.1,NA,NA,0.3,NA,keep,plant_height_to_keep,Scaevola hookeri
Schenkia australis,NA,NA,NA,0.4,NA,NA,NA,NA,keep,plant_height_to_keep,Schenkia australis
Schizacme montana,NA,NA,NA,0.09,NA,NA,NA,NA,keep,plant_height_to_keep,Schizacme montana
Schizaea bifida,NA,NA,NA,0.35,0.35,NA,NA,NA,omit,NA,Schizaea bifida
Schizaea fistulosa,NA,NA,NA,0.35,NA,NA,NA,NA,keep,plant_height_to_keep,Schizaea fistulosa
Schoenoplectus pungens,NA,NA,NA,1.5,0.6,0.6,NA,1,keep,plant_height_to_keep,Schoenoplectus pungens
Schoenus absconditus,NA,NA,NA,0.22,NA,NA,NA,NA,keep,plant_height_to_keep,Schoenus absconditus
Schoenus apogon,NA,NA,NA,0.2,NA,0.25,NA,NA,keep,plant_height_to_keep,Schoenus apogon
Schoenus biglumis,NA,NA,NA,0.22,NA,NA,NA,NA,keep,plant_height_to_keep,Schoenus biglumis
Schoenus calyptratus,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Schoenus calyptratus
Schoenus carsei,NA,NA,NA,0.22,NA,0.75,NA,NA,keep,plant_height_to_keep,Schoenus carsei
Schoenus fluitans,NA,NA,NA,0.22,NA,NA,NA,NA,keep,plant_height_to_keep,Schoenus fluitans
Schoenus lepidosperma,NA,NA,NA,0.2,NA,NA,NA,NA,keep,plant_height_to_keep,Schoenus lepidosperma
Schoenus maschalinus,NA,NA,NA,0.2,NA,NA,NA,0.1,keep,plant_height_to_keep,Schoenus maschalinus
Schoenus nitens,NA,NA,NA,0.2,NA,0.25,NA,0.4,keep,plant_height_to_keep,Schoenus nitens
Schoenus pygmaeus,NA,NA,NA,0.22,NA,NA,NA,NA,keep,plant_height_to_keep,Schoenus pygmaeus
Schoenus tenuissimus,NA,NA,NA,0.22,NA,0.2,NA,NA,keep,plant_height_to_keep,Schoenus tenuissimus
Schoenus tesquorum,NA,NA,NA,0.45,NA,NA,NA,NA,keep,plant_height_to_keep,Schoenus tesquorum
Scleranthus brockiei,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Scleranthus brockiei
Scleranthus diander,NA,NA,NA,0.1,NA,0.1,NA,NA,omit,NA,Scleranthus diander
Scleranthus fasciculatus,NA,NA,NA,0.2,NA,NA,NA,NA,keep,plant_height_to_keep,Scleranthus fasciculatus
Sebaea albidiflora,NA,NA,NA,0.2,NA,0.2,NA,NA,omit,NA,Sebaea albidiflora
Sebaea ovata,NA,NA,NA,0.5,0.3,0.2,NA,0.25,keep,plant_height_to_keep,Sebaea ovata
Selaginella gracillima,NA,NA,NA,0.38,NA,NA,NA,NA,keep,plant_height_to_keep,Selaginella gracillima
Selaginella uliginosa,NA,NA,NA,0.38,NA,NA,NA,NA,keep,plant_height_to_keep,Selaginella uliginosa
Selliera radicans,0.3,NA,NA,0.5,2,NA,0.3,NA,keep,plant_height_to_keep,Selliera radicans
Senecio biserratus,NA,NA,NA,1,1,1,NA,NA,omit,NA,Senecio biserratus
Senecio glomeratus,NA,NA,NA,1,1,1.2,NA,1.4,omit,NA,Senecio glomeratus
Senecio gunnii,NA,NA,NA,0.8,0.8,NA,NA,NA,omit,NA,Senecio gunnii
Senecio hispidulus,NA,NA,NA,1,1,1.2,NA,1,omit,NA,Senecio hispidulus
Senecio lautus,NA,NA,NA,0.3,0.75,0.8,NA,NA,keep,plant_height_to_keep,Senecio lautus
Senecio leptocarpus,NA,NA,NA,0.3,0.3,NA,NA,NA,omit,NA,Senecio leptocarpus
Senecio linearifolius,NA,NA,NA,1.5,1.5,NA,NA,NA,omit,NA,Senecio linearifolius
Senecio odoratus,NA,NA,NA,1.7,NA,1.7,NA,NA,omit,NA,Senecio odoratus
Senecio pectinatus,NA,NA,NA,0.25,0.25,NA,NA,NA,omit,NA,Senecio pectinatus
Senecio prenanthoides,NA,NA,NA,0.8,0.8,NA,NA,NA,omit,NA,Senecio prenanthoides
Senecio quadridentatus,NA,NA,NA,1,1,1,NA,1,omit,NA,Senecio quadridentatus
Senecio squarrosus,NA,NA,NA,0.89,NA,0.4,NA,0.3,keep,plant_height_to_keep,Senecio squarrosus
Siloxerus multiflorus,NA,NA,NA,0.05,0.05,0.05,NA,0.05,omit,NA,Siloxerus multiflorus
Solanum laciniatum,NA,NA,NA,3,3,3,3,NA,omit,NA,Solanum laciniatum
Solanum physalifolium,NA,NA,NA,2.5,0.5,NA,NA,NA,keep,plant_height_to_keep,Solanum physalifolium
Solanum vescum,NA,NA,NA,2,2,NA,2,NA,omit,NA,Solanum vescum
Solenogyne dominii,NA,NA,NA,0.1,0.09,NA,NA,NA,keep,plant_height_to_keep,Solenogyne dominii
Solenogyne gunnii,NA,NA,NA,0.11,0.11,NA,NA,NA,omit,NA,Solenogyne gunnii
Sphaerocionium applanata,NA,NA,NA,3.58,NA,NA,NA,NA,keep,plant_height_to_keep,Sphaerocionium applanatum
Sphaerolobium minus,NA,NA,NA,0.5,NA,NA,NA,NA,keep,plant_height_to_keep,Sphaerolobium minus
Spinifex sericeus,NA,NA,NA,0.5,NA,NA,NA,NA,keep,plant_height_to_keep,Spinifex sericeus
Sporadanthus tasmanicus,NA,NA,NA,1.5,NA,NA,NA,NA,keep,plant_height_to_keep,Lepyrodia tasmanica
Sporadanthus tasmanicus,NA,NA,NA,1.5,NA,NA,NA,NA,keep,plant_height_to_keep,Sporadanthus tasmanicus
Sporobolus virginicus,NA,NA,0.5,0.7,0.5,NA,NA,NA,keep,plant_height_to_keep,Sporobolus virginicus
Sprengelia distichophylla,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Sprengelia distichophylla
Sprengelia incarnata,NA,NA,NA,2,2,2,NA,NA,omit,NA,Sprengelia incarnata
Spyridium eriocephalum,NA,NA,NA,0.5,15,NA,NA,NA,keep,plant_height_to_keep,Spyridium eriocephalum
Spyridium obovatum,NA,NA,NA,15,NA,NA,NA,NA,keep,plant_height_to_keep,Spyridium obovatum
Spyridium parvifolium,NA,NA,NA,1.5,3,2,NA,NA,keep,plant_height_to_keep,Spyridium parvifolium
Spyridium ulicinum,NA,NA,NA,3,NA,NA,NA,NA,keep,plant_height_to_keep,Spyridium ulicinum
Spyridium vexilliferum,NA,NA,NA,1.4,NA,0.5,NA,NA,keep,plant_height_to_keep,Spyridium vexilliferum
Stackhousia monogyna,0.7,NA,NA,0.7,0.7,0.5,NA,0.7,omit,NA,Stackhousia monogyna
Stackhousia subterranea,NA,NA,NA,0.7,NA,NA,NA,NA,keep,plant_height_to_keep,Stackhousia subterranea
Stackhousia viminea,0.7,NA,NA,0.7,0.7,NA,NA,NA,omit,NA,Stackhousia viminea
Stellaria flaccida,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Stellaria flaccida
Stellaria multiflora,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Stellaria multiflora
Stellaria palustris,NA,NA,NA,0.4,NA,NA,NA,NA,keep,plant_height_to_keep,Stellaria palustris
Stellaria pungens,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Stellaria pungens
Stenanthemum pimeleoides,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Stenanthemum pimeleoides
Stenotaphrum secundatum,NA,NA,NA,0.4,0.3,NA,NA,NA,keep,plant_height_to_keep,Stenotaphrum secundatum
Sticherus lobatus,NA,NA,NA,2,NA,NA,NA,NA,keep,plant_height_to_keep,Sticherus lobatus
Sticherus tenera,NA,NA,NA,2,NA,NA,NA,NA,keep,plant_height_to_keep,Sticherus tener
Sticherus urceolatus,NA,NA,NA,2,NA,NA,NA,NA,keep,plant_height_to_keep,Sticherus urceolatus
Stipa aphylla,NA,NA,NA,0.9,NA,NA,NA,NA,keep,plant_height_to_keep,Austrostipa aphylla
Stipa bigeniculata,NA,NA,NA,1,1,NA,NA,NA,omit,NA,Austrostipa bigeniculata
Stipa flavescens,NA,NA,NA,1.2,1.2,1.2,NA,NA,omit,NA,Austrostipa flavescens
Stipa mollis,NA,NA,NA,0.3,1,1,NA,NA,keep,plant_height_to_keep,Austrostipa mollis
Stipa nodosa,NA,NA,NA,1,1,1,NA,NA,omit,NA,Austrostipa nodosa
Stipa pubinodis,NA,NA,1.1,1,1,NA,NA,NA,omit,NA,Austrostipa pubinodis
Stipa rudis,NA,NA,NA,1.2,1.2,NA,NA,NA,omit,NA,Austrostipa rudis
Stipa scabra,NA,NA,NA,0.6,0.6,NA,NA,NA,omit,NA,Austrostipa scabra
Stipa semibarbata,NA,NA,1,1,1,NA,NA,NA,omit,NA,Austrostipa semibarbata
Stipa stipoides,NA,NA,1.2,1.2,1.2,NA,NA,NA,omit,NA,Austrostipa stipoides
Stipa stuposa,NA,NA,1.4,1,1,NA,NA,NA,omit,NA,Austrostipa stuposa
Stuckenia pectinata,NA,NA,NA,0.18,NA,NA,NA,NA,keep,plant_height_to_keep,Stuckenia pectinata
Stylidium armeria,NA,NA,NA,0.5,NA,NA,NA,NA,keep,plant_height_to_keep,Stylidium armeria
Stylidium graminifolium,NA,NA,NA,0.5,0.4,0.6,NA,NA,keep,plant_height_to_keep,Stylidium graminifolium
Styphelia abietina,NA,NA,NA,1.45,NA,NA,NA,NA,keep,plant_height_to_keep,Cyathodes abietina
Styphelia abietina,NA,NA,NA,1.45,NA,NA,NA,NA,keep,plant_height_to_keep,Cyathodes juniperina
Styphelia adscendens,NA,NA,NA,0.6,0.5,0.5,NA,NA,keep,plant_height_to_keep,Styphelia adscendens
Styphelia dealbata,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Cyathodes dealbata
Styphelia parvifolia,NA,NA,NA,1.2,NA,NA,NA,NA,keep,plant_height_to_keep,Cyathodes parvifolia
Suaeda australis,NA,NA,NA,1,1,NA,0.8,NA,omit,NA,Suaeda australis
Swainsona lessertiifolia,NA,NA,NA,0.5,NA,NA,NA,NA,keep,plant_height_to_keep,Swainsona lessertiifolia
Tasmannia lanceolata,4,NA,NA,5,2,NA,5,NA,omit,NA,Tasmannia lanceolata
Telopea truncata,8,NA,NA,8,NA,NA,NA,NA,omit,NA,Telopea truncata
Tetracarpaea tasmannica,NA,NA,NA,1.6,NA,NA,1,NA,keep,plant_height_to_keep,Tetracarpaea tasmannica
Tetragonia implexicoma,NA,NA,NA,0.5,NA,NA,2,0.2,keep,plant_height_to_keep,Tetragonia implexicoma
Tetraria capillaris,NA,NA,NA,0.6,0.6,NA,NA,0.7,omit,NA,Tetraria capillaris
Tetratheca labillardierei,NA,NA,NA,1,1,NA,1,NA,omit,NA,Tetratheca labillardierei
Tetratheca pilosa,NA,NA,NA,0.6,NA,0.6,0.6,NA,omit,NA,Tetratheca pilosa
Tetratheca procumbens,NA,NA,NA,0.3,NA,NA,NA,NA,keep,plant_height_to_keep,Tetratheca procumbens
Teucrium corymbosum,NA,NA,NA,1.5,1.5,1,NA,NA,omit,NA,Teucrium corymbosum
Thelionema caespitosum,0.9,NA,NA,0.9,0.9,NA,NA,NA,omit,NA,Thelionema caespitosum
Thelionema umbellatum,0.4,NA,NA,0.4,0.4,NA,NA,NA,omit,NA,Thelionema umbellatum
Thelymitra antennifera,NA,NA,NA,0.2,NA,0.2,NA,0.25,omit,NA,Thelymitra antennifera
Thelymitra arenaria,NA,NA,NA,0.2,NA,NA,NA,NA,keep,plant_height_to_keep,Thelymitra arenaria
Thelymitra aristata,NA,NA,NA,0.2,NA,0.95,NA,NA,keep,plant_height_to_keep,Thelymitra aristata
Thelymitra carnea,NA,NA,NA,0.2,NA,0.25,NA,NA,keep,plant_height_to_keep,Thelymitra carnea
Thelymitra cyanea,NA,NA,NA,0.15,NA,NA,NA,NA,keep,plant_height_to_keep,Thelymitra cyanea
Thelymitra erosa,NA,NA,NA,0.19,NA,NA,NA,NA,keep,plant_height_to_keep,Thelymitra erosa
Thelymitra exigua,NA,NA,NA,0.19,NA,NA,NA,NA,keep,plant_height_to_keep,Thelymitra exigua
Thelymitra flexuosa,NA,NA,NA,0.19,NA,0.2,NA,0.35,keep,plant_height_to_keep,Thelymitra flexuosa
Thelymitra holmesii,NA,NA,NA,0.2,NA,0.4,NA,NA,keep,plant_height_to_keep,Thelymitra holmesii
Thelymitra ixioides,NA,NA,NA,0.15,NA,0.6,NA,NA,keep,plant_height_to_keep,Thelymitra ixioides
Thelymitra juncifolia,NA,NA,NA,0.19,NA,NA,NA,NA,keep,plant_height_to_keep,Thelymitra juncifolia
Thelymitra longiloba,NA,NA,NA,0.19,NA,NA,NA,NA,keep,plant_height_to_keep,Thelymitra longiloba
Thelymitra nuda,NA,NA,NA,0.2,NA,0.6,NA,NA,keep,plant_height_to_keep,Thelymitra nuda
Thelymitra pauciflora,NA,NA,NA,0.15,NA,0.5,NA,NA,keep,plant_height_to_keep,Thelymitra pauciflora
Thelymitra peniculata,NA,NA,NA,0.19,NA,NA,NA,NA,keep,plant_height_to_keep,Thelymitra peniculata
Thelymitra polychroma,NA,NA,NA,0.19,NA,NA,NA,NA,keep,plant_height_to_keep,Thelymitra polychroma
Thelymitra rubra,NA,NA,NA,0.25,NA,0.5,NA,NA,keep,plant_height_to_keep,Thelymitra rubra
Thelymitra simulata,NA,NA,NA,0.19,NA,NA,NA,NA,keep,plant_height_to_keep,Thelymitra simulata
Thelymitra spadicea,NA,NA,NA,0.2,NA,NA,NA,NA,keep,plant_height_to_keep,Thelymitra spadicea
Themeda triandra,NA,NA,2,1.2,1.2,0.9,NA,NA,omit,NA,Themeda australis
Threlkeldia diffusa,NA,NA,NA,0.4,NA,0.3,0.4,NA,omit,NA,Threlkeldia diffusa
Thysanotus patersonii,NA,NA,NA,0.05,NA,0.2,NA,0.5,keep,plant_height_to_keep,Thysanotus patersonii
Tmesipteris elongata,NA,NA,NA,0.4,NA,NA,NA,NA,keep,plant_height_to_keep,Tmesipteris elongata
Tmesipteris obliqua,NA,NA,NA,0.65,NA,NA,NA,NA,keep,plant_height_to_keep,Tmesipteris obliqua
Todea barbara,NA,NA,NA,3,3,0.3,NA,NA,omit,NA,Todea barbara
Townsonia viridis,NA,NA,NA,1.71,NA,NA,NA,NA,keep,plant_height_to_keep,Townsonia viridis
Trachymene humilis,NA,NA,NA,0.3,0.3,NA,NA,NA,omit,NA,Trachymene humilis
Triglochin centrocarpum,NA,NA,NA,0.1,0.09,0.15,NA,NA,keep,plant_height_to_keep,Triglochin centrocarpum
Triglochin striata,NA,NA,NA,0.3,0.3,NA,NA,0.5,omit,NA,Triglochin striata
Triptilodiscus pygmaeus,NA,NA,NA,0.08,0.08,0.12,NA,0.12,omit,NA,Triptilodiscus pygmaeus
Trisetum spicatum,NA,NA,0.65,0.4,0.4,NA,NA,NA,omit,NA,Trisetum spicatum
Trithuria filamentosa,NA,NA,NA,0.05,NA,NA,NA,NA,keep,plant_height_to_keep,Hydatella filamentosa
Trithuria submersa,0.08,NA,NA,0.1,NA,NA,NA,0.08,keep,plant_height_to_keep,Trithuria submersa
Trochocarpa cunninghamii,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Trochocarpa cunninghamii
Trochocarpa gunnii,NA,NA,NA,3,NA,NA,NA,NA,keep,plant_height_to_keep,Trochocarpa gunnii
Trochocarpa thymifolia,NA,NA,NA,0.9,NA,NA,NA,NA,keep,plant_height_to_keep,Trochocarpa thymifolia
Typha angustifolia,NA,NA,NA,2,NA,NA,NA,NA,keep,plant_height_to_keep,Typha angustifolia
Typha domingensis,3,NA,NA,2,4,3,NA,3,keep,plant_height_to_keep,Typha domingensis
Uncinia compacta,NA,NA,NA,0.35,0.35,NA,NA,NA,omit,NA,Uncinia compacta
Uncinia compacta var. nervosa,NA,NA,NA,0.3,NA,NA,NA,NA,keep,plant_height_to_keep,Uncinia nervosa
Uncinia flaccida,NA,NA,NA,0.4,0.4,NA,NA,NA,omit,NA,Uncinia flaccida
Uncinia riparia,NA,NA,NA,0.3,NA,NA,NA,NA,keep,plant_height_to_keep,Uncinia riparia
Uncinia tenella,NA,NA,NA,0.15,0.15,NA,NA,NA,omit,NA,Uncinia tenella
Urtica incisa,1,NA,NA,1,1,1,NA,NA,omit,NA,Urtica incisa
Utricularia dichotoma,NA,NA,NA,0.1,NA,0.5,NA,NA,keep,plant_height_to_keep,Utricularia dichotoma
Utricularia lateriflora,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Utricularia lateriflora
Utricularia monanthos,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Utricularia monanthos
Utricularia tenella,NA,NA,NA,0.07,NA,NA,NA,0.15,keep,plant_height_to_keep,Utricularia tenella
Velleia montana,0.1,NA,NA,0.1,0.09,NA,0.3,NA,omit,NA,Velleia montana
Velleia paradoxa,0.4,NA,NA,0.25,0.4,NA,NA,NA,keep,plant_height_to_keep,Velleia paradoxa
Veronica calycina,NA,NA,NA,0.45,0.45,NA,NA,0.2,omit,NA,Veronica calycina
Veronica derwentiana,NA,NA,NA,1.5,1.4,2,NA,NA,keep,plant_height_to_keep,Derwentia derwentiana
Veronica formosa,NA,NA,NA,2,NA,NA,NA,NA,keep,plant_height_to_keep,Veronica formosa
Veronica gracilis,NA,NA,NA,0.25,0.25,NA,NA,NA,omit,NA,Veronica gracilis
Veronica nivea,NA,NA,NA,0.5,NA,NA,NA,NA,keep,plant_height_to_keep,Derwentia nivea
Villarsia exaltata,NA,NA,NA,1.5,15,NA,0.3,NA,keep,plant_height_to_keep,Villarsia exaltata
Viola betonicifolia,NA,NA,NA,0.2,NA,NA,NA,NA,keep,plant_height_to_keep,Viola betonicifolia
Viola cleistogamoides,NA,NA,NA,0.2,NA,NA,0.3,NA,keep,plant_height_to_keep,Viola cleistogamoides
Viola cunninghamii,NA,NA,NA,0.2,NA,NA,0.3,NA,keep,plant_height_to_keep,Viola cunninghamii
Viola fuscoviolacea,NA,NA,NA,0.2,NA,NA,0.3,NA,keep,plant_height_to_keep,Viola fuscoviolacea
Viola hederacea,NA,NA,NA,0.2,NA,NA,0.3,NA,keep,plant_height_to_keep,Viola hederacea
Viola sieberiana,NA,NA,NA,0.2,NA,NA,0.3,NA,keep,plant_height_to_keep,Viola sieberana
Vittadinia muelleri,NA,NA,NA,0.93,NA,NA,NA,NA,keep,plant_height_to_keep,Vittadinia muelleri
Wahlenbergia ceracea,NA,NA,NA,1.15,1.15,NA,NA,NA,omit,NA,Wahlenbergia ceracea
Wahlenbergia gracilenta,NA,NA,NA,0.35,0.35,NA,NA,0.4,omit,NA,Wahlenbergia gracilenta
Wahlenbergia gracilis,NA,NA,NA,0.8,0.8,NA,NA,NA,omit,NA,Wahlenbergia gracilis
Wahlenbergia littoralis,NA,NA,NA,0.68,NA,NA,NA,NA,keep,plant_height_to_keep,Wahlenbergia gymnoclada
Wahlenbergia littoricola,NA,NA,NA,0.8,0.8,NA,NA,0.3,omit,NA,Wahlenbergia littoricola
Wahlenbergia multicaulis,NA,NA,NA,0.75,0.75,NA,NA,0.75,omit,NA,Wahlenbergia multicaulis
Wahlenbergia multicaulis,NA,NA,NA,0.75,0.75,NA,NA,0.75,omit,NA,Wahlenbergia tadgellii
Wahlenbergia saxicola,NA,NA,NA,0.68,NA,NA,NA,NA,keep,plant_height_to_keep,Wahlenbergia saxicola
Wahlenbergia stricta,NA,NA,NA,0.2,0.9,NA,NA,0.5,keep,plant_height_to_keep,Wahlenbergia stricta
Westringia brevifolia,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Westringia brevifolia
Westringia rubiifolia,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Westringia rubiaefolia
Winifredia sola,NA,NA,NA,0.75,NA,NA,NA,NA,keep,plant_height_to_keep,Winifredia sola
Wurmbea dioica,0.3,NA,NA,0.3,0.3,0.2,NA,0.3,omit,NA,Wurmbea dioica
Wurmbea uniflora,0.17,NA,NA,0.17,0.17,0.17,NA,NA,omit,NA,Wurmbea uniflora
Xanthorrhoea australis,3,NA,NA,4,3,NA,NA,NA,keep,plant_height_to_keep,Xanthorrhoea australis
Xanthosia dissecta,NA,NA,NA,0.3,0.15,NA,NA,NA,keep,plant_height_to_keep,Xanthosia dissecta
Xanthosia pilosa,NA,NA,NA,0.3,0.65,NA,NA,NA,keep,plant_height_to_keep,Xanthosia pilosa
Xanthosia pusilla,NA,NA,NA,0.3,NA,NA,NA,NA,keep,plant_height_to_keep,Xanthosia pusilla
Xanthosia tasmanica,NA,NA,NA,0.3,NA,NA,NA,0.4,keep,plant_height_to_keep,Xanthosia tasmanica
Xanthosia tridentata,NA,NA,NA,0.3,0.3,NA,NA,NA,omit,NA,Xanthosia tridentata
Xerochrysum bracteatum,NA,NA,NA,0.8,0.8,NA,NA,1.5,omit,NA,Bracteantha bracteata
Xerochrysum papillosum,NA,NA,NA,0.9,NA,NA,NA,NA,keep,plant_height_to_keep,Helichrysum papillosum
Xerochrysum subundulatum,NA,NA,NA,0.6,0.6,NA,NA,NA,omit,NA,Bracteantha subundulata
