taxon_name,trait_name,value_type,value,unit,notes,,observation_id,original_name,value_original,leaf,form,original_text
Amsinckia lycopsoides,leaf_width,minimum,0.5,mm,good,,118,Amsinckia lycopsoides,0.5,"leaves sessile, densely clustered at the base, linear-oblanceolate to linear-lanceolate, 3-9 x 0.5-2 mm, with a cuneate base on the lower parts becoming subcordate below the inflorescence.","annual herbs to 50 cm high, moderately branched with branches erect to decumbent, each terminating in an inflorescence, covered with spreading long coarse hairs with a broad base as well as short fine ones;","Description: Annual herbs to 50 cm high, moderately branched with branches erect to decumbent, each terminating in an inflorescence, covered with spreading long coarse hairs with a broad base as well as short fine ones; leaves sessile, densely clustered at the base, linear-oblanceolate to linear-lanceolate, 3-9 x 0.5-2 mm, with a cuneate base on the lower parts becoming subcordate below the inflorescence.Inflorescence with 1-3 terminal monochasia with sessile flowers arranged in 2 rows; sepals scarcely connate basally, 4-5 mm or to 8 mm long when fruiting; corolla narrowly tubular, bright-yellow to orange in the throat, 6-8 mm long, glabrous outside and inside except for hairy pouches in the throat; lobes square to transversely oblong, c. 1.5 mm long, rounded; stamens with filaments connate to one-third or half the corolla tube, with anthers sessile, narrowly elliptic, c. 1 mm long, without appendage; ovary 4-lobed, with a style inserted at about the middle, 3-4 mm long, glabrous, terminating in a scarcely lobed capitate stigma.Mericarp ovoid, with dorsal ridge covered with pointed tubercles, rugose with pointed tubercles but in parts muricate."
Amsinckia lycopsoides,leaf_width,maximum,2,mm,good,,118,Amsinckia lycopsoides,2,"leaves sessile, densely clustered at the base, linear-oblanceolate to linear-lanceolate, 3-9 x 0.5-2 mm, with a cuneate base on the lower parts becoming subcordate below the inflorescence.","annual herbs to 50 cm high, moderately branched with branches erect to decumbent, each terminating in an inflorescence, covered with spreading long coarse hairs with a broad base as well as short fine ones;","Description: Annual herbs to 50 cm high, moderately branched with branches erect to decumbent, each terminating in an inflorescence, covered with spreading long coarse hairs with a broad base as well as short fine ones; leaves sessile, densely clustered at the base, linear-oblanceolate to linear-lanceolate, 3-9 x 0.5-2 mm, with a cuneate base on the lower parts becoming subcordate below the inflorescence.Inflorescence with 1-3 terminal monochasia with sessile flowers arranged in 2 rows; sepals scarcely connate basally, 4-5 mm or to 8 mm long when fruiting; corolla narrowly tubular, bright-yellow to orange in the throat, 6-8 mm long, glabrous outside and inside except for hairy pouches in the throat; lobes square to transversely oblong, c. 1.5 mm long, rounded; stamens with filaments connate to one-third or half the corolla tube, with anthers sessile, narrowly elliptic, c. 1 mm long, without appendage; ovary 4-lobed, with a style inserted at about the middle, 3-4 mm long, glabrous, terminating in a scarcely lobed capitate stigma.Mericarp ovoid, with dorsal ridge covered with pointed tubercles, rugose with pointed tubercles but in parts muricate."
Anacampseros australiana,leaf_length,minimum,10,mm,good,,128,Anacampseros australiana,10,"leaves oblanceolate to obovate, rarely elliptic, flat or concave above, 1-2.5 x 0.5-1.2 cm; axillary hairs 1-2 mm long.",,"Description: Leaves oblanceolate to obovate, rarely elliptic, flat or concave above, 1-2.5 X 0.5-1.2 cm; axillary hairs 1-2 mm long.Pedicels 3-7 mm long, erect; sepals lanceolate, 5-10 mm long; petals pale-pink, almost transparent, oblong, 8-20 mm long, enclosed in the sepals.Capsule ovoid to oblong, 5-12 mm long; seeds pyramidal-trigonous, light- to red-brown, dull, tuberculate, c. 0.7 mm long, c. 0.5 mm wide."
Anacampseros australiana,leaf_length,maximum,25,mm,good,,128,Anacampseros australiana,25,"leaves oblanceolate to obovate, rarely elliptic, flat or concave above, 1-2.5 x 0.5-1.2 cm; axillary hairs 1-2 mm long.",,"Description: Leaves oblanceolate to obovate, rarely elliptic, flat or concave above, 1-2.5 X 0.5-1.2 cm; axillary hairs 1-2 mm long.Pedicels 3-7 mm long, erect; sepals lanceolate, 5-10 mm long; petals pale-pink, almost transparent, oblong, 8-20 mm long, enclosed in the sepals.Capsule ovoid to oblong, 5-12 mm long; seeds pyramidal-trigonous, light- to red-brown, dull, tuberculate, c. 0.7 mm long, c. 0.5 mm wide."
Anacampseros australiana,leaf_width,minimum,5,mm,good,,128,Anacampseros australiana,5,"leaves oblanceolate to obovate, rarely elliptic, flat or concave above, 1-2.5 x 0.5-1.2 cm; axillary hairs 1-2 mm long.",,"Description: Leaves oblanceolate to obovate, rarely elliptic, flat or concave above, 1-2.5 X 0.5-1.2 cm; axillary hairs 1-2 mm long.Pedicels 3-7 mm long, erect; sepals lanceolate, 5-10 mm long; petals pale-pink, almost transparent, oblong, 8-20 mm long, enclosed in the sepals.Capsule ovoid to oblong, 5-12 mm long; seeds pyramidal-trigonous, light- to red-brown, dull, tuberculate, c. 0.7 mm long, c. 0.5 mm wide."
Anacampseros australiana,leaf_width,maximum,12,mm,good,,128,Anacampseros australiana,12,"leaves oblanceolate to obovate, rarely elliptic, flat or concave above, 1-2.5 x 0.5-1.2 cm; axillary hairs 1-2 mm long.",,"Description: Leaves oblanceolate to obovate, rarely elliptic, flat or concave above, 1-2.5 X 0.5-1.2 cm; axillary hairs 1-2 mm long.Pedicels 3-7 mm long, erect; sepals lanceolate, 5-10 mm long; petals pale-pink, almost transparent, oblong, 8-20 mm long, enclosed in the sepals.Capsule ovoid to oblong, 5-12 mm long; seeds pyramidal-trigonous, light- to red-brown, dull, tuberculate, c. 0.7 mm long, c. 0.5 mm wide."
Anacyclus radiatus,leaf_width,maximum,1,mm,good,,129,Anacyclus radiatus,1,"leaves oblanceolate, bi- or tripinnatisect, villous to pubescent; ultimate lobes flat, circa 1 mm wide, tapered, mucronate.",annual herb to 60 cm high;,"Description: Annual herb to 60 cm high; stems ascending, few-branched, reddish, pubescent; leaves oblanceolate, bi- or tripinnatisect, villous to pubescent; ultimate lobes flat, c. 1 mm wide, tapered, mucronate.Peduncles with reduced leaves, somewhat clavate; involucres 1.5-2 mm diam., villous with golden-brown hairs; bracts oblong, 7-10 mm long, the inner series with broad fimbriate apical appendages; ligules broadly elliptic, entire, 8-9 mm long, bright-yellow, sometimes purplish below; receptacular scales 3-4 mm long.Ray achenes flattened, c. 4 mm long, with 2 acute apical lobes formed by the scarious wings; disk achenes 3-4 mm long."
Anchusa arvensis,leaf_length,minimum,25,mm,good,,132,Anchusa arvensis,25,"leaves densely clustered, petiolate and usually linear-oblanceolate in the basal rosette, becoming widely spaced, sessile and oblong to oblong-lanceolate below the inflorescence, 2.5-15 x 0.3-1.8 cm, usually obtuse or rounded, with an undulate-dentate margin.","annuals or biennials, with 1 to few erect branches to 60 cm high, with leaves of the basal rosette often withered at the flowering stage, with a distinct tap root, covered with coarse spreading hairs of various length and usually with a broad base;","Description: Annuals or biennials, with 1 to few erect branches to 60 cm high, with leaves of the basal rosette often withered at the flowering stage, with a distinct tap root, covered with coarse spreading hairs of various length and usually with a broad base; leaves densely clustered, petiolate and usually linear-oblanceolate in the basal rosette, becoming widely spaced, sessile and oblong to oblong-lanceolate below the inflorescence, 2.5-15 x 0.3-1.8 cm, usually obtuse or rounded, with an undulate-dentate margin.Inflorescence terminal, with 1 to several monochasia but usually once dichotomously branched at the base; with flowers almost sessile and more or less densely arranged in 2 rows, with bracts as long as the calyx at least in the flowering stage; sepals scarcely connate at the base, 3.5-5 mm long or to 12 mm when fruiting, with lobes lanceolate, acute; corolla almost cylindrical but curved, blue rarely white, glabrous except for saccate protrusions in the throat, 7-9 mm long; lobes broadly ovate to almost orbicular, 3-5 mm long, with a rounded apex; stamens inserted in about the middle of the corolla tube, with anthers subsessile, ellipsoid, c. 1.5 mm long, pointed but without appendages; ovary 4-lobed, with a style inserted near the base, c. 2.5 mm long, distinctly broadened towards the base and with a terminal capitate stigma.Mericarps obliquely ovoid, with a vertical keeled ridge on the one side, rugose and minutely tuberculate, brown."
Anchusa arvensis,leaf_length,maximum,150,mm,good,,132,Anchusa arvensis,150,"leaves densely clustered, petiolate and usually linear-oblanceolate in the basal rosette, becoming widely spaced, sessile and oblong to oblong-lanceolate below the inflorescence, 2.5-15 x 0.3-1.8 cm, usually obtuse or rounded, with an undulate-dentate margin.","annuals or biennials, with 1 to few erect branches to 60 cm high, with leaves of the basal rosette often withered at the flowering stage, with a distinct tap root, covered with coarse spreading hairs of various length and usually with a broad base;","Description: Annuals or biennials, with 1 to few erect branches to 60 cm high, with leaves of the basal rosette often withered at the flowering stage, with a distinct tap root, covered with coarse spreading hairs of various length and usually with a broad base; leaves densely clustered, petiolate and usually linear-oblanceolate in the basal rosette, becoming widely spaced, sessile and oblong to oblong-lanceolate below the inflorescence, 2.5-15 x 0.3-1.8 cm, usually obtuse or rounded, with an undulate-dentate margin.Inflorescence terminal, with 1 to several monochasia but usually once dichotomously branched at the base; with flowers almost sessile and more or less densely arranged in 2 rows, with bracts as long as the calyx at least in the flowering stage; sepals scarcely connate at the base, 3.5-5 mm long or to 12 mm when fruiting, with lobes lanceolate, acute; corolla almost cylindrical but curved, blue rarely white, glabrous except for saccate protrusions in the throat, 7-9 mm long; lobes broadly ovate to almost orbicular, 3-5 mm long, with a rounded apex; stamens inserted in about the middle of the corolla tube, with anthers subsessile, ellipsoid, c. 1.5 mm long, pointed but without appendages; ovary 4-lobed, with a style inserted near the base, c. 2.5 mm long, distinctly broadened towards the base and with a terminal capitate stigma.Mericarps obliquely ovoid, with a vertical keeled ridge on the one side, rugose and minutely tuberculate, brown."
Anchusa arvensis,leaf_width,minimum,3,mm,good,,132,Anchusa arvensis,3,"leaves densely clustered, petiolate and usually linear-oblanceolate in the basal rosette, becoming widely spaced, sessile and oblong to oblong-lanceolate below the inflorescence, 2.5-15 x 0.3-1.8 cm, usually obtuse or rounded, with an undulate-dentate margin.","annuals or biennials, with 1 to few erect branches to 60 cm high, with leaves of the basal rosette often withered at the flowering stage, with a distinct tap root, covered with coarse spreading hairs of various length and usually with a broad base;","Description: Annuals or biennials, with 1 to few erect branches to 60 cm high, with leaves of the basal rosette often withered at the flowering stage, with a distinct tap root, covered with coarse spreading hairs of various length and usually with a broad base; leaves densely clustered, petiolate and usually linear-oblanceolate in the basal rosette, becoming widely spaced, sessile and oblong to oblong-lanceolate below the inflorescence, 2.5-15 x 0.3-1.8 cm, usually obtuse or rounded, with an undulate-dentate margin.Inflorescence terminal, with 1 to several monochasia but usually once dichotomously branched at the base; with flowers almost sessile and more or less densely arranged in 2 rows, with bracts as long as the calyx at least in the flowering stage; sepals scarcely connate at the base, 3.5-5 mm long or to 12 mm when fruiting, with lobes lanceolate, acute; corolla almost cylindrical but curved, blue rarely white, glabrous except for saccate protrusions in the throat, 7-9 mm long; lobes broadly ovate to almost orbicular, 3-5 mm long, with a rounded apex; stamens inserted in about the middle of the corolla tube, with anthers subsessile, ellipsoid, c. 1.5 mm long, pointed but without appendages; ovary 4-lobed, with a style inserted near the base, c. 2.5 mm long, distinctly broadened towards the base and with a terminal capitate stigma.Mericarps obliquely ovoid, with a vertical keeled ridge on the one side, rugose and minutely tuberculate, brown."
Anchusa arvensis,leaf_width,maximum,18,mm,good,,132,Anchusa arvensis,18,"leaves densely clustered, petiolate and usually linear-oblanceolate in the basal rosette, becoming widely spaced, sessile and oblong to oblong-lanceolate below the inflorescence, 2.5-15 x 0.3-1.8 cm, usually obtuse or rounded, with an undulate-dentate margin.","annuals or biennials, with 1 to few erect branches to 60 cm high, with leaves of the basal rosette often withered at the flowering stage, with a distinct tap root, covered with coarse spreading hairs of various length and usually with a broad base;","Description: Annuals or biennials, with 1 to few erect branches to 60 cm high, with leaves of the basal rosette often withered at the flowering stage, with a distinct tap root, covered with coarse spreading hairs of various length and usually with a broad base; leaves densely clustered, petiolate and usually linear-oblanceolate in the basal rosette, becoming widely spaced, sessile and oblong to oblong-lanceolate below the inflorescence, 2.5-15 x 0.3-1.8 cm, usually obtuse or rounded, with an undulate-dentate margin.Inflorescence terminal, with 1 to several monochasia but usually once dichotomously branched at the base; with flowers almost sessile and more or less densely arranged in 2 rows, with bracts as long as the calyx at least in the flowering stage; sepals scarcely connate at the base, 3.5-5 mm long or to 12 mm when fruiting, with lobes lanceolate, acute; corolla almost cylindrical but curved, blue rarely white, glabrous except for saccate protrusions in the throat, 7-9 mm long; lobes broadly ovate to almost orbicular, 3-5 mm long, with a rounded apex; stamens inserted in about the middle of the corolla tube, with anthers subsessile, ellipsoid, c. 1.5 mm long, pointed but without appendages; ovary 4-lobed, with a style inserted near the base, c. 2.5 mm long, distinctly broadened towards the base and with a terminal capitate stigma.Mericarps obliquely ovoid, with a vertical keeled ridge on the one side, rugose and minutely tuberculate, brown."
