taxon_name,growth_form_icons,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type
Psychotria submontana,herb shrub,,,,,,,
Psydrax attenuata,shrub tree,tree,,,,,,
Psydrax banksii,shrub tree,tree,,,,,,
Psydrax graciliflora,shrub tree,tree,,,,,,
Psydrax johnsonii,shrub tree,tree,,,,,,
Psydrax lamprophylla f. latissima,tree,,,,,,,
Psydrax laxiflorens,tree,tree,,,,,,
Psydrax montigena,shrub tree,,,,,,,
Psydrax odorata f. australiana,shrub tree,tree shrub,,,,,,
Psydrax odorata f. foveolata,shrub tree,,,,,,,
Psydrax odorata f. subnitida,shrub tree,tree shrub,,,,,,
Psydrax odorata subsp. arnhemica,tree,tree,,,,,,
Psydrax tropica,shrub tree,tree,,,,,,
Pternandra coerulescens,shrub tree,tree,,,,,,
Ptychosperma elegans,shrub tree,,,,,,,
Ptychosperma macarthurii,shrub tree,,,,,,,
Pueraria lobata,climber_vine_herbaceous,climber_vine,,,,,,
Pueraria phaseoloides,climber_vine_herbaceous,climber_vine,,,,,,
Pullea stutzeri,shrub tree,,,,,,,
Pupalia micrantha,herb,herb,prostrate scrambling,,,,,
Pycnarrhena novoguineensis,climber_vine,climber_vine,,,,,,
Pycnarrhena ozantha,climber_vine,climber_vine,,,,,,
Quassia amara,shrub,,,,,,,
Quintinia fawkneri,climber_vine,climber_vine,,,,,,
Quintinia quatrefagesii,shrub tree,,,,,,,
Quisqualis indica,climber_vine,climber_vine,,,,,,
Randia audasii,shrub tree,tree,,,,,,
Randia sp  peninsula g.stocker 1321,shrub,tree shrub,,,,,,
Randia tuberculosa,herb shrub,,,,,,,
Remusatia vivipara,herb,,,,,,epiphyte lithophyte,
Rhamnella vitiensis,shrub climber_vine,climber_vine,,,,,,
Rhamnus napalensis,shrub climber_vine,climber_vine,,,,,,
Rhaphidophora australasica,climber_vine_herbaceous,climber_vine,,,,,,
Rhaphidophora hayi,climber_vine_herbaceous,climber_vine,,,,,,
Rhaphidophora petrieana,climber_vine_herbaceous,climber_vine,,,,,,
Rhaphidospora cavernarum,herb shrub,shrub herb,,,perennial,,,
Rhaphidospora platyphylla,herb shrub,shrub herb,,,perennial,,,
Rhodamnia acuminata,tree,tree shrub,erect,,,,,
Rhodamnia arenaria,shrub tree,tree shrub,erect,,,,,
Rhodamnia australis,shrub tree,,,,,,,
Rhodamnia blairiana,tree,,,,,,,
Rhodamnia costata,tree,,,,,,,
Rhodamnia fordii,tree,tree,,,,,,
Rhodamnia glabrescens,shrub tree,tree shrub,erect,,,,,
Rhodamnia hylandii,shrub tree,tree,,,,,,
Rhodamnia longisepala,shrub,tree shrub,,,,,,
Rhodamnia pauciovulata,shrub tree,tree,,,,,,
Rhodamnia sessiliflora,shrub tree,,,,,,,
Rhodamnia sharpeana,tree,,,,,,,
Rhodamnia spongiosa,shrub tree,,,,,,,
Rhododendron lochiae,shrub,shrub,,,,,terrestrial lithophyte,
Rhododendron viriosum,shrub,shrub,,,,,terrestrial epiphyte lithophyte,
Rhodomyrtus canescens,herb shrub,,,,,,,
Rhodomyrtus effusa,shrub climber_vine,tree,,,,,,
Rhodomyrtus macrocarpa,shrub tree,,,,,,,
Rhodomyrtus pervagata,shrub tree,,,,,,,
Rhodomyrtus sericea,herb shrub tree,,,,,,,
Rhodomyrtus trineura subsp. capensis,herb shrub tree,,,,,,,
Rhodomyrtus trineura subsp. trineura,herb shrub,,,,,,,
Rhus taitensis,shrub tree,,,,,,,
Rhynchosia acuminatissima,climber_vine_herbaceous,climber_vine,,,,,,
Rhynchosia minima,climber_vine_herbaceous,climber_vine,,,,,,
Rhynchospora corymbosa,,,,,,,,
Rhysotoechia bifoliolata subsp. nitida,shrub,,,,,,,
Rhysotoechia flavescens,tree,,,,,,,
Rhysotoechia florulenta,tree,tree,,,,,,
Rhysotoechia mortoniana,shrub tree,,,,,,,
Rhysotoechia robertsonii,tree,,,,,,,
Richardia brasiliensis,herb,herb,prostrate,,annual perennial,,,
Ricinocarpos ledifolius,shrub,,,,,,,
Ricinus communis,shrub,shrub,,,,,,
Rinorea bengalensis,shrub tree,,,,,,,
Ripogonum album,climber_vine,climber_vine,,,,,,
Ripogonum brevifolium,shrub climber_vine_herbaceous,shrub climber,twining,,,,,
Ripogonum discolor,climber_vine_herbaceous,climber_vine,,,,,,
Ripogonum elseyanum,climber_vine_herbaceous,climber_vine,,,,,,
Ristantia gouldii,tree,,,,,,,
Ristantia pachysperma,tree,tree,,,,,,
Ristantia waterhousei,tree,tree,,,,,,
Rivina humilis,herb shrub,,,,,,,
Rockinghamia angustifolia,shrub tree,,,,,,,
Rockinghamia brevipes,shrub tree,tree,,,,,,
Romnalda grallata,herb,,,,perennial,,,
Romnalda ophiopogonoides,herb,,tufted,,,,,
Rostellularia adscendens,herb shrub,shrub,,,,,,
Rostellularia adscendens var. latifolia,herb,herb,,,,,,
Rourea brachyandra,climber_vine,climber_vine,,,,,,
Rubus alceifolius,herb shrub climber_vine,,,,,,,
Rubus moluccanus var. moluccanus,herb shrub climber_vine_herbaceous,,,,,,,
Rubus moluccanus var. trilobus,herb shrub,,,,,,,
Rubus parvifolius,shrub climber_vine_herbaceous,shrub,prostrate scandent scrambling,,,,,
Rubus probus,herb shrub,,,,,,,
Rubus queenslandicus,herb shrub,,,,,,,
Ruellia tuberosa,herb,herb,,,,,,
Ryparosa kurrangii,tree,,,,,,,
Ryticaryum longifolium,herb shrub,,,,,,,
Sageretia hamosa,climber_vine,climber_vine,,,,,,
Salacia chinensis,shrub climber_vine,climber_vine,,,,,,
Salacia disepala,shrub climber_vine,climber_vine,,,,,,
Salacia erythrocarpa,climber_vine,,,,,,,
Salvia plebeia,herb shrub,,,,,,,
Salvia reflexa,herb shrub,shrub herb,,,,,,
Samadera baileyana,shrub tree,,,,,,,
Samadera bidwillii,shrub tree,tree shrub,,,,,,
Samadera sp  barong b.gray 742,shrub tree,tree,,,,,,
Samadera sp  tozer range l j.brass 19393,herb shrub,tree,,,,,,
Samanea saman,tree,,,,,,,
Sambucus australasica,shrub,,,,,,,
Sambucus canadensis,shrub,,,,,,,
Sanchezia parvibracteata,shrub,,,,,,,
Sankowskya stipularis,tree,tree,,,,,,
Santalum lanceolatum,shrub tree,tree,,,,,,
Sarcolobus hullsii,climber_vine_herbaceous,climber_vine,,,,,,
Sarcolobus vittatus,climber_vine_herbaceous,climber_vine,,,,,,
Sarcomelicope simplicifolia subsp. simplicifolia,shrub tree,,,,,,,
Sarcopetalum harveyanum,climber_vine_herbaceous,climber_vine,,,,,,
Sarcopteryx acuminata,shrub tree,tree,,,,,,
Sarcopteryx martyana,shrub tree,,,,,,,
Sarcopteryx montana,tree,,,,,,,
Sarcopteryx reticulata,tree,,,,,,,
Sarcopteryx sp  mcilwraith range b.hyland 3261rfk,tree,,,,,,,
Sarcotoechia cuneata,tree,tree,,,,,,
Sarcotoechia heterophylla,shrub tree,tree,,,,,,
Sarcotoechia lanceolata,tree,,,,,,,
Sarcotoechia protracta,tree,,,,,,,
Sarcotoechia serrata,shrub tree,tree,,,,,,
Sarcotoechia villosa,shrub tree,tree,,,,,,
Saurauia andreana,shrub tree,,,,,,,
Scaevola enantophylla,climber_vine,,,,,,,
Scaevola taccada,herb shrub,,,,,,,
Schefflera actinophylla,shrub tree,tree,,,,,,
Schefflera bractescens,shrub tree,tree,,,,,,
Schefflera elliptica,climber_vine,climber_vine,,,,,,
Schelhammera multiflora,herb,herb,prostrate erect,,,,,
Schinus terebinthifolius,shrub tree,tree shrub,spreading,,,,,
Schistocarpaea johnsonii,shrub tree,,,,,,,
Schizomeria ovata,shrub tree,,,,,,,
Schizomeria whitei,tree,,,,,,,
Schoutenia ovata,tree,tree,,,,,,
Sciaphila arfakiana,herb,herb,erect,,,,,
Sciaphila tenella,herb,herb,,,,,,
Scindapsus altissimus,climber_vine,climber_vine,,,,,,
Scirpodendron ghaeri,,,,,,,,
Scleria brownii,,,,,,rhizome,,
Scleria ciliaris,,,,,perennial,,,
Scleria levis,,,,,perennial,rhizome,,
Scleria lingulata,,herb,erect,,perennial,,,
Scleria lithosperma var. linearis,,,tufted,,perennial,,,
Scleria lithosperma var. lithosperma,,,tufted,,perennial,,,
Scleria novaehollandiae,,,,,annual,,,
Scleria polycarpa,,,,,perennial,,,
Scleria rugosa,,,erect decumbent,,annual,,,
Scleria sphacelata,,herb,,,,,,
Scleria sumatrensis,,,,,,,,
Scleria terrestris,,,,,perennial,,,
Scolopia braunii,tree,,,,,,,
Scoparia dulcis,herb shrub,,,,,,,
Scrotochloa tararaensis,,,,,perennial,rhizome,,
Scrotochloa urceolata,shrub,,,,perennial,rhizome,,
Secamone elliptica,climber_vine,climber_vine,,,,,,
Secamone lineata,climber_vine_herbaceous,climber_vine,,,,,,
Secamone timorensis,climber_vine_herbaceous,climber_vine,,,,,,
Semecarpus australiensis,tree,,,,,,,
Senecio bipinnatisectus,herb shrub,,,,,,,
Senecio tamoides,climber_vine,climber_vine,,,,,,
Senegalia albizioides,climber_vine,climber_vine,,,,,,
Senegalia pennata subsp. kerrii,climber_vine,climber_vine,,,,,,
Senna clavigera,shrub,,,,,,,
Senna coronilloides,shrub,,,,,,,
Senna gaudichaudii,shrub climber_vine,,,,,,,
Senna hirsuta,shrub,,,,,,,
Senna obtusifolia,shrub,,,,,,,
Senna occidentalis,shrub,,,,,,,
Senna pendula var. glabrata,shrub climber_vine,climber_vine,,,,,,
Senna septemtrionalis,shrub,,,,,,,
Senna siamea,shrub tree,tree,,,,,,
Senna sophera,shrub,shrub,,,,,,
Senna surattensis,shrub tree,tree shrub,,,,,,
Senna timoriensis,shrub,,,,,,,
Senna tora,shrub,,,,,,,
Sersalisia obpyriformis,shrub tree,tree,,,,,,
Sersalisia sericea,shrub tree,,,,,,,
Sersalisia sessiliflora,shrub tree,tree,,,,,,
Sersalisia unmackiana,shrub tree,tree,,,,,,
Sesbania cannabina,herb shrub,,,,,,,
Sesbania formosa,tree,,,,,,,
Setaria apiculata,,,tufted erect decumbent,,annual,,,
Setaria oplismenoides,,,,,perennial,rhizome,,
Setaria palmifolia,shrub,,,,,,,
Shonia tristigma subsp. borealis,shrub,,,,,,,
Sicyos australis,herb climber_vine_herbaceous,,,,annual,,,
Sicyos undara,climber_vine_herbaceous,,,,annual,,,
Sida acuta,herb shrub,,,,,,,
Sida atherophora,herb shrub,,,,,,,
Sida cordifolia,herb shrub,,,,,,,
Sida hackettiana,herb shrub,shrub herb,,,,,,
Sida rhombifolia,herb shrub,,,,,,,
Sida rohlenae subsp. rohlenae,herb shrub,shrub,prostrate erect,,,,,
Sida sp  small flower b.gray 5657,herb shrub,,,,,,,
Sida spinosa,herb shrub,,,,,,,
Sigesbeckia orientalis,herb shrub,,,,,,,
Siphonodon australis,tree,,,,,,,
Siphonodon membranaceus,tree,,,,,,,
Sisyrinchium micranthum,herb,herb,tufted,,annual,,,
Sloanea australis subsp. parviflora,tree,tree,,,,,,
Sloanea langii,tree,tree,,,,,,
Sloanea macbrydei,tree,tree,,,,,,
Smilax aculeatissima,climber_vine_herbaceous,climber_vine,,,,,,
Smilax australis,climber_vine_herbaceous,climber_vine,,,,,,
Smilax blumei,climber_vine_herbaceous,climber_vine,,,,,,
Smilax calophylla,climber_vine_herbaceous,climber_vine,,,,,,
Smilax glyciphylla,climber_vine_herbaceous,climber_vine,,,,,,
Smilax kaniensis,climber_vine_herbaceous,climber_vine,,,,,,
Smilax sp  aff  s. elliptica,climber_vine_herbaceous,climber_vine,,,,,,
Solanum aviculare,shrub,,,,,,,
Solanum betaceum,shrub,,,,,,,
Solanum capsicoides,herb shrub,,,,,,,
Solanum cookii,herb shrub,,,,,,,
Solanum defensum,shrub,shrub,,,,rhizome,,
Solanum dimorphispinum,herb shrub,,,,,,,
Solanum discolor,herb shrub,shrub,,,,rhizome,,
Solanum dunalianum,shrub,shrub,,,perennial,rhizome,,
Solanum ellipticum,herb shrub,,decumbent,,,,,
Solanum eminens,shrub climber_vine,shrub climber_vine,sprawling,,perennial,,,
Solanum erianthum,shrub,tree,,,,,,
Solanum fervens,shrub,shrub,erect,,perennial,rhizome,,
Solanum francisii,shrub,shrub,,,,,,
Solanum furfuraceum,shrub tree,shrub,,,,,,
Solanum hamulosum,herb shrub,,,,,,,
Solanum intonsum,shrub,,,,,,,
Solanum lasiocarpum,herb shrub,,,,,,,
Solanum macoorai,herb shrub,,,,,,,
Solanum magnifolium,shrub,,,,,,,
Solanum mauritianum,shrub tree,,,,,,,
Solanum nigrum,herb shrub,,,,,,,
Solanum nodiflorum,herb shrub,,erect,,,,,
Solanum parvifolium subsp. parvifolium,herb shrub,,,,,,,
Solanum parvifolium subsp. tropicum,herb shrub,,,,,,,
Solanum pseudocapsicum,herb shrub,,,,,,,
Solanum seaforthianum,climber_vine,climber_vine,,,,,,
Solanum sporadotrichum,shrub,shrub,,,,,,
Solanum tetrandrum,shrub,,,,,,,
Solanum torvum,herb shrub,,,,,,,
Solanum viridifolium,herb shrub tree,,,,,,,
Solori involuta,climber_vine,climber,twining,,,,,
Solori koolgibberah,climber_vine,climber_vine,,,,,,
Sophora tomentosa subsp. australis,shrub tree,,,,,,,
Spartothamnella juncea,herb shrub,,,,,,,
Spathodea campanulata,tree,tree,,,,,,
Spermacoce brachystema,herb,herb,erect spreading,,annual,,,
Spermacoce exilis,herb,herb,prostrate spreading,,annual,,,
Spermacoce latifolia,herb shrub,,,,,,,
Spermacoce membranacea,herb,herb,erect spreading,,annual,,,
Spermacoce ocymifolia,herb,herb,erect spreading,,annual,,,
Spermacoce prostrata,herb,herb,prostrate decumbent,,annual,,,
Spermacoce remota,herb,herb,erect spreading,,perennial,,,
Sphaerantia chartacea,tree,,,,,,,
Sphaerantia discolor,tree,,,,,,,
Sphagneticola trilobata,herb,herb,mat_forming,,perennial,,,
Sphalmium racemosum,tree,,,,,,,
Sphenostemon lobosporus,tree,,,,,,,
Spiraeanthemum davidsonii,shrub tree,,,,,,,
Stachytarpheta cayennensis,herb shrub,,,,,,,
Stachytarpheta jamaicensis,herb shrub,,,,,,,
Stachytarpheta mutabilis,herb shrub,,,,,,,
Steganthera australiana,shrub tree,,,,,,,
Steganthera cooperorum,tree,,,,,,,
Steganthera laxiflora subsp. laxiflora,tree,,,,,,,
Steganthera laxiflora subsp. lewisensis,shrub tree,,,,,,,
Steganthera macooraia,shrub tree,,,,,,,
Stemodia lythrifolia,herb,subshrub,,,,,,
Stemona australiana,climber_vine_herbaceous,climber_vine,,,,,,
Stemona lucida,climber_vine_herbaceous,climber_vine,,,,,,
Stenocarpus cryptocarpus,tree,,,,,,,
Stenocarpus cunninghamii,shrub tree,,,,,,,
Stenocarpus davallioides,tree,,,,,,,
Stenocarpus reticulatus,tree,,,,,,,
Stenocarpus sinuatus,tree,,,,,,,
Stenocarpus sp  hinchinbrook is  f d.hocking aq229860,shrub tree,,,,,,,
Stenocarpus verticis,shrub tree,tree,,,,,,
Stephania bancroftii,climber_vine,climber_vine,,,,,,
Stephania japonica var. discolor,climber_vine_herbaceous,climber_vine,,,,,,
Stephania japonica var. japonica,climber_vine_herbaceous,climber_vine,,,,,,
Stephania japonica var. timoriensis,climber_vine_herbaceous,climber_vine,,,,,,
Stephania tuberosa,climber_vine,climber_vine,,,,,,
Stephanophysum longifolium,herb shrub,,,,,,,
Sterculia holtzei,tree,,,,,,,
Sterculia quadrifida,tree,,,,,,,
Sterculia shillinglawii,tree,,,,,,,
Stictocardia queenslandica,climber_vine_herbaceous,climber_vine,,,,,,
Stigmaphyllon australiense,climber_vine,climber_vine,,,,,,
Stigmaphyllon timoriense,climber_vine climber_vine_herbaceous,climber_vine,,,,,,
Stockwellia quadrifida,tree,,,,,,,
Storckiella australiensis,tree,,,,,,,
Streblus brunonianus,shrub tree,,,,,,,
Streblus glaber subsp. australianus,shrub tree,,,,,,,
Strongylodon lucidus,climber_vine,climber_vine,,,,,,
Strychnos lucida,shrub tree,tree,,,,,,
Strychnos minor,climber_vine,climber_vine,,,,,,
Strychnos psilosperma,shrub tree,,,,,,,
Stylosanthes scabra,herb shrub,,,,,,,
Suregada glomerulata,tree,,,,,,,
Suriana maritima,herb shrub,,,,,,,
Symplocos ampulliformis,shrub tree,tree,,,,,,
Symplocos boonjee,herb shrub,,,,,,,
Symplocos bullata,shrub tree,tree,,,,,,
Symplocos crassiramifera,herb shrub,,,,,,,
Symplocos cyanocarpa var. cyanocarpa,herb shrub,,,,,,,
Symplocos cyanocarpa var. pilosa,herb shrub,,,,,,,
Symplocos gittinsii,tree,,,,,,,
Symplocos glabra,tree,,,,,,,
Symplocos graniticola,herb shrub,,,,,,,
Symplocos hayesii,herb shrub,,,,,,,
Symplocos hylandii,shrub tree,,,,,,,
Symplocos oresbia,shrub tree,tree,,,,,,
Symplocos paucistaminea,shrub tree,,,,,,,
Symplocos puberula,tree,,,,,,,
Symplocos stawellii,tree,,,,,,,
Symplocos thwaitesii,shrub tree,tree shrub,,,,,,
Symplocos wooroonooran,shrub tree,tree,,,,,,
Syncarpia glomulifera subsp. glomulifera,tree,,,,,,,
Synedrella nodiflora,herb shrub,,,,,,,
Syngonium podophyllum,climber_vine,climber_vine,,,,,,
Synima cordierorum,shrub tree,,,,,,,
Synima macrophylla,shrub tree,tree,,,,,,
Synima reynoldsiae,tree,tree,,,,,,
Synostemon albiflorus,herb shrub,shrub,,,,,,
Synostemon sphenophyllus,herb shrub,shrub,,,,,,
Synoum glandulosum subsp. glandulosum,shrub tree,tree shrub,,,,,,
Synoum glandulosum subsp. paniculosum,tree,tree,,,,,,
Syzygium alatoramulum,shrub tree,tree,,,,,,
Syzygium alliiligneum,tree,,,,,,,
Syzygium angophoroides,tree,,,,,,,
Syzygium apodophyllum,shrub tree,,,,,,,
Syzygium aqueum,shrub tree,tree,,,,,,
Syzygium argyropedicum,tree,,,,,,,
Syzygium armstrongii,tree,,,,,,,
Syzygium australe,shrub tree,tree,,,,,,
Syzygium bamagense,tree,,,,,,,
Syzygium banksii,shrub tree,tree,,,,,,
Syzygium boonjee,shrub tree,tree,,,,,,
Syzygium branderhorstii,tree,tree,,,,,,
Syzygium buettnerianum,tree,,,,,,,
Syzygium bungadinnia,tree,,,,,,,
Syzygium canicortex,tree,,,,,,,
Syzygium claviflorum,tree,,,,,,,
Syzygium cormiflorum,tree,,,,,,,
Syzygium corynanthum,tree,,,,,,,
Syzygium cryptophlebium,shrub tree,,,,,,,
Syzygium dansiei,tree,,,,,,,
Syzygium divaricatum,tree,,,,,,,
Syzygium endophloium,tree,,,,,,,
Syzygium erythrocalyx,tree,,,,,,,
Syzygium erythrodoxum,shrub tree,tree,,,,,,
Syzygium fibrosum,shrub tree,,,,,,,
Syzygium floribundum,tree,tree,,,,,,
Syzygium forte subsp. forte,tree,,,,,,,
Syzygium forte subsp. potamophilum,tree,,,,,,,
Syzygium fratris,tree,tree,,,,,,
Syzygium glenum,tree,tree,,,,,,
Syzygium graveolens,tree,,,,,,,
Syzygium gustavioides,tree,,,,,,,
Syzygium hedraiophyllum,tree,,,,,,,
Syzygium hemilamprum subsp. hemilamprum,tree,,,,,,,
Syzygium hemilamprum subsp. orophilum,shrub tree,tree,,,,,,
Syzygium johnsonii,tree,,,,,,,
Syzygium kuranda,tree,,,,,,,
Syzygium luehmannii,tree,,,,,,,
Syzygium macilwraithianum,tree,,,,,,,
Syzygium mackinnonianum,tree,,,,,,,
Syzygium malaccense,tree,,,,,,,
Syzygium maraca,tree,tree,,,,,,
Syzygium minutuliflorum,tree,,,,,,,
Syzygium monimioides,tree,tree,,,,,,
Syzygium monospermum,tree,tree,,,,,,
Syzygium mulgraveanum,tree,,,,,,,
Syzygium nervosum,tree,,,,,,,
Syzygium oleosum,shrub tree,,,,,,,
Syzygium papyraceum,tree,,,,,,,
Syzygium pringlei,shrub tree,tree,,,,,,
Syzygium pseudofastigiatum,tree,,,,,,,
Syzygium puberulum,shrub tree,,,,,,,
Syzygium resa,tree,tree,,,,,,
Syzygium sayeri,tree,tree,,,,,,
Syzygium sharoniae,shrub tree,,,,,,,
Syzygium smithii,shrub tree,tree,,,,,,
Syzygium suborbiculare,shrub tree,,,,,,,
Syzygium tierneyanum,shrub tree,tree,,,,,,
Syzygium trachyphloium,tree,,,,,,,
Syzygium unipunctatum,shrub tree,,,,,,,
Syzygium velarum,tree,,,,,,,
Syzygium wesa,tree,,,,,,,
Syzygium wilsonii subsp. epigaeum,shrub tree,tree shrub,,,,,,
Syzygium wilsonii subsp. wilsonii,shrub,,,,,,,
Syzygium xerampelinum,shrub tree,tree,,,,,,
Tabernaemontana orientalis,shrub tree,tree,,,,,,
Tabernaemontana pandacaqui,shrub,,,,,,,
Tacca leontopetaloides,herb shrub,,,,,,,
Tagetes minuta,shrub,,,,,,,
Tamarindus indica,tree,,,,,,,
Tapeinochilos ananassae,herb shrub,herb,,,,rhizome,,
Tapeinosperma pallidum,shrub tree,,,,,,,
Tapeinosperma pseudojambosa,shrub tree,tree shrub,,,,,,
Tarenna dallachiana subsp. dallachiana,shrub tree,tree,,,,,,
Tarenna dallachiana subsp. expandens,shrub tree,tree,,,,,,
Tarenna monticola,shrub tree,,,,,,,
Tarenna pentamera,shrub tree,tree shrub,,,,,,
Tarennoidea wallichii,shrub tree,tree,,,,,,
Tasmannia insipida,shrub,,,,,,,
Tasmannia membranea,shrub tree,,,,,,,
Tasmannia sp  mt bellenden ker j r.clarkson 6571,shrub tree,tree,,,,,,
Tecomanthe burungu,climber_vine,climber,,,,,,
Tephrosia brachyodon,herb shrub,,,,,,,
Tephrosia dietrichiae,herb shrub,,,,,,,
Tephrosia oblongata,herb shrub,,,,,,,
Tephrosia purpurea,herb shrub,,,,,,,
Tephrosia rosea,herb shrub,,,,,,,
Terminalia arenicola,tree,,,,,,,
Terminalia aridicola subsp. chillagoensis,shrub tree,tree,,,,,,
Terminalia catappa,tree,tree,,,,,,
Terminalia complanata,tree,,,,,,,
Terminalia erythrocarpa,tree,tree,,,,,,
Terminalia melanocarpa,shrub tree,tree,,,,,,
Terminalia microcarpa,tree,,,,,,,
Terminalia muelleri,shrub tree,,,,,,,
Terminalia oblongata,shrub tree,tree,,,,,,
Terminalia petiolaris,tree,tree,,,,,,
Terminalia platyphylla,tree,,,,,,,
Terminalia porphyrocarpa,shrub tree,tree,,,,,,
Terminalia subacroptera,shrub tree,tree,,,,,,
Terminalia volucris,shrub tree,,,,,,,
Ternstroemia cherryi,shrub tree,,,,,,,
Tetracera daemeliana,climber_vine,climber_vine,,,,,,
Tetracera nordtiana,shrub climber_vine,tree climber_vine,,,,,,
Tetrameles nudiflora,tree,,,,,,,
Tetrardisia bifaria,herb shrub,,,,,,,
Tetrastigma crenatum,climber_vine,climber_vine,,,,,,
Tetrastigma nitens,climber_vine,climber_vine,,,,,,
Tetrastigma petraeum,climber_vine,climber_vine,,,,,,
Tetrastigma pisicarpum,climber_vine,climber_vine,,,,,,
Tetrastigma thorsborneorum,climber_vine,climber_vine,,,,,,
Thaleropia queenslandica,tree,tree,,,,,,
Thespesia populnea,shrub tree,tree shrub,,,,,,
Thespesia populneoides,shrub tree,tree shrub,,,,,,
Thismia hawkesii,herb,herb,,,,,,
Thismia lanternata,herb,herb,,,,,,
Thismia tectipora,herb,,,,,,,
Thismia yorkensis,herb,,,,,,,
Thoracostachyum sumatranum,,,,,,,,
Thryptomene oligandra,tree,,,,,,,
Thunbergia alata,climber_vine_herbaceous,climber_vine,,,,,,
Thunbergia arnhemica,climber_vine_herbaceous,climber_vine,,,,,,
Thunbergia grandiflora,climber_vine,climber_vine,,,,,,
Thunbergia laurifolia,climber_vine_herbaceous,climber_vine,scrambling,,,,,
Thunbergia mysorensis,climber_vine,,,,,,,
Tiliacora australiana,climber_vine,climber_vine,,,,,,
Timonius singularis,shrub tree,,,,,,epiphyte lithophyte,
Timonius sp  claudie river b.hyland 21096v,climber_vine,climber_vine,,,,,,
Timonius timon var. timon,shrub tree,tree,,,,,,
Tinospora esiangkara,climber_vine_herbaceous,climber_vine,,,,,,
Tinospora smilacina,climber_vine,climber_vine,,,,,,
Tithonia diversifolia,shrub,,,,,,,
Toechima daemelianum,shrub tree,,,,,,,
Toechima erythrocarpum,shrub tree,,,,,,,
Toechima monticola,shrub tree,tree,,,,,,
Toechima pterocarpum,shrub tree,tree,,,,,,
Toona ciliata,tree,,,,,,,
Trachymene geraniifolia,herb,,,,,,,
Trachymene tenuifolia,herb shrub,,,,,,,
Tradescantia zebrina,herb,,,,,,,
Tragia finalis,climber_vine_herbaceous,climber_vine,,,,,,
Tragia novaehollandiae,climber_vine_herbaceous,climber_vine,twining,,perennial,,,
Trema cannabina,shrub tree,tree,,,,,,
Trema orientalis,tree,,,,,,,
Trema tomentosa var. aspera,herb shrub tree,,,,,,,
Trema tomentosa var. tomentosa,shrub tree,tree,,,,,,
Tribulopis homalococca var. alifer,herb,herb,prostrate,,annual,,,
Tribulopis solandri,herb,herb,trailing,,,,,
Trichodesma zeylanicum,herb shrub,,,,,,,
Trichosanthes cucumerina var. cucumerina,climber_vine_herbaceous,climber_vine,,,,,,
Trichosanthes morrisii,climber_vine climber_vine_herbaceous,climber_vine,,,,,,
Trichosanthes odontosperma,climber_vine,climber_vine,,,,,,
Trichosanthes pentaphylla,climber_vine,climber_vine,,,,,,
Trichosanthes pilosa,climber_vine_herbaceous,climber_vine,,,,,,
Trichospermum pleiostigma,tree,,,,,,,
Tridax procumbens,herb,,decumbent,,,,,
Triflorensia australis,shrub tree,tree,,,,,,
Triflorensia ixoroides,shrub tree,tree shrub,,,,,,
Trigonostemon inopinatus,shrub,tree shrub,,,,,,
Triodia procera,,,stoloniferous tufted,,perennial,stolon,,
Triplaris americana,shrub tree,tree,,,,,,
Tristaniopsis exiliflora,shrub tree,tree,,,,,,
Tristellateia australasiae,climber_vine,climber_vine,,,,,,
Tristemma mauritianum,herb shrub,,,,,,,
Tristiropsis acutangula,tree,tree,,,,,,
Triumfetta bradshawii,herb shrub,,,,,,,
Triumfetta micracantha,herb,shrub,,,,,,
Triumfetta pilosa,herb shrub,,,,,,,
Triumfetta rhomboidea,herb shrub,,,,,,,
Triunia erythrocarpa,shrub tree,tree,,,,,,
Triunia montana,herb shrub,tree,,,,,,
Trochocarpa bellendenkerensis,shrub tree,tree,shrubby,,,,,
Trophis scandens subsp. scandens,climber_vine,climber_vine,,,,,,
Turbina corymbosa,climber_vine,climber_vine,,,,,,
Turraea pubescens,shrub tree,tree,,,,,,
Tylophora benthamii,climber_vine_herbaceous,climber_vine,,,,,,
Tylophora cinerascens,climber_vine_herbaceous,climber_vine,,,,,,
Tylophora colorata,climber_vine_herbaceous,climber_vine,,,,,,
Tylophora flexuosa,climber_vine_herbaceous,climber_vine,,,,,,
Tylophora grandiflora,climber_vine_herbaceous,climber_vine,,,,,,
Tylophora williamsii,climber_vine climber_vine_herbaceous,climber_vine,,,,,,
Typhonium alismifolium,herb,herb,,,,,,
Typhonium brownii,herb,,,,,rhizome,,
Typhonium flagelliforme,herb,,,,,,,
Typhonium peltandroides,herb,,,,,,,
Typhonium wilbertii,herb,,,,,,,
Uncaria callophylla,climber_vine,climber_vine,,,,,,
Uncaria cordata var. cordata,climber_vine,climber_woody,,,,,,
Uncaria lanosa var. appendiculata,climber_vine,climber_vine,,,,,,
Urena lobata,herb shrub,,,,,,,
Urochloa pubigera,,,,,annual,,,
Urochloa reptans,,,,,annual,,,
Urochloa subquadripara,,,,,annual,,,
Uromyrtus metrosideros,shrub tree,,,,,,,
Uromyrtus tenella,shrub tree,tree,,,,,,
Urtica incisa,herb shrub,,,,,,,
Utricularia uliginosa,herb,,,,annual,,terrestrial,
Uvaria concava,shrub climber_vine,tree climber_vine,,,,,,
